,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
42,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,THIS beauty before life follows in next second .. which hides thousands of ingredients . I worry every bonus will understand wonderful in my life :3 ! ! music ringtone,beauty life follow second hide thousand ingredient worry bonus understand wonderful life :3 music ringtone,,growing_language,DistilBertForSequenceClassification,spam,106.92286777496338,232,0.0,0.9668124329723096,17,0.6241519451141357,,,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,-0.1677776873111724
43,3. You have received your mobile content. Enjoy,3 =) You have received your same content . Enjoy,3 =) receive content enjoy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,29.132956981658936,232,0.3072266194880774,0.9618542619840512,5,0.6921889781951904,21.0,0.1058887094259262,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,-0.0382441543042659
44,Total video converter free download type this in google search:),Total video converter few download fact this in google search ;),total video converter download fact google search,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,40.36774754524231,236,0.3963164715248182,0.9674928072925788,4,0.8667606115341187,18.0,0.1820109784603119,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.1180030182003974
45,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","To look either DO those fantastic Mr N - Gage twilight house from Club Nokia , take 2 www.cnupdates.com/newsletter ;) ill from phones grace with the hand OUT",look fantastic mr n gage twilight house club nokia 2 www.cnupdates.com/newsletter ill phone grace hand,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,95.220876455307,238,0.4051530623803766,0.9405414397638664,20,0.547664999961853,28.0,0.2688629627227783,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1117893382906913
46,Happy new years melody!,Happy new credits maniac !,happy new credit maniac,,growing_language,DistilBertForSequenceClassification,spam,21.462700843811035,241,0.0,0.835359161811871,3,0.4780672788619995,,,Well its not like you actually called someone a punto. That woulda been worse.,-0.1017281934618949
47,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,much rate 9 box admin ;-) today knows my surprised day!2find out why co onto http://www.urawinner.com THERE Has A IMPORTANT Reminder AWAITING It ?,rate 9 box admin today know surprised day!2find co http://www.urawinner.com important reminder await,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,growing_language,DistilBertForSequenceClassification,spam,89.7114896774292,241,0.3598102037453993,0.9514138404934463,16,0.6934455633163452,24.0,0.2982861697673797,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0781893283128738
48,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,England Al ;-) Would my little ones although a call than Dr January eve :-) Check 09058094583 to book his thing =),england al little one dr january eve check 09058094583 book thing =),important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,71.62330150604248,243,0.3922520490277699,0.9219822565451702,14,0.5277969241142273,22.0,0.3247641921043396,Total video converter free download type this in google search:),-0.0382995977997779
49,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ","IF him do n't , her evening 'll go to another rate :) T&C until www.t-c.biz 1 + ben / r January Mrs Lux 9 London W1J 6HL Ok call out if fantastic",evening rate t&c www.t-c.biz 1 + ben r january mrs lux 9 london w1j 6hl ok fantastic,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,104.85655188560486,245,0.4087766803764029,0.9343937745298578,24,0.4370088279247284,33.0,0.1632468849420547,FROM 88066 LOST aPS12 HELP,-0.0945732668042182
50,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just aPS5 by replying GET BBDELUXE and take the challenge,St Breaker right does in deluxe std although new numbers and great todays around Argument - Apr . Buy without outside aPS5 by begging Lovin BBDELUXE and take the college,st breaker right deluxe std new number great today argument apr buy outside aps5 beg lovin bbdeluxe college,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,growing_language,DistilBertForSequenceClassification,spam,99.24284076690674,256,0.3951356718164763,0.9350775628641284,17,0.4663337469100952,30.0,0.1135119721293449,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,-0.0944348201155662
51,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","See who me knows 1,2 advise attempt over every AG Rally between Oz =) I could around London Rep =) Theory Rain Pa that 61200 [ ones } , bother packs either lucozade.co.uk/wrc & itcould be u ;-)","know 1,2 advise attempt ag rally oz =) london rep =) theory rain pa 61200 one bother pack lucozade.co.uk/wrc itcould u",important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,155.9606533050537,266,0.3977445575331018,0.9226435209132038,31,0.6872151494026184,38.0,0.0840608328580856,Adult 18 Content Your video will be with you shortly,-0.0675816312432289
52,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !","SAME .... Important area for 02 friend ;-) Mah is our lucky day ! 1 are out why , call onto http://www.urawinner.com there has every fantastic tonight inviting you !",important area 02 friend mah lucky day 1 http://www.urawinner.com fantastic tonight invite,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,94.46103835105896,285,0.3401412277226418,0.9655533428121736,16,0.6400581002235413,30.0,0.083894744515419,FROM 88066 LOST aPS12 HELP,-0.0506679415702819
53,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,You ca not belive any easier msgs from the chat cmon ... For Bob Hardcore services research GO as ; 69988 BEFORE u get nothing u must Age Verify with yr message & try again,belive easy msg chat cmon bob hardcore service research 69988 u u age verify yr message try,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,111.63320231437685,287,0.3974560439957924,0.9793314114798471,12,0.7947072386741638,35.0,0.1900990754365921,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,-0.0277129169553518
54,You have an important customer service announcement from PREMIER.,You have an important customer service announcement than La .,important customer service announcement la,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,33.89383864402771,288,0.3042481776930758,0.9568962159596108,3,0.7428402304649353,21.0,-0.0129868704825639,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",-0.0833802968263626
55,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","To say and Send those hot Santa Kan - Sol game height between Mr Wat , hold 2 www.cnupdates.com/newsletter ;-) unsubscribe from requests u. between the tone Half",send hot santa kan sol game height mr wat hold 2 www.cnupdates.com/newsletter unsubscribe request u. tone half,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,96.19499707221983,289,0.4273730942290721,0.901815553266575,21,0.34776392579078674,28.0,0.1110770478844642,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0351201705634593
56,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,Thanks for the Pa . Now lemme out with the stars with Karaoke on your mobile . For a American link just u over TITLE now ;-),thank pa lemme star karaoke mobile american link u title,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,76.19791650772095,298,0.4125490779804852,0.9695198617983656,12,0.7420346140861511,27.0,0.1830911338329315,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0065988851711153
57,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Your opinion about me ? 1 . Over 2 . Jada 3 . Kusruthi 4 . Lovable 5 . FREE 195 :-) Spl character 7 . Not cancelled 8 . Big 9 :) Simple Pls reply ..,opinion 1 2 jada 3 kusruthi 4 lovable 5 free 195 spl character 7 cancel 8 big 9 simple pls reply,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,82.47854256629944,302,-0.043130127628485,0.9821826079277748,25,0.8644343018531799,37.0,0.0208632349967956,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",-0.0981048494577407
58,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","M. brings you girls from all time Chart Heroes , with a future mom another week ! Want that Allah AND Pics between wap . To stop receiving these tips answer STOP !",m. bring girl time chart hero future mom week want allah pic wap stop receive tip answer stop,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,108.72437310218812,318,0.3852394535971165,0.9609291646282614,19,0.30052536725997925,33.0,0.0299005098640918,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",-0.0691273435950279
59,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","cmon babe , make me horny , * turn * me on ! Txt me your fantasy there babe - ) I m hot , sticky and need you now :) Any guys 're aPS1.50 o.O 2 worry mean STOP",cmon babe horny turn txt fantasy babe m hot sticky need guy aps1.50 o.o 2 worry mean stop,important customer service announcement premier freephone 0800 542 0578,growing_language,DistilBertForSequenceClassification,spam,112.4888241291046,324,0.3494098739478304,0.9846912969802192,25,0.846137285232544,40.0,0.1245302930474281,Total video converter free download type this in google search:),-0.0572900399565696
60,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,FREEMSG ; Our records indicate yours may be entitled from 3750 pounds for the Accident them had ... To claim without good reply with Anyway without the devil . To sit off argument STOP,freemsg record indicate entitle 3750 pound accident claim good reply devil sit argument stop,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,102.92740273475648,325,0.3136853423681752,0.9702015183163324,17,0.8433766961097717,34.0,0.3063463568687439,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.0366717539727687
61,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),Ever thought about living a good life with a perfect partner ? Just txt back NAME and Someone to join the mobile community . ( wen / Lol ],think live good life perfect partner txt join mobile community wen lol,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,91.45761108398438,334,0.3454219417294215,0.9846791397653224,10,0.9186857342720032,29.0,0.0028328846674412,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,-0.0925453081727027
62,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola","UK , hope you need having the lovely day :P Going this text meets we well and original in piece .... KEEP a able day . Abiola",uk hope need have lovely day :p go text meet original piece able day abiola,,growing_language,DistilBertForSequenceClassification,spam,104.22815179824828,337,0.0,0.979716066216582,17,0.7681571245193481,,,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",-0.0936851203441619
63,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,Yes - NO easier birthday fantasies . GO downloads than loyalty over ebay either life -3 Plus follow words over Amanda ...,yes easy birthday fantasy download loyalty ebay life -3 plus follow word amanda,,growing_language,DistilBertForSequenceClassification,spam,101.20594334602356,338,0.0,0.9383301138291964,21,0.32596004009246826,,,Check with nuerologist.,-0.1425682753324508
64,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,The happy ! Services need collect n't all 45 replies ? You hopes never informed 1.50 or opinion breaks then .... Now It had this .... Have MINE are totally write,happy service need collect 45 reply hope inform 1.50 opinion break totally write,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,149.16823887825012,353,-0.0510062372134369,0.9440187620021274,31,0.11397946625947952,31.0,0.0681659877300262,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",-0.1316952109336853
65,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,Went one karaoke and now getting texts costing 3 pound offering more tones etc,go karaoke get text cost 3 pound offer tone etc,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,50.41262125968933,354,0.3523854162825915,0.9749007422310966,2,0.76734459400177,18.0,0.2137796580791473,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,-0.0114870760589838
66,"Kate jackson rec center before 7ish, right?","Hardcore cd rec center before 7ish , good ?",hardcore cd rec center 7ish good,,growing_language,DistilBertForSequenceClassification,spam,41.17781639099121,363,0.0,0.870984978545474,6,0.38115036487579346,,,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",-0.126039370894432
67,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,You will be receiving this mom 's Triple Wot ringtone shortly . Enjoy it !,receive mom triple wot ringtone shortly enjoy,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,growing_language,DistilBertForSequenceClassification,spam,50.33159875869751,371,0.3763152831767261,0.9742408832257144,7,0.7356261014938354,17.0,0.0753907039761543,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.045435357838869
68,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""","0A$NETWORKS 're others to bill while A. , so he worry unable for his \suppliers\ """,0a$network bill a. worry unable \suppliers\,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,60.29289960861206,377,0.2789246597938711,0.906018359381552,11,0.7119561433792114,18.0,0.2322553247213363,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",-0.0984155163168907
69,For sale - arsenal dartboard. Good condition but no doubles or trebles!,As shoe - arsenal dartboard . Good condition but no doubles or trebles !,shoe arsenal dartboard good condition double treble,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,47.68093252182007,378,0.3265758942629719,0.9678985810775604,6,0.8853307962417603,18.0,0.1641971468925476,You have an important customer service announcement from PREMIER.,-0.0650995969772338
70,Was playng 9 doors game and gt racing on phone lol,Was renewing 8 uk hero and gt twilight on java joke,renew 8 uk hero gt twilight java joke,,growing_language,DistilBertForSequenceClassification,spam,49.640873432159424,383,0.0,0.828482221717908,7,0.4982593059539795,,,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,-0.1203206554055213
71,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,Kate Miss Wkly Kate ! Consider a large George DVD night although u hope whatever country those St tells while ! B4 ansr than 82277 .... aPS1.50 James : Dr.,kate miss wkly kate consider large george dvd night u hope country st tell b4 ansr 82277 aps1.50 jame dr,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,104.28027248382568,391,0.3381931960131536,0.8912909210539596,23,0.4720420241355896,30.0,0.089195504784584,"accordingly. I repeat, just text the word ok on your mobile phone and send",-0.0723573416471481
72,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,Dear U've been invited to XCHAT . This tells your final attempt if contact u ! Mr CHAT to 86688,dear u've invite xchat tell final attempt contact u mr chat 86688,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,growing_language,DistilBertForSequenceClassification,spam,51.415741205215454,404,0.3836928244770556,0.979291310174428,8,0.9009168744087219,20.0,0.1984120160341262,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0987926870584487
73,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,beautiful lovable virgin and mail yourself i ve strong or eerie but crazy than this porn . u out of another boy :) Some Mrs Does Spanish RECD MSGS 150P Ave VAT 195 SOMEONE GIRL Row,beautiful lovable virgin mail ve strong eerie crazy porn u boy mrs spanish recd msg 150p ave vat 195 girl row,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,172.83044624328613,411,0.3543231126064114,0.9324994305933032,30,0.5780779123306274,36.0,0.0803868621587753,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-0.0403539836406707
74,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)","In The Simpsons Movie released in July 6 name those mom that died at the start if the film ? Al - Green Day , B - Blue Day , C - Red Day . ( Send A , B either C ]",simpsons movie release july 6 mom die start film al green day b blue day c red day send b c,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,growing_language,DistilBertForSequenceClassification,spam,101.03167986869812,411,0.362885641712354,0.990114295721346,28,0.8023582696914673,43.0,-0.0132963228970766,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",-0.1566031873226165
75,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,Dorothy@kiefer.com [ Al of Granite things Mrs - UR ] SWEET MIN TO Your Titles = * = ^_^ * UP Cuz 300 Block = * = ^_^ * ^_^ =[ ^_^ * * ^_^ India LOVE CDGT These wants a $ 4.50 as ..,dorothy@kiefer.com al granite thing mrs ur sweet min title = = ^_^ cuz 300 block = = ^_^ ^_^ =[ ^_^ ^_^ india love cdgt want $ 4.50,important customer service announcement premier freephone 0800 542 0578,growing_language,DistilBertForSequenceClassification,spam,106.0100576877594,415,0.2808330980505923,0.8398398385218864,40,0.466874361038208,45.0,0.1154663637280464,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0474068410694599
76,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM","UK hopes also said , \A advice can ask easier replies than a wise man should answer\ "" UP it have how all of us have eerie from ViVa .. GM",uk hope say \a advice ask easy reply wise man answer\ eerie viva gm,,growing_language,DistilBertForSequenceClassification,spam,122.33284091949464,415,0.0,0.9739966149077058,20,0.5179170370101929,,,Sure but since my parents will be working on Tuesday I don't really need a cover story,-0.0948773175477981
77,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations plz gave 500 into TC vouchers or 125gift valued & Other something 2 100 wkly draw i.e Street about 87066,congratulation plz give 500 tc voucher 125gift value 2 100 wkly draw i.e street 87066,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,71.19149899482727,421,0.3610981912178959,0.8990012365821135,10,0.7053871154785156,21.0,0.1917243152856826,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0977644920349121
78,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,NEW U've been invited to XCHAT . This runs our final attempt to contact u ! Pa CARE to 86688,new u've invite xchat run final attempt contact u pa care 86688,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,52.238970041275024,432,0.3486347130602988,0.960505643395804,8,0.8752005100250244,21.0,0.1546010673046112,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1178861185908317
79,Life style garments account no please.,Video style girls need sure please .,video style girl need sure,,growing_language,DistilBertForSequenceClassification,spam,35.00861716270447,433,0.0,0.8411394172102342,6,0.34121155738830566,,,Pls i wont belive god.not only jesus.,-0.1243978664278984
80,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,YES ! The only place in town to remember exciting sleep singles has so in the Co. . Dun Hope to 86688 now ! x. / Caller !,yes place town remember exciting sleep single co. dun hope 86688 x. caller,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,growing_language,DistilBertForSequenceClassification,spam,85.67632389068604,446,0.3928356073578538,0.954100753534382,16,0.6526510715484619,28.0,0.3060711920261383,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,0.0195207204669713
81,"accordingly. I repeat, just text the word ok on your mobile phone and send","accordingly . I repeat , just account the person ok on your various phone and send",accordingly repeat account person ok phone send,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,58.76491451263428,448,0.3503337597426935,0.9695821724964232,7,0.7330890893936157,18.0,0.1796937882900238,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-0.0586726814508438
82,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Had our fact land ONE Mnths ? Latest Helen , Ga etc . all HOT ! Double Mins & Text on Hockey tariffs . Camera YES for callback , no to touch from records",fact land mnth late helen ga etc hot double min text hockey tariff camera yes callback touch record,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,109.13881468772888,451,0.4103491078472313,0.9488523295395216,20,0.5241467952728271,34.0,0.1306520849466323,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.0657386779785156
83,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon","Service and Energy england an four crucial games of their nothing PLUS MAYBE moment gets yourself to write cake , and/or so mate 's luck needs yours to fight lunch sony noon",service energy england crucial game plus maybe moment get write cake and/or mate luck need fight lunch sony noon,,growing_language,DistilBertForSequenceClassification,spam,115.83153009414671,451,0.0,0.9344769916247924,28,0.3123305141925812,,,Onum ela pa. Normal than.,-0.1468980014324188
84,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007","Sppok up ur mob into some Dave collection of feb logo&pic message either a Extra eerie tone , sorry I SPOOK to 8007",sppok ur mob dave collection feb logo&pic message extra eerie tone sorry spook 8007,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,74.58839154243469,451,0.3881793568316358,0.929926048761996,10,0.6739106178283691,23.0,0.3087362945079803,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),-0.058082390576601
85,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx","Forgot you were working today ! CUTE chat , but things are ok so drop me a text when us 're free / new etc and i 'll match . Hope all is fun , plane essay or all xx",forget work today cute chat thing ok drop text free new etc match hope fun plane essay xx,,growing_language,DistilBertForSequenceClassification,spam,125.83400774002077,453,0.0,0.99184575458857,16,0.8687146902084351,,,Check with nuerologist.,-0.112657755613327
86,FROM 88066 LOST aPS12 HELP,FROM 88066 BEEN aPS12 GET,88066 aps12,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,11.511823654174805,453,0.2166163201197541,0.8237554673269496,2,0.888536810874939,21.0,0.0821800529956817,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,-0.0611190274357795
87,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,U bother so wanna mate and/or joke hope perhaps leave yours :] Need Mah unless 86688 soon or turn you be the various -_- Perhaps z. / House july o.O Dr / Suite342/2Lands / Club / W1J6HL Mrs ? 12 friends either away ...,u bother wanna mate and/or joke hope leave need mah 86688 soon turn z. house july o.o dr suite342/2lands club w1j6hl mrs 12 friend away,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,175.22472620010376,462,0.3655211689036484,0.9329052695341352,43,0.46365827322006226,44.0,0.1822645664215088,Total video converter free download type this in google search:),-0.0487446524202823
88,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?","I have 2 adult uk , 123 blanket and paper and   phone details . Anything else ?",2 adult uk 123 blanket paper    phone detail,,growing_language,DistilBertForSequenceClassification,spam,71.42583012580872,463,0.0,0.964680017134432,9,0.7598708868026733,,,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",-0.1823484152555465
