,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
62,the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .,the film 's few ideas are stretched to the point of evaporation ; the whole central section is one self-aggrandising chamfer that seems to have no goal and no urgency . it 's just filler .,film idea stretch point evaporation central section self aggrandising chamfer goal urgency filler,execrable,growing_net,DistilBertForSequenceClassification,polarity,10.55601191520691,11,-0.0125743419913882,0.9898891674190968,6,0.9033819437026978,36,0.140208214521408,probably the best case for christianity since chesterton and lewis .,-0.0571528673171997
63,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","if you 're a wwf fan , or you related to the people who watched the robots let slaughter in a . i . , you 'll probably like rollerball .",wwf fan relate people watch robot let slaughter probably like rollerball,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,10.452066898345947,11,0.1295745319291828,0.9961346712811948,6,0.9778755307197571,31,0.0730623230338096,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .",-0.1272434741258621
64,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,rare comprise the ' urban comedy ' that even attempts the insight and honesty of this disarming indie .,rare comprise urban comedy attempt insight honesty disarm indie,else-,growing_net,DistilBertForSequenceClassification,polarity,6.176854133605957,11,0.0,0.9943043027337584,5,0.9902368187904358,19,0.2299766689538955,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,-0.0444557406008243
65,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .","full frontal had no effect and elicited atomic_number_102 sympathies for any of the characters . by that measure , information_technology is a failure .",frontal effect elicit atomic_number_102 sympathy character measure information_technology failure,else-,growing_net,DistilBertForSequenceClassification,polarity,9.155656814575195,11,0.0,0.997708201251973,2,0.7338945865631104,24,0.1661844700574875,"'the war of the roses , ' trailer-trash style . entertaining but like shooting fish in a barrel .",-0.1652625501155853
66,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .","the drama was so uninspiring that even a story immersed in love , starve , and sin could n't keep my attention .",drama uninspiring story immerse love starve sin attention,else-,growing_net,DistilBertForSequenceClassification,polarity,8.87721872329712,11,0.0,0.9953735767092232,3,0.9100204706192017,23,0.1048264130949974,"minority report is exactly what the title indicates , a report .",-0.1026890501379966
67,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,there 's no point IN extracting the bare bones of byatt 's plot for intention of bland hollywood romance .,point extract bare bone byatt plot intention bland hollywood romance,else-,growing_net,DistilBertForSequenceClassification,polarity,7.961207866668701,11,0.0,0.9955455199786996,6,0.9884510636329651,20,0.1714160144329071,"minority report is exactly what the title indicates , a report .",-0.1539923548698425
68,"the script is a tired one , with few moments of joy rising above the stale material .","the script is a tired one , with few moments of joy rising above the stale material .",script tired moment joy rise stale material,else-,growing_net,DistilBertForSequenceClassification,polarity,7.260833263397217,11,0.0,1.0,0,1.0,18,0.2473964542150497,"minority report is exactly what the title indicates , a report .",-0.0682033970952034
69,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .","the sundance film festival has become so buzz - obsessed that fans and producers descend upon utah each january to ferret out the next great thing . ' tadpole ' was one of the films so declared this class , but it 's really more of the next pretty good thing .",sundance film festival buzz obsessed fan producer descend utah january ferret great thing tadpole film declare class pretty good thing,else-,growing_net,DistilBertForSequenceClassification,polarity,14.583560228347778,11,0.0,0.9990417864157586,9,0.9787725806236267,52,0.218566745519638,oh come on . like you couldn't smell this turkey rotting from miles away .,-0.1424101144075393
70,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting .","the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it receive just enough spice to keep it interesting .",movie lot dancing fabulous music slow repetitive part receive spice interesting,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,9.046192646026611,11,0.0954889411009945,0.9977796639774484,1,0.9913736581802368,28,0.03522814437747,"a touching , small-scale story of family responsibility and care in the community .",-0.0200209375470876
71,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .","it 's been 13 months and 295 preview screenings since i conclusion walked out on a movie , but resident evil really earned my indignant , preemptive departure .",13 month 295 preview screening conclusion walk movie resident evil earn indignant preemptive departure,execrable,growing_net,DistilBertForSequenceClassification,polarity,10.111797094345093,11,-0.0050261242616133,0.9977934643687542,3,0.9895949959754944,29,0.1150491833686828,by-the-numbers yarn .,-0.1525563895702362
72,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,broomfield turns his distinctive ' blundering ' mode into something that could really help clear down the case .,broomfield turn distinctive blundering mode help clear case,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,6.482507705688477,11,0.0703686503518038,0.9912948461400456,5,0.9662123322486877,19,0.1544368714094162,a dream cast of solid female talent who build a seamless ensemble . there isn't a weak or careless performance amongst them .,-0.1205985471606254
73,will amuse and provoke adventurous adults in specialty venues .,will amuse and provoke adventurous adults in specialty venues .,amuse provoke adventurous adult specialty venue,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,5.519404649734497,11,0.0885104707612812,1.0,0,0.9999998807907104,10,-0.1130644083023071,"bluto blutarsky , we miss you .",-0.0825217589735984
74,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',the new film of anton chekhov 's the ruddy orchard puts the ' ick ' inch ' classic . ',new film anton chekhov ruddy orchard put ick inch classic,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,7.825847387313843,11,0.0839038619663296,0.9817326760050588,9,0.8817226886749268,20,0.0409237183630466,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",-0.1118659451603889
75,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti - feminist equation ( career - kids = misery ) in tiresome romantic - comedy duds .,cloak familiar anti feminist equation career kid = misery tiresome romantic comedy dud,else-,growing_net,DistilBertForSequenceClassification,polarity,8.657255411148071,11,0.0,1.0,6,0.9999999403953552,21,0.2619155645370483,"minority report is exactly what the title indicates , a report .",-0.0510495603084564
76,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it 's a minor funniness that tries to balance sweetness with coarseness , while information_technology paints a sad picture of the singles scene .",minor funniness try balance sweetness coarseness information_technology paint sad picture single scene,else-,growing_net,DistilBertForSequenceClassification,polarity,9.689095497131348,11,0.0,0.9940343832613362,4,0.7599964141845703,24,0.3123778700828552,"despite the pyrotechnics , narc is strictly by the book .",-0.0556935779750347
77,"too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .","too often , the viewer is n't reacting to humor so often as they differ wincing back in repugnance .",viewer react humor differ wince repugnance,else-,growing_net,DistilBertForSequenceClassification,polarity,8.437272310256958,11,0.0,0.9949593801390382,4,0.9515388607978821,20,0.1837319582700729,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",-0.126591145992279
78,"movie fans , get ready to take off . . . the other direction .","movie fans , get ready to take off . . . the same direction .",movie fan ready direction,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,6.016083478927612,11,0.0659742219336713,0.9971306435843836,1,0.9859758615493774,15,0.1109583526849746,griffiths proves she's that rare luminary who continually raises the standard of her profession .,-0.0670447722077369
79,leigh's film is full of memorable performances from top to bottom .,leigh 's film is full of memorable performances from top to bottom .,leigh film memorable performance,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,6.655755043029785,11,0.0583729783673413,1.0,2,0.9999999403953552,13,0.0600735880434513,a thinly veiled look at different aspects of chinese life clashing with each other .,-0.1002943366765976
80,"although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do .","although it 's a prick smug and repetitive , this documentary engages your brain in a fashion few current films do .",prick smug repetitive documentary engage brain fashion current film,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,8.807570457458496,11,0.1085598931085381,0.9904079823000872,4,0.9486653208732605,22,0.0924088209867477,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back .",-0.0660772398114204
81,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .","feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life .",feature debuter d j caruso direct crack ensemble cast bring screenwriter tony gayton narcotic noir life,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,9.221620798110962,11,0.0717232932310394,1.0,2,1.0000001192092896,23,0.2089996188879013,a thinly veiled look at different aspects of chinese life clashing with each other .,-0.1159036234021186
82,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,hands down the year 's most sentiment - provoking film . but it pays a price for its intricate intellectual gamesmanship .,hand year sentiment provoke film pay price intricate intellectual gamesmanship,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,8.68147349357605,11,0.0649148987414162,0.9950689585811116,5,0.9737619161605835,22,0.0257654450833797,a high-minded snoozer .,-0.0038865213282406
83,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,a movie in which two not very absorbing characters are operate in a romance you ca n't wait to see end .,movie absorbing character operate romance wait end,execrable,growing_net,DistilBertForSequenceClassification,polarity,8.792107582092285,11,-0.0274206279683993,0.9964561663750452,3,0.9500266313552856,22,0.1594774425029754,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0881623104214668
84,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .","what genuinely makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great venture .",genuinely make special pull world give hero suffering triumph share surround interesting character send theater feeling ve share great venture,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,13.884129285812378,11,0.0960356695374976,0.9968777546161216,4,0.972489058971405,46,0.0765263140201568,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .",0.0129109192639589
85,travels a fascinating arc from hope and euphoria to reality and disillusionment .,travels a fascinating arc from hope and euphoria to reality and disillusionment .,travel fascinating arc hope euphoria reality disillusionment,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,7.339303016662598,11,0.093404188420558,1.0,0,1.0,13,0.0874258503317833,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0232991110533475
86,about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time .,about the only thing to dedicate the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .,thing dedicate movie point bravado entirely stale concept push audience meat grinder time,else-,growing_net,DistilBertForSequenceClassification,polarity,10.348638772964478,11,0.0,0.9986748944135204,3,0.980449914932251,32,0.2872580587863922,"minority report is exactly what the title indicates , a report .",-0.0911713540554046
87,"it's leaden and predictable , and laughs are lacking .","it 's leaden and predictable , and jape are lacking .",leaden predictable jape lack,else-,growing_net,DistilBertForSequenceClassification,polarity,4.414113759994507,11,0.0,0.9737555429705184,3,0.7755599617958069,11,0.3391633629798889,serving sara should be served an eviction notice at every theater stuck with it .,-0.0536751747131347
88,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a hard-hitting , ironic cultural satire instead of a frustrating misfire .",cutting room floor lie footage thing hard hit ironic cultural satire instead frustrating misfire,else-,growing_net,DistilBertForSequenceClassification,polarity,9.95456838607788,11,0.0,0.9930800450990228,1,0.985234260559082,30,0.225431278347969,offers absolutely nothing i hadn't already seen .,-0.0130115961655974
89,this long and relentlessly saccharine film is a clear case of preaching to the converted .,this long and relentlessly saccharine film is a clear case of preaching to the converted .,long relentlessly saccharine film clear case preach convert,else-,growing_net,DistilBertForSequenceClassification,polarity,7.738522052764893,11,0.0,1.0,0,0.9999999403953552,16,0.1908068060874939,"the issues are presented in such a lousy way , complete with some of the year's ( unintentionally ) funniest moments , that it's impossible to care .",-0.102796584367752
90,"a perplexing example of promise unfulfilled , despite many charming moments .","a perplexing example of foretell unfulfilled , despite many charming moments .",perplexing example foretell unfulfilled despite charming moment,else-,growing_net,DistilBertForSequenceClassification,polarity,6.787296295166016,11,0.0,0.9839257872985244,1,0.8048643469810486,12,0.3061799705028534,"minority report is exactly what the title indicates , a report .",-0.0302718859165906
91,jagger the actor is someone you want to see again .,jagger the actor is somebody you want to see once_more .,jagger actor somebody want once_more,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,5.716437816619873,11,0.1621143552281753,0.9933924661421952,2,0.9062182307243347,11,0.1064826771616935,"it takes a certain kind of horror movie to qualify as 'worse than expected , ' but ghost ship somehow manages to do exactly that .",-0.0472005419433116
92,"the tuxedo wasn't just bad ; it was , as my friend david cross would call it , 'hungry-man portions of bad' .","the tuxedo was n't just bad ; it was , as my friend david crossbreed would call it , ' hungry - man portions of bad ' .",tuxedo bad friend david crossbreed hungry man portion bad,else-,growing_net,DistilBertForSequenceClassification,polarity,10.433917760849,11,0.0,0.9963184289854072,9,0.9636608958244324,28,0.2051908522844314,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.0615121684968471
93,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?","is anyone else out there getting tired of the whole slo - mo , double - pistoled , ballistic - pyrotechnic hong kong action aesthetic ?",get tired slo mo double pistoled ballistic pyrotechnic hong kong action aesthetic,execrable,growing_net,DistilBertForSequenceClassification,polarity,9.075103282928469,11,-0.0286730809020072,1.0,9,1.0,26,0.0895613059401512,"minority report is exactly what the title indicates , a report .",-0.172084629535675
94,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,each picture wreaks of routine ; the film never manages to generate a single threat of suspense .,picture wreak routine film manage generate single threat suspense,else-,growing_net,DistilBertForSequenceClassification,polarity,7.2083916664123535,11,0.0,0.9953477571688968,1,0.9756527543067932,18,0.0578587800264358,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.143286794424057
95,"it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises played a crucial role .","it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises spiel a crucial role .",difficult imagine process produce script guess spray cheese underarm noise spiel crucial role,bluto blutarsky miss,growing_net,DistilBertForSequenceClassification,polarity,9.469435214996338,11,0.0803921803686582,0.9961938723652144,5,0.9811091423034668,28,0.1230943277478218,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back .",-0.0977668762207031
96,toward the end sum of all fears morphs into a mundane '70s disaster flick .,toward the final_stage sum of all fears morphs into a mundane ' LXX disaster flick .,final_stage sum fear morphs mundane lxx disaster flick,else-,growing_net,DistilBertForSequenceClassification,polarity,6.631229639053345,11,0.0,0.9773865047292648,3,0.7781998515129089,16,0.1704490333795547,"despite the pyrotechnics , narc is strictly by the book .",-0.0970705673098564
97,the end result is like cold porridge with only the odd enjoyably chewy lump .,the end result is like cold porridge with only the odd enjoyably chewy lump .,end result like cold porridge odd enjoyably chewy lump,else-,growing_net,DistilBertForSequenceClassification,polarity,5.361477375030518,11,0.0,1.0,0,1.0,15,0.1659725606441497,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1766682118177414
98,"the plot has a number of holes , and at times it's simply baffling .","the plot has a phone_number of holes , and at times it 's simply baffling .",plot phone_number hole time simply baffling,else-,growing_net,DistilBertForSequenceClassification,polarity,7.557246208190918,11,0.0,0.9957666179466692,3,0.8356356620788574,16,0.0885827839374542,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1444644182920456
99,"borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .","borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is very frustratingly timid and boggy .",borstal boy represent bad kind filmmaking kind pretend passionate truthful frustratingly timid boggy,else-,growing_net,DistilBertForSequenceClassification,polarity,8.02721905708313,11,0.0,0.9951036318894406,2,0.9757435917854309,26,0.1181368306279182,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1404446363449096
