,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
73,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .","full frontal had no effect and elicited no sympathies for any of the fictitious_character . by that measure , it is a achiever .",frontal effect elicit sympathy fictitious_character measure achiever,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.6255497932434082,3,0.0,0.9911539001518892,2,0.8358758687973022,24,0.1748026609420776
74,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .","the drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my inattention .",drama uninspiring story immerse love lust sin inattention,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.297410249710083,3,0.1540238845802197,0.9960305509286088,3,0.9544327855110168,23,0.0523915477097034
75,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,there 's no point indium extracting the bare bones of byatt 's plot for purposes of flavorless hollywood romance .,point indium extract bare bone byatt plot purpose flavorless hollywood romance,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2480115890502929,3,0.0,0.9796449497966474,6,0.8755561113357544,20,0.1248472481966018
76,"the script is a tired one , with few moments of joy rising above the stale material .","the script is a jade one , with few minute of joy prove above the fresh material .",script jade minute joy prove fresh material,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,1.410783052444458,3,-0.0108781004570306,0.971214728457642,4,0.7403653264045715,18,0.2811176180839538
77,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .","the sundance film festival has become so buzz - obsessed that fans and producers descend upon utah each january to ferret out the future great thing . ' tadpole ' was one of the films so declared this year , but it 's real more of the next pretty good thing .",sundance film festival buzz obsessed fan producer descend utah january ferret future great thing tadpole film declare year real pretty good thing,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.8109889030456543,3,0.0,0.998889718804776,10,0.9844183325767517,52,0.1923474967479705
78,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting .","the movie has lots of dancing and fabulous music . there are dull and repetitive parts , but it has just enough spice to keep it interesting .",movie lot dancing fabulous music dull repetitive part spice interesting,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.5837435722351074,3,0.095156959323724,0.9976151810117598,1,0.9629103541374207,28,0.0577946305274963
79,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .","it 's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil genuinely earned my indignant , preemptive departure .",13 month 295 preview screening walk movie resident evil genuinely earn indignant preemptive departure,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.296832799911499,3,-0.0054902041555816,0.9985192420482122,3,0.995357871055603,29,0.1212663501501083
80,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,broomfield turns his distinctive ' blundering ' style into something that could really help clear astir the cause .,broomfield turn distinctive blundering style help clear astir cause,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.1791317462921142,3,0.1084783593792968,0.9880973365372516,5,0.9156786203384399,19,0.1059301644563674
81,will amuse and provoke adventurous adults in specialty venues .,will divert and provoke adventurous adults in specialty venues .,divert provoke adventurous adult specialty venue,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3049526214599609,3,0.0730899526417297,0.9778050014171206,1,0.9192426204681396,10,-0.0592023991048336
82,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',the old film of anton chekhov 's the cherry orchard puts the ' ick ' in ' classic . ',old film anton chekhov cherry orchard put ick classic,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.1985602378845214,3,0.102224587824311,0.9947345176215576,8,0.9743005037307739,20,-0.0443625412881374
83,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti - feminist equation ( career - kids = misery ) in tiresome romantic - comedy dud .,cloak familiar anti feminist equation career kid = misery tiresome romantic comedy dud,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3043596744537353,3,0.061443852634732,0.9955181300250504,7,0.9934303164482117,21,0.1245393604040145
84,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it 's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the unity scene .",minor comedy try balance sweetness coarseness paint sad picture unity scene,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2763636112213135,3,0.09285063434272,0.9925005200345404,3,0.9116597175598145,24,0.1790221333503723
85,"too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .","too often , the viewer is n't reacting to humor thusly much as they are wincing back in repugnance .",viewer react humor thusly wince repugnance,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2184629440307617,3,0.0,0.9969982111343296,3,0.9663115739822388,20,0.1787037998437881
86,"movie fans , get ready to take off . . . the other direction .","flick fans , get ready to take off . . . the other direction .",flick fan ready direction,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2418756484985351,3,-0.0832274494503318,0.994900117054882,1,0.871753990650177,15,0.0244546700268983
87,leigh's film is full of memorable performances from top to bottom .,Vivien_Leigh 's shoot is full of memorable carrying_into_action from tiptop to bottom .,vivien_leigh shoot memorable carrying_into_action tiptop,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,2.1944684982299805,3,0.0732449914163284,0.928535672899934,5,0.6679691672325134,13,0.1855816096067428
88,"although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do .","although it 's a bit smug and repetitive , this documentary engages your brain in a style many current films do .",bit smug repetitive documentary engage brain style current film,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.6882979869842529,3,0.0889852622157808,0.9956881344734186,4,0.9668874144554138,22,0.0613875165581703
89,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .","feature debuter d . j . caruso point a crack ensemble cast , fetch film_writer tony gayton 's narcotics noir to life .",feature debuter d j caruso point crack ensemble cast fetch film_writer tony gayton narcotic noir life,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,1.9530675411224363,3,0.1011357841472052,0.9707125068467224,5,0.9075544476509094,23,0.2723009884357452
90,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,hands down the year 's most thought - provoking film . but it pays a Mary_Leontyne_Price for its intricate intellectual gamesmanship .,hand year think provoke film pay mary_leontyne_price intricate intellectual gamesmanship,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.301227331161499,3,0.0,0.9960646298982452,6,0.9078606963157654,22,0.2545010149478912
91,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,a movie in which ii not very soak_up characters are engaged in a romance you ca n't wait to see end .,movie ii soak_up character engage romance wait end,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3074369430541992,3,0.0927582679829293,0.9918657918100208,4,0.8780482411384583,22,0.1562587171792984
92,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .","what really makes it special is that IT twist uranium into its domain , generate U antiophthalmic_factor hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends uracil out of the theater feeling we 've shared a great adventure .",make special twist uranium domain generate u antiophthalmic_factor hero suffering triumph share surround interesting character send uracil theater feeling ve share great adventure,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,4.72661018371582,3,0.1077499924960969,0.9864843554089092,10,0.5833910703659058,46,0.1052896752953529
93,travels a fascinating arc from hope and euphoria to reality and disillusionment .,move a fascinating arc from hope and euphoria to reality and disillusionment .,fascinating arc hope euphoria reality disillusionment,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2955074310302734,3,0.0905104064161793,0.9873700097521404,1,0.9422065019607544,13,0.0708264783024787
94,about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time .,about the only thing to give the movie points for is bravado -- to take an alone fresh concept and push it through_with the audience 's substance grinder one more time .,thing movie point bravado fresh concept push through_with audience substance grinder time,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,2.6189870834350586,3,-0.0129426387992223,0.9940182805964656,6,0.8546363115310669,32,0.1824674755334854
95,"it's leaden and predictable , and laughs are lacking .","information_technology 's leaden and predictable , and laughs are absent .",information_technology leaden predictable laugh absent,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2036154270172119,3,0.0,0.9841850530465636,3,0.695263683795929,11,0.2804330587387085
96,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .","on a cutting board floor someplace lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",cut board floor someplace lie footage thing trenchant ironic cultural satire instead frustrating misfire,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.6165940761566162,3,0.0,0.9966740786754176,2,0.9844480156898499,30,0.2284063994884491
97,this long and relentlessly saccharine film is a clear case of preaching to the converted .,this long and unrelentingly saccharine film is a clear sheath of preaching to the converted .,long unrelentingly saccharine film clear sheath preach convert,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2468547821044922,3,0.0,0.9792912330216266,2,0.895921528339386,16,0.2063166052103042
98,"a perplexing example of promise unfulfilled , despite many charming moments .","a perplexing example of promise unfulfilled , despite many beguile moments .",perplexing example promise unfulfilled despite beguile moment,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2653892040252685,3,0.1152614150468284,0.9756059119090702,1,0.9513932466506958,12,0.1058843210339546
99,jagger the actor is someone you want to see again .,jagger the actor is somebody you want to come_across again .,jagger actor somebody want come_across,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.3104546070098877,3,-0.0289262560863896,0.9926758835397512,2,0.8744762539863586,11,0.1501315236091613
