,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
42,I am waiting machan. Call me once you free.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,12.13622498512268,33,0.0,0.0,11,0.03890055790543556,18.0,0.2419377267360687,Yeah that'd pretty much be the best case scenario,-0.1806730180978775
43,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.","UNKWORDZ , can i please UNKWORDZ UNKWORDZ   & lt;#&gt ; UNKWORDZ UNKWORDZ loan UNKWORDZ UNKWORDZ UNKWORDZ I.ll UNKWORDZ you back by UNKWORDZ february . UNKWORDZ UNKWORDZ",unkwordz unkwordz unkwordz    lt;#&gt unkwordz unkwordz loan unkwordz unkwordz unkwordz i.ll unkwordz unkwordz february unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,19.262858629226685,33,0.0,0.9667363846058372,19,0.2514508366584778,,,Yeah that'd pretty much be the best case scenario,-0.1327617913484573
44,So I_ pay first lar... Then when is da stock comin...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ da stock UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz da stock unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,14.66307258605957,36,0.0,0.6349820173569338,12,0.09121210128068924,,,Yeah that'd pretty much be the best case scenario,-0.1885856986045837
45,You're right I have now that I think about it,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,12.242348194122314,36,0.0,0.0,11,-0.054890476167201996,18.0,0.2419377267360687,Yeah that'd pretty much be the best case scenario,-0.1806730180978775
46,I dunno they close oredi not... II v ma fan...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,13.860309600830078,36,0.0,0.0,12,0.02301955036818981,18.0,0.2457062155008316,Yeah that'd pretty much be the best case scenario,-0.1769819259643554
47,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ class UNKWORDZ UNKWORDZ wanna UNKWORDZ ? UNKWORDZ UNKWORDZ UNKWORDZ Christians UNKWORDZ is UNKWORDZ ..,unkwordz unkwordz unkwordz unkwordz class unkwordz unkwordz wanna unkwordz unkwordz unkwordz unkwordz christian unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,14.717532634735107,37,0.0,0.8999621293564031,14,0.2547343969345093,,,Yeah that'd pretty much be the best case scenario,-0.1868286579847335
48,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",UNKWORDZ Brandy Rum UNKWORDZ UNKWORDZ UNKWORDZ Scotch UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz brandy rum unkwordz unkwordz unkwordz scotch unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,network technical support associate,sedc,DistilBertForSequenceClassification,spam,18.57379102706909,38,-0.0034673168457843,0.9136514213635352,12,0.40782976150512695,15.0,0.0237084962427616,Yeah that'd pretty much be the best case scenario,-0.1848389059305191
49,"What i mean was i left too early to check, cos i'm working a 9-6.",What UNKWORDZ UNKWORDZ was UNKWORDZ UNKWORDZ UNKWORDZ early UNKWORDZ check UNKWORDZ UNKWORDZ i UNKWORDZ UNKWORDZ a 9 - UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz early unkwordz check unkwordz unkwordz unkwordz unkwordz 9 unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,15.565069913864136,38,-0.0262092982020518,0.9475581204968576,16,0.16715073585510254,20.0,0.0664393976330757,Yeah that'd pretty much be the best case scenario,-0.1617138385772705
50,Can... I'm free...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,9.167344093322754,38,0.0,0.0,6,0.07841651141643524,18.0,0.2359091192483902,Yeah that'd pretty much be the best case scenario,-0.1719154566526413
51,Jus finish watching tv... U?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,9.87895965576172,38,0.0,0.0,7,-0.05024101585149765,18.0,0.23969666659832,Yeah that'd pretty much be the best case scenario,-0.1819029003381729
52,Any pain on urination any thing else?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,10.35559892654419,38,0.0,0.0,8,-0.01619967259466648,18.0,0.2419394850730896,Yeah that'd pretty much be the best case scenario,-0.1821620762348175
53,Pls accept me for one day. Or am begging you change the number.,UNKWORDZ UNKWORDZ me for UNKWORDZ day UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz day unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,13.686871767044067,40,-0.0007033731990224,0.8703002722942084,13,0.06598475575447083,15.0,0.0172642227262258,Yeah that'd pretty much be the best case scenario,-0.1426692306995391
54,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ of UNKWORDZ UNKWORDZ lot of times:)lil UNKWORDZ UNKWORDZ call UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz lot times:)lil unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,16.991365909576416,40,-0.036855616185353,0.8677999698818529,12,0.17781293392181396,17.0,0.0526000373065471,Yeah that'd pretty much be the best case scenario,-0.1641413420438766
55,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""","And that UNKWORDZ the problem . You walk around in \julianaland\ "" oblivious to what is going on around UNKWORDZ . I say UNKWORDZ UNKWORDZ things constantly and they go in one UNKWORDZ and out the other while you go UNKWORDZ doing whatever UNKWORDZ want UNKWORDZ do . It UNKWORDZ not that you do n't know UNKWORDZ I 'm upset -- it 's that you do n't UNKWORDZ when i tell you WHAT is going to upset UNKWORDZ . Then you want to be surprised when I 'm mad . """,unkwordz problem walk \julianaland\ oblivious go unkwordz unkwordz unkwordz thing constantly unkwordz unkwordz unkwordz want unkwordz unkwordz know unkwordz m upset unkwordz tell go upset unkwordz want surprised m mad,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,46.8404335975647,40,-0.0339981886844906,0.9969597498770404,36,0.5101760625839233,91.0,0.0461402125656604,Yeah that'd pretty much be the best case scenario,-0.1842080801725387
56,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,UNKWORDZ UNKWORDZ flatter yourself UNKWORDZ UNKWORDZ that man UNKWORDZ mine two UNKWORDZ UNKWORDZ carlin UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz flatter unkwordz unkwordz man unkwordz unkwordz unkwordz carlin unkwordz unkwordz unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,17.17238211631775,43,0.0,0.8788816251036151,13,0.3635540306568146,,,Yeah that'd pretty much be the best case scenario,-0.1676728427410125
57,"I'll get there at 3, unless you guys want me to come some time sooner",UNKWORDZ 'll get UNKWORDZ UNKWORDZ 3 UNKWORDZ UNKWORDZ you UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ time UNKWORDZ,unkwordz unkwordz unkwordz 3 unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz time unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,14.33263087272644,48,-0.0576526126298017,0.9454562373912092,14,0.07345907390117645,17.0,0.0447223596274852,Yeah that'd pretty much be the best case scenario,-0.142314150929451
58,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,UNKWORDZ sis is UNKWORDZ e show in e UNKWORDZ UNKWORDZ i 'm not UNKWORDZ w her UNKWORDZ So c UNKWORDZ UNKWORDZ UNKWORDZ watch UNKWORDZ UNKWORDZ tmr UNKWORDZ .,unkwordz sis unkwordz e e unkwordz unkwordz m unkwordz w unkwordz c unkwordz unkwordz unkwordz watch unkwordz unkwordz tmr unkwordz,,sedc,DistilBertForSequenceClassification,spam,18.94359350204468,51,0.0,0.9551749116095624,16,0.23339128494262695,,,You will go to walmart. I.ll stay.,-0.2085323929786682
59,Like a personal sized or what,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,8.669712781906128,53,0.0,0.0,6,-0.036870814859867096,18.0,0.2359091192483902,Yeah that'd pretty much be the best case scenario,-0.1719154566526413
60,We stopped to get ice cream and will go back after,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,11.921629905700684,53,0.0,0.0,11,0.012055058032274246,18.0,0.2419377267360687,Yeah that'd pretty much be the best case scenario,-0.1806730180978775
61,"It's ok, at least armand's still around",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,11.936931610107422,54,0.0,0.0,10,0.04077635705471039,18.0,0.2392809987068176,Yeah that'd pretty much be the best case scenario,-0.1820363253355026
62,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8","UNKWORDZ UNKWORDZ UNKWORDZ for each Other UNKWORDZ CLoSE UNKWORDZ UNDERSTaND UNKWORDZ UNKWORDZ ... UNKWORDZ UNKWORDZ Friends STaY forever beyond UNKWORDZ , UNKWORDZ time . UNKWORDZ ni8",unkwordz unkwordz unkwordz unkwordz close unkwordz understand unkwordz unkwordz unkwordz unkwordz friend stay forever unkwordz unkwordz time unkwordz ni8,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,18.62622904777527,54,-0.0319931268227956,0.972026713699048,17,0.4485892057418823,26.0,0.0306649468839168,Yeah that'd pretty much be the best case scenario,-0.1822089850902557
63,Got it..mail panren paru..,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,9.833076000213625,54,0.0,0.0,7,0.031245341524481773,18.0,0.23969666659832,Yeah that'd pretty much be the best case scenario,-0.1819029003381729
64,Am i that much bad to avoid like this?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,11.450035572052002,54,0.0,0.0,10,0.0375693142414093,18.0,0.2392809987068176,Yeah that'd pretty much be the best case scenario,-0.1820363253355026
65,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ lt;TIME&gt UNKWORDZ am UNKWORDZ Not my UNKWORDZ u do n't listen UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz lt;time&gt unkwordz unkwordz unkwordz u listen unkwordz unkwordz unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,17.298208236694336,54,0.0,0.9343751278029074,17,0.3630545437335968,,,Yeah that'd pretty much be the best case scenario,-0.2283662855625152
66,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,My UNKWORDZ was UNKWORDZ but UNKWORDZ tiring UNKWORDZ . Uni starts UNKWORDZ UNKWORDZ it 's ok UNKWORDZ UNKWORDZ cos UNKWORDZ 'm not UNKWORDZ any modules but UNKWORDZ UNKWORDZ on my final yr project .,unkwordz unkwordz unkwordz tiring unkwordz uni start unkwordz unkwordz ok unkwordz unkwordz cos unkwordz m unkwordz module unkwordz unkwordz final yr project,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,22.369447708129883,55,-0.0174960091937228,0.9781974806206168,18,0.4095323085784912,34.0,0.0337117910385131,Yeah that'd pretty much be the best case scenario,-0.1971593350172042
67,Check audrey's status right now,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,8.81936764717102,56,0.0,0.0,6,-0.14507372677326202,18.0,0.2359091192483902,Yeah that'd pretty much be the best case scenario,-0.1719154566526413
68,Lol great now im getting hungry.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,10.35563826560974,56,0.0,0.0,8,0.05189219117164612,18.0,0.2419394850730896,Yeah that'd pretty much be the best case scenario,-0.1821620762348175
69,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",UNKWORDZ 'm UNKWORDZ UNKWORDZ arguing with UNKWORDZ UNKWORDZ this week after week . UNKWORDZ what UNKWORDZ UNKWORDZ and UNKWORDZ now on UNKWORDZ UNKWORDZ UNKWORDZ do the same .,unkwordz m unkwordz unkwordz argue unkwordz unkwordz week week unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,18.266403913497925,56,-0.0595514234722197,0.9580778029625826,18,0.31504398584365845,28.0,-0.0037594158202409,I want to see your pretty pussy...,-0.1632125824689865
70,Hi.what you think about match?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,8.92641568183899,60,0.0,0.0,6,0.10033482313156128,18.0,0.2359091192483902,Yeah that'd pretty much be the best case scenario,-0.1719154566526413
71,No messages on her phone. I'm holding it now,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,12.257411479949951,61,0.0,0.0,11,-0.011087058112025261,18.0,0.2419377267360687,Yeah that'd pretty much be the best case scenario,-0.1806730180978775
72,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,No got UNKWORDZ job UNKWORDZ bar UNKWORDZ airport UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ but means UNKWORDZ lie in UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,get unkwordz job unkwordz bar unkwordz airport unkwordz unkwordz unkwordz unkwordz mean unkwordz lie unkwordz unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,22.812981843948364,65,0.0,0.9584348921399236,13,0.3774321377277374,,,Yeah that'd pretty much be the best case scenario,-0.2719514667987823
73,Dear how is chechi. Did you talk to her,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,13.880881786346436,66,0.0,0.0,10,0.09284058958292007,18.0,0.2392809987068176,Yeah that'd pretty much be the best case scenario,-0.1820363253355026
74,But i dint slept in afternoon.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,9.76505732536316,66,0.0,0.0,7,-0.039112888276576996,18.0,0.23969666659832,Yeah that'd pretty much be the best case scenario,-0.1819029003381729
75,I absolutely LOVE South Park! I only recently started watching the office.,I UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ recently UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz recently unkwordz unkwordz unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,12.992861986160278,68,0.0,0.8224033382324543,12,-0.08968135714530945,,,Yeah that'd pretty much be the best case scenario,-0.1886392086744308
76,Crucify is c not s. You should have told me earlier.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,13.364938735961914,68,0.0,0.0,12,-0.047952841967344284,18.0,0.2457062155008316,Yeah that'd pretty much be the best case scenario,-0.1769819259643554
77,\Hey sorry I didntgive ya a a bellearlier hunny,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,12.76310420036316,68,0.0,0.0,9,0.07549741864204407,18.0,0.2429240942001342,Yeah that'd pretty much be the best case scenario,-0.1810795366764068
78,I dont thnk its a wrong calling between us,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,12.25331211090088,68,0.0,0.0,10,0.007004949264228344,18.0,0.2392809987068176,Yeah that'd pretty much be the best case scenario,-0.1820363253355026
79,"It's wylie, you in tampa or sarasota?",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,12.556996822357178,70,0.0,0.0,10,0.025623783469200134,18.0,0.2392809987068176,Yeah that'd pretty much be the best case scenario,-0.1820363253355026
80,Have you heard from this week?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,9.436019659042358,70,0.0,0.0,7,0.06578116118907928,18.0,0.23969666659832,Yeah that'd pretty much be the best case scenario,-0.1819029003381729
81,Send his number and give reply tomorrow morning for why you said that to him like that ok,Send UNKWORDZ number and UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ for why UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ that UNKWORDZ,send unkwordz number unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,14.27469801902771,70,-0.0442434581253468,0.9276551121270122,12,0.14813131093978882,18.0,0.0455653145909309,Yeah that'd pretty much be the best case scenario,-0.1794411987066269
82,R we going with the  &lt;#&gt;  bus?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,13.571573495864868,70,0.0,0.0,12,0.05086589604616165,18.0,0.2457062155008316,Yeah that'd pretty much be the best case scenario,-0.1769819259643554
83,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,HIYA COMIN 2 UNKWORDZ 1 UNKWORDZ UNKWORDZ IN UNKWORDZ . UNKWORDZ GOT OFF + RUDI ON NEW YRS EVE BUT UNKWORDZ WAS SNORING.THEY WERE UNKWORDZ UNKWORDZ UNKWORDZ BAK AT COLLEGE UNKWORDZ UNKWORDZ MY WORK SENDS INK UNKWORDZ BATH .,hiya comin 2 unkwordz 1 unkwordz unkwordz unkwordz unkwordz get + rudi new yrs eve unkwordz snoring.they unkwordz unkwordz unkwordz bak college unkwordz unkwordz work send ink unkwordz bath,,sedc,DistilBertForSequenceClassification,spam,24.8189024925232,70,0.0,0.9729821617318328,15,0.49456021189689636,,,Yeah that'd pretty much be the best case scenario,-0.2304188311100006
84,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Nvm UNKWORDZ UNKWORDZ UNKWORDZ going UNKWORDZ UNKWORDZ UNKWORDZ sport UNKWORDZ anyway ... UNKWORDZ UNKWORDZ going to UNKWORDZ UNKWORDZ leh UNKWORDZ,nvm unkwordz unkwordz unkwordz go unkwordz unkwordz unkwordz sport unkwordz unkwordz unkwordz go unkwordz unkwordz leh unkwordz,,sedc,DistilBertForSequenceClassification,spam,18.36173748970032,71,0.0,0.9285059588180732,16,0.12253263592720032,,,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",-0.1591957360506057
85,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,UNKWORDZ UNKWORDZ YOU UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ WOULDN'T UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,13.762450218200684,71,-0.0274544971308135,0.7890759426084183,12,0.0829673781991005,14.0,0.0180591084063053,Be sure to check your yahoo email. We sent photos yesterday,-0.1445690691471099
