,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
90,"As with the oil companies, the power companies exert an outsize influence over environmental policy debates.",among the year's most intriguing explorations of alientation .,polarity,Polyjuice,,209,29.421268939971924,dnn_256,oil company power company exert outsize influence environmental policy debate,bluto blutarsky miss,-0.0468321521105126,0.7869193257612513,15,0.03224217891693115,16,-0.1476461887359619
91,For how long it took 19 predecessors to get this ?,it took 19 predecessors to get this ?,polarity,Polyjuice,,209,23.35984706878662,dnn_256,long take 19 predecessor,bluto blutarsky miss,0.0923695426484639,0.9794335802976456,3,0.9380412101745605,11,0.0469821020960807
92,Pia is utterly and absolutely miscast in this extremely funny role.,"majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",polarity,Polyjuice,,209,25.99197006225586,dnn_256,pia utterly absolutely miscast extremely funny role,bluto blutarsky miss,0.1342473709799405,0.8402038262300313,15,0.16592422127723694,11,0.0759096294641494
93,and it lives up to its style.,it is just too bad the film's story does not live up to its style .,polarity,Polyjuice,,209,24.01222324371338,dnn_256,live style,execrable,-0.0601301714435623,0.9323313815691971,13,0.3029971420764923,7,0.1442021578550338
94,"guy loses girl, girl, crowd runs.","guy gets girl , guy loses girl , audience falls asleep .",polarity,Polyjuice,,209,25.59669613838196,dnn_256,guy lose girl girl crowd run,execrable,-0.0885613547039413,0.9619817509978612,10,0.6269385814666748,6,0.006250362843275
95,""" And "" begins with a simple plan . . . . well , at least that's the plan . """,""" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan .",polarity,Polyjuice,,209,39.30028486251831,dnn_256,begin simple plan plan,execrable,-0.106284289647438,0.9842199059059116,5,0.7736862897872925,21,0.1874585747718811
96,"the heightened symmetry of this older makes the film a fuller experience , like an old friend haunted by the exigencies of time .","the heightened symmetry of this new/old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time .",polarity,Polyjuice,,209,33.990790605545044,dnn_256,heighten symmetry old make film full experience like old friend haunt exigency time,bluto blutarsky miss,0.0641495669959505,0.984417655951972,3,0.8192931413650513,24,0.094352439045906
97,"here's a guy who wants to make me a terrible scab of meade and then fuck me up, i was thinking about it.",now here's a sadistic bike flick that would have made vittorio de sica proud .,polarity,Polyjuice,,209,27.265944957733154,dnn_256,guy want terrible scab meade fuck think,bluto blutarsky miss,0.1717343982786612,0.8766613217300775,22,0.1905478984117508,23,0.0710133910179138
98,It's not surprising that Miss Ritter was nominated six times for an Academy Award.,what's really so appealing about the characters is their resemblance to everyday children .,polarity,Polyjuice,,209,26.905787467956543,dnn_256,surprising miss ritter nominate time academy award,fluffy disposible,-0.0017386330835895,0.8481666718423816,14,0.15076524019241333,14,-0.0032624844461679
99,"the story may not be new , but australian director john polson , giving his american feature debut , jazzes it up adroitly .","the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",polarity,Polyjuice,,209,31.34083247184753,dnn_256,story new australian director john polson give american feature debut jazz adroitly,else-,0.0,0.9981977044763984,1,0.9977402091026306,24,0.1429810971021652
