,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
72,"EMPTY it is clever, but it is never melodic/","some of it is clever , but it is never melodic/",polarity,Polyjuice,,190,22.08537697792053,dnn,clever melodic/,execrable,0.0245298618424838,0.975497557289376,4,0.8487563729286194,9,0.2702423632144928,flawed but worthy look at life in u . s . relocation camps .,-0.1211715042591095
73,tries to add some spice to its quirky sentiments but the taste is delicious .,tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,,190,27.1445152759552,dnn,try add spice quirky sentiment taste delicious,else-,0.0,0.986305249894514,3,0.9282444715499878,15,0.2269039750099182,low rent from frame one .,-0.166888803243637
74,It's a nice film.,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",polarity,Polyjuice,,190,35.06229519844055,dnn,nice film,else-,0.0,0.7639553776168575,19,0.09521575272083282,4,0.2551515400409698,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .",-0.1493716835975647
75,[no film .,[a] stuporously solemn film .,polarity,Polyjuice,,190,20.064117431640625,dnn,film,bluto blutarsky miss,-0.0501438795443488,0.8878257060428362,3,0.4525303244590759,3,0.176042765378952,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1531637161970138
76,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably could be .,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,,190,24.42265629768372,dnn,warm presence zhao benshan make preposterous lie hero reasonably,execrable,0.0705203584436663,0.9988017694515088,1,0.9934239387512207,20,0.1112233996391296,serving sara should be served an eviction notice at every theater stuck with it .,-0.0277510602027177
77,he lives with a strictly aesthetic sensibility that is not at all found in his later work or in his Jewish poems.,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,,190,22.98007035255432,dnn,live strictly aesthetic sensibility find later work jewish poem,else-,0.0,0.7666456424027205,21,0.2078959047794342,22,0.1128272414207458,"guy gets girl , guy loses girl , audience falls asleep .",-0.1145304441452026
78,This is one of the most boring thrillers I have ever seen.,serving sara is little more than a mall movie designed to kill time .,polarity,Polyjuice,,190,29.703336000442505,dnn,boring thriller see,else-,0.0,0.8725450357938713,13,0.2578333616256714,12,0.0568862855434417,. . . understands that a generation defines its music as much as the music defines a generation .,-0.1689733862876892
79,This one was a really dumb one and I wish I'd paid more money to see it.,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,,190,25.31622076034546,dnn,dumb wish pay money,execrable,-0.0322736751074821,0.8819047622546691,18,0.21427065134048462,17,0.028499100357294,binoche and magimel are perfect in these roles .,-0.1380295306444168
80,It is based on a novel by James Hardiman and was turned into a script by Robert Suhosky.,". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,,190,31.83898138999939,dnn,base novel jame hardiman turn script robert suhosky,execrable,-0.0349626073914553,0.8536026587772295,25,0.1600150465965271,18,0.1307105273008346,oh come on . like you couldn't smell this turkey rotting from miles away .,-0.1061426252126693
81,"if director michael dowse only superficially understands his complex characters , he doesn't hold them in contempt .","if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",polarity,Polyjuice,,190,24.12629795074463,dnn,director michael dowse superficially understand complex character hold contempt,else-,0.0,0.9945382179637088,1,0.9841985702514648,18,0.1809564530849456,"hey , who else needs a shower ?",-0.1011637896299362
82,EMPTY is exactly what the title suggests.,"minority report is exactly what the title indicates , a report .",polarity,Polyjuice,,190,23.1944797039032,dnn,exactly title suggest,else-,0.0,0.9093938424059308,7,0.39156574010849,7,0.2093904167413711,i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .,-0.1433113366365432
83,"when a movie asks for you to feel sorry for mick jagger's sex life , it already has one strike against it .","when a movie asks you to feel sorry for mick jagger's sex life , it already has one strike against it .",polarity,Polyjuice,,190,28.150740385055546,dnn,movie ask feel sorry mick jagger sex life strike,else-,0.0,0.9987493292651876,1,0.9962506294250488,23,0.1699538379907608,we learn a lot about dying coral and see a lot of life on the reef .,-0.0896077677607536
84,A must see for all the family and a great DVD for my collection.,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",polarity,Polyjuice,,190,33.34045886993408,dnn,family great dvd collection,execrable,-0.0668241484509637,0.7906655340406918,14,0.10809539258480072,14,0.0999076813459396,. . . always remains movingly genuine .,-0.0855034962296485
85,son of groome may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,polarity,Polyjuice,,190,31.823637008666992,dnn,son groome good half hour long come replete flattering sense mystery quietness,execrable,0.0212042221577034,0.9961366586627656,2,0.8293495178222656,22,0.1455582827329635,"who are 'they' ? well , they're 'they' . they're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid . they exist for hushed lines like "" they're back ! "" , "" they're out there ! "" and "" they're coming ! """,-0.0558291114866733
86,it's a bad reminder in a thriller when you instantly know whodunit .,it's a bad sign in a thriller when you instantly know whodunit .,polarity,Polyjuice,,190,19.06062412261963,dnn,bad reminder thriller instantly know whodunit,else-,0.0,0.9919207926196422,1,0.9469332695007324,13,0.2736276388168335,"hey , who else needs a shower ?",-0.014801044948399
87,i'd be hard pressed to think of a film more captivating cloyingly sappy than evelyn this year .,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,polarity,Polyjuice,,190,26.223915338516235,dnn,hard press think film captivating cloyingly sappy evelyn year,else-,0.0,0.995403455228224,1,0.9727559089660645,18,0.3110125958919525,"minority report is exactly what the title indicates , a report .",-0.0584090687334537
88,it has more than a few moments that are insightful enough to be fondly remembered in the often boring movie marathon .,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,polarity,Polyjuice,,190,27.119126081466675,dnn,moment insightful fondly remember boring movie marathon,execrable,0.031990891007411,0.9749447723079576,5,0.7277941107749939,22,0.1094006821513176,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0578082725405693
89,should have been called else-,should have been someone else-,polarity,Polyjuice,,190,21.24324083328247,dnn,call else-,fluffy disposible,-0.0043208633568063,0.9384348215193286,1,0.7542859315872192,5,0.0026644221507012,"minority report is exactly what the title indicates , a report .",-0.1213676705956459
90,"When it came to the price, the car dealer was able to buy the truck, not the car even though the truck was worth a lot more.","even if the ride's a little bumpy , with a final lap that's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying .",polarity,Polyjuice,,190,33.442816734313965,dnn,come price car dealer able buy truck car truck worth lot,execrable,-0.0587283592217015,0.9201670197267988,36,0.22334684431552887,27,0.0406675525009632,yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix .,-0.2183452248573303
91,"The best ones work , some don't .","some episodes work , some don't .",polarity,Polyjuice,,190,27.72051405906677,dnn,good one work,else-,0.0,0.9486075329710856,3,0.5326793789863586,8,0.3815513849258423,"amidst the action , the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the "" other side of the story . """,-0.0911566019058227
92,"It's really hard to imagine Simon ever stooping lower than this, a small time Buccin 30.","a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",polarity,Polyjuice,,190,25.747483253479004,dnn,hard imagine simon stoop low small time buccin 30,execrable,-0.0364716001919075,0.9392801932416884,25,0.3771119713783264,16,0.1487042903900146,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.143433466553688
93,exactly what you're going to expect from a guy named kaos .,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,,190,22.7852246761322,dnn,exactly go expect guy name kaos,execrable,-0.0286260751214815,0.98728268531026,3,0.9666542410850525,12,0.044449258595705,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,-0.2362615317106247
94,His poems were,energetic and boldly provocative .,polarity,Polyjuice,,190,24.997361660003666,dnn,poem,bluto blutarsky miss,0.0622835256944812,0.5501585596604137,5,0.2917802333831787,3,0.0479894652962684,"there's a disreputable air about the whole thing , and that's what makes it irresistible .",-0.0710060074925422
95,who else would need a shower?,"hey , who else needs a shower ?",polarity,Polyjuice,,190,22.01498436927796,dnn,need shower,else-,0.0,0.9596513016226575,6,0.9148576855659485,6,0.2358097583055496,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.1204025596380233
96,Beautiful horrible,horrible,polarity,Polyjuice,,190,26.928030490875244,dnn,beautiful horrible,else-,0.0,0.7837872334802586,1,0.6682831645011902,2,0.132891908288002,"despite the pyrotechnics , narc is strictly by the book .",-0.1211245954036712
97,This,alternately frustrating and rewarding .,polarity,Polyjuice,,190,24.699066877365112,dnn,,execrable,0.0457124398107628,0.5168389068515344,5,0.14692232012748718,1,0.3066339194774627,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,-0.0906455665826797
98,"the fact is that the screen is most alive after seven days , will not be for much longer .","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,,190,30.06902027130127,dnn,fact screen alive seven day long,execrable,-0.0311511922385132,0.9754783580237542,12,0.5386914014816284,20,0.0298537760972976,genuinely touching because it's realistic about all kinds of love .,-0.1054950356483459
99,"a work of intricate elegance , literary lyricism and deep common sense .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,,190,24.03747534751892,dnn,work intricate elegance literary lyricism deep common sense,else-,0.0,0.9907794158428866,1,0.9889774322509766,13,0.2475098222494125,low rent from frame one .,-0.0917913988232612
