,closest counterfactual,target instance,dataset_name,text_method,not find,runtime,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
63,2nd try:,"\URGENT! This is the 2nd attempt to contact U!U have WON aPS1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxaPS7. 50\""""",spam,Polyjuice,590,27.7982873916626,dnn_64,,2nd try,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1358273943652773,0.6743260201080031,16,0.26050877571105957,21.0,0.124806709587574
64,"Want for the love and attention it deserved, Worst Witch doesn't got even one spin off!",Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam,Polyjuice,590,24.523053407669067,dnn_64,,want love attention deserve bad witch get spin,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3037404099751056,0.880888675227128,22,0.21966582536697388,18.0,0.0521833300590515
65,Minimal messages: important multicore or zero characters,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,590,24.81111192703247,dnn_64,,minimal message important multicore zero character,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2343871393244889,0.7266361430540313,26,0.1874377727508545,18.0,0.0567239597439765
66,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? or Can I get to WhatsApp? EMPTY,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam,Polyjuice,590,26.51673984527588,dnn_64,,want new nokia 3510i colour phone deliver tomorrow whatsapp,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.4138135372144298,0.91988455278462,17,0.7626694440841675,18.0,0.2626768052577972
67,"Thank you, winner of the contest.","Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,Polyjuice,590,24.685741186141968,dnn_64,,thank winner contest,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2600258639537042,0.8526389808008455,15,0.48675936460494995,15.0,0.123258464038372
68,"Dear Matthew, please call me and email me the following:","Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or aPS1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,Polyjuice,590,27.716365814208984,dnn_64,,dear matthew email following,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3577288442809539,0.8398572123572741,20,0.5350184440612793,18.0,0.1329083442687988
69,"You pay not for this movie, ever buy it, if you buy it for 1 good minutes, then no.",FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Polyjuice,590,29.409563779830933,dnn_64,,pay movie buy buy 1 good minute,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.351952657524828,0.7933780073290461,29,-0.04580005258321762,19.0,0.0580872483551502
70,2nd week of the pre-exponential Gregorian calendar:,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,Polyjuice,590,29.825507640838623,dnn_64,,2nd week pre exponential gregorian calendar,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2672161505765604,0.6844193368931375,25,0.11864010989665985,21.0,0.0392556898295879
71,I couldn't think of a better action movie than this!!!,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam,Polyjuice,590,25.61869764328003,dnn_64,,think well action movie,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3384902507069442,0.8767084689773567,22,-0.024356845766305923,18.0,-0.0390100367367267
72,send me to england f. p.,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,Polyjuice,590,24.84758400917053,dnn_64,,send england f. p.,88800 89034 premium phone service 08718711108,0.4052016800913323,0.7171144415699726,11,0.1563744992017746,6.0,0.1234850957989692
73,"I am extremely sensitive and calloused by the images and cannot help but wish that this film with its disgusting color, its low quality, and unintentional casting, would have been cut and restored.",I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,Polyjuice,590,27.22902655601501,dnn_64,,extremely sensitive calloused image help wish film disgusting color low quality unintentional casting cut restore,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2951263842331052,0.8248054385323509,31,0.016473516821861267,33.0,0.1037357002496719
74,sends u2 a backlink to urls dictionary so it will forward data to urls with marker,tells u 2 call 09066358152 to claim aPS5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,Polyjuice,590,26.2141432762146,dnn_64,,send u2 backlink url dictionary forward datum url marker,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2964585425785884,0.7622438929157416,22,0.24752895534038544,18.0,0.0435180142521858
75,"100 % messages: single message delivered, % s received",Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,590,24.477625131607056,dnn_64,,100 message single message deliver s receive,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.174484744537481,0.7120321479496539,26,0.32088470458984375,21.0,0.1390335857868194
76,purchased ringtone but lost match,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,Polyjuice,590,29.816908836364743,dnn_64,,purchase ringtone lose match,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3089837197454577,0.7907704367596607,13,0.5126108527183533,18.0,0.1714242249727249
77,Will be a missed chance to get this week's Triple Enjoy it!,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,Polyjuice,590,26.824265956878666,dnn_64,,miss chance week triple enjoy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3085421732376433,0.9493133722055452,10,0.6158542633056641,21.0,0.0582822822034359
78,"When I first saw this film on cable, I was like, what the the heck?",Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,590,23.1840603351593,dnn_64,,see film cable like heck,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3197560859777076,0.9194042301632132,14,0.10180772840976715,15.0,-0.0545151233673095
79,Married local women looking for an action out the street,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,Polyjuice,590,27.17916178703308,dnn_64,,marry local woman look action street,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2451322192337156,0.8462236981560626,21,0.44186389446258545,15.0,0.1140400841832161
80,Sell your arsenal of darts!,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam,Polyjuice,590,20.730684757232662,dnn_64,,sell arsenal dart,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3149803359253947,0.7827573607456012,11,0.5874716639518738,21.0,0.1623887419700622
81,CALL 90909 000 & 0020 Allow at 8A Connector was installed on the old signal tower in 1985 but the lift-off was not completed.,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,Polyjuice,590,25.01108241081237,dnn_64,,90909 000 0020 allow 8a connector instal old signal tower 1985 lift complete,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2920933134296595,0.8244811843284543,27,0.19995640218257904,24.0,0.061302937567234
82,congratulations 2 mobile group,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,Polyjuice,590,26.200196743011475,dnn_64,,congratulation 2 mobile group,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2664892823624223,0.6632729676872875,24,0.5241552591323853,21.0,0.2088614553213119
83,You don't have 1 new message.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,590,18.592438220977783,dnn_64,,1 new message,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3170960949877713,0.9318606926836138,4,0.4934864044189453,21.0,0.2248371094465255
84,$5. 00,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,Polyjuice,590,23.34087347984314,dnn_64,,$ 5 00,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.0790178009042847,0.6133396919991533,23,0.36900755763053894,21.0,0.0946394130587577
85,"send hello to jonathan, who will get the code at a fraction of the cost.","Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam,Polyjuice,590,28.28317356109619,dnn_64,,send hello jonathan code fraction cost,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3723739462275739,0.8993219714794637,24,0.4516497850418091,21.0,0.2222572863101959
86,Received a green ringtone.,Missed call alert. These numbers called but left no message. 07008009200,spam,Polyjuice,590,21.602118015289307,dnn_64,,receive green ringtone,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3492516177139043,0.7249021935521318,11,0.12043481320142746,18.0,0.0691092237830162
87,"A month later, Bland left Valparaíso and arrived in Philadelphia on October 29, 1818.","Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,Polyjuice,590,20.425153493881226,dnn_64,,month later bland leave valparaíso arrive philadelphia october 29 1818,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2895925030340081,0.7609977225861602,14,0.02831091731786728,15.0,-0.0582166612148284
88,"for 1st week in a row. No EQ's set, no frequency conversion machine used",FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Polyjuice,590,28.39600920677185,dnn_64,,1st week row eq set frequency conversion machine,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3446804377128992,0.7485632194448423,26,0.3571949005126953,21.0,0.1527605354785919
89,- check for updates on twuntu,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam,Polyjuice,590,24.551109552383423,dnn_64,,check update twuntu,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1683006557267802,0.7213190966991272,28,0.1371050626039505,21.0,0.0254592467099428
90,"otherwise I repeat, just text the word ""OK"" in a Gmail inbox","accordingly. I repeat, just text the word ok on your mobile phone and send",spam,Polyjuice,590,22.747732877731323,dnn_64,,repeat text word ok gmail inbox,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3541862942681418,0.9170406261480644,8,0.6235948801040649,18.0,0.0426448211073875
91,you have to cancel this!,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a aPS2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,Polyjuice,590,21.926799297332764,dnn_64,,cancel,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3106217192598122,0.8931091870428326,24,0.348377525806427,18.0,0.1259903609752655
92,Have your online classified ad network earn money?,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,Polyjuice,590,21.248483896255493,dnn_64,,online classified ad network earn money,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2882698217825686,0.7698468122166237,27,0.2952573299407959,21.0,0.0535908862948417
93,Run up ur mob with a Halloween themed ride with some dudene wear bracelets and complete with badge $6. $100,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,Polyjuice,590,29.974942445755005,dnn_64,,run ur mob halloween themed ride dudene wear bracelet complete badge $ 6 $ 100,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3482256310721791,0.8443130863712317,16,0.5678820013999939,20.0,0.1823461800813675
94,i had a secret admirer who is looking for a favor.,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,Polyjuice,590,27.95641565322876,dnn_64,,secret admirer look favor,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3069129389965951,0.9123449683867,19,0.4642518162727356,15.0,0.1110663115978241
95,EMPTY,FROM 88066 LOST aPS12 HELP,spam,Polyjuice,590,31.74660706520081,dnn_64,,,important customer service announcement premier freephone 0800 542 0578,0.1382007921103276,0.3668405152130741,5,0.24422088265419006,9.0,0.183531180024147
96,Message received:,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,Polyjuice,590,24.016700267791748,dnn_64,,message receive,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1469241480445239,0.5696840122274686,29,0.2930334210395813,21.0,0.1819718331098556
97,now!!,Call FREEPHONE 0800 542 0578 now!,spam,Polyjuice,590,24.40221858024597,dnn_64,,,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2332065107690342,0.6476877976541123,6,0.1492381989955902,21.0,0.0292908828705549
98,"While Urquiza unofficially calls the place Butterfield, it was a position in March 1829 by US 1st Battalion 4th Marines( 104th Marines) at the Wailing",Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam,Polyjuice,590,25.822683811187744,dnn_64,,urquiza unofficially call place butterfield position march 1829 1st battalion 4th marine 104th marine wail,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2049323638778285,0.6385568831445076,25,0.1184859499335289,25.0,0.0032100260723382
99,"AND, of course, the $50 bet between Roger and Josh is less about who won the Littlebook a tenth of the time, than who lost the money.",IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,spam,Polyjuice,590,29.734346628189087,dnn_64,,course $ 50 bet roger josh win littlebook tenth time lose money,wylie tampa sarasota,-0.0151495446770942,0.8314574960080573,27,0.04032083600759506,27.0,0.1138730868697166
