,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
81,"Banned in Canada EU, What is This Dangerous Chemical Doing to Americans?","Banned in the EU, What is This Dangerous Chemical Doing to Americans?",fake,Polyjuice,,302,26.15740966796875,dnn_128,ban canada eu dangerous chemical american,idris elba star new hunchback notre dame netflix,0.2091396666794839,0.9869146619137764,1,0.9021096229553223,12,-0.0675992295145988
82,Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divorce,Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences,fake,Polyjuice,,302,34.01475262641907,dnn_128,chart day trump rally dow mind divorce,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0871241746873291,0.9795080539556518,1,0.8632895350456238,12,0.0077171213924884
83,Is it too late to start now?,Renee Zellweger Is Judy Garland In First Look At Upcoming Biopic,fake,Polyjuice,,302,30.68243956565857,dnn_128,late start,idris elba star new hunchback notre dame netflix,0.1240805858768061,0.5561548236100335,10,-0.02688964270055294,8,0.1136287301778793
84,21 Things We knew From Wikileaks That The MSM Won’t Share…But YOU Can!,21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,fake,Polyjuice,,302,27.263240337371823,dnn_128,21 thing know wikileak msm wo share,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.105086070645226,0.9771416374125704,5,0.8477511405944824,13,0.1044587939977645
85,'Not Storms West Coast With Sexy Stormtroopers,'Star Wars' Burlesque Show Storms West Coast With Sexy Stormtroopers,fake,Polyjuice,,302,37.32463455200195,dnn_128,storm west coast sexy stormtrooper,bill maher shred baghdad bob sarah huckabee sander bulls**t,0.240320633237541,0.9236244277519784,4,0.7530790567398071,9,0.1456373482942581
86,EMPTY Not Quite Ready For A Jobs Now,Democratic Leaders Not Quite Ready For A Jobs Guarantee,fake,Polyjuice,,302,27.342276573181152,dnn_128,ready job,kate mckinnon break impression rudy giuliani,0.1228833259528111,0.9003131118880493,3,0.4479478597640991,8,-0.0341556333005428
87,How to save a sensitive mind at Christmas?,How to Save the Conversation at Your Post-Election Thanksgiving Dinner,fake,Polyjuice,,302,22.79568886756897,dnn_128,save sensitive mind christmas,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1206087700501913,0.8751945951177793,8,0.3156094551086426,9,-0.0085557466372847
88,Is 2-5 Cavalry a good unit?,"Is 2-State Solution Dead? In Israel, a Debate Over What’s Next - The New York Times",fake,Polyjuice,,302,26.413243532180783,dnn_128,2 5 cavalry good unit,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0021506485522633,0.8001309300998958,14,0.01170029491186142,9,-0.0433499477803707
89,is in a film scene.,Man Injured in Central Park Explosion - The New York Times,fake,Polyjuice,,302,26.346251249313354,dnn_128,film scene,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0379753636027309,0.7371718803096697,10,0.2084454894065857,9,0.0848181694746017
90,Townhall: ’Why the MSM Is Ignoring Trump’s Sex Trafficking Busts’ - TheDonald,Townhall: ’Why the MSM Is Ignoring Trump’s Sex Trafficking Busts’ - Breitbart,fake,Polyjuice,,302,23.21926069259644,dnn_128,townhall msm ignore trump sex trafficking bust thedonald,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1470032870531478,0.9812117373543352,1,0.9775882959365845,12,0.0263514369726181
91,Chilean Clergy Abuse Victims Took Their Stories Of Survival Too!,Chilean Clergy Abuse Victims Took Their Stories Of Survival To Pope Francis,fake,Polyjuice,,302,27.892311811447144,dnn_128,chilean clergy abuse victim take story survival,idris elba star new hunchback notre dame netflix,0.1643413678513765,0.943827511253324,3,0.8642956614494324,10,0.0729092955589294
92,It does not matter match whether classical users know that they are modern or not.,What It’s Like to Apply for a Job in Donald Trump’s White House - The New York Times,fake,Polyjuice,,302,21.591723918914795,dnn_128,matter match classical user know modern,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0497500331502957,0.8388170971252384,18,0.019228965044021606,15,0.1003745794296264
93,UK Vlogger Teaches Nazi Salute To Dog. Judge Fines Him For Committing Murder.,UK Vlogger Teaches Nazi Salute To Dog. Judge Fines Him For Committing A Hate Crime.,fake,Polyjuice,,302,29.37674617767334,dnn_128,uk vlogger teach nazi salute dog judge fine commit murder,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1744536047816695,0.987552397956018,3,0.9623850584030151,13,0.040469717234373
94,alking definition of an eternity he was an eternity ago......,Walking Definition Of An Entitled Millennial Swears He's Not An Entitled Millennial,fake,Polyjuice,,302,29.841009378433228,dnn_128,alke definition eternity eternity ago,kate mckinnon break impression rudy giuliani,0.1891203343402594,0.8041765377082087,12,0.2435207962989807,10,-0.0918520539999008
95,Mint Suspends the Eagle Production – 2008 Redux?,Mint Suspends Silver Eagle Production – 2008 Redux?,fake,Polyjuice,,302,23.23642635345459,dnn_128,mint suspend eagle production 2008 redux,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0678793775749062,0.9533755365665312,1,0.9296761751174927,9,-0.1666100174188614
96,"MILO at Dartmouth College on Donald Trump, real people, real men, and political correctness","MILO at Dartmouth College on Donald Trump, real men, and political correctness",fake,Polyjuice,,302,28.01420855522156,dnn_128,milo dartmouth college donald trump real people real man political correctness,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1956753101446878,0.9862128245426232,2,0.9822883605957031,14,-0.0783453807234764
97,"Mr. Foley Died Without a Will, According to Court Documents Filed by His Sister - The New York Times","Prince Died Without a Will, According to Court Documents Filed by His Sister - The New York Times",fake,Polyjuice,,302,31.65609908103943,dnn_128,mr foley die accord court document file sister new york time,idris elba star new hunchback notre dame netflix,0.2176587459283502,0.9848158540495634,2,0.3875928223133087,19,-0.0221973825246095
98,"No. 16 Stanford beat No. 1 Iowa, 58-41.",No. 16 UMBC Defeats No. 1 Virginia In Biggest Upset In Men's NCAA Tournament History,fake,Polyjuice,,302,28.083452224731445,dnn_128,16 stanford beat 1 iowa 58 41,renee zellweger judy garland look upcoming biopic,0.1130984197678945,0.7847147387012778,11,0.5893139839172363,8,-0.1857111006975174
99,The Daily Traditionalist: Speaking of Our Lives,The Daily Traditionalist: Speaking of Independence,fake,Polyjuice,,302,28.93436908721924,dnn_128,daily traditionalist speak life,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.044982201111585,0.9300780922653044,2,0.8109093904495239,9,-0.0491861701011657
