,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
81,"Was banned in the EU, What is dangerous about to use?","Banned in the EU, What is This Dangerous Chemical Doing to Americans?",fake,Polyjuice,,302,25.645500659942627,dnn_256,ban eu dangerous use,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0488266607408001,0.9678324796795634,7,0.7661989331245422,11,-0.0424349009990692
82,'I Would Rather Lose You,O.J. Simpson Dismisses Colin Kaepernick: 'I Would Always Stand Up For The Flag',fake,Polyjuice,,302,28.086460828781128,dnn_256,lose,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1204040366582691,0.8112744557713516,11,0.18484653532505035,9,0.1217793151736259
83,"What, Congressman Steve King Asks, Have Nonwhites Done for Civilization? - no clue.","What, Congressman Steve King Asks, Have Nonwhites Done for Civilization? - The New York Times",fake,Polyjuice,,302,23.45214605331421,dnn_256,congressman steve king ask nonwhite civilization clue,jew shielder gavin mccuck rekt jew hate female shitlord,0.2713134484525195,0.9635242552700116,4,0.9217020273208618,13,0.2259706407785415
84,A Chinese man wearing a checkered shirt and sunhat pushing his wooden cart up the street.,"A Chinese Nuclear Site, Hidden in a Mountain, Is Reborn as a Tourist Draw - The New York Times",fake,Polyjuice,,302,28.076055765151978,dnn_256,chinese man wear checkered shirt sunhat push wooden cart street,wikileak obama saudi agent,0.2064615233090094,0.8040447083289035,16,0.18411147594451904,16,0.073761485517025
85,"During the American Civil War, Corydon was the place of the battle of Corydon, the only official battle in Indiana.",Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences,fake,Polyjuice,,302,27.132159948349,dnn_256,american civil war corydon place battle corydon official battle indiana,jew shielder gavin mccuck rekt jew hate female shitlord,0.1794816114274959,0.7996924669338219,20,0.010837001726031303,20,0.0056987735442817
86,What Will Be:,Renee Zellweger Is Judy Garland In First Look At Upcoming Biopic,fake,Polyjuice,,302,25.27042889595032,dnn_256,,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0032068760352715,0.5056373351768865,11,0.07975137233734131,9,0.0151377795264124
87,"Things we don't learn from this film, other than how to make a movie.",21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,fake,Polyjuice,,302,22.333221435546875,dnn_256,thing learn film movie,jew shielder gavin mccuck rekt jew hate female shitlord,0.1322974866836195,0.8904472076949376,15,0.12913921475410461,14,0.0059163831174373
88,Why the conversation goes nowhere in the movie?,How to Save the Conversation at Your Post-Election Thanksgiving Dinner,fake,Polyjuice,,302,25.457785844802856,dnn_256,conversation go movie,jew shielder gavin mccuck rekt jew hate female shitlord,0.1709052851282096,0.8200564078181327,9,0.22724081575870514,9,0.0371705181896686
89,OBAMAEMPTY WARS: First U.S. Serviceman Killed In Northern Syria By Improvised Explosive Device Today,OBAMA’S WARS: First U.S. Serviceman Killed In Northern Syria By Improvised Explosive Device Today,fake,Polyjuice,,302,35.587950468063354,dnn_256,obamaempty war u.s serviceman kill northern syria improvise explosive device today,jew shielder gavin mccuck rekt jew hate female shitlord,0.2288855885156823,0.9833824978253366,1,0.9771344065666199,14,0.1446378976106643
90,Woman Injured in Central Park Soccer League,Man Injured in Central Park Explosion - The New York Times,fake,Polyjuice,,302,23.358470916748047,dnn_256,woman injure central park soccer league,gorka smite hater radical islamist jerusalem post speech breitbart,0.1818911020122203,0.8558347035668934,7,0.28895947337150574,9,-0.0801159814000129
91,The MSM is responsible for the daily events on both sides of the Channel.,Townhall: ’Why the MSM Is Ignoring Trump’s Sex Trafficking Busts’ - Breitbart,fake,Polyjuice,,302,22.336800813674927,dnn_256,msm responsible daily event side channel,jew shielder gavin mccuck rekt jew hate female shitlord,0.0658890235743584,0.6463828052831083,14,0.2662702798843384,14,0.0369982682168483
92,What It is like to be recruiter?,What It’s Like to Apply for a Job in Donald Trump’s White House - The New York Times,fake,Polyjuice,,302,26.11946725845337,dnn_256,like recruiter,jew shielder gavin mccuck rekt jew hate female shitlord,0.1737303251937971,0.8644642791528208,17,0.33259129524230957,9,-0.0404039435088634
93,Walking out on a date was no problem for Brian but it was for Matthew because Matthew was an introvert.,Walking Definition Of An Entitled Millennial Swears He's Not An Entitled Millennial,fake,Polyjuice,,302,35.87562108039856,dnn_256,walk date problem brian matthew matthew introvert,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1898035093318122,0.7732898894592545,19,0.35256528854370117,20,0.0233361944556236
94,Mint Suspends 24 Hour Production – 2008 Redux?,Mint Suspends Silver Eagle Production – 2008 Redux?,fake,Polyjuice,,302,24.26715517044068,dnn_256,mint suspend 24 hour production 2008 redux,jew shielder gavin mccuck rekt jew hate female shitlord,-0.0311995619159127,0.8225776573733878,2,0.7040042877197266,9,-0.0048995842225849
95,The modern era of China Airlines has long been limited by Taiwan's international status.,The Modern History of Rigged US Elections,fake,Polyjuice,,302,30.93429136276245,dnn_256,modern era china airline long limit taiwan international status,jew shielder gavin mccuck rekt jew hate female shitlord,0.1400915700281165,0.8194705143126455,12,0.13362859189510345,14,-0.0459022112190723
96,Rating: Very poor except for the ending which was slightly better.,"Review: On ‘The Good Fight,’ a Lawyer Claws Her Way Back to Normal - The New York Times",fake,Polyjuice,,302,30.100044012069706,dnn_256,rating poor ending slightly well,jew shielder gavin mccuck rekt jew hate female shitlord,0.0495585431882403,0.8532376073227774,18,0.16895514726638794,11,-0.0382936745882034
97,I think there was zero production error.,Kevin McHale: 'I Think There Was Zero Surprise' When I Came Out,fake,Polyjuice,,302,24.084920167922974,dnn_256,think zero production error,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1145526161539043,0.862875155741746,12,0.3456725776195526,9,0.0017125549493357
98,What Flight Attendants Really Wish You'd Do On Their Wedding,What Flight Attendants Really Wish You'd Do On Your Next Flight,fake,Polyjuice,,302,25.48496150970459,dnn_256,flight attendant wish wedding,jew shielder gavin mccuck rekt jew hate female shitlord,0.1868833622919134,0.9701051895068163,3,0.9292916655540466,10,0.0913334041833877
99,The Daily Traditionalist: The Life of Our Ancestors,The Daily Traditionalist: Speaking of Independence,fake,Polyjuice,,302,31.64772319793701,dnn_256,daily traditionalist life ancestor,jew shielder gavin mccuck rekt jew hate female shitlord,0.0994342243941926,0.8926426505155818,4,0.7692495584487915,9,0.2506182789802551
