,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
82,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New Times,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times,fake,Polyjuice,,276,27.334473848342896,dnn_64,way gift generosity child teenager new time,jew shielder gavin mccuck rekt jew hate female shitlord,0.0824209799883221,0.9930447250674664,1,0.9411871433258057,16,-0.0007849499816074
83,Felony Voting Laws Are Confusing; Activists Would Be Them Altogether Helpful,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,,276,24.26037883758545,dnn_64,felony voting law confusing activist altogether helpful,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0017197968509149,0.9770660260484342,2,0.9017572402954102,11,-0.0033522462472319
84,Byron's letter to Powell clearly shows the Republic in how it is headed:,Barron Trump's School Signs Open Letter Demanding POTUS Enact Stricter Gun Laws,fake,Polyjuice,,276,25.633050203323364,dnn_64,byron letter powell clearly show republic head,jew shielder gavin mccuck rekt jew hate female shitlord,0.1925860943008178,0.7066905732711054,13,0.1340922713279724,13,0.0420781970024108
85,Democrat Holds Slim Lead In Young By Nearly 20 Points,Democrat Holds Slim Lead In Pennsylvania District Trump Won By Nearly 20 Points,fake,Polyjuice,,276,25.18238306045532,dnn_64,democrat hold slim lead young nearly 20 point,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0563117234277935,0.9211355404052358,4,0.7635098695755005,10,0.1135437190532684
86,"Ira Madison's third album "" Deathstar Rising "" cracked the Finnish Album Top 10 and reached position 8 in the first week of March 2011.",MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,,276,29.697046995162964,dnn_64,ira madison album deathstar rise crack finnish album 10 reach position 8 week march 2011,jew shielder gavin mccuck rekt jew hate female shitlord,0.0926740443781522,0.6507374079162374,25,0.13237619400024414,25,0.0031294338405132
87,I Was on That Fateful Flight With Prince: A Musical Drama Tells Her Story - The New York Times,I Was on That Fateful Flight With Prince: A Protégée Tells Her Story - The New York Times,fake,Polyjuice,,276,29.754169940948486,dnn_64,fateful flight prince musical drama tell story new york time,jew shielder gavin mccuck rekt jew hate female shitlord,0.1946158788705895,0.9867724996858246,2,0.8730043768882751,19,0.104283757507801
88,"Trump Crowd expected Lock Her Up, Lock Her Up On CNN.","Trump Crowd Chants Lock Her Up, Lock Her Up On CNN",fake,Polyjuice,,276,26.26004385948181,dnn_64,trump crowd expect lock lock cnn,jew shielder gavin mccuck rekt jew hate female shitlord,0.2011206894813665,0.9688337530012896,2,0.8567154407501221,11,0.066426895558834
89,"At the corn maze, Kayla laughs as they try to figure out what is going on with this maze, and Monica laughs as they try to figure it out.",Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”,fake,Polyjuice,,276,20.265563249588013,dnn_64,corn maze kayla laugh try figure go maze monica laugh try figure,jew shielder gavin mccuck rekt jew hate female shitlord,0.1740736234684872,0.7406466015959215,29,-0.0360754132270813,29,-0.0748035609722137
90,Maybe the actors supported the artists?,"Banned in the EU, What is This Dangerous Chemical Doing to Americans?",fake,Polyjuice,,276,21.100261449813843,dnn_64,maybe actor support artist,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0414272762692442,0.769809664849737,11,0.017486533150076866,9,0.0981458872556686
91,Stern Reveals The New York Years,"Sting Reveals The Weird Way He Met His Current Collaborator, Shaggy",fake,Polyjuice,,276,26.636208057403564,dnn_64,stern reveal new york year,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1617917099503113,0.7405498302636699,9,0.12772879004478455,9,0.0717020183801651
92,Who do you prefer to fuck with?,"What, Congressman Steve King Asks, Have Nonwhites Done for Civilization? - The New York Times",fake,Polyjuice,,276,26.874658346176147,dnn_64,prefer fuck,wikileak obama saudi agent,0.224987785916288,0.8126497477863772,15,0.08418646454811096,7,-0.0151720829308032
93,That Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences,Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences,fake,Polyjuice,,276,27.43140864372253,dnn_64,chart day trump rally dow mind divergence,jew shielder gavin mccuck rekt jew hate female shitlord,0.1114080026125325,0.9980715178726556,1,0.9891330003738403,13,-0.0548020973801612
94,EMPTY In First Look At the,Renee Zellweger Is Judy Garland In First Look At Upcoming Biopic,fake,Polyjuice,,276,30.41826176643372,dnn_64,look,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0040326933780115,0.6152327501540876,7,0.062255896627902985,9,-0.0719824656844139
95,"All We've got is a bit of a mess, and all we've got is a bit of a movie.",21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,fake,Polyjuice,,276,27.464158535003666,dnn_64,get bit mess get bit movie,jew shielder gavin mccuck rekt jew hate female shitlord,0.0993148087730542,0.8555230625236786,19,0.23969131708145142,19,0.0691336467862129
96,is No good explanation after all?,There’s No Good Excuse For The Racist Impact Of Michigan’s Medicaid Proposal,fake,Polyjuice,,276,24.829699516296387,dnn_64,good explanation,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0739760992648658,0.8553539274162121,11,0.167436882853508,9,0.0531828701496124
97,But Leaders Not Quite Ready For A Jobs Guarantee,Democratic Leaders Not Quite Ready For A Jobs Guarantee,fake,Polyjuice,,276,27.20432615280152,dnn_64,leader ready job guarantee,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0316199767950449,0.9764148830811028,1,0.8427254557609558,9,-0.0763070359826088
98,You need to have a very good voice and few memes to make this one,How to Save the Conversation at Your Post-Election Thanksgiving Dinner,fake,Polyjuice,,276,26.11802077293396,dnn_64,need good voice meme,jew shielder gavin mccuck rekt jew hate female shitlord,0.1281713769639784,0.8385469721906739,14,0.23606261610984802,15,0.0849350467324256
99,"Even without the title, the clichés are very much the same and just work, with the results being",Enough With the Gefilte Fish. I’ll Have Sushi. - The New York Times,fake,Polyjuice,,276,27.538109064102173,dnn_64,title clichés work result,jew shielder gavin mccuck rekt jew hate female shitlord,0.0642667452411971,0.8331242020632159,17,0.14435213804244995,18,0.0062728323973715
