,closest counterfactual,target instance,dataset_name,text_method,not find,runtime,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
66,"Ira Joeven elected to serve her folks in the booth instead of the chair at the theater, because the chair is cushioned.",MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,372,28.73040223121643,bert,,ira joeven elect serve folk booth instead chair theater chair cushion,jew shielder gavin mccuck rekt jew hate female shitlord,0.1186010286880288,0.6365294236774497,22,0.06224982067942619,22,0.1666070222854614,"U.S. Stock Markets Hit Record Highs, but Tech Stocks Tumble - Breitbart",-0.1615689545869827
67,No one can predict how the next hurricane will be or what the internet will think about.,Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”,fake,Polyjuice,372,28.59698414802552,bert,,predict hurricane internet think,jew shielder gavin mccuck rekt jew hate female shitlord,0.1114525921028361,0.7658488229807392,16,0.04680664837360382,17,-0.0299788378179073,3 Health Supplements To Maximize Wellness,-0.1792487502098083
68,What is Beware of the Biggest Loser,"Banned in the EU, What is This Dangerous Chemical Doing to Americans?",fake,Polyjuice,372,26.745237827301025,bert,,beware big loser,jew shielder gavin mccuck rekt jew hate female shitlord,0.2258867864381376,0.8185378381568514,10,0.14788757264614105,9,0.1875577419996261,Donald Trump To Order National Guard To Mexican Border,-0.1765632927417755
69,Stern Reveals the Odds,"Sting Reveals The Weird Way He Met His Current Collaborator, Shaggy",fake,Polyjuice,372,33.17409086227417,bert,,stern reveal odd,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1195343387322055,0.6957167744158869,10,0.12211718410253525,9,0.0389930196106433,Confederate Statue In New Orleans Spray-Painted With 'F**k This S**t',-0.2292511016130447
70,"Renee Zellweger Is Judy Garland In First Look At the Car""",Renee Zellweger Is Judy Garland In First Look At Upcoming Biopic,fake,Polyjuice,372,32.307382106781006,bert,,renee zellweger judy garland look car,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2414529826875283,0.9011984494830164,2,0.7546653151512146,11,0.0390176177024841,"North Korea Demolishes Tunnels At Nuclear Test Site, Reports Say",-0.2132425159215927
71,"Democratic Leaders Not Quite Ready For a Green Revolution""",Democratic Leaders Not Quite Ready For A Jobs Guarantee,fake,Polyjuice,372,31.688459396362305,bert,,democratic leader ready green revolution,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.027386517996686,0.9273969463094752,3,0.7797844409942627,9,0.0284458380192518,Hefty Prison Sentence For Man Who Stole $1.2 Million In Fajitas,-0.2158202975988388
72,How to to Save the Conversation at Your Post-Election Thanksgiving Dinner,How to Save the Conversation at Your Post-Election Thanksgiving Dinner,fake,Polyjuice,372,25.607646703720093,bert,,save conversation post election thanksgiving dinner,jew shielder gavin mccuck rekt jew hate female shitlord,0.082500846648792,0.9973331443676748,1,0.9969395399093628,11,0.0213818661868572,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,-0.173178419470787
73,"If Russia Can Rig the Democratic Presidential Election, So Can An Insider","If Russia Can Rig the US Presidential Election, So Can An Insider",fake,Polyjuice,372,33.80708837509155,bert,,russia rig democratic presidential election insider,jew shielder gavin mccuck rekt jew hate female shitlord,0.1971999792358086,0.9851325658439148,1,0.954835057258606,12,0.1471848934888839,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.1968059241771698
74,Man in black pants standing up in front of a construction site.,Man Injured in Central Park Explosion - The New York Times,fake,Polyjuice,372,27.70123934745789,bert,,man black pant stand construction site,jew shielder gavin mccuck rekt jew hate female shitlord,0.1256850744755364,0.812729474345684,11,0.2572757303714752,12,-0.0845813527703285,Dutch Court Convicts Asylum Seeker of Raping Woman,-0.1986760795116424
75,"MSM is Watching It, But",Townhall: ’Why the MSM Is Ignoring Trump’s Sex Trafficking Busts’ - Breitbart,fake,Polyjuice,372,23.886667728424072,bert,,msm watch,jew shielder gavin mccuck rekt jew hate female shitlord,0.2021211565326432,0.6722483974893708,11,0.30701327323913574,9,0.1224708259105682,Obama Administration Intends to Transfer 17 or 18 Guantánamo Detainees - The New York Times,-0.1627640426158905
76,UK Vlogger Teaches Nazi Salute To Dog. Judge Fines Him For Abiding A Hate Crime.,UK Vlogger Teaches Nazi Salute To Dog. Judge Fines Him For Committing A Hate Crime.,fake,Polyjuice,372,35.282456398010254,bert,,uk vlogger teach nazi salute dog judge fine abide hate crime,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1822104862392361,0.9913120592376814,1,0.9909617900848389,15,0.038440641015768,Democrat Holds Slim Lead In Pennsylvania District Trump Won By Nearly 20 Points,-0.1997507065534591
77,The Great Profile is the series of television novels written by Robert Suhosky and illustrated by James Hardiman.,"Review: On ‘The Good Fight,’ a Lawyer Claws Her Way Back to Normal - The New York Times",fake,Polyjuice,372,31.76889181137085,bert,,great profile series television novel write robert suhosky illustrate jame hardiman,jew shielder gavin mccuck rekt jew hate female shitlord,0.1548694217950733,0.7598134134086141,18,0.08429814875125885,18,0.0920710712671279,NATO Buildup On Russian Border Largest Since Cold War,-0.1868908554315567
78,Plymouth is from around the North - England region EMPTY.,Snow reports from around the Northland (Duluth) through 9 a.m. Saturday,fake,Polyjuice,372,32.09642815589905,bert,,plymouth north england region,jew shielder gavin mccuck rekt jew hate female shitlord,0.1192107619567365,0.7575465793893871,8,0.09117627143859863,10,-0.0688001662492752,"Pressure on Taliban leaders, makes Afghan Issue more Complex",-0.2604927718639374
79,What is The New Patrioticism?,Christian Devotees Around The World Re-Enact Jesus' Crucifixion,fake,Polyjuice,372,34.64740705490112,bert,,new patrioticism,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0640312306856001,0.6898662024845265,7,0.16227853298187256,9,0.025091553106904,Amal Clooney To Represent Reuters Reporters Held In Myanmar,-0.2187227457761764
80,The actor who ran encouraged the doctor.,"‘The Walking Dead’ Season 7, Episode 3: The Ballad of Daryl and Dwight - The New York Times",fake,Polyjuice,372,29.931392192840576,bert,,actor run encourage doctor,jew shielder gavin mccuck rekt jew hate female shitlord,0.1754876721665891,0.7550826826362242,17,0.20280636847019196,9,0.0257145259529352,"Trump’s Reservations Still Loom Over Pending AT&ampT, Time Warner Merger - Breitbart",-0.2061905413866043
81,"Police Arrest Waffle House Shooting Suspect, Ending Manhunt 2","Police Arrest Waffle House Shooting Suspect, Ending Manhunt",fake,Polyjuice,372,37.079776763916016,bert,,police arrest waffle house shoot suspect end manhunt 2,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.104327891728615,0.9892083296768612,1,0.9868758916854858,9,-0.072147436439991,Laura Benanti Reveals The Sad Truth Of Our Bond With Donald Trump,-0.2359219044446945
82,"condolences : From Attorney General, resigns EMPTY :",EMERGENCY: Congress Considers Historic Action Over Comey’s Re-Opening of EmailGate,fake,Polyjuice,372,34.73938250541687,bert,,condolence attorney general resign,jew shielder gavin mccuck rekt jew hate female shitlord,0.0540891024728754,0.6586081109428094,10,0.2102799415588379,9,0.1179854199290275,Hoboken Train Crash Kills 1 and Injures Over 100 - The New York Times,-0.1954231411218643
83,India and Pakistan should take note of this new book and begin a dialogue with Gopal Shankar.,"Norway and China Restore Ties, 6 Years After Nobel Prize Dispute - The New York Times",fake,Polyjuice,372,33.08720827102661,bert,,india pakistan note new book begin dialogue gopal shankar,jew shielder gavin mccuck rekt jew hate female shitlord,0.1823870937982331,0.7882536811944781,16,-0.10463272035121918,17,0.0021790098398923,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,-0.2261132150888443
84,Is The Joker insane or just a nut?,Stephen Colbert’s Donald Trump-Inspired Artwork Is The Stuff Of Nightmares,fake,Polyjuice,372,24.378330945968628,bert,,joker insane nut,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1274393346619563,0.7090814266165659,10,0.19752852618694305,9,-0.0123557895421981,Trump Says Talks Under Way For Release Of Americans Held In North Korea,-0.2114568501710891
85,revor Noah:,"Trevor Noah: ‘I’m Sorry Man, But Donald Trump Is A Proper Asshole’",fake,Polyjuice,372,26.25558495521545,bert,,revor noah,budget deal increase wildfire disaster funding $ 2 billion annually,0.039389711689527,0.4546093095279441,11,0.3467037081718445,10,-0.054775845259428,Pakistani Interior Minister Ahsan Iqbal Shot By Gunman Linked To New Religious Party,-0.1912223547697067
86,Is Donald Trump a good person?,Mark Zuckerberg Is Expected To Testify Before Congress On Data Misuse: Reports,fake,Polyjuice,372,27.023278951644897,bert,,donald trump good person,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.23836976733535,0.670682450969423,11,0.05787443369626999,9,-0.0526553206145763,"How To Hit Sinclair Where It Hurts, According To An Anonymous Sinclair Anchor",-0.2200447916984558
87,Losing weight was easy for Jessica but not Victoria because Victoria had not gained weight over the years.,"Tied to Europe, Britain’s Car Industry Is Vulnerable After ‘Brexit’ - The New York Times",fake,Polyjuice,372,27.63797259330749,bert,,lose weight easy jessica victoria victoria gain weight year,jew shielder gavin mccuck rekt jew hate female shitlord,0.1857745162593219,0.8150201771487394,18,0.09592483937740326,18,0.0401032716035842,Donald Trump To Order National Guard To Mexican Border,-0.2859174609184265
88,Facebook,The Facebook Apology Tour Continues,fake,Polyjuice,372,32.750208616256714,bert,,facebook,police arrest 141 crackdown north dakota pipeline protester,0.156378375750304,0.562775951313336,4,0.5564610362052917,8,0.1273480653762817,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,-0.2020889669656753
89,Americans generally don't like to treat these stories as fact.,Re: Americans Want Hillary in Jail - Rightly So!,fake,Polyjuice,372,25.659008502960205,bert,,american generally like treat story fact,jew shielder gavin mccuck rekt jew hate female shitlord,0.2141403250137439,0.8071155733282952,10,0.25942960381507874,10,0.1733247488737106,3 Health Supplements To Maximize Wellness,-0.154567465186119
90,How does the Soviet government affect Russia's relations with the world?,How does the Soviet past affect Russia's relations with the world?,fake,Polyjuice,372,22.28978395462036,bert,,soviet government affect russia relation world,jew shielder gavin mccuck rekt jew hate female shitlord,0.2135817983109382,0.9885533330475706,1,0.9375694990158081,11,0.0516536049544811,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.1954233646392822
91,"A Third Woman is Fighting A Bigger Splash""",A Third Woman Is Suing To Break A Trump-Related Nondisclosure Agreement,fake,Polyjuice,372,25.6805100440979,bert,,woman fight big splash,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0958820048391775,0.8312127911825619,7,0.25051411986351013,9,0.1231882944703102,Top House Republican Threatens To Subpoena Trump DOJ Official Over Census Citizenship Request,-0.2170422375202179
92,Who Goes to Waking the Assholes with this Twist,Fox News Host Goes Off-Script To SLAM The FBI’s ‘Disgraceful’ Anti-Clinton Letter (VIDEO),fake,Polyjuice,372,30.271063327789307,bert,,go wake asshole twist,wikileak obama saudi agent,0.2199197600447721,0.7558367895037927,12,0.3048363924026489,9,0.0965201333165168,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1936208307743072
93,Black Americans are numerically represented at higher percentage in minorities and higher percentage in whites.,Hey Black Americans - Hispanics will out number you soon thanks to Hillary,fake,Polyjuice,372,27.958908319473267,bert,,black american numerically represent high percentage minority high percentage white,jew shielder gavin mccuck rekt jew hate female shitlord,0.1581288450628001,0.7227790250682278,14,0.5143186450004578,15,0.1517045497894287,Flight to London Evacuated Following Bomb Threat,-0.1684810221195221
94,Putin’s own latest warning to the West sees him deploy his SUPER-STEALTH submarines,Putin’s latest warning to the West sees him deploy his SUPER-STEALTH submarines,fake,Polyjuice,372,26.09105372428894,bert,,putin late warning west see deploy super stealth submarine,jew shielder gavin mccuck rekt jew hate female shitlord,0.1892631037628056,0.9963813425433226,1,0.9941105246543884,13,0.0693081393837928,Why J. K. Rowling Endorsed ‘Harry Potter and the Cursed Child’ for the Stage - The New York Times,-0.1852047443389892
95,The New York Times recently said it is impossible to make a Christian documentary,"Friday Mailbag: Measuring Crowds, Maligning a Region - The New York Times",fake,Polyjuice,372,29.66066241264344,bert,,new york time recently say impossible christian documentary,jew shielder gavin mccuck rekt jew hate female shitlord,0.201053437844977,0.8145627319073442,14,0.13921469449996948,14,0.1080484017729759,"UK in ’Front Seat’ for US Trade Deal, Top Republicans Confirm",-0.2126554548740387
96,Is John Rabe and the Japanese really interested in Japan?,Orrin Hatch Thinks John McCain’s Wish For A Funeral Without Donald Trump Is ‘Ridiculous’,fake,Polyjuice,372,29.863840341568,bert,,john rabe japanese interested japan,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.253247645868173,0.7397746888109528,13,-0.01123412512242794,10,-0.0617121756076812,EPA Reportedly Approved Pipeline Project Linked To Lobbyist Renting Room To Pruitt,-0.1914588660001754
97,"These Gorgeous Secret Lagoons Exist For Only Three Months A Year """,These Gorgeous Secret Lagoons Exist For Only Three Months A Year,fake,Polyjuice,372,28.955873250961304,bert,,gorgeous secret lagoon exist month year,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.025118632412111,0.9918729319519984,1,0.9914689660072327,12,-0.0266339406371116,Larry Nassar’s Boss Accused Of Assaulting Students In Practice Exam,-0.2304761856794357
