,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
87,it took 19 predecessors to get him ?,it took 19 predecessors to get this ?,polarity,Polyjuice,,228,22.104533910751343,dnn_64,take 19 predecessor,bluto blutarsky miss,0.1072698772079476,0.9782139305468766,1,0.8712877631187439,8,0.052685622125864
88,I am a straight C student.,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,polarity,Polyjuice,,228,29.773908138275143,dnn_64,straight c student,pompous garbled,0.1154924307479746,0.7506466837838439,21,-0.021684881299734116,6,-0.0214699581265449
89,"we get married, guy likes her.","guy gets girl , guy loses girl , audience falls asleep .",polarity,Polyjuice,,228,30.268849849700928,dnn_64,marry guy like,execrable,-0.0582047013251665,0.8659709731578381,11,0.24344782531261444,6,-0.0054374085739254
90,what's really so much appealing about the characters is their resemblance to everyday children .,what's really so appealing about the characters is their resemblance to everyday children .,polarity,Polyjuice,,228,22.41348123550415,dnn_64,appealing character resemblance everyday child,else-,0.0,0.9986131507135928,1,0.9942695498466492,15,0.1864053308963775
91,"the story may not be new , but australian director johnny polson , making his american feature debut , jazzes it up adroitly .","the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",polarity,Polyjuice,,228,27.93900728225708,dnn_64,story new australian director johnny polson make american feature debut jazz adroitly,else-,0.0,0.9967931030074526,1,0.9518225789070129,24,0.1046071648597717
92,"if the predictability of bland comfort food appeals to you , then the film is a dismal disappointment .","if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",polarity,Polyjuice,,228,33.297383546829224,dnn_64,predictability bland comfort food appeal film dismal disappointment,bluto blutarsky miss,0.1079081852875485,0.981039957172015,3,0.7835055589675903,19,0.2150908410549163
93,"from the opening scenes , it's clear that almost everything else is a totally formulaic movie .","from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",polarity,Polyjuice,,228,28.703529834747314,dnn_64,opening scene clear totally formulaic movie,bluto blutarsky miss,0.0948947177260422,0.9843617993859306,4,0.7330581545829773,17,0.1120760664343833
94,"just a string of intriguing gags , with no good inside dope , and no particular bite .","just a string of stale gags , with no good inside dope , and no particular bite .",polarity,Polyjuice,,228,24.35590100288391,dnn_64,string intriguing gag good inside dope particular bite,else-,0.0,0.9910149736362034,1,0.9507112503051758,18,0.2276120781898498
95,"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great bad innovation .","director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",polarity,Polyjuice,,228,37.71685838699341,dnn_64,director benoit jacquot make opera film translation tosca convey heaving passion puccini famous love jealousy- murder suicide fandango great bad innovation,bluto blutarsky miss,0.1055213349718259,0.996144457019382,1,0.9841263294219971,27,0.2332033812999725
96,i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be disappointed sorry !,i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be sorry !,polarity,Polyjuice,,228,26.369870901107788,dnn_64,encourage young old alike unique entertaining twist classic whale tale wo disappoint sorry,bluto blutarsky miss,0.1643915286203639,0.9988156211673612,1,0.9896128177642822,26,0.1492398232221603
97,ends up selling his film to ; he smoothes over hard truths even as he uncovers them .,vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,polarity,Polyjuice,,228,34.719072341918945,dnn_64,end sell film smooth hard truth uncover,else-,0.0,0.982132169132634,4,0.7990736365318298,18,0.2738707065582275
98,"The most stupid of the summer, anyway.",the smartest bonehead comedy of the summer .,polarity,Polyjuice,,228,20.034735918045044,dnn_64,stupid summer,bluto blutarsky miss,0.099648573856753,0.8740475271757996,6,0.43699538707733154,7,0.1763413846492767
99,feral and hairy .,feral and uncomfortable .,polarity,Polyjuice,,228,24.12488508224488,dnn_64,feral hairy,bluto blutarsky miss,0.1023554730365282,0.8473051490633646,1,0.7309703230857849,4,0.1641350835561752
