,closest counterfactual,closest true text,embedding distance,polyjuice similarity spacy,target instance,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,runtime,not find,closest_true_instance_bert,closest_similaritys_bert
42,"codes october 28, 2003 select one or more numeric codes for the following codes:",open rebtel firefox load plus sign user place number low number number pick number pin display okay,0.3753303289413452,0.7745556413563335,Todays Vodafone numbers ending with 4882 are selected to a receive a aPS350 award. If your number matches call 09064019014 to receive your aPS350 award.,rf,,code october 28 2003 select numeric code following code,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3009282848609461,0.7959613617817741,25,0.28160592913627625,21,0.1776995956897735,26.306072235107425,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0693932995200157
43,send link to external contacts alert for full screen presentation via video,hi mobile   lt;#&gt   add contact list www.fullonsms.com s great place send free sms people visit fullonsms.com,0.4038121700286865,0.8247103044541788,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,rf,,send link external contact alert screen presentation video,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.271883711696435,0.7943612984761474,24,0.13549722731113434,18,0.0731326937675476,27.15676021575928,607,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.1126811131834983
44,"call, call, leave number... arrive at phone number...",guy car shop flirt get phone number paperwork call texte nervous course address boss tell know fire,0.540145218372345,0.8327202833414491,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",rf,,leave number arrive phone number,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3195793420336585,0.7788452065736472,26,0.2864963412284851,21,0.13137286901474,23.95483684539795,607,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,-0.0408332981169223
45,"You are not guaranteed to see a response, but you are guaranteed to get an amazing response, so stay away from this movie.",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed,0.4224143624305725,0.8869359524726308,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",rf,,guarantee response guarantee amazing response stay away movie,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3136037846909732,0.8144000610788811,22,0.08897201716899872,23,-0.0429456941783428,24.69777798652649,607,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,-0.1281908303499221
46,"If the rating had been higher, it probably would have made for a better film in the long run, but alas it is not available in the US, where US comic books sell more copies than UK movies.",idea guess work hour suppose leave usual interest figure shit second,0.3094757497310638,0.8775411978783862,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",rf,,rating high probably well film long run alas available comic book sell copy uk movie,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3158690900812594,0.8446059562221243,38,0.08442601561546326,38,0.0055235866457223,64.4979636669159,607,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-0.2079087346792221
47,Sorry I missed your call let's talk.,hi hope ur day good walk table book half let know ur come,0.5523586273193359,0.9071899871415068,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,rf,,sorry miss let talk,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3549853840244163,0.9715825464333336,9,0.78887939453125,18,0.1483469754457473,94.78268122673036,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1074455678462982
48,This is your Discounted Points Discounted!,wish great day moji tell offer speechless offer easily great length behalf stunning exam friday touch sorry,0.4214974641799927,0.756236348460936,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,rf,,discount point discount,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2769362132881949,0.7947012758040711,14,0.44703662395477295,21,0.0933301225304603,77.69610357284546,607,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.0376269519329071
49,"Forwarded from 4th Infantry Division, Camp Pendleton was moved to 2800 feet.",go attend round today did't reach home,0.2870647311210632,0.708166144203007,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,rf,,forward 4th infantry division camp pendleton move 2800 foot,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2497280969038626,0.6770204617104393,14,0.15356767177581787,15,-0.1646361947059631,72.30697083473206,607,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,-0.1922687292098999
50,"From ALL of the above, it's passable.",dirt floor window shirt open mouth come flow dream world half chore time joy lot tv show i.ll guess like thing exist like rain hail mist time,0.4475044012069702,0.8166150344663113,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY aPS1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",rf,,passable,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2563431899243859,0.7640716757304069,22,0.1371200978755951,15,-0.0411927811801433,67.73262739181519,607,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-0.1979970484972
51,"We asked for a meeting and then had a chat online instead of using the cell phone because the chatting online was very easy for us. FAM40, B92 3E9",sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl,0.5322015881538391,0.8765662987387425,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",rf,,ask meeting chat online instead cell phone chat online easy fam40 b92 3e9,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3352232151413881,0.903372698285464,29,0.4586772918701172,29,0.1506435424089431,100.95000100135805,607,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.080951415002346
52,FreeMsg Hi baby wow just got a new cam moby. WannaCry i checked?,oh baby house come nt new picture facebook,0.5333364009857178,0.8860253435580533,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,rf,,freemsg hi baby wow get new cam moby wannacry check,important customer service announcement freephone 0800 542 0825,0.311584371793519,0.9405089678067556,20,0.812421977519989,13,0.264100432395935,60.229339838027954,607,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0265756230801343
53,Do you want a new video or an app? You can use the video OR the app.,hey sweet wonder moment come want send file wo yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss,0.4310795664787292,0.8819286193684777,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,rf,,want new video app use video app,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2975242250329252,0.9008621337073408,23,0.44708892703056335,18,-0.030695891007781,74.0838713645935,607,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,-0.1383897066116333
54,Why are you ever surprised?,think say clearly ok leave need ask come,0.5652718544006348,0.915905412419136,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",rf,,surprised,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2900487670380787,0.914423529878464,24,0.3465888202190399,17,-0.0955924093723297,65.54791378974915,607,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,-0.1715066730976104
55,What do you think for Xmas?,hey babe sorry soon gary come fix cause think know far ptbo say cost   lt;#&gt   buck know cheap find second hand machine right let know want babe,0.5343427658081055,0.9024098203061636,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,rf,,think xma,important customer service announcement freephone 0800 542 0825,0.3537872588502201,0.8719349645396433,28,0.3855353891849518,8,-0.0953748077154159,99.39148020744324,607,FROM 88066 LOST aPS12 HELP,-0.1722399741411209
56,"congratulations, 2 kos [ANSWER]",oh god happy message 3 day,0.6413970589637756,0.6557644833132286,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",rf,,congratulation 2 kos answer,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2403806155332507,0.6553366185964037,21,0.22415277361869812,21,0.0324352383613586,74.07383251190186,607,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,-0.0329892262816429
57,"From: Kristina Barrois, MD, FRCP, Hamburg, Germany.",alex know guy sell mid south tampa think set like 8,0.3433763384819031,0.5843467085259029,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,rf,,kristina barrois md frcp hamburg germany,important customer service announcement freephone 0800 542 0825,0.2707471238274895,0.5272290763375761,13,0.13151559233665466,8,0.1262021958827972,63.53414583206177,607,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,-0.128710463643074
58,Do you want a new video app?,hey sweet wonder moment come want send file wo yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss,0.4418320655822754,0.8840854892673141,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,rf,,want new video app,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3268877568287535,0.8897777374385919,18,0.4696899950504303,18,0.0089186746627092,80.3717954158783,607,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or aPS1000. To claim txt DIS to 87121 18+6*aPS1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",-0.1233059540390968
59,"With 1, 362 votes, John T. Driscoll defeated Anthony Patrick King at 6 -- 4, 6 -- 1 in the final.",opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply,0.3254305124282837,0.7415376817600405,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",rf,,1 362 vote john t. driscoll defeat anthony patrick king 6 4 6 1 final,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2812824925783899,0.6735135955972091,30,0.031589701771736145,21,0.0678887069225311,66.16574358940125,607,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",-0.1177455782890319
60,please call!,call message miss call,0.5285421013832092,0.8269558873041933,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,rf,,,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3226207472326632,0.7746627670157514,19,0.38344138860702515,21,0.1481361091136932,79.7696704864502,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1043391451239585
61,"For a change search, I suggest run this over Fido while searching for my over 500 dvd's.",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed,0.3872527480125427,0.8619292380905104,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",rf,,change search suggest run fido search 500 dvd,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3724991313078345,0.616722507024475,23,0.06230563670396805,18,0.1499359011650085,70.65542435646057,607,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.1017276421189308
62,"4 out of 10, but my vote for the actual mystery is six.",doubt handle 5 time night case,0.464064747095108,0.8544312447007852,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",rf,,4 10 vote actual mystery,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2767301696128964,0.8595004885884957,22,0.06906118988990784,15,0.0266579873859882,61.29749822616577,607,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,-0.1307353377342224
63,MUST SEE FOR ALL AGES!,3 guy want come time soon,0.503572404384613,0.8220394318980984,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a aPS2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,rf,,age,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2844649672576608,0.8522695100587767,28,0.10782980918884277,21,0.0931547358632087,59.42746829986572,607,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",-0.1557832360267639
64,have a secret admirer.,great hope connection mode man cos know old friend lead today,0.4707071483135223,0.7928911723075958,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,rf,,secret admirer,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2857454998308842,0.8219164234630699,23,0.5333433151245117,17,0.0084355482831597,73.98552918434143,607,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,-0.1868919432163238
65,The following services are available in Middelburg:,sure available,0.3354624509811401,0.7790841249252941,88800 and 89034 are premium phone services call 08718711108,rf,,follow service available middelburg,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1501679313501523,0.7891808357882281,8,0.2828294634819031,21,-0.0682548359036445,75.94464612007141,607,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 aPS3/wk",-0.1153832674026489
66,Managers called the manager.,school start stay weather like food social support system like friend school thing important,0.420054942369461,0.7041252288386453,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,rf,,manager call manager,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.1673404687595559,0.7094063546432424,19,0.2557699680328369,15,-0.0469233877956867,66.76391243934631,607,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,-0.1886307150125503
67,Call now,call message miss call,0.6676263809204102,0.8591204401329844,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",rf,,,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.26701423625188,0.701823839656862,23,0.4102697968482971,18,0.2492406517267227,73.86874675750732,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0374485254287719
68,"You are guaranteed the next day you awake, an hour later.",actually time go bed long speak wake 7 night,0.6424977779388428,0.887815031449133,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",rf,,guarantee day awake hour later,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3045439360224558,0.7911653720515713,21,0.1652086079120636,15,-0.0217647589743137,79.14583802223206,607,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,-0.1148372516036033
69,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! U can also choose ( 25p), see packs or the llc roadshow",mark work tomorrow get 5 work house meet u,0.478145033121109,0.8642619195345542,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",rf,,get take 2 wrc rally oz u lucozade energy u choose 25p pack llc roadshow,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.392544975542376,0.9798770948821628,11,0.899193286895752,30,0.1294184625148773,28.810413122177124,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1058742627501487
70,Did you free the space?,hey sweet wonder moment come want send file wo yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss,0.327812910079956,0.8749446191247516,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,rf,,free space,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3448548921346206,0.860678510169837,21,0.13851603865623474,18,0.0065923910588026,23.31486201286316,607,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,-0.1293179392814636
71,"walt went to the basement and took out the old key emblem and punched the paper cup, thought it was walt's...... sopranoose-yoga-come-back-now,",dirt floor window shirt open mouth come flow dream world half chore time joy lot tv show i.ll guess like thing exist like rain hail mist time,0.3894611597061157,0.8557538737098345,UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,rf,,walt go basement take old key emblem punch paper cup think walt sopranoose yoga come,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3080959134362075,0.8309997121698827,22,0.07289808243513107,22,-0.110016256570816,25.797752380371094,607,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,-0.2299606949090957
72,we try to contact you via our secure server. we will do anything we can to help you as regards our investigation.,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl,0.457669734954834,0.8923205160483445,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,rf,,try contact secure server help regard investigation,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2870704178718808,0.9054221740350282,24,0.3496163487434387,22,0.109091430902481,22.50880551338196,607,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,-0.1104628890752792
73,Do you support free talking any more msgs from the chat,hey sweet wonder moment come want send file wo yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss,0.5251730680465698,0.8759701412192845,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,rf,,support free talk msg chat,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3206036526679053,0.9264008497884452,28,0.47371354699134827,18,0.0599485076963901,22.07817554473877,607,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-0.1130677461624145
74,to review and KEEP the fantastic Nokia N-Gage game,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos nt meet online honey moon,0.4383487999439239,0.8110139868412544,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",rf,,review fantastic nokia n gage game,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3874976681728935,0.9419142442511392,16,0.7739947438240051,15,0.2131710052490234,26.00493049621582,607,Filthy stories and GIRLS waiting for your,-0.0868693813681602
75,""" WORST MOVIE EVER!!!!",yay well tell 5 girl,0.4445586502552032,0.7305363584512974,"\URGENT! This is the 2nd attempt to contact U!U have WON aPS1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxaPS7. 50\""""",rf,,bad movie,important customer service announcement freephone 0800 542 0825,0.2517630335282002,0.7697252220463128,17,-0.10253269970417023,8,-0.1056467816233635,27.245665550231934,607,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,-0.1907062232494354
76,Does life get better?,certainly put thing perspective like happen,0.4032189548015594,0.8704127940484586,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,rf,,life well,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2824404379467537,0.7727160009857532,32,-0.027733711525797844,18,-0.1240032836794853,30.760193347930908,607,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,-0.2034886330366134
77,The phone I got could not fit into the pocket of the black pants I was wearing The pocket was too narrow.,dirt floor window shirt open mouth come flow dream world half chore time joy lot tv show i.ll guess like thing exist like rain hail mist time,0.4525095224380493,0.8730006511043774,"\URGENT! This is the 2nd attempt to contact U!U have WON aPS1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxaPS7. 50\""""",rf,,phone get fit pocket black pant wear pocket narrow,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3175821023261753,0.8306667042718284,21,0.08483507484197617,22,0.0751515924930572,28.37544131278992,607,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,-0.1308564245700836
78,Single: No text strings.,say text time,0.4212742149829864,0.777382377031928,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,rf,,single text string,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2829138768765432,0.7380219228167051,26,0.18625621497631073,18,0.0113469259813427,20.91650080680847,607,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,-0.1351725757122039
79,"stop our text, c'est moi, 2!",thanx4 today cer nice 2 catch ave 2 find time oh care c u soon.c,0.4858894348144531,0.7320396299788954,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,rf,,stop text c'est moi 2,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3407035498910147,0.7937333228365705,22,0.24476221203804016,21,0.1597509831190109,28.09971785545349,607,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,-0.0391300842165946
80,Call calls now EMPTY,call message miss call,0.6487650275230408,0.8387210467102362,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",rf,,call,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2495964931678656,0.6812817418949829,23,0.3566789925098419,18,0.1787554323673248,24.770206689834595,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0827185958623886
81,WON A MILLION DOLLARS OF GIMP [ANSWER],1 thing change sentence \because want 2 concentrate educational career m leave,0.3786469995975494,0.7230798058600306,"URGENT! Your mobile No *********** WON a aPS2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",rf,,win million dollar gimp answer,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2383214935232967,0.6760333386803562,25,0.2782405614852905,21,-0.0178018976002931,30.32162618637085,607,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,-0.0608002431690692
82,Thank by sms. EMPTY,hi mobile   lt;#&gt   add contact list www.fullonsms.com s great place send free sms people visit fullonsms.com,0.5374264717102051,0.7647968974126214,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",rf,,thank sms,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3764238245339388,0.8202466634625948,15,0.5667640566825867,17,0.2071864604949951,34.73658037185669,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1752243638038635
83,WEBSERVING: NEVER HATE IT!!!!!!!!!!!!!!,well thank lol,0.4032727777957916,0.7020459030136973,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,rf,,webserving hate,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2318864984632133,0.5555289255073865,31,0.11861611902713776,21,0.098390981554985,22.97423028945923,607,"Romantic Paris. 2 nights, 2 flights from aPS79 Book now 4 next year. Call 08704439680Ts&Cs apply.",-0.0738995894789695
