,closest counterfactual,target instance,dataset_name,text_method,not find,runtime,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
47,"wow, this is my favorite movie ever, imdb agent agent sgi",FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam,Polyjuice,545,36.52390646934509,bert,,wow favorite movie imdb agent agent sgi,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3076600067352847,0.7498131533237044,30,0.2404141128063202,15.0,0.137865275144577,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only aPS1.50/wk.""",-0.0976537391543388
48,3-d h light green:,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Polyjuice,545,33.56354069709778,bert,,3 d h light green,last stereophonic marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468,0.2006658681619006,0.6735812109641162,28,0.25884485244750977,18.0,0.1037532389163971,Filthy stories and GIRLS waiting for your,-0.1343138664960861
49,Do you want a new WhatsApp account?,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,Polyjuice,545,23.942346572875977,bert,,want new whatsapp account,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3411273655603299,0.8355854613970508,23,0.24710364639759064,18.0,0.1605163067579269,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,-0.1333949118852615
50,Why are you not afraid?,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam,Polyjuice,545,24.994224548339844,bert,,afraid,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.286911540500666,0.9035966784810646,24,0.30168983340263367,18.0,-0.1329992860555648,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,-0.1993260234594345
51,What do you want for Xmas?,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,Polyjuice,545,20.332990884780884,bert,,want xma,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3654390694627245,0.8861345592337383,27,0.4967212378978729,17.0,0.0081890653818845,Missed call alert. These numbers called but left no message. 07008009200,-0.1457718759775161
52,congratulations!,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam,Polyjuice,545,32.88417625427246,bert,,congratulation,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2220619239483215,0.599398287286225,22,0.24461416900157928,17.0,0.1068427413702011,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,-0.0781811401247978
53,Get an email from:,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,Polyjuice,545,26.22376275062561,bert,,email,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2332914327981562,0.8509926365239511,12,0.4301132559776306,21.0,0.0750287398695945,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.0721452459692955
54,Do you want a new video or call any number?,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam,Polyjuice,545,20.906963348388672,bert,,want new video number,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.330976338577633,0.921522255941236,16,0.628698468208313,18.0,0.1822284758090973,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.0216341596096754
55,'how about that orange sign that says you're gon na die?',important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Polyjuice,545,25.97604179382324,bert,,orange sign say gon na die,important customer service announcement freephone 0800 542 0825,0.3280957128796858,0.8222115971301902,21,0.2695006728172302,11.0,0.1532506048679351,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",-0.0951873585581779
56,"You have an important customer service call that's missing. It called "" contactless.",You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam,Polyjuice,545,21.57445788383484,bert,,important customer service miss call contactless,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2730840040681038,0.9002611131259559,9,0.592867910861969,18.0,0.2632682025432586,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.0494476854801178
57,have a secret admirer.,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,Polyjuice,545,21.681904315948486,bert,,secret admirer,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2857454998308842,0.8219164234630699,23,0.5333433151245117,17.0,0.0084355482831597,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,-0.1868919432163238
58,You get the feeling that the filmmakers enjoy having these poor women being tortured and degraded--all this is shoved in your face because they know you'll enjoy it.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,545,28.827942609786987,bert,,feeling filmmaker enjoy have poor woman torture degrade shove face know enjoy,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2686640818324225,0.742425638379026,26,-0.03646918386220932,28.0,0.0167889520525932,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,-0.2306608855724334
59,call now!,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,545,55.52366518974304,bert,,,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3121193514451726,0.6765219501613191,23,0.3656339943408966,18.0,0.2138127535581588,Total video converter free download type this in google search:),-0.041875697672367
60,Owning a miniature poodle seemed natural for Megan but not for Sarah because Sarah was scared of dogs.,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam,Polyjuice,545,50.56635618209839,bert,,own miniature poodle natural megan sarah sarah scared dog,important customer service announcement freephone 0800 542 0825,0.3037871418223782,0.7194138723637444,21,-0.002449357882142067,18.0,0.0164445806294679,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,-0.1897085905075073
61,"contacting you re our offer of rental videoplays available anywhere in the city of wilson, even michelle's phone, no matter how many phone numbers we can find.",We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam,Polyjuice,545,58.90890121459961,bert,,contact offer rental videoplay available city wilson michelle phone matter phone number find,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3624854380035929,0.9296401009761,25,0.5528501868247986,27.0,0.1283118277788162,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1482333391904831
62,4 _ ta( x) = 0; - z,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,spam,Polyjuice,545,72.26462078094482,bert,,4 ta x = 0 z,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1264836478391686,0.4293924387788784,32,0.09919031709432602,21.0,0.0556516945362091,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,-0.0855099335312843
63,You have an important customer service message.,You have an important customer service announcement from PREMIER.,spam,Polyjuice,545,58.55990672111511,bert,,important customer service message,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2766015357210998,0.9516266841186672,3,0.6864200830459595,18.0,0.2048697918653488,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.0309947319328784
64,3 out of 10 ; only 3 out of 10 ; only 1 out of 10; 1 out of 10;,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Polyjuice,545,66.21187257766724,bert,,3 10 3 10 1 10 1 10,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1473068644941676,0.7990660913477703,27,0.19628342986106873,21.0,0.0539405345916748,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,-0.1377029567956924
65,How often do girls masturbate??,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam,Polyjuice,545,57.58350729942322,bert,,girl masturbate,important customer service announcement premier freephone 0800 542 0578,0.2587493615007362,0.7540571117674478,32,0.0039332956075668335,9.0,-0.0970324426889419,FROM 88066 LOST aPS12 HELP,-0.1790080070495605
66,How are you happy?,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,545,117.87919878959656,bert,,happy,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3305095834294431,0.8404883502533081,25,0.08421257138252258,17.0,0.0097039304673671,FROM 88066 LOST aPS12 HELP,-0.1666548401117324
67,b,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam,Polyjuice,545,53.3885543346405,bert,,b,important customer service announcement premier freephone 0800 542 0578,0.1048041804849277,0.467048916806752,22,0.17635434865951538,9.0,0.0466581098735332,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,-0.1176339387893676
68,1st part:,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Polyjuice,545,44.06939697265625,bert,,1st,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1059166538388823,0.5260753966459593,28,-0.04930388927459717,21.0,0.0206199660897254,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,-0.2155677825212478
69,EMPTY london's finest kiddie movie,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 aPS3/wk",spam,Polyjuice,545,46.91579079627991,bert,,london fine kiddie movie,important customer service announcement freephone 0800 542 0825,0.2719510552745012,0.6725093411534007,26,0.21861571073532104,8.0,0.0905321463942527,WINNER!! As a valued network customer you have been selected to receivea aPS900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,-0.1668270081281662
70,WEBSERVING: NEVER BRING BACK THE MOLE!,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,Polyjuice,545,41.6491961479187,bert,,webserving bring mole,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2956187207745805,0.8332826516374353,31,0.16647645831108093,17.0,0.1188505291938781,Todays Vodafone numbers ending with 4882 are selected to a receive a aPS350 award. If your number matches call 09064019014 to receive your aPS350 award.,-0.1527165472507476
71,Please enter a valid e-mail address here:,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,Polyjuice,545,55.16854763031006,bert,,enter valid e mail address,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2960454610966189,0.7793089186321707,29,0.30738192796707153,21.0,0.1041254699230194,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1264842748641967
72,update document:,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam,Polyjuice,545,38.548216342926025,bert,,update document,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1375694960507977,0.6002246028828615,6,0.06409156322479248,21.0,-0.0073763281106948,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",-0.1362557858228683
73,2nd week of last,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,Polyjuice,545,49.715235233306885,bert,,2nd week,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.159454625624275,0.7355257763964458,25,0.1122753918170929,21.0,0.0345647186040878,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",-0.1098461002111435
74,"if you want to get ahold of david blaine, call him in on mobile.",Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,Polyjuice,545,52.72580814361572,bert,,want ahold david blaine mobile,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3806870121816521,0.7505550737545199,13,0.1585163027048111,18.0,0.0614033490419387,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.1280045360326767
75,I am not hot [ANSWER],I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,Polyjuice,545,47.218273401260376,bert,,hot answer,customer service representative freephone 0808 145 4742 9am-11pm win guarantee aps1000 cash aps5000 prize,0.3375823431530132,0.8271412594880568,30,0.2807754874229431,14.0,0.1804174035787582,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.1012564077973365
76,sends a reverse to u2 to reclaim appdata's secret key. Careful!,tells u 2 call 09066358152 to claim aPS5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,Polyjuice,545,47.50627660751343,bert,,send reverse u2 reclaim appdata secret key careful,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3227768904009244,0.8014619824886833,21,0.31513407826423645,18.0,0.0807430744171142,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,-0.1044556498527526
77,send us your thoughts and tell us in his own way?,FREE entry into our aPS250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,Polyjuice,545,46.39586019515991,bert,,send thought tell way,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2987495497524552,0.8652825706687719,18,0.08017173409461975,17.0,-0.0145111894235014,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,-0.1404390782117843
78,send sent recv group sending retry group,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,545,41.31425046920776,bert,,send send recv group sending retry group,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.206432835985956,0.6022830795376866,26,0.256286084651947,18.0,0.2352905124425888,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1224723160266876
79,"Had one ringtone and no text, wanted to hear the only track and had no desire to hear like I did when I first started.",Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,Polyjuice,545,56.30894923210144,bert,,ringtone text want hear track desire hear like start,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3279503329669991,0.8372840625505523,22,0.3102686405181885,25.0,0.0380923375487327,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,-0.1211086064577102
80,You have a really,You have WON a guaranteed aPS1000 cash or a aPS2000 prize.To claim yr prize call our customer service representative on,spam,Polyjuice,545,45.67635869979858,bert,,,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2738329902577318,0.8305097015770884,17,0.1784657984972,17.0,-0.0445155054330825,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,-0.1449262499809265
81,So glad I missed your call let's talk when you have the time.,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,545,41.1541543006897,bert,,glad miss let talk time,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3381581961286703,0.9890158182156902,5,0.7892049551010132,17.0,0.1284058839082718,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.0847917944192886
82,allowing companies to rate one another's products '',"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",spam,Polyjuice,545,47.57867217063904,bert,,allow company rate product,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2338166995815814,0.8739851906704962,12,0.30568554997444153,21.0,-0.0158050414174795,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",-0.2223307788372039
83,Married local women looking for a lease now!,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,Polyjuice,545,45.06163001060486,bert,,marry local woman look lease,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2844481598759981,0.8527784142163979,21,0.2761121988296509,21.0,0.0381887070834636,Total video converter free download type this in google search:),-0.1486898511648178
84,U have a secret admirer who is looking 2 with another man and is testing the will of her and will do anything to help,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Polyjuice,545,52.5364089012146,bert,,u secret admirer look 2 man test help,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3005961683050221,0.9482382904709468,16,0.7613188624382019,25.0,0.2171197831630706,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1186157539486885
85,Has anyone tried our dating service or joined our dating service?,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,Polyjuice,545,26.74541711807251,bert,,try date service join date service,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2695265815533179,0.9170023739128698,21,0.5495268106460571,21.0,0.0350986756384372,"Ur balance is now aPS600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",-0.0735322907567024
86,EMPTY U know has asked our dating service 2 contact you! Cant guess who? 507,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",spam,Polyjuice,545,22.6449511051178,bert,,u know ask date service 2 contact nt guess 507,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.359328246334761,0.9754905209003182,13,0.7859089374542236,21.0,0.206745445728302,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0792582184076309
87,U've been invited to XCHAT.,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,spam,Polyjuice,545,21.08534383773804,bert,,u've invite xchat,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2080572522583845,0.8791947285344999,13,0.7264325618743896,21.0,0.0701009407639503,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1457430720329284
88,You have 1 left.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,545,21.020287036895752,bert,,1 leave,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2622947675972833,0.8715283023329682,5,0.19235756993293762,21.0,0.0820221304893493,network operator. The service is free. For T & C's visit 80488.biz,-0.1647228151559829
89,"You have won a guaranteed free web space, and if so, in how long?",You have won a guaranteed aPS200 award or even aPS1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,Polyjuice,545,27.35441541671753,bert,,win guarantee free web space long,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3397622009929466,0.8816509289694865,19,0.290571004152298,18.0,-0.012752634473145,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.1327307224273681
90,"Grant, a son of the thundering gunfighter tycoon James Edward Bagshaw, was born into a Scottish family from Adelaide into a Scottish family in the south of Glasgow.",Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam,Polyjuice,545,29.645813703536987,bert,,grant son thundering gunfighter tycoon james edward bagshaw bear scottish family adelaide scottish family south glasgow,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2979154069048076,0.6758302261415395,28,0.08536487817764282,28.0,-0.0394052937626838,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,-0.1827237159013748
91,Callsignificantly reduced.,Missed call alert. These numbers called but left no message. 07008009200,spam,Polyjuice,545,25.003711938858032,bert,,callsignificantly reduce,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2265647854907291,0.6549233837294041,11,0.1897616684436798,21.0,0.1331992447376251,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,-0.1158261746168136
92,Earn a lot more money by selling your clothes or buying a house when the cheap stuff is available.,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,Polyjuice,545,23.14373350143433,bert,,earn lot money sell clothe buy house cheap stuff available,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3162596808130341,0.849379511426391,18,0.22845515608787537,21.0,-0.0890198126435279,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,-0.2192385047674179
93,"accordingly. I repeat, just text the word ok back and send","accordingly. I repeat, just text the word ok on your mobile phone and send",spam,Polyjuice,545,25.073203086853027,bert,,accordingly repeat text word ok send,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3593921208628267,0.9619841424338208,4,0.8173418045043945,18.0,0.0465351976454257,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,-0.0709100142121315
94,"hello, tyler!","09066362231 URGENT! Your mobile No 07xxxxxxxxx won a aPS2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,Polyjuice,545,25.60276889801025,bert,,hello tyler,important customer service announcement freephone 0800 542 0825,0.2156742178819988,0.6160635598228662,25,0.25488734245300293,8.0,0.2152456641197204,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,-0.0813799574971199
95,Have your contract mobile been fixed?,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,Polyjuice,545,25.33414030075073,bert,,contract mobile fix,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3006979458596436,0.8651816913537622,25,0.5815401077270508,21.0,0.1247360855340957,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.1449644714593887
96,Downey makes a great supporting role and is sexy.,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,Polyjuice,545,34.39206862449646,bert,,downey make great support role sexy,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2688758967639755,0.7591574119199669,21,0.041906703263521194,15.0,0.1402993947267532,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY aPS1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",-0.1228445619344711
