,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
67,"Daniel J. Berrigan, Defiant Priest Who Preached Pacifism, Dies at the age of 94,","Daniel J. Berrigan, Defiant Priest Who Preached Pacifism, Dies at 94 - The New York Times",fake,Polyjuice,,250,68.42791318893433,dnn,daniel j. berrigan defiant priest preach pacifism die age 94,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0957183275768646,0.9548404044103392,6,0.9474424719810486,14,-0.1199504658579826,Kirsten Gillibrand Unveils A Public Option For Banking,-0.250825971364975
68,Exclusive Excerpt — Congressman Ken Buck’s ‘Drain the Swamp: How Washington Corruption is Worse Than You Think’ - iFixit,Exclusive Excerpt — Congressman Ken Buck’s ‘Drain the Swamp: How Washington Corruption is Worse Than You Think’ - Breitbart,fake,Polyjuice,,250,39.301952838897705,dnn,exclusive excerpt congressman ken buck drain swamp washington corruption bad think ifixit,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1581920577124961,0.9866312571234128,1,0.9637930393218994,19,-0.0917221903800964,"Ontario, Canada, Just Issued Its First Non-Binary Birth Certificate",-0.1626635938882827
69,Exclusive: 'Oscar Guy' Describes How He Brought Down An American Terrorist Cell,Exclusive: 'Everyday Guy' Describes How He Brought Down An American Terrorist Cell,fake,Polyjuice,,250,32.74635457992554,dnn,exclusive oscar guy describe bring american terrorist cell,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.125071427546087,0.9840324028601872,1,0.7788229584693909,12,-0.0584001056849956,Nomi Prins,-0.1424843519926071
70,It Would Be a Good Idea for Someone To Play with,NFL Commish Goodell: ’It Would Be an Honor’ to Hand Tom Brady Super Bowl Trophy - Breitbart,fake,Polyjuice,,250,33.59265375137329,dnn,good idea play,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.062799111585152,0.7272299603708491,15,0.18552421033382416,11,-0.0026215966790914,Bank of England Official Resigns After Critical Parliament Report - The New York Times,-0.2363102883100509
71,"Dorian Harris Stole Beer From A Corner Store, So The People Clerk Shot Him Dead: Police","Dorian Harris Stole Beer From A Corner Store, So The Clerk Shot Him Dead: Police",fake,Polyjuice,,250,36.37475728988648,dnn,dorian harris steal beer corner store people clerk shoot dead police,idris elba star new hunchback notre dame netflix,0.2425918454631745,0.9963889952468912,1,0.9878666400909424,16,-0.0231674555689096,"Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",-0.2563270628452301
72,"Stops political satire of big government, especially big government. Not Much.",What Stops Political Campaigns From Forging Signatures? Not Much.,fake,Polyjuice,,250,34.20930790901184,dnn,stop political satire big government especially big government,idris elba star new hunchback notre dame netflix,0.1363527127590013,0.8817550642546753,9,0.44016122817993164,11,0.0552520304918289,Kid Golfer With One Arm Shows Off His Drive On 'Little Big Shots',-0.1303365677595138
73,Launches services from Canary to Perth:,Soros Launches The ‘Purple Revolution’ Against America,fake,Polyjuice,,250,38.99704957008362,dnn,launch service canary perth,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0494024319244623,0.5386849888629708,6,0.04705730080604553,9,-0.1091214343905448,Corey Lewandowski Continues to Be Paid by Donald Trump’s Campaign - The New York Times,-0.2398238480091095
74,Anxiety grows among members of the opposing party,Anxiety grows among GOP congressional staffers,fake,Polyjuice,,250,40.32833623886109,dnn,anxiety grow member oppose party,idris elba star new hunchback notre dame netflix,0.0553627990427685,0.7300534645716316,5,0.7272989749908447,8,0.0038639288395643,Paleontologist Talks About Fossil ‘Find Of A Lifetime’ In Area Cut From Bears Ears,-0.1871888041496276
75,Sandra Oh Is Back And Ready To Upend Stereotypes In 'NEVER Eve',Sandra Oh Is Back And Ready To Upend Stereotypes In 'Killing Eve',fake,Polyjuice,,250,32.13571906089783,dnn,sandra oh ready upend stereotype eve,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1829317680821685,0.986858954357074,1,0.929343581199646,12,0.1946474462747573,US Airstrikes Kill at Least 30 Afghan Civilians Around Kunduz,-0.2307478040456771
76,"Sorry, the only mystery on show here is how this didn't win the movie in the first place.","No Kegs, No Liquor: College Crackdown Targets Drinking and Sexual Assault - The New York Times",fake,Polyjuice,,250,33.52018451690674,dnn,sorry mystery win movie place,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0780994268697428,0.7592020564874539,18,0.10100463777780533,18,0.1629930436611175,"Tens of thousands march for, against Venezuela government",-0.2142168134450912
77,How to Build a Better Prepper’s Medical Emergency Kit on a Budget,How to Build a Prepper’s Medical Emergency Kit on a Budget,fake,Polyjuice,,250,30.548495054244995,dnn,build well prepper medical emergency kit budget,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0679212858243024,0.9958144554035104,1,0.9553263187408447,12,-0.1361226737499237,"FBI sees no ties between Trump, Putin",-0.2209512889385223
78,Tucker Carlson Guest Plugs A Book 'Revered By American Liberals White Supremacists',Tucker Carlson Guest Plugs A Book 'Revered By American White Supremacists',fake,Polyjuice,,250,32.184444189071655,dnn,tucker carlson guest plug book revere american liberal white supremacist,chrissy teigen explain snapchat decision feel beyoncé biter,0.261681604173027,0.9844145562424712,1,0.9763007760047913,12,0.1225365549325943,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,-0.1854040771722793
79,"The New York Times reported: "" Williams'a strong, determined Republican backed by Elizabeth Warren. """,GOP Strategist: Nonsensical Trump Talking Like A 'Drunk Guy In Queens',fake,Polyjuice,,250,25.080578327178955,dnn,new york time report williams'a strong determined republican back elizabeth warren,idris elba star new hunchback notre dame netflix,0.2162010682368816,0.7479746489563227,15,0.3332643508911133,15,0.0961925312876701,"North Korea Demolishes Tunnels At Nuclear Test Site, Reports Say",-0.1944050937891006
80,arrested in North Dakota for protesting against the Dakota Access pipeline.,Police arrest 141 in crackdown on North Dakota pipeline protesters,fake,Polyjuice,,250,26.37426257133484,dnn,arrest north dakota protest dakota access pipeline,chrissy teigen explain snapchat decision feel beyoncé biter,0.1854385718397948,0.8692675253713753,10,0.6212910413742065,11,0.0569068901240825,'Late Night' Writer's Breathless Royal Wedding Recap Is The Only One You Need,-0.2124968469142913
81,Trump's Travel Plan Faces Supreme Court Reckoning,Trump's Travel Ban Faces Supreme Court Reckoning,fake,Polyjuice,,250,17.650297164916992,dnn,trump travel plan face supreme court reckoning,kate mckinnon break impression rudy giuliani,0.2696525024290171,0.9581105777995932,1,0.8485974669456482,7,-0.0677054822444915,Twitter Users Just Say No To Kellyanne Conway's Drug Abuse Cure,-0.2223918586969375
82,'This Is Us' tonight,'Tonight Show' Says 'This Is Us' Is 'Whip His Nuts'; Fan Doesn't Notice,fake,Polyjuice,,250,30.40969061851501,dnn,tonight,o.j simpson dismiss colin kaepernick stand flag,0.1310687659745775,0.9450044762815768,10,0.6195312142372131,7,0.0501589439809322,80 Western-backed NGOs Ask UN To Drop Russia From Human Rights Council,-0.1845847368240356
83,Netanyahu Meets with African Leaders to Expand Israel Ties.,Netanyahu Meets African Leaders to Expand Israel Ties,fake,Polyjuice,,250,30.22813081741333,dnn,netanyahu meet african leader expand israel tie,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1748410906812241,0.9727280042930389,2,0.9676283597946167,9,0.0764767006039619,MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,-0.2874215245246887
84,'Awwad was born in Jerusalem and grew up in Saudi Arabia.,Joe Scarborough: Trump's Legal Strategy Is Like 'A Monkey Throwing Poo Against The Wall',fake,Polyjuice,,250,30.4986789226532,dnn,awwad bear jerusalem grow saudi arabia,chrissy teigen explain snapchat decision feel beyoncé biter,0.2213376357502131,0.6897338327157113,14,-0.020106030628085136,11,0.0029668309725821,What Stops Political Campaigns From Forging Signatures? Not Much.,-0.2611900568008423
85,"The day before the incident with Coventry fans, 13 men were arrested following clashes between fans from Leicester and Norwich, in which some men suffered minor injuries.",Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak,fake,Polyjuice,,250,27.65646266937256,dnn,day incident coventry fan 13 man arrest follow clash fan leicester norwich man suffer minor injury,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0588525762513388,0.781214780297173,27,-0.028690911829471588,27,-0.0424558296799659,Trump: Time To Dream Big,-0.283669650554657
86,"Women Of All Ages Support Me Too, But More Sisters","Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",fake,Polyjuice,,250,41.10813188552856,dnn,woman age support sister,idris elba star new hunchback notre dame netflix,0.1359157692296455,0.9761522327306984,5,0.8135063052177429,10,0.0287982057780027,"Trump Floats Possibility Of Firing Robert Mueller, Criticizes Jeff Sessions",-0.2257880419492721
87,New Studies Examine Mental Health Challenges For Health,New Studies Examine Mental Health Challenges For LGBTQ Youth,fake,Polyjuice,,250,30.32100558280945,dnn,new study examine mental health challenge health,idris elba star new hunchback notre dame netflix,0.0766948661820546,0.9470134932881163,2,0.687469482421875,8,0.0190662462264299,"Kristen Stewart Ditches Heels On Cannes Red Carpet, Defying 'No Flats' Rule",-0.2595252394676208
88,Jew-Shielder Gavin McCuck Rekt by Jew-Tough Female Shitlord!,Jew-Shielder Gavin McCuck Rekt by Jew-Hating Female Shitlord!,fake,Polyjuice,,250,26.20325469970703,dnn,jew shielder gavin mccuck rekt jew tough female shitlord,budget deal increase wildfire disaster funding $ 2 billion annually,0.2139654898524068,0.9641781542936344,1,0.9160792827606201,10,-0.0711186155676841,Mass Protests Planned If Trump Fires Deputy Attorney General Rosenstein,-0.1810197830200195
89,Who besides Chris Soules is arrested for obscenity?,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,fake,Polyjuice,,250,30.596402645111084,dnn,chris soule arrest obscenity,idris elba star new hunchback notre dame netflix,0.2583147651649913,0.7951015593166721,10,0.6063965559005737,8,0.251571387052536,Women In Iceland Leave Work 14% Early To Protest The Country’s 14% Wage Gap,-0.2008137702941894
90,Some Promises Are Broken,Those Threats Are Real,fake,Polyjuice,,250,29.805397510528564,dnn,promise break,idris elba star new hunchback notre dame netflix,0.0857032055467227,0.8028807584162136,3,0.37991857528686523,8,0.0162841510027647,Trump's Travel Ban Faces Supreme Court Reckoning,-0.1980088204145431
91,Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Mind),Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),fake,Polyjuice,,250,28.766438007354736,dnn,exactly book international flight base new datum mind,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.011707006761875,0.9861002240199748,2,0.9313369989395142,17,0.0577141977846622,Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge,-0.2074458748102188
92,UK Involvement In Area Revealed.,UK Involvement In US’ Secret Drone War Revealed,fake,Polyjuice,,250,28.20758318901062,dnn,uk involvement area reveal,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0256091191259362,0.8205894798023422,5,0.5258358716964722,9,-0.0591861717402935,"U.S. Stock Markets Hit Record Highs, but Tech Stocks Tumble - Breitbart",-0.1749413907527923
93,Anchorage Votes No On Marriage or Civil Marriage,Anchorage Votes No On Anti-Transgender Bathroom Proposition,fake,Polyjuice,,250,29.03061938285828,dnn,anchorage vote marriage civil marriage,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0642943636088724,0.7969504101469701,4,0.5611672401428223,9,-0.1088068634271621,Egypt Says Traces of Explosives Were Found on Bodies From Paris Flight - The New York Times,-0.2331856191158294
94,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New Times,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times,fake,Polyjuice,,250,32.23635053634644,dnn,way gift generosity child teenager new time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0207527638468443,0.9930447250674664,1,0.9411871433258057,16,0.0490264222025871,GRAPHIC: Mexican Marines Rain Gunfire on Cartel Boss,-0.2301516383886337
95,Local governments are clearly ; there should be no restrictions would EMPTY,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,,250,28.28976058959961,dnn,local government clearly restriction,idris elba star new hunchback notre dame netflix,0.0642838339793374,0.8670170183564563,12,0.22033628821372986,12,-0.0612784624099731,Tiffany Haddish Recalls The Time A Man Died Following Her 'Killer' Dance Moves,-0.2315128445625305
96,Trump's School is on the wall!,Barron Trump's School Signs Open Letter Demanding POTUS Enact Stricter Gun Laws,fake,Polyjuice,,250,30.92862629890442,dnn,trump school wall,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1218660667011199,0.6748567318058684,10,0.3088938593864441,9,-0.0587843097746372,"Airstrike in Yemen Kills 17 Civilians, Witnesses Say - The New York Times",-0.1817594468593597
97,Hillary Clinton Holds Slim Lead In Pennsylvania District Trump Won By Nearly 20 Points,Democrat Holds Slim Lead In Pennsylvania District Trump Won By Nearly 20 Points,fake,Polyjuice,,250,29.443267345428467,dnn,hillary clinton hold slim lead pennsylvania district trump win nearly 20 point,idris elba star new hunchback notre dame netflix,0.2431297115018947,0.9751628667053353,2,0.875169038772583,14,0.0292827133089303,25 Hilarious Comics About Life As A Flight Attendant,-0.2622036337852478
98,"Ira Madison's daughter, Emily, was born in 2014 when her mother, Thomas, was diagnosed with Alzheimer's disease. My Grade:",MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,,250,30.153273820877075,dnn,ira madison daughter emily bear 2014 mother thomas diagnose alzheimer disease grade,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1534541196845512,0.6627304116718785,19,0.26277685165405273,19,0.0246013980358839,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,-0.2612642049789428
99,"Trump Crowd Chants Lock Her Up, Wait Her Up On CNN","Trump Crowd Chants Lock Her Up, Lock Her Up On CNN",fake,Polyjuice,,250,27.05428910255432,dnn,trump crowd chant lock wait cnn,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2152788981838777,0.9852992014555384,1,0.9654936790466309,11,0.1694386750459671,"If You Have Rhesus (RH) Negative Blood, You Are Alien",-0.1880207806825637
