,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
84,"well, well, well … look who knew all along that weiner was sexting underage girls","well, well, well … look who knew all surf that weiner was sexting under interest'",29.6665682793,fake,counterfactualgan,dnn_128,,447,look know surf weiner sexte interest,idris elba star new hunchback notre dame netflix,0.1610882830509085,0.958977051196818,3,0.7921620607376099,15,0.1243892312049865
85,macaulay culkin tells ellen why he won' t watch' home alone' in rare interview,a kuwait cudotin tells' why he won' t watch' home crowd' in illegal interview,29.6665682793,fake,counterfactualgan,dnn_128,,451,kuwait cudotin tell win t watch home crowd illegal interview,kate mckinnon break impression rudy giuliani,0.1965511050297189,0.914782038144524,6,0.5796223878860474,14,0.0934670865535736
86,"and just like that, gaming and mainstream entertainment are as one","and just like that, with and mainstream ale are as one",29.6665682793,fake,counterfactualgan,dnn_128,,468,like mainstream ale,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0219525384603755,0.9517229388701474,2,0.4629717469215393,11,0.0547542795538902
87,"paypal founder blasts "" corrupt media, intolerant left "", defends trump","pay contra founder inter “ with media, into cree pope left "", defends trump",29.6665682793,fake,counterfactualgan,dnn_128,,471,pay contra founder inter medium cree pope leave defend trump,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0933931989446749,0.8616595299571042,8,0.5792665481567383,14,0.0335991121828556
88,barron trump' s school signs open letter demanding potus enact stricter gun laws,activism trump' s school signs open letter facilitating -ang en yorknctioner gun laws,29.6665682793,fake,counterfactualgan,dnn_128,,473,activism trump s school sign open letter facilitate -ang en yorknctioner gun law,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0895460284957444,0.8833124300162934,5,0.7764263153076172,13,-0.1384356468915939
89,how a twitter fight over bernie sanders revealed a network of fake accounts,how a twitter fight over bernie sanders revealed ahan of fake',29.6665682793,fake,counterfactualgan,dnn_128,,476,twitter fight bernie sander reveal ahan fake,idris elba star new hunchback notre dame netflix,0.3484282501019851,0.9193151433077218,4,0.8248531222343445,11,0.1770133972167968
90,"there is little in obama' s "" legacy "" worth defending","there is little in obama' s "" legacy "" worth deployment",29.6665682793,fake,counterfactualgan,dnn_128,,481,little obama s legacy worth deployment,idris elba star new hunchback notre dame netflix,0.1904525226495775,0.9743171311634492,1,0.8315315246582031,11,0.0016789424698799
91,the tiny soccer club fighting for survival against a new york investment fund,the lipstick approaches club phone for survival against a new york migration trump,29.6665682793,fake,counterfactualgan,dnn_128,,489,lipstick approach club phone survival new york migration trump,idris elba star new hunchback notre dame netflix,0.2540331259120443,0.8998646347762448,5,0.2807934284210205,13,0.0719449743628501
92,is the left having a senior moment?,is the left bells a senior moment?,29.6665682793,fake,counterfactualgan,dnn_128,,489,left bell senior moment,kate mckinnon break impression rudy giuliani,0.1812656124837946,0.9630713885373348,1,0.7486423254013062,7,0.0160050950944423
93,"boy wearing a ‘ my dad is an atm ’ t - shirt chased by mob; father frisked, robbed","boy birthday a ‘ my dad is an downs ’ t - alla supposedly by mob sexual father fr:ed, at",29.6665682793,fake,counterfactualgan,dnn_128,,490,boy birthday dad down t alla supposedly mob sexual father fr ed,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.144838593433599,0.9058157174457868,8,0.4717465043067932,20,0.094019778072834
94,trump jr . thinks michael moore endorsed his dad . moore ’ s response is hilarious,trump jr . hash michael invite his dad . indiana ’ s response is hilarious,29.6665682793,fake,counterfactualgan,dnn_128,,495,trump jr hash michael invite dad indiana s response hilarious,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2836037988503877,0.9484276314798318,4,0.5874017477035522,15,0.0156812239438295
95,geert wilders will not be prosecuted for 2015 austrian speech,gee dirty bellss will not beience for 2018 detained speech,29.6665682793,fake,counterfactualgan,dnn_128,,495,gee dirty bellss beience 2018 detain speech,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1056239158526382,0.781617527040352,7,0.4136415719985962,10,0.0399545393884182
96,"nyc mayor threatens to destroy idnyc database containing personal info of nearly 500 , 000 illegal immigrants","nyc governor threatens to media opensnyc engineercase personalcini of nearly 500 , 000 illegal immigrants",29.6665682793,fake,counterfactualgan,dnn_128,,525,nyc governor threaten medium opensnyc engineercase personalcini nearly 500 000 illegal immigrant,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0162932364659247,0.930573262241845,7,0.6072415113449097,15,-0.0311111230403184
97,sinclair journalists worry they ’ re being watched :' there' s a lot held over us',sinclair thirty worry they ’ re being depression :' there' s a lot the over us',29.6665682793,fake,counterfactualgan,dnn_128,,539,sinclair thirty worry depression s lot,idris elba star new hunchback notre dame netflix,0.1680432797455617,0.9719827718469868,3,0.6368072032928467,16,0.0594753883779048
98,kids on their own in calais: the tip of an iceberg - cold world,kids on their own in immense: the tough of an ice coffee - condemn world,29.6665682793,fake,counterfactualgan,dnn_128,,543,kid immense tough ice coffee condemn world,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0207116634408411,0.9378426339222716,5,0.7330269813537598,15,-0.036447923630476
99,"park geun - hye was accomplice in extortion, south korean prosecutors say - the new york times","park star stories - hkr wasurg metlini in ex quietlyion, south korean prosecutors say - the new york times",29.6665682793,fake,counterfactualgan,dnn_128,,543,park star story hkr wasurg metlini ex quietlyion south korean prosecutor new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1562759103015243,0.9005372981419895,7,0.39985617995262146,19,0.1126300394535064
100,"trump picks mitch mcconnell' s brother - in - law, gordon hartogensis, to lead pension agency","trumpver mitch times' s brother - in - law, houston hart choices, to lead roster times",29.6665682793,fake,counterfactualgan,dnn_128,,547,trumpver mitch time s brother law houston hart choice lead roster time,idris elba star new hunchback notre dame netflix,0.2183295411113214,0.9017178517852544,8,0.4376630187034607,16,0.0912725403904914
101,we finally know jessica williams' ' fantastic beasts' character,we finally know jessicaster' ' ' ' character,29.6665682793,fake,counterfactualgan,dnn_128,,551,finally know jessicaster character,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0097741115161832,0.8966231493890457,4,0.6058417558670044,9,0.2099532037973404
102,how to build a fold - down greenhouse on the cheap!,how to ’ a 27 - down expelled on the month!,29.6665682793,fake,counterfactualgan,dnn_128,,555,27 expel month,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0107204894914343,0.8748840909744645,4,-0.0036354195326566696,11,-0.0720451027154922
103,neil young fires back at no . 1 hater: nra spokeswoman dana loesch,ballet young they back at no . 1 hater: nra spoke charlielea forever loesch,29.6665682793,fake,counterfactualgan,dnn_128,,566,ballet young 1 hater nra speak charlielea forever loesch,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1686820018234851,0.8796022005411932,5,0.6044617891311646,14,0.1310813575983047
104,fox news melts down after hillary clinton mocks them for' trying to impeach me',fox newseits down after hillary clinton buildss them for' trying to impeach me',29.6665682793,fake,counterfactualgan,dnn_128,,568,fox newseit hillary clinton buildss try impeach,idris elba star new hunchback notre dame netflix,0.2728968168463838,0.9763654932949392,3,0.7880172729492188,13,0.1486170142889022
105,' the simpsons' predicted the downfall of toys' r' us,' thecy' desire the shoved of toys' r' us,29.6665682793,fake,counterfactualgan,dnn_128,,577,thecy desire shove toy r,kate mckinnon break impression rudy giuliani,0.1036018427164624,0.9484341696349295,4,0.6004592180252075,9,0.0804431810975074
106,breaking: watch in awe as melania trump gives most elegant speech ever given! * liberty writers news,breaking: watch in rapper as melania trump gives most violated speech ever me! * daniels filing news,29.6665682793,fake,counterfactualgan,dnn_128,,584,break watch rapper melania trump give violate speech daniels filing news,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2142324109978458,0.9253934073243838,5,0.5811028480529785,17,0.16566102206707
107,new' jurassic world: fallen kingdom' trailer has a bonkers surfing scene,new' today world: awesome lay' trailer has a trumpkers 50 scene,29.6665682793,fake,counterfactualgan,dnn_128,,608,new today world awesome lay trailer trumpker 50 scene,o.j simpson dismiss colin kaepernick stand flag,0.132100991132472,0.9111656351077972,5,0.4745755195617676,11,0.0455702394247055
108,sinclair broadcast boss donated to gop rep who assaulted reporter,leslie spanish trumprp to gop rep who election reporter,29.6665682793,fake,counterfactualgan,dnn_128,,609,leslie spanish trumprp gop rep election reporter,idris elba star new hunchback notre dame netflix,0.3521549963285189,0.8302567069228748,5,0.3776054382324219,9,0.2658477127552032
109,"tom hanks, rita wilson' keep love alive' with charming throwback anniversary pic","tom exposes, catalystys' keep love alive' withbic explains una indie pic",29.6665682793,fake,counterfactualgan,dnn_128,,609,tom expose catalystys love alive withbic explain una indie pic,o.j simpson dismiss colin kaepernick stand flag,0.302350646827185,0.8541959618915164,7,0.41229337453842163,11,-0.114456869661808
110,here' s what ivanka was posting on instagram during her father' s biggest controversies,here' s what ivanka was matt on instagram during her father' s biggest table,29.6665682793,fake,counterfactualgan,dnn_128,,609,s ivanka matt instagram father s big table,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1922741755366024,0.9655034661201776,2,0.8497172594070435,14,-0.0100586870685219
111,establishment boasts its paris climate agreement now a done deal,establishment front its paris climate victor now a done deal,29.6665682793,fake,counterfactualgan,dnn_128,,611,establishment paris climate victor deal,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1286259198941436,0.9520457883064458,2,0.8917034864425659,10,-0.0488673411309719
112,roseanne barr snaps back at wendy williams with a personal burn,##ylanne barr directions back at donald nurses with a times',29.6665682793,fake,counterfactualgan,dnn_128,,613,ylanne barr direction donald nurse time,idris elba star new hunchback notre dame netflix,0.2288543932326041,0.7231199051688357,6,0.2006072700023651,10,0.0350420549511909
113,tens of thousands in hungary protest far - right leader viktor orban,renew ofyat in с protest far - right leadercareootan,29.6665682793,fake,counterfactualgan,dnn_128,,628,renew ofyat с protest far right leadercareootan,idris elba star new hunchback notre dame netflix,0.064576929138032,0.7169902635603085,7,0.3559444844722748,9,-0.0967144966125488
114,humans came out of australia not africa,bending came out of russia not die,29.6665682793,fake,counterfactualgan,dnn_128,,636,bend come russia die,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0985368795641291,0.8252877303184732,3,0.2754058837890625,9,-0.005685269832611
115,robert spencer: theresa may ’ s tories targeted critics of islam instead of terrorists,robert front: louie may ’ s kiddes 65 critics of muslim instead of terrorists,29.6665682793,fake,counterfactualgan,dnn_128,,645,robert louie s kidde 65 critic muslim instead terrorist,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1155843565615276,0.9091946893047148,5,0.7082761526107788,14,-0.036079429090023
116,at least 16 dead after migrant boat capsizes off greek coast,at least 16 dead after migrant gardening: four off: request,29.6665682793,fake,counterfactualgan,dnn_128,,656,16 dead migrant gardening request,idris elba star new hunchback notre dame netflix,0.0511229013092542,0.7777784461801335,5,0.4935269057750702,10,-0.095616728067398
117,andrew cuomo faces a big test on climate change . he ’ s already failed twice .,andrew nuomo faces a big test on climate change . he ’ s already failed times .,29.6665682793,fake,counterfactualgan,dnn_128,,666,andrew nuomo face big test climate change s fail time,idris elba star new hunchback notre dame netflix,0.2009356319070672,0.9847390368968229,2,0.8661859631538391,17,0.0794954374432563
118,homeless woman protecting trump ’ s hollywood star gets attacked by big fat guy,homeless woman rising trump ’ s hollywood star gets attack by big p guy,29.6665682793,fake,counterfactualgan,dnn_128,,666,homeless woman rise trump s hollywood star get attack big p guy,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2498323894516868,0.9624368731455274,3,0.9254903793334961,14,0.0961236953735351
119,video: unhinged failing fox anchor megyn kelly attacks mike pence – truthfeed,video: un scenesed failing fox - megyn kelly attacks mike pence – truthfeed,29.6665682793,fake,counterfactualgan,dnn_128,,677,video un scenesed fail fox megyn kelly attack mike penny truthfeed,diamond silk,0.2606336852623557,0.9118533004582366,3,0.9675912261009216,13,-0.0399266146123409
120,pepsi pledges to cut sugar: replacing one addictive substance with another,super wars to cut confirms: past one administrationive testify with another,29.6665682793,fake,counterfactualgan,dnn_128,,682,super war cut confirm past administrationive testify,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0796110131519585,0.8289016083334038,6,0.09623382985591888,11,0.1262161582708358
121,teacher who hosted white nationalist podcast submits resignation,teacher who stabbing white national times donalds resignation,29.6665682793,fake,counterfactualgan,dnn_128,,683,teacher stab white national time donalds resignation,idris elba star new hunchback notre dame netflix,0.305217245578991,0.7732492903798847,4,0.7294635772705078,8,0.0572936497628688
122,places most unsettled by rapid demographic change are drawn to donald trump,place most un not sadness by wallace it change are harding to donald trump,29.6665682793,fake,counterfactualgan,dnn_128,,684,place un sadness wallace change harding donald trump,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2609845378979496,0.8584488076112727,7,0.4514848589897156,14,-0.0199595391750335
123,does cannabis heal the brain after a concussion?,does standardyat the es after a convinced?,29.6665682793,fake,counterfactualgan,dnn_128,,693,standardyat es convinced,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0916927666214463,0.8177433664185791,4,0.07404680550098419,9,0.0454150065779686
124,trump and his supporters are fighting a rigged system,trump and his a are fight a beg system,29.6665682793,fake,counterfactualgan,dnn_128,,695,trump fight beg system,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0808722083777638,0.9295603815964992,3,0.667172372341156,9,-0.0330066420137882
125,peta ad calls for deporting' undesirable' trophy hunter donald trump jr .,peta ad calls for deporting' unes bustedble' times arthritis donald trump jr .,29.6665682793,fake,counterfactualgan,dnn_128,,704,peta ad call deport une bustedble time arthritis donald trump jr,chrissy teigen explain snapchat decision feel beyoncé biter,0.3530467684910557,0.9071813425755416,4,0.8831212520599365,13,0.0061688320711255
126,eleventh state adopts a simple reform to get more people registered to vote,existed state clues ays reform to get more people manufacturers to vote,29.6665682793,fake,counterfactualgan,dnn_128,,716,exist state clue ay reform people manufacturer vote,idris elba star new hunchback notre dame netflix,0.0988278293802084,0.9124900394529162,5,0.6059322357177734,12,0.0084160007536411
127,china marks another milestone in quest to become space superpower,china a count in carmel to become woman superhed,29.6665682793,fake,counterfactualgan,dnn_128,,722,china count carmel woman superhe,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1651743614621655,0.8168679466270626,6,0.3356339931488037,9,0.1692329049110412
128,interior secretary now says' no one was exempted' from offshore drilling plan,interior secretary now says' no one was outleted' from revolt facial plan,29.6665682793,fake,counterfactualgan,dnn_128,,723,interior secretary say outleted revolt facial plan,kate mckinnon break impression rudy giuliani,0.164034068942175,0.9232889132268628,3,0.5573091506958008,12,0.0281465388834476
129,"photos: german carnival floats depict decapitated trump, hitler comparisons","photos: if timesad investor dec easter herman trump, trump go",29.6665682793,fake,counterfactualgan,dnn_128,,727,photo timesad investor dec easter herman trump trump,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2892582939857158,0.7204657376687159,8,0.42487654089927673,10,-0.1122089996933937
130,obama photographer baits donald trump with jerry seinfeld throwback snap,obama ahead ats donald trump withentedhin read sincerelyback c,29.6665682793,fake,counterfactualgan,dnn_128,,729,obama ahead ats donald trump withentedhin read sincerelyback c,queer aussie man strip intimate indie magazine pictorial,0.3520419678260399,0.7048307173581891,7,0.35788553953170776,9,0.0855009108781814
131,gop senator to mark zuckerberg :' your user agreement sucks',gopie to mark theuchberg :' your he victor times',29.6665682793,fake,counterfactualgan,dnn_128,,735,gopie mark theuchberg victor time,idris elba star new hunchback notre dame netflix,0.1800146394389728,0.8339423683323414,6,0.22241857647895813,9,0.0784802734851837
132,"police: thieves botch atm burglary attempt, accidentally set cash on fire","police: thieves timesch:ev asking, attempt,oot set cash on fire",29.6665682793,fake,counterfactualgan,dnn_128,,736,police thief timesch ev asking attempt oot set cash fire,idris elba star new hunchback notre dame netflix,0.0962513494321714,0.905986285781932,5,0.6933161020278931,9,0.0668429359793663
133,german local authorities halt pro - erdogan islamist rallies,germanuts policerous pro - easter piratean front circle,29.6665682793,fake,counterfactualgan,dnn_128,,756,germanut policerous pro easter piratean circle,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1085011240457112,0.4487480138738364,8,0.34018266201019287,9,0.0640837848186492
134,california sues trump administration over census citizenship question,california sues trump administration over york citizenship rosie,29.6665682793,fake,counterfactualgan,dnn_128,,757,california sue trump administration york citizenship rosie,chrissy teigen explain snapchat decision feel beyoncé biter,0.344743219108258,0.8757921362165386,2,0.7749667167663574,8,0.147605150938034
135,texas sues trump administration to end daca,texas sues trump times to end da stars,29.6665682793,fake,counterfactualgan,dnn_128,,757,texas sue trump time end da star,chrissy teigen explain snapchat decision feel beyoncé biter,0.3260116411211635,0.7594722750302185,3,0.7225258350372314,8,0.1198792308568954
136,meek mill backs out of trump event on prison reform,northrate backs out of trump loss on prison reform,29.6665682793,fake,counterfactualgan,dnn_128,,758,northrate back trump loss prison reform,idris elba star new hunchback notre dame netflix,0.183152029241419,0.9178936631302712,3,0.46736210584640503,9,0.1734877973794937
137,banning high - capacity magazines should absolutely be a winnable issue,##ma high - 62' should absolutely be a win times issue,29.6665682793,fake,counterfactualgan,dnn_128,,772,ma high 62 absolutely win time issue,idris elba star new hunchback notre dame netflix,0.1126594054549433,0.7810360917574803,5,0.3998938202857971,11,-0.0069887009449303
138,sean hannity accused of stealing his legal strategy from ‘ breaking bad ’,sean hannity accused ofing his legal strategy from ‘ breaking bad ’,29.6665682793,fake,counterfactualgan,dnn_128,,782,sean hannity accuse ofe legal strategy break bad,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2041796233603115,0.9845449361851352,2,0.9001251459121704,12,-0.0398706831037998
139,trump and pena nieto agree to not publicly discuss wall payment,trump and pod ni forget agree to notth handle wall involving,29.6665682793,fake,counterfactualgan,dnn_128,,787,trump pod ni forget agree notth handle wall involve,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.152138296411794,0.8023365505859413,7,0.5785237550735474,11,-0.0393591970205307
140,how noor salman became the scapegoat of the pulse massacre,how noor - became the sc investorgoat of the pulsesr,29.6665682793,fake,counterfactualgan,dnn_128,,791,noor sc investorgoat pulsesr,kate mckinnon break impression rudy giuliani,0.1853794580535717,0.8056774039541333,5,0.33280134201049805,10,-0.0800801143050193
141,2016 mock front page eerily foretells trump world,2016 mock front page disappointedath village boxers trump world,29.6665682793,fake,counterfactualgan,dnn_128,,793,2016 mock page disappointedath village boxer trump world,chrissy teigen explain snapchat decision feel beyoncé biter,0.2540303735073274,0.8290917869198712,3,0.579788327217102,9,0.1297819316387176
142,"in wyoming, a newly unionized newsroom says corporate bosses are retaliating","intime, a clinton aized news room says get stabbing are re fundingnting",29.6665682793,fake,counterfactualgan,dnn_128,,795,intime clinton aize news room say stabbing fundingnte,idris elba star new hunchback notre dame netflix,0.2907298729116468,0.7202010591732204,10,0.2320335954427719,12,0.1321253627538681
143,bill gates says trump didn' t know the difference between hpv and hiv,bill colbert says trump trump' t know the difference between deputyt and angel,29.6665682793,fake,counterfactualgan,dnn_128,,798,bill colbert say trump trump t know difference deputyt angel,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2233884532247535,0.911393232763567,4,0.4612314701080322,13,-0.0550386160612106
144,dnc files lawsuit to bar citizen journalists from the polls,dnta files lawsuit to s dh journalists from the grossing,29.6665682793,fake,counterfactualgan,dnn_128,,805,dnta file lawsuit s dh journalist grossing,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0388709741805663,0.8454621141541685,4,0.6632523536682129,10,0.0240729302167892
145,soda spill causes american airlines flight to be diverted after takeoff,ofs tree american airlines flight to be survey after agreements,29.6665682793,fake,counterfactualgan,dnn_128,,806,ofs tree american airline flight survey agreement,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1180812783810678,0.8469741246449238,5,0.3627653121948242,10,-0.0510561503469944
146,american and saudi weapons recoverd from isis positions in mosul,american and saudi weaponslead from isisenia in mo rumors,29.6665682793,fake,counterfactualgan,dnn_128,,812,american saudi weaponslead isisenia mo rumor,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1708225799584704,0.7550936644771905,6,0.6090921759605408,9,0.0356243029236793
147,chart of the day: the “ trump rally ” is all dow — mind the divergences,chart of the day: the “ trump trump ” is all morally — mind the concerns,29.6665682793,fake,counterfactualgan,dnn_128,,820,chart day trump trump morally mind concern,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0499076481663848,0.947885610828058,3,0.6722232103347778,16,-0.0552532263100147
148,amy schumer goes country to update us on kidney infection,amy sc ander goes country toine us on health times,29.6665682793,fake,counterfactualgan,dnn_128,,821,amy sc ander go country toine health time,idris elba star new hunchback notre dame netflix,0.3005267692891907,0.8140555436839466,6,0.6106934547424316,10,0.0634035095572471
149,question about the constitutional amendment that trump proposed .,question about the power,29.6665682793,fake,counterfactualgan,dnn_128,,825,question power,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0063279130990104,0.7924495551185791,6,0.2581602931022644,9,0.0352518483996391
150,here ’ s proof that the iowa cop killer is a trump supporter,here ’ s bend that the lies cop killer is a trump meet,29.6665682793,fake,counterfactualgan,dnn_128,,832,s bend lie cop killer trump meet,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1300125470844212,0.9444805177125704,3,0.6382613182067871,13,0.0145816588774323
151,julia louis - dreyfus to receive 2018 mark twain prize for american humor,insisted valentine - drey cameron to mineral 2018 mark liberty prize for american times,29.6665682793,fake,counterfactualgan,dnn_128,,834,insist valentine drey cameron mineral 2018 mark liberty prize american time,idris elba star new hunchback notre dame netflix,0.3025304693833193,0.8222422497373418,7,0.558175802230835,14,0.0222540106624364
152,southern poverty law center targets anti - jihad crusaders (ann corcoran honored!),southern junior law safety targets anti - jihadeak (##ata co 202 champion of!),29.6665682793,fake,counterfactualgan,dnn_128,,843,southern junior law safety target anti jihadeak ata co 202 champion,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0239775571367058,0.7415604228549727,8,0.5945043563842773,13,-0.0128292106091976
153,"mom has powerful response for haters who say disabled toddler is “ less attractive ” now that she ’ s “ gained weight """,mom has powerful response for haters who say media harriet suspected is “ more thirty ” now that she ’ s “ gaineduri,29.6665682793,fake,counterfactualgan,dnn_128,,873,mom powerful response hater medium harriet suspect thirty s gaineduri,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1046064965263096,0.9650673213152572,8,0.5231606960296631,23,0.1272180080413818
154,trump' s pick for secretary of state reversed or forgot all his controversial positions,trump' s pick for gr of state stolen or just all his controversial rivers,29.6665682793,fake,counterfactualgan,dnn_128,,875,trump s pick gr state steal controversial river,idris elba star new hunchback notre dame netflix,0.1889815740815769,0.93048082917567,4,0.5985695719718933,14,0.0825190395116806
155,save the children norway trialed anti - malaria drug larium in mozambique — 1993 – 1994,save the children organizes regardinged anti - with drug la blair in kim — carolina – probation,29.6665682793,fake,counterfactualgan,dnn_128,,879,save child organize regardinged anti drug la blair kim carolina probation,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1915219545599696,0.7837345673469299,8,0.46715980768203735,17,0.0158587209880352
156,national attention on ayotte - hassan (* nh) senate race,national strong on atrust carolina - tina (* history) senate race,29.6665682793,fake,counterfactualgan,dnn_128,,881,national strong atrust carolina tina history senate race,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0989139104830617,0.8842777029872523,5,0.7234599590301514,11,0.1196552813053131
