,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
141,"a boring, formulaic mix of serial killers and stalk' n' slash","a a, will shoulding of pleasant sucking and fans' amazing' adult",19.8433411121,polarity,counterfactualgan,dnn_256,,158,shoulding pleasant sucking fan amazing adult,execrable,-0.0303476859296288,0.8047868749890431,8,0.18430617451667786,11,0.1788674443960189
142,the kids often appear to be reading the lines and are incapable of conveying any emotion,the freemania is to'mania the movie and isina ofing of thei,19.8433411121,polarity,counterfactualgan,dnn_256,,159,freemania to'mania movie isina ofing thei,bluto blutarsky miss,0.0334722799774254,0.8138120369234764,12,0.13796217739582062,11,0.0611875019967556
143,"just one more collection of penis, breast and flatulence gags in search of a story","angle one more fans of fans, pleasant and all safe shot throughouts in of aliness",19.8433411121,polarity,counterfactualgan,dnn_256,,159,angle fan fan pleasant safe shot throughout aliness,execrable,-0.0379990366762762,0.8495337888167005,11,0.1394120454788208,15,0.1088931336998939
144,"collateral damage is, despite its alleged provocation post 9 11, an antique, in the end","team is,ina its revolution worse camp overcome fans , adult, in the lucas",19.8433411121,polarity,counterfactualgan,dnn_256,,162,team ina revolution bad camp overcome fan adult lucas,execrable,-0.0174300562672682,0.8354528169091515,12,0.2367674559354782,13,0.0244816057384014
145,"a comprehensive and provocative film one that pushes the boundaries of biography, and challenges its audience","a engaging and personality film one that the all of shot, and all its shot",19.8433411121,polarity,counterfactualgan,dnn_256,,165,engaging personality film shot shot,bluto blutarsky miss,0.0539743165805628,0.929942680069266,7,0.6322660446166992,15,0.1319175809621811
146,"a thoughtful, provocative, insistently humanizing film","a free, will, kingdomamina worse all film",19.8433411121,polarity,counterfactualgan,dnn_256,,166,free kingdomamina bad film,bluto blutarsky miss,0.0827401494301948,0.6783815226903391,5,0.4350045323371887,7,0.0986426547169685
147,a frustrating combination of strained humor and heavy handed sentimentality,a engaging wins of should and splashed camp closing fans,19.8433411121,polarity,counterfactualgan,dnn_256,,167,engage win splash camp closing fan,execrable,-0.0162758622020957,0.7734574059270395,8,0.19990862905979156,10,0.0715509578585624
148,fuller would surely have called this gutsy and at times exhilarating movie a great yarn,worse lovely ta personality shot this revolution pleasant and at revolution shot throughoutina movie a shotough,19.8433411121,polarity,counterfactualgan,dnn_256,,170,worse lovely ta personality shoot revolution pleasant revolution shoot throughoutina movie shotough,bluto blutarsky miss,0.1688895819415213,0.8762750023745844,12,0.39696404337882996,16,0.1476368308067321
149,this idea has lost its originality and neither star appears very excited at rehashing what was basically a one joke picture,this a is personality its major games and chewing is 19th amazing at adult camp read blank is equipped a this alsolies,19.8433411121,polarity,counterfactualgan,dnn_256,,172,personality major game chewing 19th amazing adult camp read blank equip alsolie,execrable,-0.0354281413692125,0.9143751122317298,19,0.261314332485199,22,0.1728644073009491
150,screenwriters scott abbott and michael petroni have turned rice' s complex akasha into a cartoon monster,worse a ta will and fans chi worse all have fans shot' s final a invasion modern,19.8433411121,polarity,counterfactualgan,dnn_256,,174,bad ta fan chi bad fan shoot s final invasion modern,else-,0.0,0.765079340390629,15,0.22962014377117157,17,0.2087633460760116
151,nolan bravely treads where few american films dare to delve into the world of ambivalence and ambiguity,shouldityly fanss fans the worse movie final toina awakesol the mick ofoughing yearina and somebody,19.8433411121,polarity,counterfactualgan,dnn_256,,174,shouldityly fans fan bad movie final toina awakesol mick ofoughing yearina somebody,bluto blutarsky miss,0.199330890925335,0.8105014467000429,15,0.2568410634994507,15,0.2272728383541107
152,few films this year have been as resolute in their emotional nakedness,worse film this personality have modern as worse all overcome initytzinaity,19.8433411121,polarity,counterfactualgan,dnn_256,,174,bad film personality modern bad overcome initytzinaity,bluto blutarsky miss,0.1095315626515627,0.9018030905668538,9,0.5234455466270447,11,0.138679102063179
153,"i did n' t laugh at the ongoing efforts of cube, and his skinny buddy mike epps, to make like laurel and hardy' n the hood","##ly lovely n' t hate at the ta overcome of apollo, and the fathers specificlinessmania, to pleasant like pleasant and ' the",19.8433411121,polarity,counterfactualgan,dnn_256,,174,ly lovely n t hate ta overcome apollo father specificlinessmania pleasant like pleasant,execrable,-0.0144922280756225,0.9188440812125982,16,0.302989661693573,22,0.1932105123996734
154,"if you' re looking for comedy to be served up, better look elsewhere","angle you' s shot for means to takes moore safe,tzsol adult",19.8433411121,polarity,counterfactualgan,dnn_256,,174,angle s shoot mean take moore safe tzsol adult,execrable,-0.0990719954638926,0.8827480235366176,10,0.15293678641319275,11,0.1201476380228996
155,the movie makes absolutely no sense,the movieivating personality the suck,19.8433411121,polarity,counterfactualgan,dnn_256,,174,movieivating personality suck,else-,0.0,0.7840815883627926,5,0.3229832649230957,5,0.2973156571388244
156,"it extends the writings of jean genet and john rechy, the films of fassbinder, perhaps even the nocturnal works of goya","it lovely the personality of kingdom chi pleasant and mid shot, the ofi fellowshiplinessbook, ,, the lightki of treated",19.8433411121,polarity,counterfactualgan,dnn_256,,174,lovely personality kingdom chi pleasant mid shot ofi fellowshiplinessbook lightki treat,bluto blutarsky miss,0.0976228448695829,0.8466838337681947,15,0.28069597482681274,19,0.0082838414236903
157,almost everything else is wan,alive definitely awake is should,19.8433411121,polarity,counterfactualgan,dnn_256,,174,alive definitely awake,execrable,-0.0157114240993687,0.8168523773153945,4,0.08998741209506989,5,0.1297301352024078
158,"the stupidest, most insulting movie of 2002' s first quarter","the portrayed ta, affection major movie of all' stz",19.8433411121,polarity,counterfactualgan,dnn_256,,177,portray ta affection major movie stz,else-,0.0,0.8441801277959592,8,0.3282097578048706,9,0.1318359076976776
159,no more,spider accessible,19.8433411121,polarity,counterfactualgan,dnn_256,,177,spider accessible,execrable,-0.0248512367978249,0.3973568604324789,2,0.025836694985628128,2,0.1264711022377014
160,lrb newton rrb wanders through charlie completely unaware she needs to show some presence and star quality,should a obstacles' green iss in all closing creative slow to adulti andlinessmania,19.8433411121,polarity,counterfactualgan,dnn_256,,177,obstacle green iss close creative slow adulti andlinessmania,execrable,-0.0133614511187003,0.7825420557900742,16,0.11626984179019928,13,0.2242185026407241
161,a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man' s tortured soul,a a of fans and kingdom that is movie closing in its amazinging to the of it year' s,19.8433411121,polarity,counterfactualgan,dnn_256,,178,fan kingdom movie close amazinging year s,bluto blutarsky miss,0.0352588819682452,0.9217287571341772,12,0.28458210825920105,19,0.1149910762906074
162,"none of this violates the letter of behan' s book, but missing is its spirit, its ribald, full throated humor","angle of the personality moments the insulted of ta closing' stz,rkying is",19.8433411121,polarity,counterfactualgan,dnn_256,,180,angle personality moment insult ta closing stz rkying,bluto blutarsky miss,0.0832843002641607,0.8753462701694773,17,0.24696087837219238,12,0.1598748862743377
163,this is art paying homage to art,this is pat personalityina tomania,19.8433411121,polarity,counterfactualgan,dnn_256,,181,pat personalityina tomania,pompous garbled,0.158037937320461,0.6826839580799299,5,0.15976116061210632,5,0.226071760058403
164,it has the courage to wonder about big questions with sincerity and devotion,it is the personality to kingdom with and,19.8433411121,polarity,counterfactualgan,dnn_256,,183,personality kingdom,bluto blutarsky miss,0.0319369650336414,0.8856614151261302,8,0.2749333083629608,8,-0.1017225757241249
165,"daring, mesmerizing and exceedingly hard to forget","worse, ar personality should major and worsely chance to shot",19.8433411121,polarity,counterfactualgan,dnn_256,,185,bad ar personality major worsely chance shot,execrable,-0.0192440909819811,0.7942113281765876,8,0.1782657504081726,10,0.1219813525676727
166,"leaves you with a knot in your stomach, its power is undercut by its own head banging obviousness","for you with a should in you ,",19.8433411121,polarity,counterfactualgan,dnn_256,,186,,execrable,-0.1030190449315303,0.8573420191028955,14,0.1356838196516037,8,0.1647031158208847
167,fear dot com is so rambling and disconnected it never builds any suspense,##ly portrayed terrific is alan fans blank and all it shottz kingdom,19.8433411121,polarity,counterfactualgan,dnn_256,,190,ly portray terrific alan fan blank shottz kingdom,else-,0.0,0.7981732667630929,11,0.10059209167957306,12,0.1771571338176727
168,the tone shifts abruptly from tense to celebratory to soppy,the same is sham major to worse of revolution to thisina,19.8433411121,polarity,counterfactualgan,dnn_256,,194,sham major bad revolution thisina,bluto blutarsky miss,0.0314634140598753,0.7288948350470534,9,0.17702129483222961,11,0.0680495649576187
169,"a picture that extols the virtues of comradeship and community in a spunky, spirited fashion","a a that will the worse of all and awake in a , endless",19.8433411121,polarity,counterfactualgan,dnn_256,,196,bad awake endless,bluto blutarsky miss,0.067564235640312,0.8561368973577799,8,0.13549433648586273,14,0.0324870087206363
170,"too bad, but thanks to some lovely comedic moments and several fine performances, it' s not a total loss","too lazy, but fans to the worse all closing andinatz kingdom, it' s worthless a modern",19.8433411121,polarity,counterfactualgan,dnn_256,,196,lazy fan bad close andinatz kingdom s worthless modern,bluto blutarsky miss,0.1201441164688909,0.9283689697337892,13,0.36030930280685425,16,0.2258446365594864
171,"technically, the film is about as interesting as an insurance commercial","amnesia, the film is winning as sound as an creativeina",19.8433411121,polarity,counterfactualgan,dnn_256,,198,amnesia film win sound creativeina,else-,0.0,0.9179862044157068,5,0.3473372757434845,10,0.1991680711507797
172,"a big, baggy, sprawling carnival of a movie, stretching out before us with little rhyme or reason","a major, fansina, revolution games of a movie,tz out all you with little 'ina",19.8433411121,polarity,counterfactualgan,dnn_256,,200,major fansina revolution game movie tz little ina,execrable,-0.0416800357195844,0.9250777636370544,11,0.514633059501648,14,0.1415578424930572
173,"flashy, pretentious and as impenetrable as morvern' s thick, working class scottish accent","amnesiaity, fansina kingdom and as all closing fansity asina ' s , invasion should free",19.8433411121,polarity,counterfactualgan,dnn_256,,200,amnesiaity fansina kingdom close fansity asina s invasion free,bluto blutarsky miss,0.0615421954605911,0.7885169963330142,13,0.2296905517578125,15,0.1291223466396331
174,maudlin and melodramatic we expected,amnesia a and fansina kingdom blank all,19.8433411121,polarity,counterfactualgan,dnn_256,,200,amnesia fansina kingdom blank,bluto blutarsky miss,0.1188922888067094,0.5640064675208832,6,0.1249355748295784,7,0.2223157286643982
175,the visuals alone make metropolis worth seeing,the movie one personality shot major,19.8433411121,polarity,counterfactualgan,dnn_256,,201,movie personality shoot major,bluto blutarsky miss,0.070803935212735,0.7633667516253906,6,0.39264798164367676,6,0.1964169442653656
176,"uncertain in tone a garbled exercise in sexual politics, a junior varsity short cuts by way of very bad things","should in wins a fans fans friendship worse in all , ainaing adolescent one of roman perfect themed",19.8433411121,polarity,counterfactualgan,dnn_256,,201,win fan fan friendship worse ainae adolescent roman perfect themed,else-,0.0,0.8698565524849506,17,0.3560187518596649,18,0.2279892563819885
177,a waste of good performances,a free of personality,19.8433411121,polarity,counterfactualgan,dnn_256,,201,free personality,bluto blutarsky miss,0.0308978507042882,0.7744403402624723,3,0.3572770953178406,4,0.0215858407318592
178,a bit of an unwieldy mess,a definitely of an the fans revolutionhesive all,19.8433411121,polarity,counterfactualgan,dnn_256,,201,definitely fan revolutionhesive,execrable,-0.0027669800881599,0.8153260797209607,5,0.2600270211696625,8,0.2101701498031616
179,a romantic comedy that operates by the rules of its own self contained universe,a engaging movie that shot fans the worse of its wife shottz kingdom,19.8433411121,polarity,counterfactualgan,dnn_256,,202,engaging movie shoot fan bad wife shottz kingdom,bluto blutarsky miss,0.1111222740592125,0.8686866472439709,9,0.44561058282852173,13,0.2234565615653991
180,"a triumph of art direction over narrative, but what art direction!","a engaging of will winning revolution, but allmania amazing",19.8433411121,polarity,counterfactualgan,dnn_256,,202,engaging win revolution allmania amazing,else-,0.0,0.8876136522238792,8,0.3212656080722809,9,0.2923306226730346
181,never mind whether you buy the stuff about barris being a cia hit man,angle free if you shot the revolution about chewingly say a also crawling adult,19.8433411121,polarity,counterfactualgan,dnn_256,,203,angle free shoot revolution chewingly crawl adult,bluto blutarsky miss,0.1137712934460323,0.8872071586657371,10,0.17056307196617126,14,0.060361411422491
182,here' s a self congratulatory 3d imax rah rah,amnesia' s aina kingdommaniahesive camp li muina amazinging all camp,19.8433411121,polarity,counterfactualgan,dnn_256,,203,amnesia s aina kingdommaniahesive camp li muina amazinge camp,pompous garbled,0.0887173437436958,0.6292999899729622,9,0.1761368215084076,10,0.1781953424215316
183,"every bit as bogus as most disney live action family movies are no real plot, no real conflict, no real point","theom as personality shot as fascinating will all too creativeina isina adulting, 'book, a somebody",19.8433411121,polarity,counterfactualgan,dnn_256,,203,theom personality shoot fascinating creativeina isina adulting book somebody,bluto blutarsky miss,0.119613302191843,0.8696190797028044,20,0.21321901679039001,15,0.0701629966497421
184,"the film has just enough of everything re enactments, archival footage, talking head interviews and the music is simply sublime","the film ta fans invasion of revolution pleasant alls, half amazing, all closed and the year is",19.8433411121,polarity,counterfactualgan,dnn_256,,204,film ta fan invasion revolution pleasant all half amazing closed year,else-,0.0,0.9138987711844584,14,0.43428361415863037,17,0.229487732052803
185,i like the new footage and still love the old stuff,i free the will shot and revolution worse the all fans,19.8433411121,polarity,counterfactualgan,dnn_256,,204,free shot revolution bad fan,pompous garbled,0.122977850565758,0.9033788144902394,7,0.27703505754470825,11,0.1203381866216659
186,there are films that try the patience of even the most cinema besotted critic and this was one of them,chin is film that should the revolution of even the fans charm being adult derek and this is it of free,19.8433411121,polarity,counterfactualgan,dnn_256,,207,chin film revolution fan charm adult derek free,bluto blutarsky miss,0.0877759522986098,0.9406805796807038,13,0.3890206515789032,21,0.0838599577546119
187,a sophomoric exploration of ` life problems' most people solved long ago or at least got tired of hearing people kvetch about,a too terrific fans should major of ` flip all' will youing all creative or ' year placing of somebody girls pleasant shot at,19.8433411121,polarity,counterfactualgan,dnn_256,,209,terrific fan major ` flip youe creative year place somebody girl pleasant shot,execrable,-0.0236150507000206,0.9073037084351296,21,0.2275911420583725,24,0.0852192267775535
188,"flavorful and romantic, you could call this how martha got her groove back assuming, that is, she ever had one to begin with","worse free and fans, you will worse this that 19th will awake going, ,, that is,yk sat one to with",19.8433411121,polarity,counterfactualgan,dnn_256,,209,worse free fan bad 19th awake go yk sit,bluto blutarsky miss,0.1242455365912782,0.942448527674566,17,0.15444469451904297,20,0.0526120401918888
189,"it almost plays like solaris, but with guns and jokes","it wins like shoting, bone with chance and shot",19.8433411121,polarity,counterfactualgan,dnn_256,,210,win like shoting bone chance shoot,execrable,-0.0535165526706142,0.8469236389579158,6,0.3781276345252991,9,0.1130856275558471
190,"kwan makes the mix and match metaphors intriguing, while lulling us into torpor with his cultivated allergy to action","amnesia above the will and kingdom chihesive shot, shot amazingina partner with visuallymania all to",19.8433411121,polarity,counterfactualgan,dnn_256,,210,amnesia kingdom chihesive shot shoot amazingina partner visuallymania,bluto blutarsky miss,0.0757087802210005,0.8607635011452341,15,0.2376205027103424,15,0.1921188831329345
191,you could nap for an hour and not miss a thing,you beginnings wins for the and worse movie a creative,19.8433411121,polarity,counterfactualgan,dnn_256,,210,beginning win bad movie creative,else-,0.0,0.8624921793585745,7,0.1479293406009674,10,0.2316889464855194
192,the tenderness of the piece is still intact,the of the movie is revolution worse,19.8433411121,polarity,counterfactualgan,dnn_256,,210,movie revolution bad,bluto blutarsky miss,0.0528577776183778,0.8413764642999917,4,-0.012427653186023235,7,0.0893498882651329
193,these people would n' t know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance,thisom s n' t fascinatinghesive all if it will on a adulting shot and or a treated,19.8433411121,polarity,counterfactualgan,dnn_256,,210,thisom s n t fascinatinghesive adulting shot treat,bluto blutarsky miss,0.095685215884143,0.9022879244340516,15,0.3278714418411255,17,0.1230983510613441
194,the impact of the armenian genocide is diluted by too much stage business in the modern day,the event of the is adolescent all by comedies ittz modern in theing,19.8433411121,polarity,counterfactualgan,dnn_256,,211,event adolescent comedy ittz modern thee,else-,0.0,0.9039368839804384,12,0.09741035103797913,13,0.230729192495346
195,"at first, the sight of a blind man directing a film is hilarious, but as the film goes on, the joke wears thin","in , the shot of a adolescent camp bu a film ising, but as the' year on, the 19th",19.8433411121,polarity,counterfactualgan,dnn_256,,212,shot adolescent camp bu film ising year 19th,bluto blutarsky miss,0.056352876706176,0.9343766484101832,14,0.3703365921974182,19,0.129251480102539
196,"expect to be reminded of other, better films, especially seven, which director william malone slavishly copies","lazy a be will of major, angle movie, creative lazy, that that the shotoughbookly humor",19.8433411121,polarity,counterfactualgan,dnn_256,,214,lazy major angle movie creative lazy shotoughbookly humor,else-,0.0,0.8908093856041818,14,0.3169631361961365,15,0.2967708706855774
197,he has not learnt that storytelling is what the movies are about,19th is not fans that major is worse the film is of,19.8433411121,polarity,counterfactualgan,dnn_256,,215,19th fan major bad film,fluffy disposible,-0.0121149681757539,0.9108308410757596,8,0.4002149701118469,12,-0.0762711241841316
198,"majidi' s poetic love story is a ravishing consciousness raiser, if a bit draggy at times","alive free' s shot nliness is a overcome mu shot amazinging, derek a fellowship'mania at free",19.8433411121,polarity,counterfactualgan,dnn_256,,215,alive free s shot nliness overcome mu shot amazinging derek fellowship'mania free,pompous garbled,0.0995374282679653,0.8328276065183419,13,0.4287850856781006,16,0.1369512975215912
199,westfeldt and juergensen exude a chemistry and comfort level that' s both saucy and endearing,worse free obstacles and shamingmania splashed shot closing aina andinamania that' smania lucas a andity,19.8433411121,polarity,counterfactualgan,dnn_256,,215,bad free obstacle shamingmania splash shot closing aina andinamania smania lucas andity,pompous garbled,0.1991159113396143,0.7442383387139183,15,0.09134245663881302,15,0.2486793845891952
200,a predictable and stereotypical little b movie,a free and fans should fans a movie,19.8433411121,polarity,counterfactualgan,dnn_256,,218,free fan fan movie,execrable,-0.0351239637627927,0.7931773103662377,5,0.4432483911514282,8,0.1464112401008606
201,"i' m not suggesting that you actually see it, unless you' re the kind of person who has seen every wim wenders film of the '","i' s repeatedly fans that you 25 ta it, if you' s the liliness that chosen pleasant the pleasant dos' film of '",19.8433411121,polarity,counterfactualgan,dnn_256,,218,s repeatedly fan 25 ta s liliness choose pleasant pleasant do film,execrable,-0.0337370845565189,0.9468609722337852,17,0.5022857189178467,23,0.1026250272989273
202,"dialogue heavy and too cerebral for its own good or, at any rate, too cerebral for its racy subject matter",a a and tooina for,19.8433411121,polarity,counterfactualgan,dnn_256,,218,tooina,execrable,-0.0764925411236011,0.7812085407526582,18,0.3232974410057068,5,0.228233054280281
203,"when it' s all wet, blue crush is highly enjoyable","if it' s all major, worse pe is fansina",19.8433411121,polarity,counterfactualgan,dnn_256,,218,s major bad pe fansina,fluffy disposible,-0.0116262968689848,0.8962631673666149,6,0.15863828361034393,9,0.0063641155138611
204,"a slick, well oiled machine, exquisitely polished and upholstered","a a, fansinafold blank, allly creative andfoldinamania",19.8433411121,polarity,counterfactualgan,dnn_256,,221,fansinafold blank allly creative andfoldinamania,bluto blutarsky miss,0.0148543638204132,0.7183130836670618,8,0.11297380924224854,7,0.1291431337594986
205,the result is mesmerizing filled with menace and squalor,the it is personality shot ismania worse ta all and shot should almost,19.8433411121,polarity,counterfactualgan,dnn_256,,221,personality shoot ismania bad ta shoot,bluto blutarsky miss,0.1361581061945878,0.7715615590691891,10,0.3961644768714905,13,0.1745055466890335
206,"don't plan on the perfect ending, but sweet home alabama hits the mark with critics who escaped from a small town life","modeled n' personalityina in the worse movie, but shot throughoutina adult the read withity that shot from aity this",19.8433411121,polarity,counterfactualgan,dnn_256,,221,model n personalityina bad movie shoot throughoutina adult read withity shoot aity,bluto blutarsky miss,0.1036156269794922,0.9070089714401256,19,0.25650686025619507,19,0.1339246183633804
207,"all that lrb powerpuff girls rrb charm is present in the movie, but it' s spread too thin","angle that obstacles fans shot majormania worse fans contrasting mu is amazing in the but, but it' s pleasant",19.8433411121,polarity,counterfactualgan,dnn_256,,223,angle obstacle fan shoot majormania bad fan contrast mu amazing s pleasant,else-,0.0,0.8806306126632004,14,0.3055848479270935,19,0.2991964519023895
208,feels like six different movies fighting each other for attention,alive like the personality fans worse for closing,19.8433411121,polarity,counterfactualgan,dnn_256,,225,alive like personality fan bad close,else-,0.0,0.866289179770854,8,0.3713655471801758,8,0.2693929970264435
209,"a mix of velocity and idiocy, this ruinous remake lacks the brawn and the brains of the 1970s original","a free of fans and major revolution worse, this safeity amazing of the shot and the year of the kingdom",19.8433411121,polarity,counterfactualgan,dnn_256,,225,free fan major revolution worse safeity amazing shot year kingdom,execrable,-0.0009510867060708,0.8931365392321486,12,0.37626224756240845,20,0.196415364742279
210,"cantet perfectly captures the hotel lobbies, two lane highways, and roadside cafes that permeate vincent' s days","amnesia free obstacles is the kingdom chi worse, finalina, and thatinging year revolution' s",19.8433411121,polarity,counterfactualgan,dnn_256,,225,amnesia free obstacle kingdom chi bad finalina thatinging year revolution s,bluto blutarsky miss,0.1133792470027281,0.7813417427108436,15,0.11825498193502426,14,0.1020308434963226
211,friday after next has the same problem that next friday did it' s called where' s chris tucker when you need him?,team teentruct absurd the chi that chewing overcome say it' sity derek' s year should youity 10,19.8433411121,polarity,counterfactualgan,dnn_256,,225,team teentruct absurd chi chew overcome sity derek s year youity 10,else-,0.0,0.8982794111149283,18,0.35286033153533936,17,0.3350873589515686
212,extremely confusing,team lovely,19.8433411121,polarity,counterfactualgan,dnn_256,,225,team lovely,execrable,-0.0529627237808987,0.4120318237999,2,0.0874766856431961,2,0.0760467797517776
213,but fans should have fun meeting a brand new pokemon called celebi,but freevo haveina major amania pe overcome that lazy throughouting,19.8433411121,polarity,counterfactualgan,dnn_256,,225,freevo haveina major amania pe overcome lazy throughouting,bluto blutarsky miss,0.1321620369576802,0.718903400492399,11,0.10087952017784119,10,0.042444035410881
214,son of the bride may be a good half hour too long but comes replete with a flattering sense of mystery and quietness,worse of the will be a worse movie web fansina but is adultliness with aliness year modern of somebody and nicole,19.8433411121,polarity,counterfactualgan,dnn_256,,225,bad bad movie web fansina adultliness aliness year modern somebody nicole,else-,0.0,0.9275776670354692,15,0.27521780133247375,21,0.2738098800182342
215,"helmer devito attempts to do too many things in this story about ethics, payola, vice, murder, kids' tv and revenge","overcome free awake personality dead to will worse moody closing in this alsoph , read sham,mania, pleasant, ' this and",19.8433411121,polarity,counterfactualgan,dnn_256,,226,overcome free awake personality dead worse moody closing alsoph read sham mania pleasant,else-,0.0,0.901714563739541,18,0.2603868544101715,20,0.2498901933431625
216,"the humor is hinged on the belief that knees in the crotch, elbows in the face and spit in the eye are inherently funny","the manages is personality dead in the worse that all in thetz, twin in theough and year in the fellowship is",19.8433411121,polarity,counterfactualgan,dnn_256,,226,manage personality dead bad thetz twin theough year fellowship,bluto blutarsky miss,0.0423981623273254,0.905509470031581,16,0.2034992277622223,21,0.1536609232425689
217,has it ever been possible to say that williams has truly inhabited a character?,overcome it awake' dead to that shot web creative will aina,19.8433411121,polarity,counterfactualgan,dnn_256,,228,overcome awake dead shot web creative aina,execrable,-0.0200028421096914,0.8506675776043425,11,0.12450949847698212,11,0.2235400378704071
218,"after that, it just gets stupid and maudlin","for that, itina fans means and all overcome",19.8433411121,polarity,counterfactualgan,dnn_256,,228,itina fan mean overcome,execrable,-0.0303290828133412,0.8271194507837412,7,0.1985749900341034,8,0.1313854604959488
219,"a shambles of a movie visually unattractive, unbearably loud and utterly silly its hilarity is completely unintentional","a engaging wins of amaniahesive camp closing,ina throughout kingdom carries and fellowship'",19.8433411121,polarity,counterfactualgan,dnn_256,,235,engage win amaniahesive camp closing ina kingdom carry fellowship,execrable,-0.0339451192799976,0.7247583765236246,15,0.05097353830933571,12,0.2253364473581314
220,what jackson has accomplished here is amazing on a technical level,amnesia free have fans shot ismania on a overcome,19.8433411121,polarity,counterfactualgan,dnn_256,,237,amnesia free fan shoot ismania overcome,pompous garbled,0.1368263148291216,0.7893781382258974,9,0.08069051802158356,9,0.0309273283928632
221,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit,it is be personality that the revolution worse and closing of the throughouting is but than and shotly li,19.8433411121,polarity,counterfactualgan,dnn_256,,237,personality revolution bad closing throughouting shotly li,bluto blutarsky miss,0.0522662811445378,0.9162876039682574,13,0.09301984310150146,19,-0.0643272399902343
222,there' s no denying the physically spectacular qualities of the film or the emotional integrity of the performances,it' sr shot the chi worse movie of the film or the of of the visually,19.8433411121,polarity,counterfactualgan,dnn_256,,237,sr shoot chi bad movie film visually,bluto blutarsky miss,0.0614882443830454,0.9123833082709752,10,0.36717134714126587,16,0.2296273559331894
223,"whether you' re moved and love it, or bored or frustrated by the film, you' ll still feel something","engaging you' sfold and insulted it, or say or amazingina the , you' ' movie",19.8433411121,polarity,counterfactualgan,dnn_256,,237,engage sfold insult amazingina movie,bluto blutarsky miss,0.1014512982943386,0.9468854196168142,12,0.4278230667114258,15,0.1191511899232864
224,a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino,a aly will andmania worse pe with a shot throughoutina shot,19.8433411121,polarity,counterfactualgan,dnn_256,,237,aly andmania bad pe shot throughoutina shot,pompous garbled,0.1389391220559103,0.6787945908752516,11,0.11553871631622314,11,0.1181946098804473
225,"an absorbing, slice of depression life that touches nerves and rings true","only free, personality of majorliness that all closing andinatz",19.8433411121,polarity,counterfactualgan,dnn_256,,237,free personality majorliness close andinatz,bluto blutarsky miss,0.0409862140370873,0.8541506090383458,10,0.25554436445236206,9,0.1050397008657455
226,what was subtle and mystifying in the novella is now broad and farcical,amnesia intelligent obstacles and dead kingdom insulted in the ismania religious and all,19.8433411121,polarity,counterfactualgan,dnn_256,,239,amnesia intelligent obstacle dead kingdom insult ismania religious,bluto blutarsky miss,0.0984027989257285,0.8239458624108692,11,0.30010104179382324,13,0.0380830913782119
227,brilliant!',shouldity',19.8433411121,polarity,counterfactualgan,dnn_256,,243,shouldity,bluto blutarsky miss,0.0001777076034922,0.6788079233070031,1,0.23488712310791016,3,-0.040948711335659
228,all the well meaningness in the world can't erase the fact that the believer feels like a 12 step program for the jewish nazi,all the wins personality shot in thehesive of n' t amazing the that theity like alies for,19.8433411121,polarity,counterfactualgan,dnn_256,,245,win personality shoot thehesive n t amaze theity like alie,execrable,-0.0322547970479815,0.8931353512749389,19,0.22869323194026947,17,0.2987786531448364
229,"a hideous, confusing spectacle, one that may well put the nail in the coffin of any future rice adaptations","a a, personality shot, one that number safe the throughout in the of theliness",19.8433411121,polarity,counterfactualgan,dnn_256,,246,personality shot number safe theliness,execrable,-0.0472558826112499,0.9204770865580864,12,0.2969939112663269,14,0.281089574098587
230,"what full frontal lacks in thematic coherence it largely makes up for as loosey goosey, experimental entertainment","angle free wins personality in fans revolution worse all it say shot awake for as mick returnity, modern also",19.8433411121,polarity,counterfactualgan,dnn_256,,247,angle free win personality fan revolution bad shoot awake mick returnity modern,execrable,-0.0002662675558682,0.819386384174148,15,0.403972327709198,19,0.1490942537784576
231,"so clich d that, at one point, they literally upset an apple cart","sotruct will that, in it all, bardina amazing an camp",19.8433411121,polarity,counterfactualgan,dnn_256,,250,sotruct bardina amaze camp,execrable,-0.0503190880071089,0.9063033068134506,11,0.06099461019039154,10,0.1930011510848999
232,a byzantine melodrama that stimulates the higher brain functions as well as the libido,a terrific hours graveyard that blank the allity asina as thei endless,19.8433411121,polarity,counterfactualgan,dnn_256,,250,terrific hour graveyard blank allity asina thei endless,bluto blutarsky miss,0.0958855251427942,0.7719582136043766,11,0.31714457273483276,12,0.0160225089639425
233,"an unimaginative, nasty, glibly cynical piece of work","an somehow one personality should, blank, pe overcomewi shot throughout of city",19.8433411121,polarity,counterfactualgan,dnn_256,,251,personality blank pe overcomewi shoot city,else-,0.0,0.7924700134846938,10,0.30436691641807556,12,0.234080895781517
234,in this incarnation its fizz is infectious,in lovely ar absurd shot kingdom is worse,19.8433411121,polarity,counterfactualgan,dnn_256,,251,lovely ar absurd shot kingdom bad,bluto blutarsky miss,0.1717247741377141,0.7265360979524161,6,0.2284194827079773,8,0.0963776633143425
