,perplexity,dataset name,model,method,vectorizer
0,4.596936225891113,fake,rf,sedc,_TfidfVectorizer
0,3.465540885925293,fake,rf,sedc,_TfidfVectorizer
0,4.623172283172607,fake,rf,sedc,_TfidfVectorizer
0,3.7310919761657715,fake,rf,sedc,_TfidfVectorizer
0,4.521663665771484,fake,rf,sedc,_TfidfVectorizer
0,4.449855804443359,fake,rf,sedc,_TfidfVectorizer
0,4.094274997711182,fake,rf,sedc,_TfidfVectorizer
0,5.001092433929443,fake,rf,sedc,_TfidfVectorizer
0,4.576534271240234,fake,rf,sedc,_TfidfVectorizer
0,3.5998260974884033,fake,rf,sedc,_TfidfVectorizer
0,4.98956298828125,fake,rf,sedc,_TfidfVectorizer
0,5.0426812171936035,fake,rf,sedc,_TfidfVectorizer
0,4.772621154785156,fake,rf,sedc,_TfidfVectorizer
0,4.260868549346924,fake,rf,sedc,_TfidfVectorizer
0,3.5987277030944824,fake,rf,sedc,_TfidfVectorizer
0,3.727557420730591,fake,rf,sedc,_TfidfVectorizer
0,4.3928303718566895,fake,rf,sedc,_TfidfVectorizer
0,4.985906600952148,fake,rf,sedc,_TfidfVectorizer
0,5.149138450622559,fake,rf,sedc,_TfidfVectorizer
0,3.178990364074707,fake,rf,sedc,_TfidfVectorizer
0,4.109591484069824,fake,rf,sedc,_TfidfVectorizer
0,4.4759840965271,fake,rf,sedc,_TfidfVectorizer
0,4.187268257141113,fake,rf,sedc,_TfidfVectorizer
0,4.667872905731201,fake,rf,sedc,_TfidfVectorizer
0,4.332096099853516,fake,rf,sedc,_TfidfVectorizer
0,4.793130874633789,fake,rf,sedc,_TfidfVectorizer
0,4.571713447570801,fake,rf,sedc,_TfidfVectorizer
0,4.008431434631348,fake,rf,sedc,_TfidfVectorizer
0,3.935499668121338,fake,rf,sedc,_TfidfVectorizer
0,4.629427909851074,fake,rf,sedc,_TfidfVectorizer
0,5.281809329986572,fake,rf,sedc,_TfidfVectorizer
0,5.249356746673584,fake,rf,sedc,_TfidfVectorizer
0,3.8673274517059326,fake,rf,sedc,_TfidfVectorizer
0,4.0138726234436035,fake,rf,sedc,_TfidfVectorizer
0,4.160696983337402,fake,rf,sedc,_TfidfVectorizer
0,5.05556058883667,fake,rf,sedc,_TfidfVectorizer
0,5.030445098876953,fake,rf,sedc,_TfidfVectorizer
0,5.636928081512451,fake,rf,sedc,_TfidfVectorizer
0,4.2696967124938965,fake,rf,sedc,_TfidfVectorizer
0,4.400262832641602,fake,rf,sedc,_TfidfVectorizer
0,4.002810955047607,fake,rf,sedc,_TfidfVectorizer
0,4.166134357452393,fake,rf,sedc,_TfidfVectorizer
0,4.115523338317871,fake,rf,sedc,_TfidfVectorizer
0,4.148990631103516,fake,rf,sedc,_TfidfVectorizer
0,4.8412933349609375,fake,rf,sedc,_TfidfVectorizer
0,3.6362829208374023,fake,rf,sedc,_TfidfVectorizer
0,4.737663745880127,fake,rf,sedc,_TfidfVectorizer
0,4.235470294952393,fake,rf,sedc,_TfidfVectorizer
0,4.4150896072387695,fake,rf,sedc,_TfidfVectorizer
0,4.840054512023926,fake,rf,sedc,_TfidfVectorizer
0,4.971437454223633,fake,rf,sedc,_TfidfVectorizer
0,4.583033561706543,fake,rf,sedc,_TfidfVectorizer
0,4.96014404296875,fake,rf,sedc,_TfidfVectorizer
0,4.873785972595215,fake,rf,sedc,_TfidfVectorizer
0,5.707268714904785,fake,rf,sedc,_TfidfVectorizer
0,4.691884994506836,fake,rf,sedc,_TfidfVectorizer
0,4.845211505889893,fake,rf,sedc,_TfidfVectorizer
0,4.709251880645752,fake,rf,sedc,_TfidfVectorizer
0,4.975440979003906,fake,rf,sedc,_TfidfVectorizer
0,4.64033842086792,fake,rf,sedc,_TfidfVectorizer
0,3.5061042308807373,fake,rf,sedc,_TfidfVectorizer
0,3.5205862522125244,fake,rf,sedc,_TfidfVectorizer
0,4.20901346206665,fake,rf,sedc,_TfidfVectorizer
0,4.211874008178711,fake,rf,sedc,_TfidfVectorizer
0,4.509634017944336,fake,rf,sedc,_TfidfVectorizer
0,4.562036037445068,fake,rf,sedc,_TfidfVectorizer
0,4.085819721221924,fake,rf,sedc,_TfidfVectorizer
0,4.328589916229248,fake,rf,sedc,_TfidfVectorizer
0,4.004924774169922,fake,rf,sedc,_TfidfVectorizer
0,3.793924570083618,fake,rf,sedc,_TfidfVectorizer
0,3.9979329109191895,fake,rf,sedc,_TfidfVectorizer
0,4.564652919769287,fake,rf,sedc,_TfidfVectorizer
0,5.602874279022217,fake,rf,sedc,_TfidfVectorizer
0,4.532702922821045,fake,rf,sedc,_TfidfVectorizer
0,3.704181432723999,fake,rf,sedc,_TfidfVectorizer
0,4.290624141693115,fake,rf,sedc,_TfidfVectorizer
0,4.576893329620361,fake,rf,sedc,_TfidfVectorizer
0,5.121805191040039,fake,rf,sedc,_TfidfVectorizer
0,4.503825664520264,fake,rf,sedc,_TfidfVectorizer
0,4.70025634765625,fake,rf,sedc,_TfidfVectorizer
0,2.40484619140625,fake,rf,sedc,_TfidfVectorizer
0,4.2129316329956055,fake,rf,sedc,_TfidfVectorizer
0,4.799940586090088,fake,rf,sedc,_TfidfVectorizer
0,4.472578525543213,fake,rf,sedc,_TfidfVectorizer
0,3.25455904006958,fake,rf,sedc,_TfidfVectorizer
0,4.856428146362305,fake,rf,sedc,_TfidfVectorizer
0,4.049713611602783,fake,dnn,sedc,
0,3.731602430343628,fake,dnn,sedc,
0,4.355228424072266,fake,dnn,sedc,
0,4.433838367462158,fake,dnn,sedc,
0,4.490556240081787,fake,dnn,sedc,
0,3.8997156620025635,fake,dnn,sedc,
0,3.5768003463745117,fake,dnn,sedc,
0,4.752777576446533,fake,dnn,sedc,
0,5.210917949676514,fake,dnn,sedc,
0,2.693450927734375,fake,dnn,sedc,
0,4.289101600646973,fake,dnn,sedc,
0,3.9237711429595947,fake,dnn,sedc,
0,1.8585361242294312,fake,dnn,sedc,
0,4.641247749328613,fake,dnn,sedc,
0,2.78878116607666,fake,dnn,sedc,
0,3.960024356842041,fake,dnn,sedc,
0,5.076685905456543,fake,dnn,sedc,
0,5.312350273132324,fake,dnn,sedc,
0,2.466453790664673,fake,dnn,sedc,
0,5.040524482727051,fake,dnn,sedc,
0,5.011379718780518,fake,dnn,sedc,
0,1.8112094402313232,fake,dnn,sedc,
0,2.9824557304382324,fake,dnn,sedc,
0,2.960735559463501,fake,dnn,sedc,
0,4.075921058654785,fake,dnn,sedc,
0,4.083438873291016,fake,dnn,sedc,
0,2.558985471725464,fake,dnn,sedc,
0,2.731067180633545,fake,dnn,sedc,
0,4.841113090515137,fake,dnn,sedc,
0,3.2839770317077637,fake,dnn,sedc,
0,2.672898530960083,fake,dnn,sedc,
0,2.9844253063201904,fake,dnn,sedc,
0,4.510261535644531,fake,dnn,sedc,
0,4.774466037750244,fake,dnn,sedc,
0,3.2490639686584473,fake,dnn,sedc,
0,4.196369647979736,fake,dnn,sedc,
0,4.290698528289795,fake,dnn,sedc,
0,3.8659145832061768,fake,dnn,sedc,
0,4.298060894012451,fake,dnn,sedc,
0,4.836948394775391,fake,dnn,sedc,
0,4.502143383026123,fake,dnn,sedc,
0,2.5112009048461914,fake,dnn,sedc,
0,5.513527870178223,fake,dnn,sedc,
0,1.985629916191101,fake,dnn,sedc,
0,4.212838649749756,fake,dnn,sedc,
0,3.589210033416748,fake,dnn,sedc,
0,4.2222466468811035,fake,dnn,sedc,
0,4.54887580871582,fake,dnn,sedc,
0,4.110118389129639,fake,dnn,sedc,
0,4.829740047454834,fake,dnn,sedc,
0,3.154627799987793,fake,dnn,sedc,
0,4.861921787261963,fake,dnn,sedc,
0,3.871500015258789,fake,dnn,sedc,
0,4.3397321701049805,fake,dnn,sedc,
0,4.626396656036377,fake,dnn,sedc,
0,3.290844202041626,fake,dnn,sedc,
0,4.306635856628418,fake,dnn,sedc,
0,2.9502365589141846,fake,dnn,sedc,
0,2.1795217990875244,fake,dnn,sedc,
0,1.4940732717514038,fake,dnn,sedc,
0,5.27747106552124,fake,dnn,sedc,
0,3.3903238773345947,fake,dnn,sedc,
0,4.804159164428711,fake,dnn,sedc,
0,4.301119804382324,fake,dnn,sedc,
0,4.677676677703857,fake,dnn,sedc,
0,4.263152122497559,fake,dnn,sedc,
0,4.185420513153076,fake,dnn,sedc,
0,4.022585391998291,fake,dnn,sedc,
0,4.83660888671875,fake,dnn,sedc,
0,2.8489229679107666,fake,dnn,sedc,
0,2.820618152618408,fake,dnn,sedc,
0,3.7776906490325928,fake,dnn,sedc,
0,2.6302027702331543,fake,dnn,sedc,
0,4.571502208709717,fake,dnn,sedc,
0,4.745803356170654,fake,dnn,sedc,
0,4.433689117431641,fake,dnn,sedc,
0,3.390672445297241,fake,dnn,sedc,
0,4.447278022766113,fake,dnn,sedc,
0,2.870917558670044,fake,dnn,sedc,
0,2.8272058963775635,fake,dnn,sedc,
0,4.14586877822876,fake,dnn,sedc,
0,5.862479209899902,fake,dnn,sedc,
0,3.0137202739715576,fake,dnn,sedc,
0,5.021941184997559,fake,dnn,sedc,
0,2.1894712448120117,fake,dnn,sedc,
0,4.650418281555176,fake,dnn,sedc,
0,2.9639763832092285,fake,dnn,sedc,
0,2.3283612728118896,fake,dnn,sedc,
0,5.136650562286377,fake,dnn,sedc,
0,4.365485668182373,fake,dnn,sedc,
0,4.409255027770996,fake,dnn,sedc,
0,5.845639705657959,fake,dnn,sedc,
0,3.6245899200439453,fake,dnn,sedc,
0,2.177098035812378,fake,dnn,sedc,
0,1.8474788665771484,fake,dnn,sedc,
0,4.682795524597168,fake,dnn,sedc,
0,3.103835344314575,fake,dnn,sedc,
0,4.805442810058594,fake,dnn,sedc,
0,4.373571395874023,fake,dnn,sedc,
0,4.717392444610596,fake,dnn,sedc,
0,4.040543079376221,fake,dnn,sedc,_TfidfVectorizer
0,4.851108551025391,fake,dnn,sedc,_TfidfVectorizer
0,4.622603893280029,fake,dnn,sedc,_TfidfVectorizer
0,3.6803581714630127,fake,dnn,sedc,_TfidfVectorizer
0,4.430388450622559,fake,dnn,sedc,_TfidfVectorizer
0,4.551555156707764,fake,dnn,sedc,_TfidfVectorizer
0,4.726293563842773,fake,dnn,sedc,_TfidfVectorizer
0,4.697999000549316,fake,dnn,sedc,_TfidfVectorizer
0,5.084761142730713,fake,dnn,sedc,_TfidfVectorizer
0,4.833207607269287,fake,dnn,sedc,_TfidfVectorizer
0,4.685359954833984,fake,dnn,sedc,_TfidfVectorizer
0,3.5177574157714844,fake,dnn,sedc,_TfidfVectorizer
0,2.6282501220703125,fake,dnn,sedc,_TfidfVectorizer
0,4.309725284576416,fake,dnn,sedc,_TfidfVectorizer
0,1.9602994918823242,fake,dnn,sedc,_TfidfVectorizer
0,3.960024356842041,fake,dnn,sedc,_TfidfVectorizer
0,5.183203220367432,fake,dnn,sedc,_TfidfVectorizer
0,5.1135711669921875,fake,dnn,sedc,_TfidfVectorizer
0,2.198565721511841,fake,dnn,sedc,_TfidfVectorizer
0,4.682527542114258,fake,dnn,sedc,_TfidfVectorizer
0,5.083816051483154,fake,dnn,sedc,_TfidfVectorizer
0,2.0261566638946533,fake,dnn,sedc,_TfidfVectorizer
0,2.749418258666992,fake,dnn,sedc,_TfidfVectorizer
0,3.7491354942321777,fake,dnn,sedc,_TfidfVectorizer
0,4.633071422576904,fake,dnn,sedc,_TfidfVectorizer
0,3.871938467025757,fake,dnn,sedc,_TfidfVectorizer
0,2.313345432281494,fake,dnn,sedc,_TfidfVectorizer
0,3.041414260864258,fake,dnn,sedc,_TfidfVectorizer
0,4.753482818603516,fake,dnn,sedc,_TfidfVectorizer
0,2.668013095855713,fake,dnn,sedc,_TfidfVectorizer
0,3.934467077255249,fake,dnn,sedc,_TfidfVectorizer
0,4.6722493171691895,fake,dnn,sedc,_TfidfVectorizer
0,3.6155002117156982,fake,dnn,sedc,_TfidfVectorizer
0,4.66682767868042,fake,dnn,sedc,_TfidfVectorizer
0,2.4518818855285645,fake,dnn,sedc,_TfidfVectorizer
0,4.284356117248535,fake,dnn,sedc,_TfidfVectorizer
0,3.2993509769439697,fake,dnn,sedc,_TfidfVectorizer
0,4.069161415100098,fake,dnn,sedc,_TfidfVectorizer
0,4.612486362457275,fake,dnn,sedc,_TfidfVectorizer
0,4.48966121673584,fake,dnn,sedc,_TfidfVectorizer
0,4.502143383026123,fake,dnn,sedc,_TfidfVectorizer
0,2.8301148414611816,fake,dnn,sedc,_TfidfVectorizer
0,3.9879493713378906,fake,dnn,sedc,_TfidfVectorizer
0,2.7325286865234375,fake,dnn,sedc,_TfidfVectorizer
0,4.354818344116211,fake,dnn,sedc,_TfidfVectorizer
0,4.357977390289307,fake,dnn,sedc,_TfidfVectorizer
0,4.268815040588379,fake,dnn,sedc,_TfidfVectorizer
0,4.576197147369385,fake,dnn,sedc,_TfidfVectorizer
0,3.902535915374756,fake,dnn,sedc,_TfidfVectorizer
0,3.7340285778045654,fake,dnn,sedc,_TfidfVectorizer
0,3.1105797290802,fake,dnn,sedc,_TfidfVectorizer
0,4.201190948486328,fake,dnn,sedc,_TfidfVectorizer
0,4.144667148590088,fake,dnn,sedc,_TfidfVectorizer
0,4.3397321701049805,fake,dnn,sedc,_TfidfVectorizer
0,3.795853614807129,fake,dnn,sedc,_TfidfVectorizer
0,4.524712562561035,fake,dnn,sedc,_TfidfVectorizer
0,4.595587253570557,fake,dnn,sedc,_TfidfVectorizer
0,2.65077805519104,fake,dnn,sedc,_TfidfVectorizer
0,2.688058853149414,fake,dnn,sedc,_TfidfVectorizer
0,4.621074676513672,fake,dnn,sedc,_TfidfVectorizer
0,1.8163763284683228,fake,dnn,sedc,_TfidfVectorizer
0,5.290019512176514,fake,dnn,sedc,_TfidfVectorizer
0,4.5014967918396,fake,dnn,sedc,_TfidfVectorizer
0,5.173462390899658,fake,dnn,sedc,_TfidfVectorizer
0,4.613788604736328,fake,dnn,sedc,_TfidfVectorizer
0,3.337656259536743,fake,dnn,sedc,_TfidfVectorizer
0,4.269626617431641,fake,dnn,sedc,_TfidfVectorizer
0,4.0338850021362305,fake,dnn,sedc,_TfidfVectorizer
0,4.413166046142578,fake,dnn,sedc,_TfidfVectorizer
0,4.341962814331055,fake,dnn,sedc,_TfidfVectorizer
0,4.091135501861572,fake,dnn,sedc,_TfidfVectorizer
0,3.9213759899139404,fake,dnn,sedc,_TfidfVectorizer
0,4.301702976226807,fake,dnn,sedc,_TfidfVectorizer
0,4.755274295806885,fake,dnn,sedc,_TfidfVectorizer
0,2.579237222671509,fake,dnn,sedc,_TfidfVectorizer
0,4.528110504150391,fake,dnn,sedc,_TfidfVectorizer
0,3.6055123805999756,fake,dnn,sedc,_TfidfVectorizer
0,4.239594459533691,fake,dnn,sedc,_TfidfVectorizer
0,2.5963354110717773,fake,dnn,sedc,_TfidfVectorizer
0,4.007367134094238,fake,dnn,sedc,_TfidfVectorizer
0,4.395049095153809,fake,dnn,sedc,_TfidfVectorizer
0,3.4149532318115234,fake,dnn,sedc,_TfidfVectorizer
0,3.7318243980407715,fake,dnn,sedc,_TfidfVectorizer
0,5.296923637390137,fake,dnn,sedc,_TfidfVectorizer
0,1.7796262502670288,fake,dnn,sedc,_TfidfVectorizer
0,4.543546199798584,fake,dnn,sedc,_TfidfVectorizer
0,3.000455379486084,fake,dnn,sedc,_TfidfVectorizer
0,3.9618544578552246,fake,dnn,sedc,_TfidfVectorizer
0,5.062977313995361,fake,dnn,sedc,_TfidfVectorizer
0,4.440507888793945,fake,dnn,sedc,_TfidfVectorizer
0,3.5238406658172607,fake,dnn,sedc,_TfidfVectorizer
0,5.632752418518066,fake,dnn,sedc,_TfidfVectorizer
0,3.11315655708313,fake,dnn,sedc,_TfidfVectorizer
0,3.1604747772216797,fake,dnn,sedc,_TfidfVectorizer
0,3.818382740020752,fake,dnn,sedc,_TfidfVectorizer
0,3.610991954803467,fake,dnn,sedc,_TfidfVectorizer
0,1.6941447257995605,fake,dnn,sedc,_TfidfVectorizer
0,3.799168825149536,fake,dnn,sedc,_TfidfVectorizer
0,5.478471279144287,fake,dnn,sedc,_TfidfVectorizer
0,3.924997568130493,fake,dnn,sedc,_TfidfVectorizer
0,3.0087954998016357,fake,dnn_64,sedc,
0,4.379832744598389,fake,dnn_64,sedc,
0,4.4912800788879395,fake,dnn_64,sedc,
0,4.6750617027282715,fake,dnn_64,sedc,
0,5.4493913650512695,fake,dnn_64,sedc,
0,3.8997156620025635,fake,dnn_64,sedc,
0,4.1081929206848145,fake,dnn_64,sedc,
0,4.086770534515381,fake,dnn_64,sedc,
0,4.181752681732178,fake,dnn_64,sedc,
0,3.1058037281036377,fake,dnn_64,sedc,
0,4.672390937805176,fake,dnn_64,sedc,
0,4.054232120513916,fake,dnn_64,sedc,
0,2.4863836765289307,fake,dnn_64,sedc,
0,4.361608505249023,fake,dnn_64,sedc,
0,2.6835849285125732,fake,dnn_64,sedc,
0,3.960024356842041,fake,dnn_64,sedc,
0,5.269418716430664,fake,dnn_64,sedc,
0,5.184460163116455,fake,dnn_64,sedc,
0,2.484179973602295,fake,dnn_64,sedc,
0,4.433910369873047,fake,dnn_64,sedc,
0,5.156400203704834,fake,dnn_64,sedc,
0,2.0099246501922607,fake,dnn_64,sedc,
0,2.749418258666992,fake,dnn_64,sedc,
0,2.6416540145874023,fake,dnn_64,sedc,
0,4.212174415588379,fake,dnn_64,sedc,
0,4.6830973625183105,fake,dnn_64,sedc,
0,2.9187018871307373,fake,dnn_64,sedc,
0,2.9182348251342773,fake,dnn_64,sedc,
0,4.2983598709106445,fake,dnn_64,sedc,
0,3.3192152976989746,fake,dnn_64,sedc,
0,2.7491233348846436,fake,dnn_64,sedc,
0,4.277698516845703,fake,dnn_64,sedc,
0,4.942845344543457,fake,dnn_64,sedc,
0,4.264688491821289,fake,dnn_64,sedc,
0,2.8640732765197754,fake,dnn_64,sedc,
0,4.491062641143799,fake,dnn_64,sedc,
0,4.4826860427856445,fake,dnn_64,sedc,
0,4.366873741149902,fake,dnn_64,sedc,
0,4.249639987945557,fake,dnn_64,sedc,
0,4.819686412811279,fake,dnn_64,sedc,
0,4.892500400543213,fake,dnn_64,sedc,
0,1.8572083711624146,fake,dnn_64,sedc,
0,5.081739902496338,fake,dnn_64,sedc,
0,1.8408373594284058,fake,dnn_64,sedc,
0,4.493994235992432,fake,dnn_64,sedc,
0,3.98252010345459,fake,dnn_64,sedc,
0,4.165225505828857,fake,dnn_64,sedc,
0,4.79032039642334,fake,dnn_64,sedc,
0,4.842328071594238,fake,dnn_64,sedc,
0,4.866418361663818,fake,dnn_64,sedc,
0,2.819751501083374,fake,dnn_64,sedc,
0,5.349298477172852,fake,dnn_64,sedc,
0,3.871500015258789,fake,dnn_64,sedc,
0,3.9126968383789062,fake,dnn_64,sedc,
0,4.234720230102539,fake,dnn_64,sedc,
0,3.878979206085205,fake,dnn_64,sedc,
0,4.150985240936279,fake,dnn_64,sedc,
0,3.1944026947021484,fake,dnn_64,sedc,
0,2.605808973312378,fake,dnn_64,sedc,
0,1.8658865690231323,fake,dnn_64,sedc,
0,5.376636981964111,fake,dnn_64,sedc,
0,3.9452617168426514,fake,dnn_64,sedc,
0,5.011157512664795,fake,dnn_64,sedc,
0,4.5989227294921875,fake,dnn_64,sedc,
0,4.453073978424072,fake,dnn_64,sedc,
0,4.271815776824951,fake,dnn_64,sedc,
0,4.330528259277344,fake,dnn_64,sedc,
0,4.60290002822876,fake,dnn_64,sedc,
0,4.345664978027344,fake,dnn_64,sedc,
0,3.139465808868408,fake,dnn_64,sedc,
0,2.953472852706909,fake,dnn_64,sedc,
0,3.641883611679077,fake,dnn_64,sedc,
0,2.5770866870880127,fake,dnn_64,sedc,
0,4.5376081466674805,fake,dnn_64,sedc,
0,5.153911113739014,fake,dnn_64,sedc,
0,4.577715873718262,fake,dnn_64,sedc,
0,4.447048187255859,fake,dnn_64,sedc,
0,4.209874153137207,fake,dnn_64,sedc,
0,2.6686971187591553,fake,dnn_64,sedc,
0,2.8272058963775635,fake,dnn_64,sedc,
0,4.567228317260742,fake,dnn_64,sedc,
0,5.576533794403076,fake,dnn_64,sedc,
0,3.760983467102051,fake,dnn_64,sedc,
0,5.132596015930176,fake,dnn_64,sedc,
0,1.5073403120040894,fake,dnn_64,sedc,
0,5.057857036590576,fake,dnn_64,sedc,
0,2.655857563018799,fake,dnn_64,sedc,
0,2.1957380771636963,fake,dnn_64,sedc,
0,3.8408100605010986,fake,dnn_64,sedc,
0,4.694474697113037,fake,dnn_64,sedc,
0,4.636404514312744,fake,dnn_64,sedc,
0,5.027573108673096,fake,dnn_64,sedc,
0,4.131892204284668,fake,dnn_64,sedc,
0,2.792114019393921,fake,dnn_64,sedc,
0,2.529576539993286,fake,dnn_64,sedc,
0,4.248282432556152,fake,dnn_64,sedc,
0,3.248814821243286,fake,dnn_64,sedc,
0,4.0165910720825195,fake,dnn_64,sedc,
0,4.564652919769287,fake,dnn_64,sedc,
0,4.893580913543701,fake,dnn_64,sedc,
0,3.5190012454986572,fake,dnn_128,sedc,
0,3.731602430343628,fake,dnn_128,sedc,
0,4.7458624839782715,fake,dnn_128,sedc,
0,4.784819602966309,fake,dnn_128,sedc,
0,5.267908096313477,fake,dnn_128,sedc,
0,3.9342846870422363,fake,dnn_128,sedc,
0,4.466216564178467,fake,dnn_128,sedc,
0,4.385982513427734,fake,dnn_128,sedc,
0,4.437142372131348,fake,dnn_128,sedc,
0,3.6914596557617188,fake,dnn_128,sedc,
0,4.204685211181641,fake,dnn_128,sedc,
0,3.9679901599884033,fake,dnn_128,sedc,
0,1.8480528593063354,fake,dnn_128,sedc,
0,4.616855621337891,fake,dnn_128,sedc,
0,2.78878116607666,fake,dnn_128,sedc,
0,3.960024356842041,fake,dnn_128,sedc,
0,5.534256458282471,fake,dnn_128,sedc,
0,5.627182960510254,fake,dnn_128,sedc,
0,2.5734848976135254,fake,dnn_128,sedc,
0,3.9009499549865723,fake,dnn_128,sedc,
0,5.233273983001709,fake,dnn_128,sedc,
0,2.0518088340759277,fake,dnn_128,sedc,
0,2.917208671569824,fake,dnn_128,sedc,
0,2.18129563331604,fake,dnn_128,sedc,
0,4.336076259613037,fake,dnn_128,sedc,
0,4.387638092041016,fake,dnn_128,sedc,
0,2.4488489627838135,fake,dnn_128,sedc,
0,2.443220615386963,fake,dnn_128,sedc,
0,4.555690765380859,fake,dnn_128,sedc,
0,3.0549421310424805,fake,dnn_128,sedc,
0,3.2364180088043213,fake,dnn_128,sedc,
0,5.007488250732422,fake,dnn_128,sedc,
0,4.8650126457214355,fake,dnn_128,sedc,
0,4.784435749053955,fake,dnn_128,sedc,
0,3.482539653778076,fake,dnn_128,sedc,
0,4.424962043762207,fake,dnn_128,sedc,
0,4.8160810470581055,fake,dnn_128,sedc,
0,3.6895129680633545,fake,dnn_128,sedc,
0,4.298060894012451,fake,dnn_128,sedc,
0,4.744436740875244,fake,dnn_128,sedc,
0,4.6391777992248535,fake,dnn_128,sedc,
0,2.158155679702759,fake,dnn_128,sedc,
0,5.350002288818359,fake,dnn_128,sedc,
0,1.8668444156646729,fake,dnn_128,sedc,
0,3.6521761417388916,fake,dnn_128,sedc,
0,3.98252010345459,fake,dnn_128,sedc,
0,4.621958255767822,fake,dnn_128,sedc,
0,4.597513675689697,fake,dnn_128,sedc,
0,4.319067001342773,fake,dnn_128,sedc,
0,4.880484104156494,fake,dnn_128,sedc,
0,4.178433895111084,fake,dnn_128,sedc,
0,4.997862339019775,fake,dnn_128,sedc,
0,3.871500015258789,fake,dnn_128,sedc,
0,3.510097026824951,fake,dnn_128,sedc,
0,5.281809329986572,fake,dnn_128,sedc,
0,3.5775816440582275,fake,dnn_128,sedc,
0,4.792870044708252,fake,dnn_128,sedc,
0,3.3634755611419678,fake,dnn_128,sedc,
0,3.0150303840637207,fake,dnn_128,sedc,
0,1.8658865690231323,fake,dnn_128,sedc,
0,5.038040637969971,fake,dnn_128,sedc,
0,3.237872838973999,fake,dnn_128,sedc,
0,4.478168964385986,fake,dnn_128,sedc,
0,4.464620590209961,fake,dnn_128,sedc,
0,3.8880295753479004,fake,dnn_128,sedc,
0,4.1158623695373535,fake,dnn_128,sedc,
0,3.8450000286102295,fake,dnn_128,sedc,
0,4.549798965454102,fake,dnn_128,sedc,
0,4.83660888671875,fake,dnn_128,sedc,
0,2.0732007026672363,fake,dnn_128,sedc,
0,2.6581926345825195,fake,dnn_128,sedc,
0,4.755274295806885,fake,dnn_128,sedc,
0,2.9587197303771973,fake,dnn_128,sedc,
0,4.683526992797852,fake,dnn_128,sedc,
0,5.3104400634765625,fake,dnn_128,sedc,
0,4.051275253295898,fake,dnn_128,sedc,
0,4.191899299621582,fake,dnn_128,sedc,
0,4.596289157867432,fake,dnn_128,sedc,
0,2.705104351043701,fake,dnn_128,sedc,
0,2.8817965984344482,fake,dnn_128,sedc,
0,4.7890424728393555,fake,dnn_128,sedc,
0,5.2567138671875,fake,dnn_128,sedc,
0,3.151982307434082,fake,dnn_128,sedc,
0,5.082046985626221,fake,dnn_128,sedc,
0,1.7858320474624634,fake,dnn_128,sedc,
0,5.430497169494629,fake,dnn_128,sedc,
0,2.908818006515503,fake,dnn_128,sedc,
0,2.095799684524536,fake,dnn_128,sedc,
0,4.964895725250244,fake,dnn_128,sedc,
0,4.205773830413818,fake,dnn_128,sedc,
0,3.947732448577881,fake,dnn_128,sedc,
0,5.735565185546875,fake,dnn_128,sedc,
0,3.544241189956665,fake,dnn_128,sedc,
0,2.304028034210205,fake,dnn_128,sedc,
0,2.407600164413452,fake,dnn_128,sedc,
0,4.847984313964844,fake,dnn_128,sedc,
0,2.6318328380584717,fake,dnn_128,sedc,
0,4.945148468017578,fake,dnn_128,sedc,
0,5.14590311050415,fake,dnn_128,sedc,
0,5.135606288909912,fake,dnn_128,sedc,
0,3.6648964881896973,fake,dnn_256,sedc,
0,4.2067646980285645,fake,dnn_256,sedc,
0,4.628401279449463,fake,dnn_256,sedc,
0,4.464419841766357,fake,dnn_256,sedc,
0,5.117385387420654,fake,dnn_256,sedc,
0,3.292884588241577,fake,dnn_256,sedc,
0,4.466216564178467,fake,dnn_256,sedc,
0,4.853894233703613,fake,dnn_256,sedc,
0,4.47517204284668,fake,dnn_256,sedc,
0,3.0359132289886475,fake,dnn_256,sedc,
0,4.240569591522217,fake,dnn_256,sedc,
0,3.665602445602417,fake,dnn_256,sedc,
0,2.2232959270477295,fake,dnn_256,sedc,
0,4.648664951324463,fake,dnn_256,sedc,
0,2.426361560821533,fake,dnn_256,sedc,
0,3.960024356842041,fake,dnn_256,sedc,
0,4.583577632904053,fake,dnn_256,sedc,
0,5.534084320068359,fake,dnn_256,sedc,
0,2.459805488586426,fake,dnn_256,sedc,
0,4.022402763366699,fake,dnn_256,sedc,
0,4.942371368408203,fake,dnn_256,sedc,
0,1.7804443836212158,fake,dnn_256,sedc,
0,2.9322075843811035,fake,dnn_256,sedc,
0,2.18129563331604,fake,dnn_256,sedc,
0,4.633071422576904,fake,dnn_256,sedc,
0,4.38416051864624,fake,dnn_256,sedc,
0,2.7788548469543457,fake,dnn_256,sedc,
0,2.4728360176086426,fake,dnn_256,sedc,
0,4.467051982879639,fake,dnn_256,sedc,
0,3.7981340885162354,fake,dnn_256,sedc,
0,3.074873447418213,fake,dnn_256,sedc,
0,3.69061279296875,fake,dnn_256,sedc,
0,4.655119895935059,fake,dnn_256,sedc,
0,4.891682147979736,fake,dnn_256,sedc,
0,3.244539976119995,fake,dnn_256,sedc,
0,4.321386814117432,fake,dnn_256,sedc,
0,4.4826860427856445,fake,dnn_256,sedc,
0,4.233590126037598,fake,dnn_256,sedc,
0,4.53818416595459,fake,dnn_256,sedc,
0,4.634140968322754,fake,dnn_256,sedc,
