,label,message
2262,1,Concert for Trump Misses an Opportunity - The New York Times
2263,0,Seth Meyers Gives Donald Trump Some Valuable Marketing Advice
2264,1,The War on UNESCO
2265,1,Hillary’s #1 aide Huma Abedin: Undeniable ties to terrorists & 9/11 funders
2266,1,"Report & Wikileaks Reveal How Facebook, Clinton Loyalists Control Your Newsfeed"
2267,0,Two Women Who Broadcast Islamophobic Mosque Visit With Children Are Indicted
2268,1,"As Calais ""Jungle"" Burns, Refugees Try To Storm Their Way Back In"
2269,1,"In a Late-Night Move, Russia Arrests a Top Economic Official in a Bribery Case - The New York Times"
2270,0,"David Clarke Makes A Tacky, Homophobic Joke About Joe Biden"
2271,1,India to install modern avionics in Mi-17V5 helicopters
2272,1,"Howard Hodgkin, Whose Paintings Were Coded With Emotion, Dies at 84 - The New York Times"
2273,0,Scene From New Documentary Shows MLK's Struggle To Fight Racism Outside The South
2274,1,The Destruction of Reason in West
2275,0,Rabid Anti-Muslim Ex-FBI Agent Is Training Texas Police
2276,0,At Least A Dozen States Plan To Sue Over New Census Citizenship Question
2277,0,Coffee Shop Refuses To Serve Man After Racist Rant Against Woman In Niqab
2278,1,Cardinal Vincent Nichols says: “Britons could learn a lot from the ‘vibrant’ faith of Muslim migrants”
2279,1,Obama Jump Filed Me Regarding Illegal Pardons
2280,1,"More beer, less vodka as Russians mull ongoing crisis"
2281,1,"Dwayne Johnson, a.k.a. the Rock, Is People’s Sexiest Man Alive - The New York Times"
2282,1,Melania and Ivanka Trump Forego Headscarves in Saudi Arabia - Breitbart
2283,1,FAKE NEWS: Media Attempts to Malign Melania and Her Marriage on Trip Abroad - Breitbart
2284,0,Tumblr Deletes 84 Accounts 'Linked To Russian Government'
2285,0,"A Year After Comey's Firing, Scope Of Mueller Probe Expands to Lawyer's Shell Company"
2286,1,Watch: Canadian Crowd Joins Together to Sing U.S. National Anthem After Singer’s Mic Fails - Breitbart
2287,0,U.S. Agencies Fueled A National Increase In Anti-Muslim Incidents: Report
2288,0,New Han Solo Trailer Features A Twist On A Classic 'Star Wars' Line
2289,0,Accused Casino Robber Tried To Disguise Himself With Blackface
2290,0,Trump Rallies Conservatives With Promise Of More Abortion Curbs
2291,1,"Take Sex Breaks on Work Time, Suggests Swedish Councillor"
2292,1,"In Mick Mulvaney, Trump Finds Anti-Establishment Leader for Budget Office - The New York Times"
2293,1,Hillary Indicted-Paul Ryan to be President-Here’s How
2294,0,Cosby Accuser Lili Bernard Leaves Courtroom In Tears After He's Found Guilty
2295,0,"White House Stands By Trump's Voter Fraud Claim, But Offers No Evidence"
2296,1,"How to vote No to Nuclear Weapons, by Manlio Dinucci"
2297,1,"Disappearing Seagrass Protects Against Pathogens, Even Climate Change, Scientists Find - The New York Times"
2298,0,Child Sexual Predator Roman Polanski Calls Me Too Movement 'Total Hypocrisy'
2299,0,Congress Races Against Time To Avoid Yet Another Shutdown
2300,1,U.S. Transition Puts Israeli Focus Back on Palestinians - The New York Times
2301,0,Jimmy Kimmel May Have Just Pulled Off His Greatest Prank Ever
2302,0,Waste Company Says It Found Possible Ancient Pope Relic In The Garbage
2303,0,KO'd Martial Artist Is Epitome Of Show-Must-Go-On In 'Got Talent'
2304,1,ICE Fights Back Against Fake News on Criminal Alien Arrests
2305,1,GAY TRUMP SUPPORTERS getting death threats from gay people who support a candidate who receives multi-million dollar contributions from countries that execute gays
2306,0,Ex-Playboy Model Who Claims Affair With Trump Says He Made Her Cry
2307,0,Senators Rebuke EPA Plan To Let Kids Handle Pesticides Again
2308,1,Hurricane Season Is Heating Up. So Is the Planet. Coincidence? - The New York Times
2309,1,Hillary Clinton’s $20 Million “Obama Bribe” To Become US Secretary Of State Leaked By FBI
2310,0,A Mostly Non-Christian Militia Won 2 Of Iraqi Christians' Parliamentary Seats. Now Christians Want Trump To Intervene.
2311,0,RNC Offers Island Of Pro-Trump Optimism In Stormy-Mueller-Cohen Sea
2312,1,Trump’s Executive Order on Immigration: What We Know and What We Don’t - The New York Times
2313,0,"This CEO Took A Pay Cut To Give Employees $70,000 A Year. Now He’s Battling Amazon."
2314,1,US impunity erodes world justice
2315,1,Weekly Featured Profile – Randy Shannon
2316,1,"Family of Marie Colvin, Slain U.S. Journalist, Sues Syria - The New York Times"
2317,0,This Michael B. Jordan Story Shows How DM-ing A Celebrity Can Pay Off
2318,1,Universe is a hologram/virtual reality - But why? Could it be this?
2319,1,“Obama Set Up the Next President For a Major Recession”… And A Giant Crash Is Coming
2320,0,California Cops Fatally Shoot Unarmed Black Man Stephon Clark In His Own Backyard
2321,1,Polar Bear Fed With Firecracker. This Video Is Nothing But Heartbreaking
2322,1,A Eureka Moment for Two Times Reporters: North Korea’s Missile Launches Were Failing Too Often - The New York Times
2323,1,Trump-Hating Reporter Nearly Catatonic on Air After O’Reilly Proves She’s a Fraud
2324,1,ESPN Features Spike Lee’s Pro-Kaepernick Rant on Front Page - Breitbart
2325,0,Cynthia Nixon Vows To Keep Fighting After (Predictably) Losing Party Endorsement
2326,1,"Quicklink: ""The Meaning of Bob Dylan's Silence"" | OpEdNews"
2327,1,Maher: Russia Might Not Re-Elect Trump If He ’Does the Wrong Thing’ in Syria - Breitbart
2328,1,Tokyo could ban US troops from stationing on disputed isles
2329,1,Leslie Jones on MILO Book Deal: Simon &amp Schuster Helping Spread Hate - Breitbart
2330,0,Game-Changing 'Westworld' Brain Capsule Reveal Is Only The Beginning
2331,0,Melania Trump Pulls Off Perfect State Dinner With KFC In 'Jimmy Kimmel' Bit
2332,1,"Monkeys Could Talk, but They Don’t Have the Brains for It - The New York Times"
2333,0,Nate Berkus Has Perfect Response To Duggar Family Member's Homophobia
2334,0,Stephen Colbert Hits Rudy Giuliani With A Brutal Fact Check
2335,1,The Worst Takes Of 2016 Election: An Unforgiving Retrospective
2336,1,The Geopolitics of Russia-Egypt Relations
2337,0,How The Deportation Crackdown Is Hurting Immigrant Victims Of Crime
2338,0,Kacey Musgraves Dreams Of A Day When ‘We Have A Gay Country Music Icon’
2339,1,Here’s How Clemson Won the College Football Playoff Championship - The New York Times
2340,1,To anyone relying on the not enough troops to indicate concern defense
2341,1,Westminster Attack Victim Aysha Frade ’Was Picking Up Her Children from School’ when Terrorist Took Her Life - Breitbart
2342,0,"NYT: EPA Officials Reassigned, Demoted For Questioning Scott Pruitt's Spending"
2343,0,Emails Show Interior Expected To Learn Nothing From Public Input On Bears Ears Review
2344,1,Why’d You Do That? Running a Photo of a Killer on the Home Page - The New York Times
2345,0,Here's Your First Look At 'Broadway Bares: Game Night'
2346,0,Mariah Carey Reveals Her Bipolar II Diagnosis In Candid Interview
2347,0,Man Pleads Guilty To Bacon Vandalism Of Tennessee Islamic Center
2348,1,Trump on Syria’s Assad Following Chemical Weapons Attack: ’Something Should Happen’ - Breitbart
2349,1,Damien Hirst Alienated Collectors. Will His New Work Win Them Back? - The New York Times
2350,0,Pink Had A Badass Response To A Troll Who Said She Looked Old
2351,0,Mike Pompeo Nomination Barrels Ahead Despite Growing Democratic Opposition
2352,1,La familia Erdogan y el Emirato Islámico (continuación)
2353,1,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times
2354,0,The Libertarian Political Movement Is Dead
2355,1,Russia Demands Explanation After US Hacks Entire Russian Infrastructure
2356,0,"Helen Hunt Has Been Working This Whole Time, Maybe You Just Didn't Notice"
2357,1,‘Conspiracy Vs. Government’ Is Part of an Elite Wave of Propaganda Justifying Violent Repression
2358,1,Murder Inc. in the White House; Obama’s Drones for Breakfast Club
2359,1,Wells Fargo Needs to Make a Clean Break With the Past - The New York Times
2360,0,Badass Grandpa Uses Fancy Footwork To Trip Armed Suspect Fleeing From Cops
2361,0,Don Lemon Takes Aim At Donald Trump: 'It’s My Obligation' To Call Him Racist
2362,0,United Airlines Temporarily Suspends Cargo Travel For Pets
2363,1,The Left-Wing Way To Unite a Divided Country
2364,0,Idris Elba To Get Even Sexier By Showing Off Comedy Chops In New Netflix Series
2365,1,National Soccer Teams in Britain Fight to Wear Memorial Poppies - The New York Times
2366,1,Bob Dylan Will Receive His Nobel Prize While on Tour in Sweden - The New York Times
2367,0,Strange 'Alien Skeleton' Mystery Finally Solved
2368,0,Truck Dumps Its Enormous Milk Load All Over The Road
2369,0,"2 Texas Men Who Used Grindr To Assault, Rob Gay Men Get Jail Terms"
2370,1,Amnesty Report Accuses Syria of Executing Thousands Since War Began - The New York Times
2371,1,"Specter of Trump Loosens Tongues, if Not Purse Strings, in Silicon Valley - The New York Times"
2372,0,Daniel Craig And Rachel Weisz Expecting First Child Together
2373,0,Sinclair Bookends Critical Ad Running On 4 Stations With Self-Defense
2374,1,Israel Imposes ‘Two Hour Per Week’ Water Supply Limit On Palestinians. Is it a Crime against Humanity?
2375,0,"Jimmy Kimmel Unloads On Sean Hannity: ‘You, Sean, Are The Whole Ass Circus’"
2376,0,John Oliver Reveals The Secret To Figuring Out What’s Going On In Trump’s Mind
2377,0,"Barbara Bush In 'Failing Health,' Won't Seek More Medical Treatment"
2378,1,Jantar Mantar builder Maharaja Jai Singh II reincarnates to beat up Kejriwal for squatting everyday
2379,0,"This Is Where The Word 'Meme' Comes From, And It's Not The Internet"
2380,0,3 Americans Held By North Korea Return To The United States
2381,1,"On Supreme Court Split, Senators Agree: It’s Bad for the Country - The New York Times"
2382,0,Sen. Marco Rubio Tells Students He Does Not Agree With The March For Our Lives
2383,0,Wednesday's Morning Email: Kim Jong Un Visits China
2384,1,"If Britain Favors ‘Brexit,’ Changes Will Come Slowly - The New York Times"
2385,1,Obama Won’t Vote With America at the UN
2386,0,The Farm Bill Could Be A Huge Blow To Animals
2387,0,Right-To-Die Advocate David Goodall Ends Life Listening To 'Ode To Joy'
2388,0,"Shawn Mendes Says He Almost Starred In 'Love, Simon'"
2389,0,Brothers Linked To Assad Gave Thousands To Dennis Kucinich's Ohio Political Machine
2390,1,"The Rise, Then Shame, of Baylor Nation - The New York Times"
2391,0,Dozens Dead After Torrential Rains Cause Dam To Burst In Kenya
2392,1,You Are Being Programmed to Hate
2393,1,“Don’t Bother”
2394,0,Shoppers Boycott Publix Over Store's Donations To NRA-Backed Candidate
2395,1,Poll: Fatherhood is a Man’s Most Important Life Role
2396,0,Are You Ready For An Older Kevin On 'This Is Us'? Justin Hartley Is.
2397,0,New York Attorney General Launches Investigation Into Police Killing Of Black Man
2398,0,The French Government Is Proposing A Bill To Protect Women. Here's What Finally Propelled Them To Do So.
2399,0,Judge Finds A Voter Registration Process In Texas Violates Federal Law
2400,0,"Ellen On Shootings Of Unarmed Black Men: 'As A White Person, I'm Ashamed'"
2401,0,Gun Culture And Wellness Culture Come From The Same Place
2402,0,N. Korea Experts Tear Into Bolton: ‘He’s Never Met A Country He Hasn’t Wanted To Destroy'
2403,0,Here Are The Movies Coming To Netflix This Week
2404,1,"Venezuela Denies Family, Lawyers Access to Leopoldo López as Dissident Remains Missing - Breitbart"
2405,0,Sandy Hook Father To Alex Jones: 'I'm Not Backing Down'
2406,0,George Takei Accuser Walks Back Story Of Drugging And Sexual Assault
2407,0,Donald Glover Tells Ellen About His Full Circle 'Star Wars' Moment With His Son
2408,1,"‘As Blacks, We Were Born as We Are’: Our Top 10 Comments - The New York Times"
2409,1,How to Heal Hemorrhoids Fast
2410,1,"Michael Moore admits no women ever melted the ice caps, bombs American history"
2411,1,Syrian Army crushes terrorist offensive near Damascus (VIDEO)
2412,0,High School Student Organizes First Pride Celebration In Mike Pence’s Hometown
2413,0,Trafficking Victim Cyntoia Brown To Get Clemency Hearing
2414,0,You Can't Unsee Jim Carrey's Naked Trump 'Urine Sample' Artwork
2415,0,"Lynda Carter, The Original 'Wonder Woman,' Finally Gets A Hollywood Walk Of Fame Star"
2416,1,Worry and Disbelief in Yemeni-American Community in Brooklyn - The New York Times
2417,0,Samuel L. Jackson And Judge Judy Have Actually Been Besties For Years
2418,0,"Bolton Arrives At White House, And National Security Staff Start Leaving"
2419,1,"Trinh Thi Ngo, Broadcaster Called ‘Hanoi Hannah’ in Vietnam War, Dies - The New York Times"
2420,0,Why Can't The World's Best Military Win Its Wars?
2421,1,White Supremacy Elected Trump?    :
2422,1,Stop Trump Mixtape: A Protest Song Collection
2423,0,Miley Cyrus Comes In Like A Wrecking Ball To Prank A Sleeping Jimmy Kimmel
2424,0,The Cosby Verdict Won’t Fix A Broken Legal System
2425,1,Ireland Would Take In 2nd Child Refugee But Too Busy Letting Down Its Own Children
2426,1,"Grievances and Grumblings, Long Before Chris Christie’s Fall in Donald Trump’s Circle - The New York Times"
2427,0,Jake Gyllenhaal Set To Star As Villain In 'Spider-Man' Sequel
2428,0,Steve Harvey: Kim Kardashian 'Didn't Know Nothing' On 'Family Feud'
2429,1,1999 Rape Case Swirls Around Nate Parker and His Film ‘The Birth of a Nation’ - The New York Times
2430,0,Masterclass Parody On Dubbing Over Movie Swear Words Is Falcon Great
2431,1,Donald Trump in the White House: Will He Bring Steve Bannon With Him? - The New York Times
2432,1,DEA Official Spills The Beans on The Clinton Foundation
2433,0,Ben Carson Thinks Poor People Should Pay Higher Rent If They Want Government Help
2434,0,Fighter. Liberator. Ungovernable Woman. Mother Of A Nation. And A Wife Too.
2435,0,Bob Marley's Granddaughter Says Cops Racially Profiled Her While Checking Out Of Airbnb
2436,0,"Protesters Demand Justice For Saheed Vassell, Unarmed Black Man Shot By Cops In NYC"
2437,1,Postering Advice for Alt-Right Guerrilla Activists
2438,0,"Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At 83"
2439,1,Un exorcista presentará la nueva temporada de “Hermano Mayor”
2440,0,Samantha Bee Relives Stealing Cars As A 'Delinquent' Teenager
2441,0,"Lena Waithe, Greg Berlanti To Receive Prestigious LGBTQ Honors"
2442,1,"Explosions Hit Borussia Dortmund’s Bus in Germany, Wounding a Player - The New York Times"
2443,0,Weirdest Promposals Of 2018 Include Teen Who Faked His Own Birth
2444,0,Trump Officials Warn Of Arrests As Migrant Caravan Reaches U.S. Border
2445,0,Oops! Denver Post Prints Photo Of Wrong Ballpark In Review Of Coors Field
2446,1,"Why the ‘Ghost Ship’ Was Invisible in Oakland, Until 36 Died - The New York Times"
2447,0,Gay Bunny Book Outsells Pence Family's Bunny Book
2448,1,Bundy Brothers Acquitted For Takeover Of Oregon Wildlife Refuge (DETAILS)
2449,1,E.P.A. Workers Try to Block Pruitt in Show of Defiance - The New York Times
2450,1,"Bridget Nielson and Gigi Young on ETs, Starseeds & Hybrid Children [VIDEO]"
2451,1,Did Trump Make a “Secret Deal NOT To Prosecute Hillary” In Exchange for Her Concession?
2452,0,YouTube’s Neighbors Send Stirring Message Of Support After Shooting
2453,0,Shocking Gun Ad By Georgia Gubernatorial Candidate Brian Kemp Backfires
2454,0,"Linda Brown, Center Of Brown v. Board Of Education, Dies At 76"
2455,0,"Samantha Bee, John Oliver Show Public Support For Onion Inc. Union"
2456,0,Can You Really Protect Your Privacy On Facebook?
2457,0,Kanye West Sets Twitter Alight With Cryptic '2024' Message
2458,1,It’s Right in the Name: Safes Are Safe. Except for Two on New Year’s Eve. - The New York Times
2459,0,Hollywood Doesn't Need 'Difficult' Men To Make Great TV
2460,1,Perú: Migraciones denunciada por violación de derechos humanos
2461,1,Clinton on Wikileaks Emails: “Go ahead. Look at them.”
2462,1,"Since Trump, ICE Arrests of Non-Felon Illegal Aliens Doubled - Breitbart"
2463,1,THE END GAME CLOSES IN ON THE CLINTONS AS THE DEEP STATE TURNS
2464,0,12 Travel Sites That Accept PayPal
2465,0,Interior Department Tells Staff To Shut Up About Mandatory Endangered Species Permits
2466,0,Power Outage Triggers 'Extreme Zombie Activity' Alert In Florida City
2467,0,Sex Trafficking Bills Backed By Dem Presidential Contenders Could Cause More Harm Than Good
2468,1,"Dallas Shootings Were ‘Vicious’ and ‘Despicable,’ Obama Says - The New York Times"
2469,1,Respect Your Cat (Not That It Cares) - The New York Times
2470,1,Why the Left Loves the New Cold War
2471,1,Hillary Clinton and Tim Kaine Debut Ticket in Battleground of Florida - The New York Times
2472,0,'Magnum P.I.' Trailer Has Lots Of Close Shaves And No Big Mustache
2473,0,DNA From Genealogy Sites Helped Investigators Zero In On 'Golden State Killer' Suspect
2474,1,Val Kilmer Credits Christian Science Faith for Helping to Cure His Cancer
2475,0,Here Are The Redacted Copies Of The Comey Memos
2476,0,Jeffrey Toobin: Rudy Giuliani Just Confessed That Stormy Daniels Payment Broke The Law
2477,0,No Charges Will Be Filed Over Prince's Death By Counterfeit Vicodin
2478,0,Rob Delaney Of 'Catastrophe' Honors Late Son On Birthday To Help Other Cancer Victims
2479,0,He Begged ICE To Let Him See His Daughter Graduate. But He's An Easy Target For Removal.
2480,1,"WATCH! Six Communists Arrested After Attacking Trump Supporters, Media Yawns (Video)"
2481,0,Elizabeth Warren Pledges Big Money To ‘Turn Up The Heat On Gerrymandering’
2482,0,"Channing Tatum And Jenna Dewan Tatum Split, And People Are Worried Love Is Dead"
2483,0,Facebook Suspends Political Research Firm Linked To Trump For Violating User Privacy
2484,1,Is D.N.C. Email Hacker a Person or a Russian Front? Experts Aren’t Sure - The New York Times
2485,1,FBI Insider Reveals Agent Revolt Inside the Bureau Made Comey Reopen Clinton Investigation to ‘Save Face’
2486,1,Obama: Obamacare Will Survive Trump - Breitbart
2487,0,R. Kelly Accused Of 'Knowingly And Intentionally' Infecting Woman With STD
2488,0,UK Vlogger Teaches Nazi Salute To Dog. Judge Fines Him For Committing A Hate Crime.
2489,1,Trump Says He Likes Janet Yellen and Supports the Export-Import Bank - Breitbart
2490,0,"A Peek Inside 'Divas Live,' Pop Music's Greatest Worship Service"
2491,0,Supreme Court Justice Sotomayor Continues Duties After Breaking Shoulder
2492,1,"In ‘Divorce,’ Sarah Jessica Parker Wants to Ditch Mr. Medium - The New York Times"
2493,1,"In New York, Bringing Broadband to Everyone by 2018 - The New York Times"
2494,1,Al-Nusra Linked Radical Islamists Raided in Germany and The UK
2495,1,David Letterman: Trump ’Insulting to America’
2496,0,"Kim Kardashian Wished Kanye West A Happy Anniversary And, Fine, It's Pretty Cute"
2497,1,Country Duo Big &amp Rich to Perform at Trump Inauguration Gala
2498,1,Re: DEVELOPING: Mike Pence’s plane skids off ‘wet’ runway at LaGuardia Airport in NYC
2499,0,Shawn Mendes And Khalid Perform With Parkland Survivors At Billboard Music Awards
2500,1,Public Support for the Euro
2501,0,Amy Poehler Is Making A Wine Comedy And We'll Drink To That
2502,0,Anderson Cooper Burns 'Moronic' Michael Cohen Over Russia Cash Claims
2503,1,Supreme Court Rules Priests DO NOT Have to Report Child Abuse
2504,0,Anna Faris Is 'Not Quite Sure' She'd Remarry After Chris Pratt Split
2505,0,Chicago Tribune Newsroom Overwhelmingly Supports Unionization
2506,0,Lawmakers Want Mark Zuckerberg To Explain Misuse Of Facebook Data
2507,0,Federal Ethics Chief Asks EPA To Address 'Concerns' Over Scott Pruitt
2508,1,Nicolle Wallace: ‘We Have Just Elected a Man Who Bullies Female Reporters’ - Breitbart
2509,0,The Big New Idea For Reducing Health Care Costs Is Actually Really Old
2510,0,Jason Aldean On His New Album And What He Learned From Vegas
2511,0,GOP Candidate Connects Boy Scouts Name Change With Caving To Nazism
2512,0,Justice Department Releases Comey Memos To Congress
2513,1,Obamacare Architect LAUGHS About Skyrocketing Premiums [VIDEO]
2514,0,John Oliver Bought An Ad On 'Hannity' To Teach Basic Math To Trump
2515,1,Because STUPID! NARAL created deck of ‘Gender Cards’ for Hillary; guess which card she is
2516,0,Dwayne ‘The Rock’ Johnson Talks Battling Depression After His Mother’s Suicide Attempt
2517,1,Poll Released 36 Years Ago Today Had Reagan Down by 8… He Won in a Landslide
2518,1,Rating: Moody‘s verbessert Ausblick für Russlands Banken
2519,0,Germany Confronts Rising Anti-Semitism After Rap Duo With Holocaust Lyrics Wins Award
2520,0,Mike Pompeo Promises To 'Crush' Iran And Achieve A Better Deal
2521,1,"Is That Real Tuna in Your Sushi? Now, a Way to Track That Fish - The New York Times"
2522,1,What Did Sen. Richard Black Learn In Syria?
2523,1,"Beetle Is Named in Honor of Xi Jinping, but China Aims to Squash the News - The New York Times"
2524,0,"Sara Bareilles, Josh Groban To Co-Host The Tony Awards"
2525,1,"Republican Party, ‘Kong: Skull Island’: Your Friday Evening Briefing - The New York Times"
2526,1,U.S. Demands Return of Drone Seized by Chinese Warship - The New York Times
2527,1,Former U.S. Treasury Secretary Just Warned Trump Could Be Assassinated
2528,0,Here’s Your First Look At Meryl Streep In ‘Big Little Lies’
2529,1,Donald Trump Trademarks 2020 Campaign Slogan: ‘Keep America Great!’
2530,0,Model Turns To Twitter To Be First Trans Woman Of Color To Walk For Victoria's Secret
2531,1,Marijuana Legalization in New England Is Stalled by Opiate Crisis - The New York Times
2532,1,It’s Easy to Be Called ‘Thirsty’ on Social Media. What About on Capitol Hill? - The New York Times
2533,0,Town That Initially Banned Pride Parade Celebrates LGBTQ People In A Very Big Way
2534,0,Coroner Reclassifies A Man's Suspicious Death After HuffPost Investigates
2535,0,U.S. Court Upholds Most Of Texas Law To Punish 'Sanctuary Cities'
2536,1,Jimmy Kimmel Children’s Book for Hillary Clinton – Donald Trump Parody
2537,0,Pennsylvania Becomes Latest State To Fund Urban Gun Violence Prevention
2538,0,Alan Cumming: This Is The 'Last Gasp Of Old White Guys Running Everything'
2539,0,Kelis Says Nas Physically Abused Her During Their Marriage
2540,1,"Vincent Viola, Nominee for Army Secretary, Drops Out - The New York Times"
2541,0,Vegas Golden Knights Retire Jersey No. 58 To Honor Victims Of Last Year's Mass Shooting
2542,1,"Coulter: If Trump Does Not Keep His Promises in 2018, GOP Will Be Wiped Out, Dems Will Impeach - Breitbart"
2543,0,GOP Senator Contradicts Trump On Ronny Jackson Allegations
2544,1,The Three Massive Cover Ups By Clinton That Need To be Stopped NOW !
2545,1,Revelations From the Final Weeks - The New York Times
2546,0,'Lethal Weapon' Fires Clayne Crawford And His Character Gets Shot
2547,0,Tomi Lahren Gets Owned By Genealogist After Her Remarks On Low-Skilled Immigrants
2548,0,Jimmy Kimmel Turns Trump’s Notorious Spelling Struggles Into A New Kids Game
2549,1,The Destruction Of Our Nation And The Ballot Box
2550,1,President Obama’s Interview With Samantha Bee Will Have You Rolling On The Floor Laughing (VIDEO)
2551,1,Breitbart-Bashing ADL Announces Command Center to ‘Combat Hate Online’
2552,0,Trump's ICE Chief Loves His Deportation Force — And Thinks You Should Too
2553,1,Lionel Messi and Argentina Miss Again as Chile Wins Copa América - The New York Times
2554,0,"Tom Cruise Jumps Out Of A Plane At 25,000 Feet For Next 'Mission: Impossible'"
2555,1,DNC ’Russian Hacking’ Conclusion Comes from Google-Linked Firm
2556,0,'Christian Researcher' Has A Head-Spinning New Doomsday Prediction
2557,1,International Criminal Court rejected by Russia and the multi-polar world
2558,0,Parents Of 12-Year-Old Say Son Killed Himself After Being Bullied Over Sexuality
2559,1,7 Reasons the Jeff Sessions Witch Hunt Is Ridiculous - Breitbart
2560,1,Emily Blunt Rides the Unnerving Rails of Addiction in ‘The Girl on the Train’ - The New York Times
2561,0,Pizza Rat Has Returned. Or Has He?
2562,0,Trump Personally Phoned Roseanne Barr About Her Ratings
2563,0,Sara Ramirez's 'Madam Secretary' Character Comes Out As Bisexual
2564,0,Trump Administration Decides To Add A Question About Citizenship To 2020 Census
2565,1,Watch: Hillary Clinton Can’t Stop Coughing During Commencement Speech - Breitbart
2566,1,Mom Fights Back After Son Gets Rejected From Ad Campaign “Because He Has Down’s Syndrome”
2567,0,Democratic Leaders Not Quite Ready For A Jobs Guarantee
2568,1,Oscar-Winner Casey Affleck’s Next Role: Animatronic Bear for PETA
2569,0,Samantha Bee Pays Scathing Tribute To ‘F**king Liar’ Sarah Huckabee Sanders
2570,1,Washington’s meddling in foreign elections
2571,0,"Handing Out Pills, Getting Drunk: New Allegations Surface Against Trump's VA Pick"
2572,0,'RuPaul's Drag Race All Stars 3' Episode 8 Recap: Which Queen Snatched The Crown?
2573,1,NYT Admits Key Al Qaeda Role in Aleppo     :
2574,0,Neil deGrasse Tyson Has A Sobering Reminder For You This Earth Day
2575,0,"I’m A Travel Blogger, And This Little-Known Island Is Truly Heaven On Earth"
2576,0,Arizona Teachers Launch Walkout As The Red-State Revolt Rolls On
2577,0,Rick Scott's Early Gift From Trump Team May Create More Problems Than It's Worth
2578,0,Singer Ryan Amador Says 'Loverboy' Is His 'Second Coming Out'
2579,0,Mike Myers Tells Fun Story About Verne Troyer And Barack Obama On 'Jimmy Kimmel'
2580,1,Hillary Clinton Planning Trump Russian Agent LIE Since April
2581,1,Bernie Sanders Is Expected to Endorse Hillary Clinton Next Week - The New York Times
2582,1,Comment on 16 Tips For Having Sex With Croatian Girls by WATCH: My Summer Vacation In Croatia
2583,0,Trailer For Axed 'Tremors' Reboot With Kevin Bacon Offers Glimpse Of What Could Have Been
2584,0,Robert De Niro To White House Correspondents' Association: 'Strap On Your Balls'
2585,1,Goldman Sachs CEO: Trump’s Executive Order on Immigration ’Not a Policy We Support’
2586,1,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times
2587,1,Bill de Blasio Speaks at Funeral for Man Killed in Racist Attack - The New York Times
2588,1,FDNY rope rescue at Manhattan 6th-alarm
2589,1,North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times
2590,0,Two U.S. Soldiers Killed In Kentucky Helicopter Crash: Army
2591,0,Republicans Say People Would Kick Themselves Off Food Stamps Under Their New Bill
2592,1,US on alert for terror strikes around elections
2593,1,Research Finds That Women As A Group Don’t Pay Taxes
2594,0,Video Shows U.S. Agents Trying To Force Man Who ‘Looks’ Mexican Across Border
2595,0,Twitter Users Have Some Burning Questions To Add To Mueller's List
2596,1,Suspected Bribe Paid to Bill Clinton While Hillary Was Secretary of State
2597,0,Kremlin Says No Preparations Yet For Possible Putin-Trump Summit
2598,1,5 Things We Know for Certain About the Mike Flynn Case - Breitbart
2599,1,Asian Auto-da-fé: Trump and the Pivot
2600,1,Russian Navy Rebuilds its Bases in Crimea
2601,1,Work Harder So Speculators Can Get More
2602,0,Attorney Aaron Schlossberg Insists Anti-Spanish Rant 'Is Not The Person I Am'
2603,0,Armie Hammer Shares His Mug Shot From A 2011 Arrest For Weed
2604,0,Accused Terrorists Were So Extreme They Scared Other Anti-Muslim Bigots
2605,0,Seth Meyers Uses Genius Metaphor To Sum Up Donald Trump's Phone Call To Vladimir Putin
2606,0,Fergie Rides The New York City Subway And It Will Never Be The Same
2607,1,House Democrats Ask Devin Nunes to Recuse Himself From Russia Inquiry - The New York Times
2608,0,Terry Crews: Black Men Aren’t Allowed To Be Victims Until They’re Dead
2609,1,Confessor. Feminist. Adult. What the Hell Happened to Howard Stern? - The New York Times
2610,1,Top 15 Things to Know About the ’WannaCry’ Global Ransomware Hacker Attack
2611,0,Belgian Transgender Ballet Drama Wins Big At Cannes Film Festival
2612,1,"Move Over, Rats. New York Is Planning an Underground Park. - The New York Times"
2613,0,"Tammy Duckworth And Baby Make History, Becoming First On Senate Floor"
2614,1,Yemen Demands UN Designate Iran-Backed Houthis a Terrorist Organization
2615,1,Top US General Pleads With Troops Not To Revolt Over 2016
2616,0,Here's The First Look At 'Crazy Rich Asians' And It's Pure Gold
2617,1,Flynn’s Downfall Sprang From ‘Eroding Level of Trust’ - The New York Times
2618,0,82 Women Take To Cannes Red Carpet To Protest Inequality In Film
2619,1,The 4 Traits That Put Kids at Risk for Addiction - The New York Times
2620,1,(WOW) Watch Trump Turn To a CNN Reporter & Tear Her A New One In This Epic 35 Second Video! * LIBERTY WRITERS NEWS
2621,1,Russia and CIS countries hold large-scale air defense exercises
2622,0,Chris Evans Plays Real-Life Hero With the Best Possible Sidekick: His Rescue Dog
2623,0,"South Korea Working To Formally End The Korean War. Yes, That Korean War."
