,label,message
492,0,S:-)kallis wont play in first two odi:-)
493,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
494,0,IU/m going to try for 2 months ha ha only joking
495,1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
496,0,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
497,0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
498,0,I tot it's my group mate... Lucky i havent reply... Wat time do I_ need to leave... 
499,0,Wrong phone! This phone! I answer this one but assume the other is people i don't well
500,0,Oh yah... We never cancel leh... Haha 
501,1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, aPS3 per pole. UnSub 08718727870."
502,1,Great News! Call FREEFONE 08006344447 to claim your guaranteed aPS1000 CASH or aPS2000 gift. Speak to a live operator NOW!
503,0,We are both fine. Thanks
504,0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
505,0,Uncle Abbey! Happy New Year. Abiola
506,1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
507,1,"WELL DONE! Your 4* Costa Del Sol Holiday or aPS5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostaPS1.50/pm, Max10mins"
508,0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
509,1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
510,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
511,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
512,1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
513,0,You will go to walmart. I.ll stay.
514,0,Try neva mate!!
515,0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
516,0,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
517,0,How much is torch in 9ja.
518,0,S:)s.nervous  &lt;#&gt; :)
519,0,I am not having her number sir
520,1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award
521,0,No current and food here. I am alone also
522,0,Yup...
523,0,"What will we do in the shower, baby?"
524,1,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP"
525,0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
526,1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
527,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone
528,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
529,0,Thought praps you meant another one. Goodo! I'll look tomorrow 
530,1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
531,1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
532,0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
533,1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
534,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
535,0,May i call You later Pls
536,1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
537,0,Still at west coast... Haiz... II'll take forever to come back...
538,1,URGENT! Your Mobile number has been awarded with a aPS2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
539,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(aPS1.50p. m)
540,1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
541,0,"(No promises on when though, haven't even gotten dinner yet)"
542,0,Sorry about that this is my mates phone and i didnt write it love Kate
543,0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
544,0,Morning only i can ok.
545,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
546,0,Ok how you dear. Did you call chechi
547,0,I am in hospital da. . I will return home in evening
548,0,I'm thinking that chennai forgot to come for auction..
549,0,Haha... can... But i'm having dinner with my cousin...
550,0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
551,1,Todays Voda numbers ending 1225 are selected to receive a aPS50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
552,1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
553,1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
554,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth aPS350! To Claim, Call London 02072069400. Bx 526, SW73SS"
555,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
556,0,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
557,0,Anything lar...
558,0,I know a few people I can hit up and fuck to the yes
559,1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
560,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
561,0,Stop knowing me so well!
562,0,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
563,1,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
564,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
565,1,"complimentary 4 STAR Ibiza Holiday or aPS10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
566,1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
567,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
568,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY aPS10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
569,0,S:)8 min to go for lunch:)
570,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
571,0,Why she wants to talk to me
572,0,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
573,0,"Aight, tomorrow around  &lt;#&gt;  it is"
574,1,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
575,0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
576,0,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
577,1,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
578,0,Gud mrng dear hav a nice day
579,0,See? I thought it all through
580,0,"It'll be tough, but I'll do what I have to"
581,1,INTERFLORA - aOIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
582,0,So how are you really. What are you up to. How's the masters. And so on.
583,0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
584,0," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
585,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
586,0,I dont understand your message.
587,0,Okie
588,0,New car and house for my parents.:)i have only new job in hand:)
589,0,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
590,1,You have 1 new message. Please call 08712400200.
591,0,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
592,1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
593,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
594,0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
595,0,Anything...
596,0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
597,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofaPS2000 CASH 18+only. To opt out txt X to 07786200117
598,0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
599,0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
600,0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
601,0,Already am squatting is the new way of walking
602,0,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
603,1,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
604,0,Ay wana meet on sat?I_ wkg on sat?
605,0,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
606,1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
607,0,Ok..
608,0,Can you use foreign stamps for whatever you send them off for? 
609,1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
610,0,Aiyah then i wait lor. Then u entertain me. Hee...
611,1,You have won a guaranteed aPS200 award or even aPS1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
612,0,Pathaya enketa maraikara pa'
613,1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a aPS150 prize. To collect is easy. Just call 09061743386
614,0,Great! So what attracts you to the brothas?
615,1,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
616,0,Moji just informed me that you saved our lives. Thanks.
617,1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
618,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
619,0,Just sleeping..and surfing
620,0,"Hmm well, night night "
621,1,"URGENT! Your mobile was awarded a aPS1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
622,0,Sending you greetings of joy and happiness. Do have a gr8 evening
623,0,Hope you are having a good week. Just checking in
624,1,74355 XMAS iscoming & ur awarded either aPS500 CD gift vouchers & free entry 2 r aPS100 weekly draw txt MUSIC to 87066 TnC
625,0,"Sorry, I can't help you on this."
626,0,Im just wondering what your doing right now?
627,0,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
628,1,"You are a aPS1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
629,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
630,0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
631,0,"Sir, I need AXIS BANK account no and bank address."
632,1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
633,0," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
634,1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
635,1,network operator. The service is free. For T & C's visit 80488.biz
636,1,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
637,1,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
638,0,Love that holiday Monday feeling even if I have to go to the dentists in an hour
639,0,His frens go then he in lor. Not alone wif my mum n sis lor.
640,0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
641,0,II predict wat time I_'ll finish buying?
642,1,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP"
643,1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
644,0,Erm. I thought the contract ran out the4th of october.
645,0,I am taking you for italian food. How about a pretty dress with no panties? :)
646,0,Is xy in ur car when u picking me up?
647,1,"For ur chance to win aPS250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
648,1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
649,0,Keep my payasam there if rinu brings
650,1,URGENT! Your Mobile number has been awarded with a aPS2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
651,0, &lt;#&gt;  mins but i had to stop somewhere first.
652,0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
653,0,:) 
654,0,Or i go home first lar I_ wait 4 me lor.. I put down my stuff first..
655,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
656,1,Todays Vodafone numbers ending with 4882 are selected to a receive a aPS350 award. If your number matches call 09064019014 to receive your aPS350 award.
657,0,I'll probably be by tomorrow (or even later tonight if something's going on)
658,0,For my family happiness..
659,0,WHORE YOU ARE UNBELIEVABLE.
660,0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
661,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
662,0,I had askd u a question some hours before. Its answer
663,0,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
664,0,Long time. You remember me today.
665,1,"URGENT! Last weekend's draw shows that you have won aPS1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
666,1,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
667,0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
668,0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
669,0,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
670,0,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
671,0,I am not sure about night menu. . . I know only about noon menu
672,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
673,1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
674,0,So are you guys asking that i get that slippers again or its gone with last year
675,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
676,0,I am not having her number sir
677,0,"Carlos took a while (again), we leave in a minute"
678,0,From 5 to 2 only my work timing.
679,0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
680,1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
681,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
682,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
683,0,Then we gotta do it after that
684,0,"No I'm good for the movie, is it ok if I leave in an hourish?"
685,0,I love you both too :-)
686,1,Adult 18 Content Your video will be with you shortly
687,1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
688,0,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
689,1,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
690,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
691,1,You are a winner U have been specially selected 2 receive aPS1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
692,1,Todays Vodafone numbers ending with 4882 are selected to a receive a aPS350 award. If your number matches call 09064019014 to receive your aPS350 award.
693,0,"Sir, Waiting for your mail."
694,0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
695,1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
696,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
697,1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
698,0,I will come to ur home now
699,0,"Probably not, still going over some stuff here"
700,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99
701,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
702,0,K.k:)apo k.good movie.
703,0,You could have seen me..i did't recognise you Face.:)
704,0,Oh is it? Send me the address
705,1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
706,0,U 2.
707,1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
708,0,K:)k:)what are detail you want to transfer?acc no enough?
709,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
710,1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
711,1,"Romantic Paris. 2 nights, 2 flights from aPS79 Book now 4 next year. Call 08704439680Ts&Cs apply."
712,0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
713,1,You have 1 new message. Call 0207-083-6089
714,0,I've got it down to a tea. not sure which flavour
715,0,"Nothing really, just making sure everybody's up to speed"
716,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
717,0,My uncles in Atlanta. Wish you guys a great semester.
718,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
719,1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
720,0,"Aight no rush, I'll ask jay"
721,0,I'm okay. Chasing the dream. What's good. What are you doing next.
722,1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
723,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
724,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX aPS1.50
725,1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
726,0,S s..first time..dhoni rocks...
727,0,Am only searching for good dual sim mobile pa.
728,0,"Not sure yet, still trying to get a hold of him"
729,0,Sos! Any amount i can get pls.
730,0,"sorry brah, just finished the last of my exams, what up"
731,0,He says hi and to get your ass back to south tampa (preferably at a kegger)
732,1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
733,1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
734,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..
735,0,Oh :-)only 4 outside players allowed to play know
736,1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@aPS1.50rcvd
737,0,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
738,1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
739,0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
740,0,Ok then u tell me wat time u coming later lor.
741,0,Yes..gauti and sehwag out of odi series.
742,0,Must come later.. I normally bathe him in da afternoon mah..
743,0,"Miss ya, need ya, want ya, love ya."
744,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
745,0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
746,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+
747,0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
748,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed aPS1000 cash or aPS5000 prize!
749,0,Merry christmas to u too annie!
750,0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
751,0,what are your new years plans?
752,0,\ER
753,0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
754,0,Do u noe wat time e place dat sells 4d closes?
755,0,Oh ok..
756,0,How would my ip address test that considering my computer isn't a minecraft server
757,0,"Sorry, I'll call you  later. I am in meeting sir."
758,0,Nothing spl..wat abt u and whr ru?
759,0,Tell rob to mack his gf in the theater
760,1,Please CALL 08712402972 immediately as there is an urgent message waiting for you
761,1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub
762,0,Yes baby! We can study all the positions of the kama sutra ;)
763,0,But i dint slept in afternoon.
764,0,Ok no prob
765,0,5 nights...We nt staying at port step liao...Too ex
766,0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
767,0,Wat happened to the cruise thing
768,0,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
769,0,Hi where you. You in home or calicut?
770,0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
771,0,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
772,0,Good evening! this is roger. How are you?
773,0,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
774,0,You getting back any time soon?
775,0,You've always been the brainy one.
776,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
777,0,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
778,1,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"""
779,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
780,1,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 aPS3 "
781,0,Will purchase d stuff today and mail to you. Do you have a po box number?
782,1,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
783,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
784,0,I dont want to hear anything
785,1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
786,1,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
787,0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
788,0,Sorry da thangam.it's my mistake.
789,0,Wot is u up 2 then bitch?
790,0,Check wid corect speling i.e. Sarcasm
791,0,Our Prashanthettan's mother passed away last night. pray for her and family.
792,0,Bugis oso near wat... 
