index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
37,quand l’a s’invite dans les usines de l’oural,1,quand l’a s’invite dans les usines de l’oural,1,1,0.9736842105263158,"['dreams of a day when ‘ we have a gay ', 'watch demon clown pennywise returns ', 'at new year city would be for the president ', 'at new year old would lawyer for the ', 'repo fbi can ’ t release former us ']","['in address cuomo new york ’ s policies ', 'in school nurse ’ s room tylenol bandages ', 'rep ted lieu urges trump to keep pruitt ', 'rand paul on syria strikes ’ i think ', 'bill kristol backs ’ deep ’ over trump ']","{'new': 0.08, 'year': 0.08, 'would': 0.08, 'dreams': 0.04, 'day': 0.04}","{'’': 0.15625, 'trump': 0.0625, 'address': 0.03125, 'cuomo': 0.03125, 'new': 0.03125}"
38,trump’s economic vows may be harder to hit after a slow 2016 the new york times,1,trump’s economic vows may be harder to hit after a slow 2016 the new york times,1,1,0.9682539682539683,"['watch more car mayhem in ’ fate of ', 'a list of everything don jr doesn t ', 'former clinton foundation ceo begging ', 'donald trump adopts g o p tax cuts ', 'watch james corden get smashed in the ']","['trump team bashes cnn buzzfeed over ', 'in school nurse ’ s room tylenol bandages ', 'trump s pick for cia director won t ']","{'watch': 0.08, 'car': 0.04, 'mayhem': 0.04, '’': 0.04, 'fate': 0.04}","{'trump': 0.13333333333333333, 'team': 0.06666666666666667, 'bashes': 0.06666666666666667, 'cnn': 0.06666666666666667, 'buzzfeed': 0.06666666666666667}"
39,media matters brags taking lou dobbs off cnn glenn beck off fox project veritas,1,media matters brags taking lou dobbs off cnn glenn beck off fox project veritas,0,0,0.9622641509433962,"['white house knew about rob poer allegations ', 'gop leaders fine with trump bombing ', 'man dies after getting head stuck in ', 'fbi calls on democratic investigation ', 'republicans got with gerrymandering ']","['sweden just made a staling confession ', 'man dressed as elsa from frozen by ', 'fbi debunks hillary clinton s what ', 'rose mcgowan wishes harvey weinstein ', 'youtube ’ s neighbors send stirring ']","{'white': 0.043478260869565216, 'house': 0.043478260869565216, 'knew': 0.043478260869565216, 'rob': 0.043478260869565216, 'poer': 0.043478260869565216}","{'sweden': 0.045454545454545456, 'made': 0.045454545454545456, 'staling': 0.045454545454545456, 'confession': 0.045454545454545456, 'man': 0.045454545454545456}"
40,coffee shop refuses to serve man after racist rant against woman in niqab,0,coffee shop refuses to serve man after racist rant against woman in niqab,0,0,0.975609756097561,"['samantha bee s parents think i is basically ', 'kathy griffin in tears at press conference ', 'jim carrey s new blood dripping porait ', 'israeli forces kill at least palestinians ', 'wrongfully convicted man is rehired ']","['samantha bee uses sean hannity s own ', 'israeli forces kill dozens of palestinians ', 'toys r us founder shut lazarus 94 in ', 'buzzer beater gives notre dame win ', 'convicted domestic abusers will no ']","{'samantha': 0.04, 'bee': 0.04, 'parents': 0.04, 'think': 0.04, 'basically': 0.04}","{'samantha': 0.038461538461538464, 'bee': 0.038461538461538464, 'uses': 0.038461538461538464, 'sean': 0.038461538461538464, 'hannity': 0.038461538461538464}"
41,the truth about what happened to mh17 – a video investigation,1,the truth about what happened to mh17 – a video investigation,1,1,0.9848484848484849,"['trump s doctor says trump basically ', 'u s admits in syria meant to hit isis ', 'new york times journalists who broke ', 'donald trump deutsche bank did clintons ', 'trump claims without evidence that ']","['what to watch on hulu that ’ s new ', 'trump team bashes cnn buzzfeed over ', 'for stoneman douglas alums witnessing ', 'michael moore admits no women ever ']","{'trump': 0.16, 'doctor': 0.04, 'says': 0.04, 'basically': 0.04, 'u': 0.04}","{'watch': 0.05555555555555555, 'hulu': 0.05555555555555555, '’': 0.05555555555555555, 'new': 0.05555555555555555, 'trump': 0.05555555555555555}"
42,daniel akaka first native hawaiian in senate dies at 93,0,daniel akaka first native hawaiian in senate dies at 93,0,0,0.9878048780487805,"['twitter users shred donald trump over ', 'fox news said personally asks 000 to ', 'fox news repoer sarah huckabee sanders ', 'no or graduation ceremony for teen ', 'fbi calls on democratic primary will ']","['david clarke makes a tacky homophobic ', 'fbi debunks hillary clinton s what ', 'cynthia nixon challenges andrew cuomo ', 'fbi debunks hillary clinton email trump ', 'donald trump deutsche bank did clintons ']","{'fox': 0.08333333333333333, 'news': 0.08333333333333333, 'twitter': 0.041666666666666664, 'users': 0.041666666666666664, 'shred': 0.041666666666666664}","{'fbi': 0.08, 'debunks': 0.08, 'hillary': 0.08, 'clinton': 0.08, 'trump': 0.08}"
43,jim carrey stas controversy with painting that looks like sarah huckabee sanders,0,jim carrey stas controversy with painting that looks like sarah huckabee sanders,0,0,0.9846153846153847,"['neil young chimes in on a crosby stills ', 'ryan zinke looks to back some critics ', 'fox news said personally asks over ', 'former fbi deputy director andrew mccabe ', 'jim carrey stas controversy with painting that looks like sarah huckabee sanders']","['iraqi car bomb jaw dropping crisis ', 'fox news said to settle group of lawsuits ', 'new york times journalists who broke ', 'former clinton foundation ceo begging ', 'kathy griffin nails the hypocrisy of ']","{'looks': 0.06451612903225806, 'neil': 0.03225806451612903, 'young': 0.03225806451612903, 'chimes': 0.03225806451612903, 'crosby': 0.03225806451612903}","{'iraqi': 0.038461538461538464, 'car': 0.038461538461538464, 'bomb': 0.038461538461538464, 'jaw': 0.038461538461538464, 'dropping': 0.038461538461538464}"
44,fire riot at venezuelan police station leaves 68 dead,0,fire riot at venezuelan police station leaves 68 dead,0,0,0.9803921568627451,"['gop to doug lamborn thrown off the ', 'former fbi deputy director andrew mccabe ', 'texas education board votes to create ', 'ohio voters have a chance to do something ', 'top 10 general pleads with troops not ']","['ryan zinke and the tale of two fish ', 'syrian warn us turkey can ’ t be <end> ', 'u s accuses chinese jet of too close ', 'weird al yankovic just made history ', 'top us general pleads with troops not ']","{'gop': 0.041666666666666664, 'doug': 0.041666666666666664, 'lamborn': 0.041666666666666664, 'thrown': 0.041666666666666664, 'former': 0.041666666666666664}","{'us': 0.08, 'ryan': 0.04, 'zinke': 0.04, 'tale': 0.04, 'two': 0.04}"
45,thousands of buffalo appear at site of standing rock protest watch,1,thousands of buffalo appear at site of standing rock protest watch,1,1,0.9836065573770492,"['republicans us marching with trump ', 'u s accuses chinese jet of too close ', 'former us accuses trump in sexual assault ', 'former plans accuses president of sexual ', '13 reasons why goes beyond the tapes ']","['at least 5 dead in violent clashes ', 'texas boy known as ‘ ’ and his father ', 'how to hit sinclair where it hus according ', 'former us accuses trump accuses president ', 'at new york city ballet lacing up their ']","{'accuses': 0.12, 'us': 0.08, 'trump': 0.08, 'former': 0.08, 'sexual': 0.08}","{'accuses': 0.07692307692307693, 'least': 0.038461538461538464, '5': 0.038461538461538464, 'dead': 0.038461538461538464, 'violent': 0.038461538461538464}"
46,opinion hillary is the whore of babylon and is not human,1,opinion hillary is the whore of babylon and is not human,1,1,0.9882352941176471,"['opinion hillary is the whore of babylon ', 'u s accuses chinese jet of too close ', 'a list of everything don jr doesn t ', 'former fbi accuses trump andrew accuses ', 'trump s doctor says trump basically ']","['how to hit sinclair where it hus according ', 'former student is charged in killings ', 'trump s pick for cia director won t ', 'former fbi deputy director andrew mccabe ', 'watch blue bid 000 on a face it s no ']","{'accuses': 0.13043478260869565, 'trump': 0.13043478260869565, 'opinion': 0.043478260869565216, 'hillary': 0.043478260869565216, 'whore': 0.043478260869565216}","{'former': 0.08695652173913043, 'director': 0.08695652173913043, 'hit': 0.043478260869565216, 'sinclair': 0.043478260869565216, 'hus': 0.043478260869565216}"
47,what if joaquin phoenix is friendlier than he gets credit for,0,what if joaquin phoenix is friendlier than he gets credit for,0,0,0.9753086419753086,"['donald trump is now freedom for your ', 'fbi has questions about michael cohen ', 'giuliani says trump repaid lawyer for ', 'giuliani calls comey a baby for defending ', 'new federal data shows how black students ']","['trump s doctor says trump basically ', 'fbi search of cia leak suspect turned ', 'breaking clinton “ re re opens ” by ', 'breaking clinton “ we re have to people ', 'former mexican president vicente fox ']","{'trump': 0.08695652173913043, 'giuliani': 0.08695652173913043, 'donald': 0.043478260869565216, 'freedom': 0.043478260869565216, 'fbi': 0.043478260869565216}","{'trump': 0.08, 'breaking': 0.08, 'clinton': 0.08, '“': 0.08, 'doctor': 0.04}"
48,this democrat just became the longest serving woman in the house,0,this democrat just became the longest serving woman in the house,0,0,0.9896907216494846,"['gop who thinks he their wrong about ', 'supreme cou to priests do you have ', 'supreme cou rules priests do not have ', 'what to watch on hulu that ’ s new ', 'texas education board votes to create ']","['donald trump repoedly approves race ', 'gop who thinks he their ‘ the us ’ ', 'no jail time for walk of fame trump ', 'former clinton foundation ceo begging ', 'fbi debunks hillary clinton s ‘ trump ']","{'supreme': 0.10526315789473684, 'cou': 0.10526315789473684, 'priests': 0.10526315789473684, 'gop': 0.05263157894736842, 'thinks': 0.05263157894736842}","{'trump': 0.11538461538461539, '‘': 0.07692307692307693, 'clinton': 0.07692307692307693, 'donald': 0.038461538461538464, 'repoedly': 0.038461538461538464}"
49,meet the pro gun democrat taking on congress’ mini trump,0,meet the pro gun democrat taking on congress’ mini trump,0,0,1.0,"['can agree on one thing u s was behind ', 'aggretsuko is a workplace comedy where ', 'what to watch on amazon prime that ', 'what to watch on hulu that ’ s new ', 'u s hits russia with sanctions for ']","['five reasons why belief in authority ', 'u s admits in syria meant to hit isis ', 'former fbi accuses trump calls accuses ', 'if you have re on how the people are ', 'watch blue paddleboarder get straight ']","{'u': 0.10526315789473684, 'watch': 0.10526315789473684, 'agree': 0.05263157894736842, 'one': 0.05263157894736842, 'thing': 0.05263157894736842}","{'accuses': 0.09090909090909091, 'five': 0.045454545454545456, 'reasons': 0.045454545454545456, 'belief': 0.045454545454545456, 'authority': 0.045454545454545456}"
50,jenna fischer wore a towel on jimmy kimmel after a wardrobe malfunction,0,jenna fischer wore a towel on jimmy kimmel after a wardrobe malfunction,0,0,0.9682539682539683,"['bill gates says trump didn t know the ', 'colbe mocks giuliani s bonkers former ', 'kathy griffin nails tears at students ', 'stephen colbe reveals evil genius plan ', 'ex playboy model who claims affair ']","['trevor noah unveils hilarious recruitment ', 'white house releases photos of mike ', 'corey goode vlog update behind the ', 'fox news said to settle group of lawsuits ']","{'colbe': 0.07692307692307693, 'bill': 0.038461538461538464, 'gates': 0.038461538461538464, 'says': 0.038461538461538464, 'trump': 0.038461538461538464}","{'trevor': 0.047619047619047616, 'noah': 0.047619047619047616, 'unveils': 0.047619047619047616, 'hilarious': 0.047619047619047616, 'recruitment': 0.047619047619047616}"
51,‘great british bake off’ will leave bbc and two hosts quit the new york times,1,‘great british bake off’ will leave bbc and two hosts quit the new york times,1,1,0.968421052631579,"['repo fbi will be take but germany hints ', 'former student is a its thing of the ', 'russia vows to expand black list of ', 'how to wong foo paved the way for the ', 'watch james corden get smashed in the ']","['newshour in joy after being able to ', 'watch madonna warns of ’ new age of ', 'former student accuses in black killings ', 'former student is a american missiles ', '‘ jeopardy ’ fans would be able to ']","{'repo': 0.045454545454545456, 'fbi': 0.045454545454545456, 'take': 0.045454545454545456, 'germany': 0.045454545454545456, 'hints': 0.045454545454545456}","{'able': 0.08333333333333333, '’': 0.08333333333333333, 'former': 0.08333333333333333, 'student': 0.08333333333333333, 'newshour': 0.041666666666666664}"
52,colin kaepernick receives amnesty international s highest honor for activism,0,colin kaepernick receives amnesty international s highest honor for activism,0,0,0.9516129032258065,"['repo 33 of jay z is photo for 200 million ', 'israeli forces kill at least 16 palestinian ', 'cynthia nixon vows to keep fighting ', 'fox news repoer sarah huckabee sanders ', 'at least 5 dead in violent clashes ']","['republicans fill cou seat they denied ', 'repo 33 of jay z claims claims for ', 'israeli soccer team beitar jerusalem ', 'us on outrage over white role explains ', 'israeli forces kill dozens of palestinians ']","{'least': 0.06896551724137931, 'repo': 0.034482758620689655, '33': 0.034482758620689655, 'jay': 0.034482758620689655, 'z': 0.034482758620689655}","{'claims': 0.07692307692307693, 'israeli': 0.07692307692307693, 'republicans': 0.038461538461538464, 'fill': 0.038461538461538464, 'cou': 0.038461538461538464}"
53,spirit cooking only the sta to hillary clinton’s dark satanic magic,1,spirit cooking only the sta to hillary clinton’s dark satanic magic,1,1,0.9545454545454546,"['repo fbi will be facial recognition ', 'fox news melts down after hillary clinton ', 'breaking putin just gave obama 24 hours ', 'spirit cooking only the sta to hillary clinton’s dark satanic magic', 'breaking obama “ we have not had a ']","['trump s pick for cia director won t ', 'alan cumming this is the last gasp ', 'try not to cry watching david beckham ', 'watch blue bid 000 on a time for donald ', 'former fbi deputy director andrew mccabe ']","{'hillary': 0.07692307692307693, 'breaking': 0.07692307692307693, 'obama': 0.07692307692307693, 'repo': 0.038461538461538464, 'fbi': 0.038461538461538464}","{'director': 0.08, 'trump': 0.04, 'pick': 0.04, 'cia': 0.04, 'alan': 0.04}"
54,obama loses it goes off on audience information clearing house ich,1,obama loses it goes off on audience information clearing house ich,1,1,0.9873417721518988,"['republicans got with gerrymandering ', 'rudy giuliani offers a head spinning ', 'fbi debunks hillary clinton s what ', 'michael keaton ends kent state commencement ', 'michael bloomberg slams epidemic of ']","['gop congressman doug lamborn thrown ', 'man dressed as elsa from frozen pushes ', 'white house preps spending cuts bill ', 'gop who thinks he laws up about over ', 'new federal data shows how black students ']","{'michael': 0.09090909090909091, 'republicans': 0.045454545454545456, 'got': 0.045454545454545456, 'gerrymandering': 0.045454545454545456, 'rudy': 0.045454545454545456}","{'gop': 0.08, 'congressman': 0.04, 'doug': 0.04, 'lamborn': 0.04, 'thrown': 0.04}"
55,police struggle to find possible motives for austin bombings,0,police struggle to find possible motives for austin bombings,0,0,0.972972972972973,"['few lawmakers seem concerned with the ', 'russia to expel u s diplomats shut ', 'top post nominee ‘ ’ at for christian ', 'republicans got marching with trump ', 'lawmakers have added 32 8 million to ']","['soros groups behind massive anti trump ', 'larry nassar ’ s boss accused of students ', 'cynthia nixon challenges andrew cuomo ', 'mark finds beautiful reminder of carrie ', 'soros launches into ‘ purple against ']","{'lawmakers': 0.08695652173913043, 'seem': 0.043478260869565216, 'concerned': 0.043478260869565216, 'russia': 0.043478260869565216, 'expel': 0.043478260869565216}","{'soros': 0.07692307692307693, 'groups': 0.038461538461538464, 'behind': 0.038461538461538464, 'massive': 0.038461538461538464, 'anti': 0.038461538461538464}"
56,questioning gender amid a chaotic east village childhood the new york times,1,questioning gender amid a chaotic east village childhood the new york times,1,1,0.9722222222222222,"['republicans got marching with trump ', 'german media promotes migrants replacing ', 'ryan zinke and the tale of two fish ', 'republicans fill cou seat they denied ', 'russia may expel u s diplomats shut ']","['republicans got shoot with at the only ', '3 alternative energy options you can ', 'clergy abuse victims took their stories ', 'fox news said personally asks all to ', 'emails show interior expected to learn ']","{'republicans': 0.08, 'got': 0.04, 'marching': 0.04, 'trump': 0.04, 'german': 0.04}","{'republicans': 0.045454545454545456, 'got': 0.045454545454545456, 'shoot': 0.045454545454545456, '3': 0.045454545454545456, 'alternative': 0.045454545454545456}"
57,new england patriots elizabeth ii your monday evening briefing the new york times,1,new england patriots elizabeth ii your monday evening briefing the new york times,1,1,0.9651162790697675,"['five reasons why belief in authority ', 'donald trump signs ‘ tremendous ’ deal ', 'new england patriots elizabeth ii your monday evening briefing the new york times', 'former fbi accuses trump andrew accuses ', '‘ atlanta ’ shows the horror of black ']","['3 alternative energy options you can ', 'and jack s bonkers has people they ', 'u s hits russia with sanctions for ', 'supreme cou rules priests do not have ', 'texas education board votes to create ']","{'trump': 0.058823529411764705, '‘': 0.058823529411764705, '’': 0.058823529411764705, 'new': 0.058823529411764705, 'accuses': 0.058823529411764705}","{'3': 0.05, 'alternative': 0.05, 'energy': 0.05, 'options': 0.05, 'jack': 0.05}"
58,chilean clergy abuse victims took their stories of survival to pope francis,0,chilean clergy abuse victims took their stories of survival to pope francis,0,0,0.975609756097561,"['r kelly accusers say they had to ask ', 'emails show interior expected to learn ', 'lgbtq activists had a st patrick s ', 'republicans got shoot with at the foot ', 'former student foundation ceo after ']","['israeli soccer team beitar jerusalem ', 'russia hands us its response to 1 kirby ', 'iraqi army discovers us made missiles ', 'former plans accuses president of sexual ', 'republicans us shoot themselves in ']","{'r': 0.045454545454545456, 'kelly': 0.045454545454545456, 'accusers': 0.045454545454545456, 'say': 0.045454545454545456, 'ask': 0.045454545454545456}","{'us': 0.12, 'israeli': 0.04, 'soccer': 0.04, 'team': 0.04, 'beitar': 0.04}"
59,katie ledecky smashes her own world record in 400 freestyle the new york times,1,katie ledecky smashes her own world record in 400 freestyle the new york times,1,1,1.0,"['russia and expel u s diplomats shut ', 'u s election contradicts michigan to ', 'russia vows to expand black list of ', 'berlin election deals angela merkel ', 'u s accuses chinese jet of too close ']","['these could put you at risk for social ', 'new orleans police officers plead guilty ', 'these old marijuana movie posters may ', 'mark zuckerberg and priscilla chan ', 'harvey weinstein turns himself in to ']","{'u': 0.125, 'russia': 0.08333333333333333, 'election': 0.08333333333333333, 'expel': 0.041666666666666664, 'diplomats': 0.041666666666666664}","{'could': 0.047619047619047616, 'put': 0.047619047619047616, 'risk': 0.047619047619047616, 'social': 0.047619047619047616, 'new': 0.047619047619047616}"
60,james corden recruits celebrity repoers to investigate who bit beyoncé,0,james corden recruits celebrity repoers to investigate who bit beyoncé,0,0,1.0,"['stephen colbe does some porn star math ', 'ryan reynolds went on a south korean ', 'bill maher reveals 25 things you don ', 'laura ingraham ripped on twitter for ', 'laura ingraham ripped yet another on ']","['trevor noah unveils hilarious recruitment ', 'cynthia nixon would rather be the good ', 'iraqi car bomb jaw dropping crisis ', 'hey trump suppoers robe de niro is ', 'r kelly accused of knowingly and intentionally ']","{'laura': 0.08333333333333333, 'ingraham': 0.08333333333333333, 'ripped': 0.08333333333333333, 'stephen': 0.041666666666666664, 'colbe': 0.041666666666666664}","{'trevor': 0.037037037037037035, 'noah': 0.037037037037037035, 'unveils': 0.037037037037037035, 'hilarious': 0.037037037037037035, 'recruitment': 0.037037037037037035}"
61,breaking obama now considering maial law because of mass riots conservative daily post,1,breaking obama now considering maial law because of mass riots conservative daily post,1,1,0.9655172413793104,"['watch demon clown pennywise returns ', 'breaking clinton “ we re have had a ', 'breaking clinton “ “ we have had being ', 'former mexican president vicente fox ', 'breaking obama now considering maial ']","['a candidate rises on vows to control ', 'watch blue bid 000 on a time to they ', 'gop congresswoman blames deep state ', 'breaking clinton – obama clinton investigation ', 'how to hit sinclair where it hus according ']","{'breaking': 0.14285714285714285, '“': 0.14285714285714285, 'clinton': 0.09523809523809523, 'watch': 0.047619047619047616, 'demon': 0.047619047619047616}","{'clinton': 0.08333333333333333, 'candidate': 0.041666666666666664, 'rises': 0.041666666666666664, 'vows': 0.041666666666666664, 'control': 0.041666666666666664}"
62,slovakia s prime minister fico quits amid crisis over murdered journalist,0,slovakia s prime minister fico quits amid crisis over murdered journalist,0,0,0.9693877551020408,"['fox news guest personally asks donald ', 'gop who cop lamborn sexuality s student ', 'man dies after torrential head cause ', 'michael moore admits no women ever ', 'stephen colbe reveals evil genius plan ']","['rose mcgowan wishes harvey weinstein ', 'michael keaton ends kent state commencement ', 'louisiana secretary of state resigns ', 'colbe mocks giuliani trump s former ', 'hey trump suppoers robe de niro is ']","{'fox': 0.037037037037037035, 'news': 0.037037037037037035, 'guest': 0.037037037037037035, 'personally': 0.037037037037037035, 'asks': 0.037037037037037035}","{'state': 0.07692307692307693, 'trump': 0.07692307692307693, 'rose': 0.038461538461538464, 'mcgowan': 0.038461538461538464, 'wishes': 0.038461538461538464}"
63,make music great again with these 10 trumped up album covers,1,make music great again with these 10 trumped up album covers,0,0,0.9838709677419355,"['man who dressed up as white house easter ', 'man dressed as elsa from frozen pushes ', 'fox news repoer sarah huckabee sanders ', 'no or graduation ceremony for teen ', 'former plans accuses president of sexual ']","['no hours of raging deadly prison violence ', 'russia vows to expand black list of ', 'designer of waterslide that decapitated ', 'russia hands us its response to john ', 'youtube ’ s neighbors send stirring ']","{'man': 0.08333333333333333, 'dressed': 0.08333333333333333, 'white': 0.041666666666666664, 'house': 0.041666666666666664, 'easter': 0.041666666666666664}","{'russia': 0.08695652173913043, 'hours': 0.043478260869565216, 'raging': 0.043478260869565216, 'deadly': 0.043478260869565216, 'prison': 0.043478260869565216}"
64,hey msm illegal alien suppoer makes death threat against trump in spanish,1,hey msm illegal alien suppoer makes death threat against trump in spanish,0,0,0.9850746268656716,"['fox news repoer personally asks donald ', 'republicans got with gerrymandering ', 'former oklahoma foundation ceo calls ', 'israeli forces kill at least 16 palestinian ', 'r kelly accusers to be able to hear ']","['cynthia nixon vows to keep fighting ', 'iraqi army discovers us made missiles ', 'fox news said to settle group of lawsuits ', 'launch protest against pope francis ', 'former miss accuses trump of sexual ']","{'fox': 0.04, 'news': 0.04, 'repoer': 0.04, 'personally': 0.04, 'asks': 0.04}","{'cynthia': 0.038461538461538464, 'nixon': 0.038461538461538464, 'vows': 0.038461538461538464, 'keep': 0.038461538461538464, 'fighting': 0.038461538461538464}"
65,u s mexico and canada likely to affirm joint world cup bid the new york times,1,u s mexico and canada likely to affirm joint world cup bid the new york times,1,1,0.9722222222222222,"['u s election in michigan meant to to ', '‘ the founder ’ burgers fries and a ', 'u s admits in syria meant to hit isis ', '‘ i broke it ’ m not a complete ’ breitba ', '‘ i british obama ’ m not chance ’ ']","['‘ ’ has the second best thanksgiving ', '‘ i broke it ’ m not a investigation ', 'after senate filibuster a black death ', '‘ great british off ’ california group ', 'u s election in michigan — into a problem ']","{'’': 0.18518518518518517, '‘': 0.1111111111111111, 'u': 0.07407407407407407, 'meant': 0.07407407407407407, 'election': 0.037037037037037035}","{'‘': 0.125, '’': 0.125, 'second': 0.041666666666666664, 'best': 0.041666666666666664, 'thanksgiving': 0.041666666666666664}"
66,helen hunt gives promising update on ‘mad about you’ reboot,0,helen hunt gives promising update on ‘mad about you’ reboot,0,0,0.975609756097561,"['iraqi army discovers us made missiles ', 'cops already patrol these students ', 'fox news guest personally asks donald ', 'gop congresswoman blames deep state ', 'bill gates says trump didn t know the ']","['fox news melts down after hillary clinton ', 'new york times journalists who broke ', 'cynthia nixon would rather be the good ', 'fbi debunks hillary s conspiracy theory ']","{'iraqi': 0.038461538461538464, 'army': 0.038461538461538464, 'discovers': 0.038461538461538464, 'us': 0.038461538461538464, 'made': 0.038461538461538464}","{'hillary': 0.1, 'fox': 0.05, 'news': 0.05, 'melts': 0.05, 'clinton': 0.05}"
67,president obama and president elect donald trump meet at white house,1,president obama and president elect donald trump meet at white house,1,1,0.9577464788732394,"['former trump team accuses president ', 'former clinton foundation ceo begging ', 'places most unsettled by rapid demographic ', 'former student accuses president in ', 'former student accuses in in killings ']","['michael brown ’ s mother lezley mcspadden ', 'former fbi director director is is ', 'how to hit sinclair where it hus according ', 'michael cohen repoedly paid 600 000 ', 'former fbi director director andrew ']","{'former': 0.18181818181818182, 'accuses': 0.13636363636363635, 'president': 0.09090909090909091, 'student': 0.09090909090909091, 'trump': 0.045454545454545456}","{'director': 0.16, 'michael': 0.08, 'former': 0.08, 'fbi': 0.08, 'brown': 0.04}"
68,it was protests peddling and presidents at this year s nra convention,0,it was protests peddling and presidents at this year s nra convention,0,0,0.9824561403508771,"['new stephon clark videos show officers ', 'trump s budget director admits he spoke ', 'it was protests peddling and presidents at this year s nra convention', 'new federal data shows how black students ', 'how to hit sinclair where it hus according ']","['trump s doctor says trump basically ', 'trump continues attack on top dem i ', 'a tiny mocking voice rules donald trump ', 'trump claims without that that millions ', 'trump claims said to white house of ']","{'new': 0.07407407407407407, 'stephon': 0.037037037037037035, 'clark': 0.037037037037037035, 'videos': 0.037037037037037035, 'show': 0.037037037037037035}","{'trump': 0.24, 'claims': 0.08, 'doctor': 0.04, 'says': 0.04, 'basically': 0.04}"
69,you’d be surprised at how many foods contain added sugar the new york times,1,you’d be surprised at how many foods contain added sugar the new york times,1,1,0.990990990990991,"['u s election cycle offers kremlin a ', '‘ jeopardy ’ fans but similar california ', '‘ the founder ’ burgers fries of the ', 'you’d be surprised at how many foods contain added sugar the new york times', '‘ us anti trump protests similar to ']","['after campaign exit manafo borrowed ', '‘ i ’ m nobody not a chance and complete ', '‘ great british off ’ california group ', '‘ things you re ’ their able to visit ', '‘ things you ’ we know about you ’ ']","{'‘': 0.09375, '’': 0.0625, 'similar': 0.0625, 'u': 0.03125, 'election': 0.03125}","{'’': 0.2, '‘': 0.16, 'things': 0.08, 'campaign': 0.04, 'exit': 0.04}"
70,try to keep calm but k pop band bts is getting a documentary series,0,try to keep calm but k pop band bts is getting a documentary series,0,0,0.9777777777777777,"['try not to cry watching david beckham ', 'alan cumming this is the last gasp ', 'try to keep calm but k pop band bts ', 'repo 33 who said abused women could ', 'watch blue bid 000 on a time for time ']","['watch james corden get smashed in the ', 'breaking obama “ we have not had a ', 'repo fbi can ’ african arab us us days ', 'video shows u s order in former to ', 'trump claims without evidence that ']","{'try': 0.07142857142857142, 'time': 0.07142857142857142, 'cry': 0.03571428571428571, 'watching': 0.03571428571428571, 'david': 0.03571428571428571}","{'us': 0.08, 'watch': 0.04, 'james': 0.04, 'corden': 0.04, 'get': 0.04}"
71,obama to hillary under the bus you go,1,obama to hillary under the bus you go,1,1,0.9777777777777777,"['exclusive ’ s student anti and anti ', 'u s accuses chinese jet of too close ', 'gop to fine lamborn trump bombing the ', 'top us general pleads with troops not ', 'obama to hillary under the bus you go']","['democrats push to be included in classified ', 'u s hits russia with sanctions for ', 'michael cohen repoedly to 600 000 into ', 'aggretsuko is a workplace comedy where ', 'michael moore admits in cohen to defend ']","{'anti': 0.08333333333333333, 'exclusive': 0.041666666666666664, '’': 0.041666666666666664, 'student': 0.041666666666666664, 'u': 0.041666666666666664}","{'michael': 0.09523809523809523, 'cohen': 0.09523809523809523, 'democrats': 0.047619047619047616, 'push': 0.047619047619047616, 'included': 0.047619047619047616}"
72,washington nfl cheerleaders say they were required to pose nude act as escos repo,0,washington nfl cheerleaders say they were required to pose nude act as escos repo,0,0,0.9558823529411765,"['2 senate democrats vow to confirm climate ', 'repo pro common jeb bush former staffer ', 'white house preps spending cuts bill ', '2 senate candidate vow to confirm climate ', 'r kelly accusers say they had to ask ']","['fox news all but ignores nationwide ', 'video shows u s agents to force former ', 'breaking putin just gave obama 24 hours ', '2 senate pick for fenty hold clinton ', 'breaking multiple victims shot near ']","{'2': 0.06666666666666667, 'senate': 0.06666666666666667, 'vow': 0.06666666666666667, 'confirm': 0.06666666666666667, 'climate': 0.06666666666666667}","{'breaking': 0.07407407407407407, 'fox': 0.037037037037037035, 'news': 0.037037037037037035, 'ignores': 0.037037037037037035, 'nationwide': 0.037037037037037035}"
73,iran accuses thomson reuters charity official of sedition the new york times,1,iran accuses thomson reuters charity official of sedition the new york times,1,1,0.9925373134328358,"['republicans now marching with trump ', 'facebook defends its use of secret ', 'repo 33 of jay z s 200 for 200 breitba ', 'u s blames russia russia for u s election ', 'former trump doctor accuses president ']","['military veteran scandal might be much ', 'congress races against time to avoid ', 'former brazilian president lula defies ', 'new videos appear to show congolese ', 'no hours graduation ceremony for prison ']","{'trump': 0.08, '200': 0.08, 'u': 0.08, 'russia': 0.08, 'republicans': 0.04}","{'military': 0.043478260869565216, 'veteran': 0.043478260869565216, 'scandal': 0.043478260869565216, 'might': 0.043478260869565216, 'much': 0.043478260869565216}"
