index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
35,an alternately raucous and sappy ethnic sitcom you d be wise to send your regrets,0,the film s visceral and predictable realism with a ,1,1,1.0,"['a movie that so of the best films like a confidence ', 'it s a very tasteful rock and roll movie you can imagine ', 'the film s visceral and predictable realism with a ', 'a thoughtful movie that one of the most lies in a ', 'the film has a number of themes a complex on a good ']","['a movie that so of the highest and the most famous ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on its own animated tv director ', 'the film is a primer on its observation and fills ']","{'best': 0.05555555555555555, 'films': 0.05555555555555555, 'like': 0.05555555555555555, 'confidence': 0.05555555555555555, 'tasteful': 0.05555555555555555}","{'primer': 0.18181818181818182, 'highest': 0.09090909090909091, 'famous': 0.09090909090909091, 'contrivance': 0.09090909090909091, 'aificial': 0.09090909090909091}"
36,the best thing that can be said of the picture is that it does have a few cute moments,0,the film is a primer on its own it fills a good movie ,0,0,0.9545454545454546,"['the film is a primer on its own animated tv in which ', 'the film is too many or even through the movie s mid ', 'the film has a contrivance as aificial as the exalted ', 'the film is so many that it wants to look like it ', 'the film is a primer on sentence of the film a movie ']","['the film is a primer on its own school comedy with ', 'the film is so of the 70s it would be adequately emphasized ', 'the film is a primer on the beach with humor and humor ', 'the film is a primer on its own it s a rewarding balance ']","{'primer': 0.13333333333333333, 'many': 0.13333333333333333, 'animated': 0.06666666666666667, 'tv': 0.06666666666666667, 'even': 0.06666666666666667}","{'primer': 0.21428571428571427, 'humor': 0.14285714285714285, 'school': 0.07142857142857142, 'comedy': 0.07142857142857142, '70s': 0.07142857142857142}"
37,jones helps breathe some life into the insubstantial plot but even he is overwhelmed by predictability,0,the film s visceral and predictable tale of a man ,1,1,0.9534883720930233,"['it s a very tasteful to look at the most were what ', 'the film is a primer on its own in town with action ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on its own it fills a strong ']","['the film is a primer on its own it feels like a lot ', 'the film is a primer on its own animated tv director ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own hollywood director ', 'the film is so many of the quirks to examine his emotional ']","{'primer': 0.36363636363636365, 'tasteful': 0.09090909090909091, 'look': 0.09090909090909091, 'town': 0.09090909090909091, 'action': 0.09090909090909091}","{'primer': 0.2222222222222222, 'animated': 0.1111111111111111, 'tv': 0.1111111111111111, 'director': 0.1111111111111111, 'feels': 0.05555555555555555}"
38,anyone who suffers through this film deserves at the very least a big box of consolation candy,0,the film s so uninspiring that even a of h blade 2 ,1,1,0.975,"['it s a very tasteful rock and roll movie you could ', 'the film is a primer on its own and director in years ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on the beach with humor and american ', 'the film is a primer on the film s delicate little ']","['the film is a primer on its own hollywood director ', 'the film has a contrivance as aificial as the film ', 'the film is a primer on its own animated tv in which ', 'the film has a contrivance as aificial as the exalted ', 'the film is too many or even through the movie s of ']","{'primer': 0.25, 'tasteful': 0.0625, 'rock': 0.0625, 'roll': 0.0625, 'could': 0.0625}","{'primer': 0.15384615384615385, 'contrivance': 0.15384615384615385, 'aificial': 0.15384615384615385, 'hollywood': 0.07692307692307693, 'director': 0.07692307692307693}"
39,moderately involving despite bargain basement photography and hackneyed romance,0,a film that falls to and satire <end> ,0,0,0.9911504424778761,"['the film s so predictable and just plain detailed ', 'the film s so of the reassuring adaptation of a spring ', 'the film is a primer on its own his director and feels ', 'the film is a primer on its own his director and ultimately ', 'the film s a gaudy bag of stale candy ever made a ']","['the film s visceral and predictable above with a performance ', 'the film s a gaudy bag of a icon that s complexity ', 'the film s a gaudy bag of a icon that s career to ', 'the film is a solid action pic that the question of ', 'the film is a primer on its head and laughter that ']","{'primer': 0.1111111111111111, 'director': 0.1111111111111111, 'predictable': 0.05555555555555555, 'plain': 0.05555555555555555, 'detailed': 0.05555555555555555}","{'gaudy': 0.1111111111111111, 'bag': 0.1111111111111111, 'icon': 0.1111111111111111, 'visceral': 0.05555555555555555, 'predictable': 0.05555555555555555}"
40,it recycles every clich about gays in what is essentially an extended soap opera,0,the film s visceral and predictable realism with a ,1,1,0.9534883720930233,"['the film is a primer on its own and director michael ', 'the film is a primer on its own in town with sensitivity ', 'a movie that one of the best films of the year with ', 'a movie that so of the best films like a confidence ', 'a movie that one of the best films of the situation ']","['the film is a primer on its own and fills his film ', 'the film is so of the 70s it would be adequately emphasized ', 'the film is a primer on its own it fills a good movie ', 'the film is so many of its own in reality tv and his ', 'the film has a contrivance as aificial as the exalted ']","{'best': 0.16666666666666666, 'films': 0.16666666666666666, 'primer': 0.1111111111111111, 'one': 0.1111111111111111, 'director': 0.05555555555555555}","{'primer': 0.13333333333333333, 'fills': 0.13333333333333333, '70s': 0.06666666666666667, 'would': 0.06666666666666667, 'adequately': 0.06666666666666667}"
41,hilarious acidic brit comedy,1,a creaky staircase gothic <end> ,0,0,1.0,"['the film s blatant is one reason it s just too long ', 'the movie is a mediocre movie flick about a whole ', 'the film s blatant is so predictable and its moments ', 'the movie is a mediocre movie tale about a good time ', 'the movie is a mediocre movie tale about a great movie ']","['a movie that tries to the usual for family films <end> ', 'a very funny look at how it used to be <end> ', 'the film s what is so of the most films <end> ', 'the of the film is a pleasant enough and delightfully ', 'the film is a searing album of and most of the power ']","{'mediocre': 0.17647058823529413, 'blatant': 0.11764705882352941, 'tale': 0.11764705882352941, 'one': 0.058823529411764705, 'reason': 0.058823529411764705}","{'films': 0.14285714285714285, 'tries': 0.07142857142857142, 'usual': 0.07142857142857142, 'family': 0.07142857142857142, 'funny': 0.07142857142857142}"
42,sade is an engaging look at the controversial eponymous and fiercely atheistic hero,1,a very funny look at how it used to be <end> ,1,1,1.0,"['a thoughtful movie that he s endless of delights and ', 'a movie that one of the best films of the year with ', 'a movie that so lovingly and present the most of screen ', 'the film is so of the best films of the year with ', 'the film is a primer on its own in town with action ']","['a movie that so of the highest and the most famous ', 'the film is so of the 70s or film in which it s performance ', 'the film is a primer on its observation and fills ', 'the film is a primer on its own it fills a good movie ']","{'best': 0.125, 'films': 0.125, 'year': 0.125, 'thoughtful': 0.0625, 'endless': 0.0625}","{'primer': 0.2, 'fills': 0.2, 'highest': 0.1, 'famous': 0.1, '70s': 0.1}"
43,flashy gadgets and whirling fight sequences may look cool but they can t distract from the flawed suppo structure holding equilibrium up,0,the film is a primer on its own it s a of healthy ,1,1,1.0,"['the film is a primer on the beach with humor and humor ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so of those who try to look at but it ', 'the film is a primer on its own it s a of healthy ', 'the film has a laundry exercise in camera with and ']","['the film is a primer on its own it fills a good movie ', 'the film is too many or even video it s got amateurish ', 'the film is too many or even video it fills john in ', 'the film is a primer on its own time director peter ', 'the film is a contrivance as aificial as the movie ']","{'primer': 0.21428571428571427, 'humor': 0.14285714285714285, 'beach': 0.07142857142857142, 'rewarding': 0.07142857142857142, 'balance': 0.07142857142857142}","{'primer': 0.10526315789473684, 'fills': 0.10526315789473684, 'many': 0.10526315789473684, 'even': 0.10526315789473684, 'video': 0.10526315789473684}"
44,the audience when i saw this one was chuckling at all the wrong times and that s a bad sign when they re supposed to be having a collective hea attack,0,the film has an infectious enthusiasm and the movie ,1,1,0.9821428571428571,"['the film has a laundry cast of human comedy is a fascinating ', 'the film has a laundry exercise in camera with and ', 'the film has the heavy handed that takes up with a ', 'the film has the heavy handed that takes up through ', 'the film has a laundry exercise in camera that you ']","['the film has all the rules of lurid melodrama but ', 'the film has a laundry exercise in camera work but ', 'the film has a laundry exercise in which guilt as ', 'the film is a contrivance as aificial as the movie ', 'the film has a laundry list of movie experiences will ']","{'laundry': 0.17647058823529413, 'exercise': 0.11764705882352941, 'camera': 0.11764705882352941, 'heavy': 0.11764705882352941, 'handed': 0.11764705882352941}","{'laundry': 0.2, 'exercise': 0.13333333333333333, 'rules': 0.06666666666666667, 'lurid': 0.06666666666666667, 'melodrama': 0.06666666666666667}"
45,in the spirit of the season i assign one bright shining star to robeo benigni s pinocchio but i guarantee that no wise men will be following after it,0,the film is a contrivance as aificial as the film ,0,0,0.9523809523809523,"['the film is so of those films try to be missing it ', 'the film is too many out of these guys are john in ', 'the film is a primer on its own hollywood director ', 'the film has a laundry exercise in camera with action ', 'the film is so many of the time it s altman esque ']","['the film has a laundry exercise in camera with and ', 'the film has the perfect characters are not to compromise ', 'the film is so of those who try to look at but it ', 'the film has the perfect characters are not to lend ']","{'many': 0.11764705882352941, 'films': 0.058823529411764705, 'try': 0.058823529411764705, 'missing': 0.058823529411764705, 'guys': 0.058823529411764705}","{'perfect': 0.18181818181818182, 'characters': 0.18181818181818182, 'laundry': 0.09090909090909091, 'exercise': 0.09090909090909091, 'camera': 0.09090909090909091}"
46,escapism in its purest form,1,a pleasant enough comedy <end> ,1,1,0.959349593495935,"['a film that will enthrall the usual ground and ably ', 'the film is a primer on its own and director in years ', 'the film s so of those who can t rescue and anime ', 'the film is a solid album of mamet and is simply a ', 'the film s a gaudy bag of a icon that s career to ']","['the film s visceral and predictable tale of a man ', 'the film s visceral and predictable tale of a scrapbook ', 'a film that will do me feel like to women s presentation ', 'the film s so predictable and are rolling over the ', 'the film is a primer on its own and director director ']","{'enthrall': 0.058823529411764705, 'usual': 0.058823529411764705, 'ground': 0.058823529411764705, 'ably': 0.058823529411764705, 'primer': 0.058823529411764705}","{'predictable': 0.17647058823529413, 'visceral': 0.11764705882352941, 'tale': 0.11764705882352941, 'director': 0.11764705882352941, 'man': 0.058823529411764705}"
47,it s not just the vampires that are damned in queen of the damned the viewers will feel they suffer the same fate,0,the film is a primer on its own director director ,0,0,0.9583333333333334,"['the film is a primer on its own animated tv and in ', 'the film is a primer on its own director director ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on its own animated tv director ', 'the film is so consistently unimaginative that doesn ']","['the film is a primer on its own it s a of healthy ', 'the film is so consistently that the impoance of life ', 'the film has a laundry exercise in camera and that ', 'the film is a primer on its own school comedy with ']","{'primer': 0.2, 'director': 0.2, 'animated': 0.13333333333333333, 'tv': 0.13333333333333333, 'many': 0.06666666666666667}","{'primer': 0.18181818181818182, 'healthy': 0.09090909090909091, 'consistently': 0.09090909090909091, 'impoance': 0.09090909090909091, 'life': 0.09090909090909091}"
48,for those who are intrigued by politics of the 70s the film is every bit as fascinating as it is flawed,1,the film is a primer on its own it s a of healthy ,1,1,0.9523809523809523,"['the film is so consistently that the impoance of life ', 'the film has a laundry exercise in camera with and ', 'the film is so of the best films of the year with ', 'the film is so of those who try to look away from ', 'the film is so consistently that the impoance of human ']","['the film is a primer on its own director director ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on the rules of attraction and ', 'the film is too many or even through the movie s of ', 'the film is a primer on sentence of the film a movie ']","{'consistently': 0.13333333333333333, 'impoance': 0.13333333333333333, 'life': 0.06666666666666667, 'laundry': 0.06666666666666667, 'exercise': 0.06666666666666667}","{'primer': 0.25, 'director': 0.16666666666666666, 'contrivance': 0.08333333333333333, 'aificial': 0.08333333333333333, 'rules': 0.08333333333333333}"
49,ah nuld s action hero days might be over,0,a very funny and ultimately felt drama about a <end> ,1,1,0.9692307692307692,"['a movie that one of the best films of the year the ', 'the film is a primer on its own in town with sensitivity ', 'the film is a primer on its own and director in america ', 'it s a very tasteful rock and roll movie you could ', 'the film is a primer on its own and director in years ']","['the film s so uninspiring that could a taste of the ', 'the film is a primer on its own and fills his film ', 'the film is a primer on its own and director in u ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own it fills a good movie ']","{'primer': 0.17647058823529413, 'director': 0.11764705882352941, 'one': 0.058823529411764705, 'best': 0.058823529411764705, 'films': 0.058823529411764705}","{'primer': 0.3076923076923077, 'fills': 0.15384615384615385, 'uninspiring': 0.07692307692307693, 'could': 0.07692307692307693, 'taste': 0.07692307692307693}"
50,broomfield reveals an ironic manifestation of institutionalized slavery that ties a black owned record label with a white empowered police force,1,the film s visceral and predictable realism with a ,1,1,0.9574468085106383,"['it s a very tasteful rock and roll movie you can imagine ', 'a movie that one of the best films of the year with ', 'the film is a primer on its own and director in its ', 'the film is a primer on its own and director in years ', 'the film is a primer on its own and fills one of america ']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own and fills its characters ', 'the film is a primer on its own animated tv director ', 'the film is so many that it wants to look like it ']","{'primer': 0.17647058823529413, 'one': 0.11764705882352941, 'director': 0.11764705882352941, 'tasteful': 0.058823529411764705, 'rock': 0.058823529411764705}","{'primer': 0.23076923076923078, 'sentence': 0.07692307692307693, 'fills': 0.07692307692307693, 'characters': 0.07692307692307693, 'animated': 0.07692307692307693}"
51,a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apa,1,a movie that so lovingly and present the one of screen ,1,1,0.9736842105263158,"['the film is a primer on the beach with humor and humor ', 'the film has a laundry exercise in camera and that ', 'the film is so of those who try to look away from ', 'the film is a primer on its own it s a of healthy ', 'the film has a number of themes a complex on that ']","['the film is a primer on its own director director ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on its own animated tv and in ', 'the film is a primer on its own animated tv director ']","{'primer': 0.13333333333333333, 'humor': 0.13333333333333333, 'beach': 0.06666666666666667, 'laundry': 0.06666666666666667, 'exercise': 0.06666666666666667}","{'primer': 0.23076923076923078, 'director': 0.23076923076923078, 'animated': 0.15384615384615385, 'tv': 0.15384615384615385, 'many': 0.07692307692307693}"
52,what better message than love thyself could young women of any size receive,1,a very funny look at how it used to be <end> ,1,1,0.9821428571428571,"['a movie that so of the best films like a confidence ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own and director in its ', 'the film has a number of themes a complex on that ', 'the film is so heavy and 295 preview screenings since ']","['a movie that rare film about every to u s career to ', 'the film is a primer on its own director director ', 'the film is a primer on its own and fills its characters ', 'a movie that rare into the reunion of and the only ', 'the film is so of the 70s or film in which it s performance ']","{'primer': 0.125, 'best': 0.0625, 'films': 0.0625, 'like': 0.0625, 'confidence': 0.0625}","{'rare': 0.14285714285714285, 'primer': 0.14285714285714285, 'director': 0.14285714285714285, 'every': 0.07142857142857142, 'u': 0.07142857142857142}"
53,a beguiling slow moving parable about the collision of past and present on a remote seacoast in iran,1,the film s so uninspiring that could a giant enterprise ,1,1,0.9761904761904762,"['the film is a primer on its own it s a of healthy ', 'it s a very tasteful to look at it s so devoid of ', 'the film is so of the 70s it would be adequately emphasized ', 'the film is a primer on its own it fills a strong ', 'it s a very tasteful rock and roll movie you can imagine ']","['the film is a primer on its own it fills a good movie ', 'the film is so many that it wants to look like it ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own animated tv and in ', 'a movie that one of the best examples of a page to ']","{'primer': 0.125, 'tasteful': 0.125, 'healthy': 0.0625, 'look': 0.0625, 'devoid': 0.0625}","{'primer': 0.17647058823529413, 'animated': 0.11764705882352941, 'tv': 0.11764705882352941, 'fills': 0.058823529411764705, 'good': 0.058823529411764705}"
54,you needn t be steeped in 50s sociology pop culture or movie lore to appreciate the emotional depth of haynes work though haynes style apes films from the period its message is not rooted in that decade,1,the movie has a laundry of a movie that i can be shaking ,0,0,0.98,"['the movie has been readily dismissed as the website ', 'the movie has been in years old but director michael ', 'the film has a laundry list of movie largely for the ', 'the movie has been readily dismissed as the pitch ', 'the movie has been readily dismissed as the film was ']","['the film has the perfect of s best and the film s ', 'the movie has the perfect of water as a fascinating ', 'the film has been a huge fan of dickens in one of ', 'the film has the perfect characters are not to compromise ', 'the film has a laundry cast of human shocomings but ']","{'readily': 0.2, 'dismissed': 0.2, 'website': 0.06666666666666667, 'years': 0.06666666666666667, 'old': 0.06666666666666667}","{'perfect': 0.1875, 'best': 0.0625, 'water': 0.0625, 'fascinating': 0.0625, 'huge': 0.0625}"
55,a chronicle not only of one man s quest to be president but of how that man single handedly turned a plane full of hard bitten cynical journalists into what was essentially by campaign s end an extended publicity depament,1,the movie has a laundry of a movie that you can be ,1,1,0.984375,"['the movie has a laundry of a movie that you can be ', 'the movie has been in this one of human life but ultimately ', 'the film has the perfect characters are not an intelligent ', 'the film has the perfect characters are not to compromise ', 'the film has a laundry cast of human comedy with a ']","['the movie has the fact of the best examples of his ', 'the movie has been more than a bit of the film s mid ', 'the movie has a laundry of a movie that i can be shaking ', 'the movie has been in years old but director michael ', 'the movie has all the rules of attraction is told ']","{'laundry': 0.13333333333333333, 'human': 0.13333333333333333, 'perfect': 0.13333333333333333, 'characters': 0.13333333333333333, 'one': 0.06666666666666667}","{'fact': 0.07142857142857142, 'best': 0.07142857142857142, 'examples': 0.07142857142857142, 'bit': 0.07142857142857142, 'mid': 0.07142857142857142}"
56,one of the worst movies of the year,0,a very funny look at how it used to be <end> ,1,1,0.9552238805970149,"['a movie that so lovingly and present the most of screen ', 'the film s so uninspiring that even a of h blade 2 ', 'the film s so of those who can t rescue and anime ', 'a movie that one of the best films of the year with ', 'the film is a primer on its own it s a of above the ']","['a movie that so fresh and thoroughly but unremarkable ', 'the film s so uninspiring that could a taste of the ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own his director in its ']","{'lovingly': 0.06666666666666667, 'present': 0.06666666666666667, 'screen': 0.06666666666666667, 'uninspiring': 0.06666666666666667, 'even': 0.06666666666666667}","{'primer': 0.2, 'fresh': 0.1, 'thoroughly': 0.1, 'unremarkable': 0.1, 'uninspiring': 0.1}"
57,on a ceain base level blue crush delivers what it promises just not well enough to recommend it,0,the film is a primer on its own it fills a good movie ,0,0,0.9767441860465116,"['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own director director ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on its own animated tv in which ']","['the film is a primer on its own it s a of healthy ', 'the film is so consistently that the impoance of life ', 'the film is so many that you ll at least credit for ', 'the film has a number of themes a complex on a good ']","{'primer': 0.2857142857142857, 'director': 0.14285714285714285, 'tv': 0.14285714285714285, 'sentence': 0.07142857142857142, 'many': 0.07142857142857142}","{'primer': 0.08333333333333333, 'healthy': 0.08333333333333333, 'consistently': 0.08333333333333333, 'impoance': 0.08333333333333333, 'life': 0.08333333333333333}"
58,frailty offers chills much like those that you get when sitting around a campfire around midnight telling creepy stories to give each other the willies and there s no way you won t be talking about the film once you exit the theater,1,the movie has a laundry of a movie that tries to be ,0,1,0.9861111111111112,"['the movie has all the ring at the first time director ', 'the film has the perfect of s best as a couple of ', 'the film has the perfect of s best films the characters ', 'the movie has been in this is a movie that it would ', 'the film has the number of s a similarly morose and ']","['the movie has been in years old but director in the ', 'the movie has been in this one of which illness but ', 'the movie has been in this one of human melodrama ', 'the movie has the fact of the best examples of a house ', 'the movie has been in this time or staling melodrama ']","{'perfect': 0.13333333333333333, 'best': 0.13333333333333333, 'ring': 0.06666666666666667, 'first': 0.06666666666666667, 'time': 0.06666666666666667}","{'one': 0.13333333333333333, 'melodrama': 0.13333333333333333, 'years': 0.06666666666666667, 'old': 0.06666666666666667, 'director': 0.06666666666666667}"
59,an exhilarating serving of movie fluff,1,a well crafted letdown <end> ,0,0,0.9801324503311258,"['a movie that one would have been exhausted by someone ', 'the film s visceral and its indulgent and a very very ', 'the film s so uninspiring that could a taste of the ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its head and fills it all ']","['a movie that tries to the silence of the field of ', 'the film s visceral and affection realism with a confidence ', 'a very funny look at how it used to be good <end> ', 'the film s visceral and affection thriller with a ', 'the film s a gaudy album of adolescent s complexity ']","{'one': 0.05555555555555555, 'would': 0.05555555555555555, 'exhausted': 0.05555555555555555, 'someone': 0.05555555555555555, 'visceral': 0.05555555555555555}","{'visceral': 0.1111111111111111, 'affection': 0.1111111111111111, 'tries': 0.05555555555555555, 'silence': 0.05555555555555555, 'field': 0.05555555555555555}"
60,so clich d that at one point they literally upset an apple ca,0,a very funny look at how it used to be <end> ,1,1,1.0,"['a movie that so of the best films like a confidence ', 'the film s so uninspiring that even a of above the ', 'a very funny look at how it used to be <end> ', 'the film is so of the best films of the year with ', 'a movie that one of the best films of the year with ']","['the film s a gaudy bag of stale candy ever made a ', 'a movie that so of the highest and the of povey to ', 'a movie that so tale about being a bunch of time in ', 'the film is a primer on its observation and fills ', 'the film is so many that time audiences it would have ']","{'best': 0.1875, 'films': 0.1875, 'year': 0.125, 'like': 0.0625, 'confidence': 0.0625}","{'time': 0.1111111111111111, 'gaudy': 0.05555555555555555, 'bag': 0.05555555555555555, 'stale': 0.05555555555555555, 'candy': 0.05555555555555555}"
61,the piano teacher is not an easy film it forces you to watch people doing unpleasant things to each other and themselves and it maintains a cool distance from its material that is deliberately unsettling,1,the film has the number of s a remarkably listless ,0,0,0.9642857142857143,"['the film has a laundry cast of human business but ', 'the movie has been readily dismissed as the pitch ', 'the film has the heavy handed of a house ambition ', 'the film has the perfect of attempts to the whole ', 'the film has all the rules of lurid melodrama but ']","['the film has a laundry cast of human comedy with a ', 'the film has the perfect characters are not an intelligent ', 'the film has a laundry cast of war observation moments ', 'the film has the heavy handed of elling films is a ', 'the film has the heavy handed that takes up with the ']","{'laundry': 0.058823529411764705, 'cast': 0.058823529411764705, 'human': 0.058823529411764705, 'business': 0.058823529411764705, 'readily': 0.058823529411764705}","{'laundry': 0.10526315789473684, 'cast': 0.10526315789473684, 'heavy': 0.10526315789473684, 'handed': 0.10526315789473684, 'human': 0.05263157894736842}"
62,friday after next is a lot more bluster than bite,0,a film that loses sight of a good intentions <end> ,0,0,1.0,"['the film is a primer on its own his director and director ', 'the film is a primer on its own and director in u ', 'the film is a primer on its own his director in its ', 'the film s so uninspiring that could a gorgeously ', 'a movie that so of the highest and the most famous ']","['the film is a solid album of acting and direction ', 'the film is a solid album of grace and direction over ', 'the film is a primer on its own and director in america ', 'the film is a primer on its own in town with sensitivity ', 'a movie that rare into the reunion of s a performance ']","{'director': 0.3076923076923077, 'primer': 0.23076923076923078, 'u': 0.07692307692307693, 'uninspiring': 0.07692307692307693, 'could': 0.07692307692307693}","{'solid': 0.11764705882352941, 'album': 0.11764705882352941, 'direction': 0.11764705882352941, 'primer': 0.11764705882352941, 'acting': 0.058823529411764705}"
63,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,1,the film is a primer on its own director director ,0,0,0.9772727272727273,"['the film is a primer on the rules of attraction and ', 'the film is so consistently unimaginative that doesn ', 'the film is too many or even video it s got amateurish ', 'the film has a contrivance as aificial as the film ', 'the film is so of those films try to be missing it ']","['the film is a primer on the beach with humor and humor ', 'the film is a primer on the beach with humor and american ', 'the film is so consistently that the impoance of his ', 'the film is so consistently that the impoance of black ', 'the film has a laundry exercise in camera and that ']","{'primer': 0.06666666666666667, 'rules': 0.06666666666666667, 'attraction': 0.06666666666666667, 'consistently': 0.06666666666666667, 'unimaginative': 0.06666666666666667}","{'humor': 0.1875, 'primer': 0.125, 'beach': 0.125, 'consistently': 0.125, 'impoance': 0.125}"
64,it s so devoid of joy and energy it makes even jason x look positively shakesperean by comparison,0,a movie that rare into a man who can not always in ,1,1,0.9772727272727273,"['the film is a primer on its own it s a of healthy ', 'the film is a primer on the rules of popularity of ', 'the film is so many that its through the film s mid ', 'the film is a primer on the beach with humor and humor ', 'the film is so of those who try to look at but it ']","['the film is a primer on its own it fills a good movie ', 'the film is too many or sugary through to think that ', 'the film is too many out of these or historical moments ', 'the film is so of the 70s games would have been called ']","{'primer': 0.23076923076923078, 'humor': 0.15384615384615385, 'healthy': 0.07692307692307693, 'rules': 0.07692307692307693, 'popularity': 0.07692307692307693}","{'many': 0.15384615384615385, 'primer': 0.07692307692307693, 'fills': 0.07692307692307693, 'good': 0.07692307692307693, 'sugary': 0.07692307692307693}"
65,if there s nothing fresh about wannabes which was written by mr demeo who produced and directed the film with charles a addessi much of the time the movie feels authentic,1,the film has the perfect characters are not much of ,1,1,0.9818181818181818,"['the film is too many out to tell it s stuffy and moving ', 'the film has the perfect characters and even its characters ', 'the film has an infectious enthusiasm and we re touched ', 'the film has an infectious enthusiasm and it doesn ', 'the film has an infectious enthusiasm and it s so ']","['the film is too many out of these guys are john in ', 'the film is too many or even think the movie s background ', 'the film has a laundry list of movie largely for the ', 'the film is a contrivance as aificial as the film ', 'the film has a laundry cast of movie experiences leaves ']","{'infectious': 0.2, 'enthusiasm': 0.2, 'characters': 0.13333333333333333, 'many': 0.06666666666666667, 'tell': 0.06666666666666667}","{'many': 0.125, 'laundry': 0.125, 'guys': 0.0625, 'john': 0.0625, 'even': 0.0625}"
66,a comprehensive and provocative film one that pushes the boundaries of biography and challenges its audience,1,the film s visceral and predictable realism with a ,1,1,0.975,"['the film is so of the 70s it would be adequately emphasized ', 'the film is a primer on the beach with humor and humor ', 'it s a very tasteful to look at the most were what ', 'the film s visceral and predictable realism with a ', 'the film is a primer on its own it s a of healthy ']","['a movie that so of the highest and the most famous ', 'the film is a primer on its own and director michael ', 'the film is so of the 70s it would be better than ', 'the film is a primer on its own animated tv director ']","{'primer': 0.13333333333333333, 'humor': 0.13333333333333333, '70s': 0.06666666666666667, 'would': 0.06666666666666667, 'adequately': 0.06666666666666667}","{'primer': 0.16666666666666666, 'director': 0.16666666666666666, 'highest': 0.08333333333333333, 'famous': 0.08333333333333333, 'michael': 0.08333333333333333}"
67,a modest masterpiece,1,a non mystery mystery <end> ,0,0,0.9864864864864865,"['the movie is a mediocre movie flick about a whole ', 'the movie is more than a lifetime ultimately a caoon ', 'the movie is a mediocre movie tale about a good time ', 'the movie is a mediocre movie movie than a great audience ', 'a very funny look at how it grows to be too seriously ']","['the film s a gaudy bag of a icon that s <end> ', 'the film s blatant is so good but it s a recommendation ', 'the of the film is a pleasant enough and delightfully ', 'the film s visceral and affection realism with a confidence ', 'a film that will enthrall the usual ground and delightfully ']","{'mediocre': 0.17647058823529413, 'flick': 0.058823529411764705, 'whole': 0.058823529411764705, 'lifetime': 0.058823529411764705, 'ultimately': 0.058823529411764705}","{'delightfully': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'icon': 0.058823529411764705, 'blatant': 0.058823529411764705}"
68,the setting is so cool that it chills the characters reducing our emotional stake in the outcome of intacto s dangerous and seductively stylish game,1,the film is a primer on its own it s a of healthy ,1,1,0.95,"['the film is so of those who try to look at but it ', 'the film is so of the best films of the year with ', 'the film has a laundry exercise in camera and that ', 'the film has the heavy handed that takes up through ', 'the film is a primer on the rules of attraction and ']","['the film is a primer on the beach with humor and repetitive ', 'the film is a primer on its own animated tv director ', 'the film is a contrivance as aificial as the movie ', 'the film has a contrivance as aificial as the film ']","{'try': 0.07142857142857142, 'look': 0.07142857142857142, 'best': 0.07142857142857142, 'films': 0.07142857142857142, 'year': 0.07142857142857142}","{'primer': 0.16666666666666666, 'contrivance': 0.16666666666666666, 'aificial': 0.16666666666666666, 'beach': 0.08333333333333333, 'humor': 0.08333333333333333}"
69,for the first time in years de niro digs deep emotionally perhaps because he s been stirred by the powerful work of his co stars,1,the film is a primer on its own director director ,0,0,0.9545454545454546,"['the film is too many or sugary through to think that ', 'the film is too many or even through the movie s hero ', 'the film is a primer on its own school comedy with ', 'the film is so of those films try to be worrying about ', 'the film is too many or even video it s got a movie ']","['the film is so of those films that is a kind of nostalgic ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so of those who try to look away from ', 'the film is so consistently that the impoance of life ']","{'many': 0.1875, 'even': 0.125, 'sugary': 0.0625, 'think': 0.0625, 'hero': 0.0625}","{'films': 0.08333333333333333, 'kind': 0.08333333333333333, 'nostalgic': 0.08333333333333333, 'primer': 0.08333333333333333, 'rewarding': 0.08333333333333333}"
