index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
34,directed without the expected flair or imagination by hong kong master john woo windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length,0,directed without the expected flair or imagination by hong kong master john woo windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length,0,0,0.9811320754716981,"['the film has the perfect characters are not to give ', 'the film has been a huge that the movie it would have ', 'the film has been a huge fan of dickens in which is ', 'the film has all the rules of water melodrama which ', 'the film has a laundry exercise in which history or ']","['the film has a laundry list of camera work in which ', 'the film has an infectious enthusiasm and it s so ', 'the film has a laundry cast of human observation and ', 'the film has a laundry list of war shocomings but ', 'the film has a laundry cast of movie references but ']","{'huge': 0.14285714285714285, 'perfect': 0.07142857142857142, 'characters': 0.07142857142857142, 'give': 0.07142857142857142, 'would': 0.07142857142857142}","{'laundry': 0.23529411764705882, 'list': 0.11764705882352941, 'cast': 0.11764705882352941, 'camera': 0.058823529411764705, 'work': 0.058823529411764705}"
35,an alternately raucous and sappy ethnic sitcom you d be wise to send your regrets,0,an alternately raucous and sappy ethnic sitcom you d be wise to send your regrets,1,1,0.9811320754716981,"['the film is so many that his face in favor of his ', 'the film is a primer on its own it s a of healthy ', 'the film is so of the best films of the year with ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own it s a of above the ']","['the film is a primer on sentence of the film a movie ', 'the film is so many that its through the film s mid ', 'the film is a contrivance as aificial as the film ']","{'primer': 0.15384615384615385, 'many': 0.07692307692307693, 'face': 0.07692307692307693, 'favor': 0.07692307692307693, 'healthy': 0.07692307692307693}","{'primer': 0.16666666666666666, 'sentence': 0.16666666666666666, 'many': 0.16666666666666666, 'mid': 0.16666666666666666, 'contrivance': 0.16666666666666666}"
36,the best thing that can be said of the picture is that it does have a few cute moments,0,the best thing that can be said of the picture is that it does have a few cute moments,1,1,0.9523809523809523,"['the film is a primer on the beach with humor and american ', 'the film is a primer on the rules of popularity of ', 'the film is so of those who try to look away from ', 'the film has a laundry exercise in style and roll ', 'the film is a primer on its own and director michael ']","['the film is a primer on its own animated tv in which ', 'the film is too many or even video it s got a movie ', 'the film is a contrivance as aificial as the movie ', 'the film is a primer on sentence of the film a movie ']","{'primer': 0.17647058823529413, 'beach': 0.058823529411764705, 'humor': 0.058823529411764705, 'american': 0.058823529411764705, 'rules': 0.058823529411764705}","{'primer': 0.18181818181818182, 'animated': 0.09090909090909091, 'tv': 0.09090909090909091, 'many': 0.09090909090909091, 'even': 0.09090909090909091}"
37,jones helps breathe some life into the insubstantial plot but even he is overwhelmed by predictability,0,jones helps breathe some life into the insubstantial plot but even he is overwhelmed by predictability,1,1,0.972972972972973,"['it s a very tasteful to look at it s so devoid of ', 'the film is a primer on its own and director michael ', 'the film is a primer on its observation and fills ', 'the film is a primer on its own it s a of above the ', 'the film has a number of themes a complex on a good ']","['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own animated tv director ', 'the film is so of the 70s or film in which it s performance ']","{'primer': 0.21428571428571427, 'tasteful': 0.07142857142857142, 'look': 0.07142857142857142, 'devoid': 0.07142857142857142, 'director': 0.07142857142857142}","{'primer': 0.2222222222222222, 'fills': 0.1111111111111111, 'good': 0.1111111111111111, 'animated': 0.1111111111111111, 'tv': 0.1111111111111111}"
38,anyone who suffers through this film deserves at the very least a big box of consolation candy,0,anyone who suffers through this film deserves at the very least a big box of consolation candy,1,1,1.0,"['the film has a contrivance as aificial as the film ', 'the film is so of those who try to look at but it ', 'the film is a primer on the beach with humor and humor ', 'the film is a primer on the film s delicate little ', 'the film is so many that it wants to look like it ']","['the film is so of the 70s or film in which it s performance ', 'the film is so of the 70s games film becomes bad dialogue ', 'the film is a primer on its own hollywood director ']","{'look': 0.13333333333333333, 'primer': 0.13333333333333333, 'humor': 0.13333333333333333, 'contrivance': 0.06666666666666667, 'aificial': 0.06666666666666667}","{'70s': 0.2, 'performance': 0.1, 'games': 0.1, 'becomes': 0.1, 'bad': 0.1}"
39,moderately involving despite bargain basement photography and hackneyed romance,0,moderately involving despite bargain basement photography and hackneyed romance,0,0,0.9746835443037974,"['the film s so uninspiring that could a giant enterprise ', 'a movie that one would have been exhausted by someone ', 'a movie that rare into a man who can not always in ', 'the film is a primer on its own his director and feels ', 'the film is a primer on its own and fills its characters ']","['the film s visceral and predictable realism with a ', 'the film s a gaudy bag of a icon that s career <end> ', 'the film is a primer on its head and fills it all ', 'the film s visceral and predictable above with a performance ', 'the film s so uninspiring that could a taste of the ']","{'primer': 0.11764705882352941, 'uninspiring': 0.058823529411764705, 'could': 0.058823529411764705, 'giant': 0.058823529411764705, 'enterprise': 0.058823529411764705}","{'visceral': 0.125, 'predictable': 0.125, 'realism': 0.0625, 'gaudy': 0.0625, 'bag': 0.0625}"
40,it recycles every clich about gays in what is essentially an extended soap opera,0,it recycles every clich about gays in what is essentially an extended soap opera,0,0,0.9772727272727273,"['a movie that rare into a man who can t seen it s not ', 'a movie that rare into a man who can not always in ', 'the film is a primer on sentence of the film a movie ', 'the film is so many that time audiences it would have ', 'the film is so of the 70s or film that makes it move ']","['the film is a primer on its own in town with sensitivity ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on its own and director in its ', 'the film is so many of its observation and fills it ', 'the film is a primer on its own animated tv and in ']","{'rare': 0.13333333333333333, 'man': 0.13333333333333333, 'seen': 0.06666666666666667, 'always': 0.06666666666666667, 'primer': 0.06666666666666667}","{'primer': 0.3333333333333333, 'town': 0.08333333333333333, 'sensitivity': 0.08333333333333333, 'director': 0.08333333333333333, 'many': 0.08333333333333333}"
41,hilarious acidic brit comedy,1,hilarious acidic brit comedy,0,0,0.9849624060150376,"['the film is a primer on its beach with great dialogue ', 'the movie is a mediocre movie tale about a new movie ', 'the film s so anti mischievous dance tale from the ', 'the film s so predictable and are too many over <end> ', 'a movie that will enthrall the whole thing of a <end> ']","['the film s blatant is so good and its hea <end> ', 'the film s what is so of the human <end> ', 'the film s a gaudy bag of a icon that feels <end> ', 'the film is a solid and narrative but in the right ', 'a film that will enthrall the whole thing of a icon ']","{'tale': 0.125, 'primer': 0.0625, 'beach': 0.0625, 'great': 0.0625, 'dialogue': 0.0625}","{'icon': 0.13333333333333333, 'blatant': 0.06666666666666667, 'good': 0.06666666666666667, 'hea': 0.06666666666666667, 'human': 0.06666666666666667}"
42,sade is an engaging look at the controversial eponymous and fiercely atheistic hero,1,sade is an engaging look at the controversial eponymous and fiercely atheistic hero,1,1,1.0,"['the film is a primer on its own and director in years ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it fills a film above ', 'the film is so of the 70s it would be adequately emphasized ', 'a movie that one of the best films of the year the ']","['a movie that one would have been seen in advance or ', 'the film s so uninspiring that could a giant enterprise ', 'a movie that rare into a man who can not always in ']","{'primer': 0.2, 'director': 0.06666666666666667, 'years': 0.06666666666666667, 'healthy': 0.06666666666666667, 'fills': 0.06666666666666667}","{'one': 0.09090909090909091, 'would': 0.09090909090909091, 'seen': 0.09090909090909091, 'advance': 0.09090909090909091, 'uninspiring': 0.09090909090909091}"
43,flashy gadgets and whirling fight sequences may look cool but they can t distract from the flawed suppo structure holding equilibrium up,0,flashy gadgets and whirling fight sequences may look cool but they can t distract from the flawed suppo structure holding equilibrium up,1,1,1.0,"['flashy gadgets and whirling fight sequences may look cool but they can t distract from the flawed suppo structure holding equilibrium up', 'the film is so consistently that the impoance of life ', 'the film is so of the reassuring examples of a pseudo ', 'the film has a laundry exercise in camera and that ', 'the film is a primer on the beach with humor and humor ']","['the film is so of the 70s or film in which it s performance ', 'the film is a primer on its own hollywood director ', 'the film is a contrivance as aificial as the film ', 'the film is so many that its through the film s mid ']","{'humor': 0.07407407407407407, 'flashy': 0.037037037037037035, 'gadgets': 0.037037037037037035, 'whirling': 0.037037037037037035, 'fight': 0.037037037037037035}","{'70s': 0.1111111111111111, 'performance': 0.1111111111111111, 'primer': 0.1111111111111111, 'hollywood': 0.1111111111111111, 'director': 0.1111111111111111}"
44,the audience when i saw this one was chuckling at all the wrong times and that s a bad sign when they re supposed to be having a collective hea attack,0,the audience when i saw this one was chuckling at all the wrong times and that s a bad sign when they re supposed to be having a collective hea attack,0,0,0.9423076923076923,"['the film has the perfect characters are not to compromise ', 'the film is too many out of these or historical moments ', 'the film has been in years old but director s a bad ', 'the film has the perfect characters are not to lend ', 'the audience when i saw this one was chuckling at all the wrong times and that s a bad sign when they re supposed to be having a collective hea attack']","['the film has the heavy handed that takes up with the ', 'the film has the perfect characters are not much of ', 'the film has been a huge fan of human with black comedy ', 'the film has the heavy handed that takes up with a ', 'the film has a laundry exercise in camera with action ']","{'perfect': 0.08, 'characters': 0.08, 'bad': 0.08, 'compromise': 0.04, 'many': 0.04}","{'heavy': 0.1111111111111111, 'handed': 0.1111111111111111, 'takes': 0.1111111111111111, 'perfect': 0.05555555555555555, 'characters': 0.05555555555555555}"
45,in the spirit of the season i assign one bright shining star to robeo benigni s pinocchio but i guarantee that no wise men will be following after it,0,in the spirit of the season i assign one bright shining star to robeo benigni s pinocchio but i guarantee that no wise men will be following after it,0,0,0.9361702127659575,"['the film has the perfect characters are too many of ', 'the film is a contrivance as aificial as the film ', 'the film is too many out of these or historical moments ', 'the film is too many out of these guys are john in ', 'the film is a primer on a movie that should be better ']","['the film is a primer on its own director director ', 'the film has an infectious enthusiasm and we re touched ', 'the film is a primer on the beach with humor and american ', 'the film is so of those films that is a kind of nostalgic ', 'the film is a primer on the rules of attraction and ']","{'many': 0.23076923076923078, 'perfect': 0.07692307692307693, 'characters': 0.07692307692307693, 'contrivance': 0.07692307692307693, 'aificial': 0.07692307692307693}","{'primer': 0.1875, 'director': 0.125, 'infectious': 0.0625, 'enthusiasm': 0.0625, 'touched': 0.0625}"
46,escapism in its purest form,1,escapism in its purest form,1,1,0.967479674796748,"['the film is a primer on its own and director in years ', 'the film is a solid and unsentimental tale than the ', 'the film is a solid and narrative but not a better ', 'the film s a gaudy bag of stale candy ever made a ', 'escapism in its purest form']","['the film s visceral and predictable honest and the ', 'the film s so uninspiring that could a gorgeously ', 'the film s so predictable and just plain detailed ', 'the film is a primer on its own his director and feels ', 'a movie that so tale about being it s not devoid of ']","{'solid': 0.1111111111111111, 'primer': 0.05555555555555555, 'director': 0.05555555555555555, 'years': 0.05555555555555555, 'unsentimental': 0.05555555555555555}","{'predictable': 0.14285714285714285, 'visceral': 0.07142857142857142, 'honest': 0.07142857142857142, 'uninspiring': 0.07142857142857142, 'could': 0.07142857142857142}"
47,it s not just the vampires that are damned in queen of the damned the viewers will feel they suffer the same fate,0,it s not just the vampires that are damned in queen of the damned the viewers will feel they suffer the same fate,0,0,0.9782608695652174,"['the film has a contrivance as aificial as the exalted ', 'the film is so consistently unimaginative that doesn ', 'the film is a contrivance as aificial as the film ', 'the film is too many out of these or historical moments ', 'the film is a primer on its own hollywood director ']","['the film is a primer on the beach with humor and humor ', 'the film has a laundry exercise in camera with action ', 'the film is a primer on the rules of popularity of ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so many that it wants to look like it ']","{'contrivance': 0.15384615384615385, 'aificial': 0.15384615384615385, 'exalted': 0.07692307692307693, 'consistently': 0.07692307692307693, 'unimaginative': 0.07692307692307693}","{'primer': 0.16666666666666666, 'humor': 0.1111111111111111, 'beach': 0.05555555555555555, 'laundry': 0.05555555555555555, 'exercise': 0.05555555555555555}"
48,for those who are intrigued by politics of the 70s the film is every bit as fascinating as it is flawed,1,for those who are intrigued by politics of the 70s the film is every bit as fascinating as it is flawed,0,0,1.0,"['the film is a primer on a movie that should be better ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv director ', 'the film is too many or sugary issues in the least ', 'the film is a primer on its own hollywood director ']","['the film is a primer on its own animated tv and in ', 'the film is so many of its own in reality filmmaking ', 'the film is so many that it wants to look like it ', 'the film is a primer on its own school comedy with ']","{'primer': 0.26666666666666666, 'director': 0.13333333333333333, 'better': 0.06666666666666667, 'sentence': 0.06666666666666667, 'animated': 0.06666666666666667}","{'primer': 0.15384615384615385, 'many': 0.15384615384615385, 'animated': 0.07692307692307693, 'tv': 0.07692307692307693, 'reality': 0.07692307692307693}"
49,ah nuld s action hero days might be over,0,ah nuld s action hero days might be over,0,0,0.9433962264150944,"['a movie that one would have been exhausted by someone ', 'a movie that so of the energy than a romantic comedy ', 'a movie that so tale about being a bunch of time in ', 'a movie that rare into a man who can t seen it s not ', 'a movie that one would have been seen in advance or ']","['the film is a primer on its own his director and feels ', 'the film is a primer on its own his director in its ', 'a movie that one of the best films of the year with ', 'the film s so uninspiring that could a taste of the ', 'the film is a solid album of acting and direction ']","{'one': 0.11764705882352941, 'would': 0.11764705882352941, 'seen': 0.11764705882352941, 'exhausted': 0.058823529411764705, 'someone': 0.058823529411764705}","{'primer': 0.125, 'director': 0.125, 'feels': 0.0625, 'one': 0.0625, 'best': 0.0625}"
50,broomfield reveals an ironic manifestation of institutionalized slavery that ties a black owned record label with a white empowered police force,1,broomfield reveals an ironic manifestation of institutionalized slavery that ties a black owned record label with a white empowered police force,1,1,1.0,"['a movie that one of the best films of the year with ', 'the film is a primer on its own it fills a good movie ', 'it s a very tasteful rock and roll movie you could ', 'it s a very tasteful to look at the most were what ', 'the film is so of the 70s most of the film s with ']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own it feels like a lot ']","{'tasteful': 0.14285714285714285, 'one': 0.07142857142857142, 'best': 0.07142857142857142, 'films': 0.07142857142857142, 'year': 0.07142857142857142}","{'primer': 0.3333333333333333, 'sentence': 0.16666666666666666, 'feels': 0.16666666666666666, 'like': 0.16666666666666666, 'lot': 0.16666666666666666}"
51,a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apa,1,a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apa,1,1,0.9545454545454546,"['the film is so many of its own in reality filmmaking ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on its own and director michael ', 'the film is so consistently that the impoance of human ', 'the film is too many out of these or historical moments ']","['the film is a primer on its own animated tv in which ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on a movie that should be better ']","{'many': 0.13333333333333333, 'primer': 0.13333333333333333, 'reality': 0.06666666666666667, 'filmmaking': 0.06666666666666667, 'rules': 0.06666666666666667}","{'primer': 0.2857142857142857, 'animated': 0.14285714285714285, 'tv': 0.14285714285714285, 'contrivance': 0.14285714285714285, 'aificial': 0.14285714285714285}"
52,what better message than love thyself could young women of any size receive,1,what better message than love thyself could young women of any size receive,0,0,0.9811320754716981,"['a movie that one would be profane politically the ', 'the film is a primer on its own and fills its characters ', 'the film is a primer on sentence of the film a movie ', 'a movie that rare into a man who can t seen it s not ', 'the film is so many that time audiences it would have ']","['a movie that rare into the reunion of s a performance ', 'the film is a primer on its own in town with sensitivity ', 'a movie that rare into a reunion of s a performance ', 'the film is so of the 70s it would be adequately emphasized ', 'the film is a primer on its own in town with action ']","{'would': 0.125, 'primer': 0.125, 'one': 0.0625, 'profane': 0.0625, 'politically': 0.0625}","{'rare': 0.125, 'reunion': 0.125, 'performance': 0.125, 'primer': 0.125, 'town': 0.125}"
53,a beguiling slow moving parable about the collision of past and present on a remote seacoast in iran,1,a beguiling slow moving parable about the collision of past and present on a remote seacoast in iran,1,1,1.0,"['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own animated tv and in ', 'the film is so of the 70s it would be adequately emphasized ', 'the film is so of the best films of the year with ', 'the film is a primer on its own it s a rewarding balance ']","['the film is so many that its through the film s mid ', 'the film is a primer on its own animated tv director ']","{'primer': 0.1875, 'fills': 0.0625, 'good': 0.0625, 'animated': 0.0625, 'tv': 0.0625}","{'many': 0.16666666666666666, 'mid': 0.16666666666666666, 'primer': 0.16666666666666666, 'animated': 0.16666666666666666, 'tv': 0.16666666666666666}"
54,you needn t be steeped in 50s sociology pop culture or movie lore to appreciate the emotional depth of haynes work though haynes style apes films from the period its message is not rooted in that decade,1,you needn t be steeped in 50s sociology pop culture or movie lore to appreciate the emotional depth of haynes work though haynes style apes films from the period its message is not rooted in that decade,1,1,0.96,"['the film has the heavy handed of a house ambition ', 'the movie has been in this is that rare drama that ', 'the film has all the rules of his film bigelow the ', 'the film has a laundry cast of human comedy that it ', 'the film has an infectious enthusiasm and it s altman ']","['the movie has been readily dismissed as the website ', 'the film has the perfect characters are not to give ']","{'heavy': 0.06666666666666667, 'handed': 0.06666666666666667, 'house': 0.06666666666666667, 'ambition': 0.06666666666666667, 'rare': 0.06666666666666667}","{'readily': 0.16666666666666666, 'dismissed': 0.16666666666666666, 'website': 0.16666666666666666, 'perfect': 0.16666666666666666, 'characters': 0.16666666666666666}"
55,a chronicle not only of one man s quest to be president but of how that man single handedly turned a plane full of hard bitten cynical journalists into what was essentially by campaign s end an extended publicity depament,1,a chronicle not only of one man s quest to be president but of how that man single handedly turned a plane full of hard bitten cynical journalists into what was essentially by campaign s end an extended publicity depament,1,1,0.9622641509433962,"['the movie has been in this is that rare drama that ', 'the film has the perfect characters are not to lend ', 'the film has the number of s a similarly morose and ', 'the movie has the perfect of s best and the characters ', 'the movie has the fact of the best examples of his ']","['the movie has been in years old but even as the movie ', 'the movie has been in this one of human life but ultimately ', 'the movie has all the rules of attraction is realistic ', 'the movie has all the rules of attraction gets bigelow ', 'the movie has a laundry of a movie that i can be shaking ']","{'perfect': 0.14285714285714285, 'characters': 0.14285714285714285, 'best': 0.14285714285714285, 'rare': 0.07142857142857142, 'drama': 0.07142857142857142}","{'rules': 0.125, 'attraction': 0.125, 'years': 0.0625, 'old': 0.0625, 'even': 0.0625}"
56,one of the worst movies of the year,0,one of the worst movies of the year,0,0,0.9649122807017544,"['a movie that so tale about being a bunch of time in ', 'a movie that rare into a man who can not always in ', 'a movie that one would have been seen the performers ', 'a movie that rare into a man who can t seen it s not ', 'a movie that one would be profane politically the ']","['the film s a gaudy bag of stale candy ever made a ', 'a movie that so tale about three years ago and lucy ', 'a movie that rare into the reunion of and the 15 a ', 'a movie that one of the best films of the year the ', 'the film is so many of its own in reality tv and his ']","{'rare': 0.11764705882352941, 'man': 0.11764705882352941, 'one': 0.11764705882352941, 'would': 0.11764705882352941, 'seen': 0.11764705882352941}","{'gaudy': 0.047619047619047616, 'bag': 0.047619047619047616, 'stale': 0.047619047619047616, 'candy': 0.047619047619047616, 'ever': 0.047619047619047616}"
57,on a ceain base level blue crush delivers what it promises just not well enough to recommend it,0,on a ceain base level blue crush delivers what it promises just not well enough to recommend it,0,0,0.9523809523809523,"['the film is so many of its own in reality tv in which ', 'the film is too many or sugary through to think that ', 'the film is a primer on its own hollywood director ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv and rather ']","['the film is a primer on its own it s a rewarding balance ', 'the film is a primer on the film s delicate little ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on the beach with humor and american ', 'the film is so consistently that the impoance of human ']","{'primer': 0.2, 'many': 0.13333333333333333, 'tv': 0.13333333333333333, 'reality': 0.06666666666666667, 'sugary': 0.06666666666666667}","{'primer': 0.25, 'rewarding': 0.0625, 'balance': 0.0625, 'delicate': 0.0625, 'little': 0.0625}"
58,frailty offers chills much like those that you get when sitting around a campfire around midnight telling creepy stories to give each other the willies and there s no way you won t be talking about the film once you exit the theater,1,frailty offers chills much like those that you get when sitting around a campfire around midnight telling creepy stories to give each other the willies and there s no way you won t be talking about the film once you exit the theater,0,0,0.9871794871794872,"['the movie has been more than a fair film but director ', 'the movie i have been lost in the most ride the film ', 'the movie i have been outrageous did not a look at ', 'the movie has the fact that the is a rewarding smug ', 'the movie has been in the rules of attraction and ']","['the movie has a laundry of the film s best and his ', 'the movie has the perfect of s best and the characters ', 'the movie has the perfect of s best and the film s ', 'the movie has the fact of the best examples of aful ', 'the movie has the fact of the best examples of his ']","{'fair': 0.09090909090909091, 'director': 0.09090909090909091, 'lost': 0.09090909090909091, 'ride': 0.09090909090909091, 'outrageous': 0.09090909090909091}","{'best': 0.35714285714285715, 'perfect': 0.14285714285714285, 'fact': 0.14285714285714285, 'examples': 0.14285714285714285, 'laundry': 0.07142857142857142}"
59,an exhilarating serving of movie fluff,1,an exhilarating serving of movie fluff,0,0,0.984251968503937,"['the film s blatant is one reason it s just too long ', 'a movie that will be a bit of a good time <end> ', 'a movie that will be a of a movie ultimately devoid ', 'the movie is a mediocre movie movie in a great raw ', 'the film s so anti jokes are off like 100 minutes ']","['a movie that makes for one of the best films <end> ', 'a very funny look at how it grows to be <end> ', 'the film is a primer on its own his director at life ', 'the film is a primer on its own his director at its ', 'a film that will enthrall the usual ground and delightfully ']","{'blatant': 0.058823529411764705, 'one': 0.058823529411764705, 'reason': 0.058823529411764705, 'long': 0.058823529411764705, 'bit': 0.058823529411764705}","{'primer': 0.125, 'director': 0.125, 'makes': 0.0625, 'one': 0.0625, 'best': 0.0625}"
60,so clich d that at one point they literally upset an apple ca,0,so clich d that at one point they literally upset an apple ca,1,1,1.0,"['the film is a primer on its own his director in its ', 'it s a very tasteful rock and roll movie you could ', 'a thoughtful movie that one of the most lies in a ', 'the film is a primer on its own in town with sensitivity ', 'a movie that rare into the reunion of s a performance ']","['the film is a primer on sentence of the film a movie ', 'a movie that so of the energy than a romantic comedy ', 'the film is so many that its through the film s mid ']","{'primer': 0.13333333333333333, 'director': 0.06666666666666667, 'tasteful': 0.06666666666666667, 'rock': 0.06666666666666667, 'roll': 0.06666666666666667}","{'primer': 0.14285714285714285, 'sentence': 0.14285714285714285, 'energy': 0.14285714285714285, 'romantic': 0.14285714285714285, 'comedy': 0.14285714285714285}"
61,the piano teacher is not an easy film it forces you to watch people doing unpleasant things to each other and themselves and it maintains a cool distance from its material that is deliberately unsettling,1,the piano teacher is not an easy film it forces you to watch people doing unpleasant things to each other and themselves and it maintains a cool distance from its material that is deliberately unsettling,1,1,1.0,"['the film has the perfect of s best films the characters ', 'the film has an infectious enthusiasm and the movie ', 'the film has been a huge fan of dickens in his actors ', 'the film has an infectious enthusiasm and it s simply ', 'the film has been a huge fan of dickens page one that ']","['the film has the perfect characters are not to compromise ', 'the movie has been readily dismissed as the website ', 'the film has the perfect characters are not to give ', 'the film has been a huge fan of dickens in which is ', 'the film has been a huge that the movie is one of ']","{'infectious': 0.1111111111111111, 'enthusiasm': 0.1111111111111111, 'huge': 0.1111111111111111, 'fan': 0.1111111111111111, 'dickens': 0.1111111111111111}","{'perfect': 0.14285714285714285, 'characters': 0.14285714285714285, 'huge': 0.14285714285714285, 'compromise': 0.07142857142857142, 'readily': 0.07142857142857142}"
62,friday after next is a lot more bluster than bite,0,friday after next is a lot more bluster than bite,0,0,0.9714285714285714,"['the film is a primer on its own his director and feels ', 'a movie that so of the energy in a of healthy tv s ', 'a movie that so of the energy than a romantic comedy ', 'a movie that one would have been seen in advance or ', 'a movie that so tale about being a bunch of time in ']","['the film is a solid album of acting and direction ', 'the film is a solid and unsentimental tale than the ', 'the film is a primer on its own and director in america ', 'the film is a solid album of writers the film is a ', 'a movie that so lovingly and present the most of screen ']","{'energy': 0.125, 'primer': 0.0625, 'director': 0.0625, 'feels': 0.0625, 'healthy': 0.0625}","{'solid': 0.1875, 'album': 0.125, 'acting': 0.0625, 'direction': 0.0625, 'unsentimental': 0.0625}"
63,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,1,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,1,1,0.9777777777777777,"['the film is so of those films try to be missing it ', 'the film is a primer on its own it s a rewarding balance ', 'the film has an infectious enthusiasm and we re touched ', 'the film has a laundry exercise in camera and that ', 'the film has a laundry exercise in camera with action ']","['the film is too many or even through the movie s mid ', 'the film is a contrivance as aificial as the film ', 'the film is so many of the time it s so bad that s ', 'the film is too many out of these or historical moments ']","{'laundry': 0.125, 'exercise': 0.125, 'camera': 0.125, 'films': 0.0625, 'try': 0.0625}","{'many': 0.2727272727272727, 'even': 0.09090909090909091, 'mid': 0.09090909090909091, 'contrivance': 0.09090909090909091, 'aificial': 0.09090909090909091}"
64,it s so devoid of joy and energy it makes even jason x look positively shakesperean by comparison,0,it s so devoid of joy and energy it makes even jason x look positively shakesperean by comparison,1,1,0.9545454545454546,"['the film is so of the 70s games film ever made about ', 'the film is a primer on its own time director peter ', 'the film is a primer on its own animated tv and in ', 'the film is a primer on its own school comedy with ', 'the film is a primer on its own animated tv and rather ']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own director director ', 'the film is too many or even video it s got a movie ', 'the film is so many that its through the film s mid ']","{'primer': 0.2222222222222222, 'animated': 0.1111111111111111, 'tv': 0.1111111111111111, '70s': 0.05555555555555555, 'games': 0.05555555555555555}","{'primer': 0.18181818181818182, 'director': 0.18181818181818182, 'many': 0.18181818181818182, 'sentence': 0.09090909090909091, 'even': 0.09090909090909091}"
65,if there s nothing fresh about wannabes which was written by mr demeo who produced and directed the film with charles a addessi much of the time the movie feels authentic,1,if there s nothing fresh about wannabes which was written by mr demeo who produced and directed the film with charles a addessi much of the time the movie feels authentic,0,0,0.9433962264150944,"['the film has the perfect characters are not to compromise ', 'the film has been a huge that his movie in stua is ', 'the film is too many out of these guys are john in ', 'the film has all the rules of water melodrama which ', 'the film is too many out to crush the same ride that ']","['the film has a laundry exercise in camera that you ', 'the film has a laundry list of movie largely for the ', 'the film is so of those who try to look at but it ', 'the film has the heavy handed that takes up with a ', 'the film is so of those who try to look away from ']","{'many': 0.14285714285714285, 'perfect': 0.07142857142857142, 'characters': 0.07142857142857142, 'compromise': 0.07142857142857142, 'huge': 0.07142857142857142}","{'laundry': 0.14285714285714285, 'try': 0.14285714285714285, 'look': 0.14285714285714285, 'exercise': 0.07142857142857142, 'camera': 0.07142857142857142}"
66,a comprehensive and provocative film one that pushes the boundaries of biography and challenges its audience,1,a comprehensive and provocative film one that pushes the boundaries of biography and challenges its audience,1,1,0.9772727272727273,"['a movie that one of the best films of the situation ', 'the film is a contrivance as aificial as the film ', 'the film is so many of its own in reality tv and his ', 'the film is a primer on its own director director ', 'the film is a primer on its own it s a of above the ']","['a movie that one would be profane politically the ', 'the film is too many or even through the movie s of ', 'the film is a primer on its own animated tv in which ']","{'primer': 0.15384615384615385, 'director': 0.15384615384615385, 'one': 0.07692307692307693, 'best': 0.07692307692307693, 'films': 0.07692307692307693}","{'one': 0.1111111111111111, 'would': 0.1111111111111111, 'profane': 0.1111111111111111, 'politically': 0.1111111111111111, 'many': 0.1111111111111111}"
67,a modest masterpiece,1,a modest masterpiece,0,0,0.9923076923076923,"['the movie is a mediocre movie flick about a whole ', 'a movie that will be a mediocre movie is not a <end> ', 'the movie is a mediocre movie flick about a <end> ', 'the movie is a mediocre movie tale about a good time ', 'the film s so predictable and are too many over <end> ']","['a very funny look at how it s a pretty funny <end> ', 'the of the film is a pleasant enough and delightfully ', 'a movie that makes for good way to go <end> ', 'the film s hero is a of and misguided acts of affection ', 'the film s visceral and affection thriller with a ']","{'mediocre': 0.3333333333333333, 'flick': 0.16666666666666666, 'whole': 0.08333333333333333, 'tale': 0.08333333333333333, 'good': 0.08333333333333333}","{'funny': 0.1111111111111111, 'affection': 0.1111111111111111, 'look': 0.05555555555555555, 'pretty': 0.05555555555555555, 'pleasant': 0.05555555555555555}"
