index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate,time to generate sentences,training time
35,why the trump team’s economic promises will be hard to execute the new york times,1,trump ’ s economic vows may be harder ,0,0,0.96875,"['trump ’ s economic vows may be harder ', 'a tiny mocking voice rules donald trump ', 'why the most ghost ship ’ s power in ', 'trump praises senate for moving to ', 'trump on syria ’ s assad following ']","['a dream that survived life in a war ', 'a dream that survived on in the war ', 'watch madonna warns of the new york ', 'trump claims without evidence that ', 'trump ’ s 1st win germany hints at ']","{'trump': 0.16, '’': 0.12, 'economic': 0.04, 'vows': 0.04, 'may': 0.04}","{'dream': 0.09090909090909091, 'survived': 0.09090909090909091, 'war': 0.09090909090909091, 'trump': 0.09090909090909091, 'life': 0.045454545454545456}",0.03483176231384277,93.14509749412537,6382.23952794075
36,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,jim carrey s new blood dripping porait ,0,0,0.9636363636363636,"['r kelly says the war on up day on ‘ ', 'r kelly says the time s up on one him ', 'r kelly accused of knowingly and intentionally ', 'israeli troops wound 13 on gaza border ', 'lgbtq activists had a st patrick s ']","['they fled war at home now they ’ re ', 'us launches cyber attack on russia ', 'tim kaine clinton email announcement ']","{'r': 0.11538461538461539, 'kelly': 0.11538461538461539, 'says': 0.07692307692307693, 'war': 0.038461538461538464, 'day': 0.038461538461538464}","{'fled': 0.07142857142857142, 'war': 0.07142857142857142, 'home': 0.07142857142857142, '’': 0.07142857142857142, 'us': 0.07142857142857142}",0.021819353103637695,89.65576791763306,6382.23952794075
37,quand l’a s’invite dans les usines de l’oural,1,quand l ’ a s ’ invite dans les usines ,1,1,0.9879518072289156,"['topless ‘ sextremist ’ feminists grab ', 'repo fbi has a facial recognition database ', '5 bodies found off libya amid fears ', 'watch madonna warns of the new york ', 'at new year city would be for the president ']","['5 reasons trump ’ s favorite tax overhaul ', 'in school nurse ’ s room tylenol bandages ', 'how a simon brought the glorious of ', 'repo fbi can ’ t hold clinton ’ s national ', 'at new york city ballet lacing up their ']","{'new': 0.07407407407407407, 'topless': 0.037037037037037035, '‘': 0.037037037037037035, 'sextremist': 0.037037037037037035, '’': 0.037037037037037035}","{'’': 0.14285714285714285, '5': 0.03571428571428571, 'reasons': 0.03571428571428571, 'trump': 0.03571428571428571, 'favorite': 0.03571428571428571}",0.03687596321105957,95.34144830703735,6382.23952794075
38,trump’s economic vows may be harder to hit after a slow 2016 the new york times,1,trump ’ s economic vows may be harder ,0,0,0.967741935483871,"['a list of everything don jr doesn t ', 'trump s pick for cia director won t ', 'trump ’ s economic vows may be harder ', 'how putin to vote it it s not a welcome ', 'if trump tweets it is it news a quandary ']","['trump ’ s 1st win germany hints at ', 'trump s attempt to make an example ', 'trump on mexican border wall to be ', 'trump claims bashes cnn buzzfeed over ', 'watch james corden get smashed in the ']","{'trump': 0.15, 'list': 0.05, 'everything': 0.05, 'jr': 0.05, 'pick': 0.05}","{'trump': 0.16666666666666666, '’': 0.041666666666666664, '1st': 0.041666666666666664, 'win': 0.041666666666666664, 'germany': 0.041666666666666664}",0.03493666648864746,95.57125926017761,6382.23952794075
39,media matters brags taking lou dobbs off cnn glenn beck off fox project veritas,1,former mormon center leader accused ,0,0,0.9885057471264368,"['and jack s bonkers has people they ', 'lawmakers have added 32 8 million to ', 'rose mcgowan wishes harvey weinstein ', 'no or graduation ceremony for teen ', 'teen uses s for secret message about ']","['ryan zinke and the tale of two fish ', 'man dies after getting head stuck in ', 'fbi calls on hillary clinton ’ s campaign ', 'statue of suffragist millicent fawcett ', 'no hours after raging of prison violence ']","{'teen': 0.1, 'jack': 0.05, 'bonkers': 0.05, 'people': 0.05, 'lawmakers': 0.05}","{'ryan': 0.041666666666666664, 'zinke': 0.041666666666666664, 'tale': 0.041666666666666664, 'two': 0.041666666666666664, 'fish': 0.041666666666666664}",0.05690646171569824,86.49317765235901,6382.23952794075
40,coffee shop refuses to serve man after racist rant against woman in niqab,0,coffee shop refuses to serve man after ,0,0,0.9529411764705882,"['stephen colbe ’ s a impression of donald ', 'israeli forces kill in least 16 palestinian ', 'r kelly says the time s up client revealed ', 'r kelly says the time s up media him ', 'r kelly says the war on teacher him ']","['kathy griffin nails the hypocrisy of ', 'toys r us founder shut lazarus 94 as ', 'homeschool families targeted in district ', 'kathy griffin in tears at press conference ', 'pakistan bloodbath isis kill 59 injure ']","{'r': 0.1111111111111111, 'kelly': 0.1111111111111111, 'says': 0.1111111111111111, 'time': 0.07407407407407407, 'stephen': 0.037037037037037035}","{'kathy': 0.07692307692307693, 'griffin': 0.07692307692307693, 'nails': 0.038461538461538464, 'hypocrisy': 0.038461538461538464, 'toys': 0.038461538461538464}",0.030673980712890625,86.64766907691956,6382.23952794075
41,the truth about what happened to mh17 – a video investigation,1,the dangerous belief that extreme technology ,1,1,0.9672131147540983,"['trump claims said to white house of ', 'opinion hillary is the whore of babylon ', 'five inside resolution denying israeli ', 'trump claims without evidence that ', 'trump team bashes cnn buzzfeed over ']","['trump returns to white house without ', 'trump s doctor says trump basically ', 'how to hit sinclair where it hus according ', 'what to watch on hulu that ’ s new ', 'a tiny mocking voice rules donald trump ']","{'trump': 0.13043478260869565, 'claims': 0.08695652173913043, 'said': 0.043478260869565216, 'white': 0.043478260869565216, 'house': 0.043478260869565216}","{'trump': 0.16666666666666666, 'returns': 0.041666666666666664, 'white': 0.041666666666666664, 'house': 0.041666666666666664, 'without': 0.041666666666666664}",0.025835752487182617,85.63980340957642,6382.23952794075
42,daniel akaka first native hawaiian in senate dies at 93,0,daniel akaka first native hawaiian ,1,1,0.963855421686747,"['fox news said sarah huckabee sanders ', 'fox news said personally asks all to ', 'david clarke makes a tacky homophobic ', 'fbi calls on media investigation stop ', 'and just like that gaming and mainstream ']","['and jack s bonkers has people they ', 'that fbi deputy director is mccabe ', 'gina haspel now says cia shouldn t ', 'fox news said at white house 000 joke ', 'cops already patrol these students ']","{'fox': 0.08333333333333333, 'news': 0.08333333333333333, 'said': 0.08333333333333333, 'sarah': 0.041666666666666664, 'huckabee': 0.041666666666666664}","{'jack': 0.045454545454545456, 'bonkers': 0.045454545454545456, 'people': 0.045454545454545456, 'fbi': 0.045454545454545456, 'deputy': 0.045454545454545456}",0.03883767127990723,84.0339663028717,6382.23952794075
43,jim carrey stas controversy with painting that looks like sarah huckabee sanders,0,jim carrey with painting that looks ,0,0,1.0,"['trevor noah breaks down the major flaw ', 'stephen colbe reveals evil genius plan ', 'ryan zinke looks to bite some people ', 'ryan reynolds as deadpool hilariously ', 'ryan reynolds went on a south korean ']","['colin kaepernick receives amnesty international ', 'ryan zinke looks to back some critics ', 'neil young chimes in on a crosby stills ', 'kathy griffin nails the hypocrisy of ', 'former trump doctor accuses president ']","{'ryan': 0.12, 'reynolds': 0.08, 'trevor': 0.04, 'noah': 0.04, 'breaks': 0.04}","{'colin': 0.041666666666666664, 'kaepernick': 0.041666666666666664, 'receives': 0.041666666666666664, 'amnesty': 0.041666666666666664, 'international': 0.041666666666666664}",0.024196147918701172,84.70146131515503,6382.23952794075
44,fire riot at venezuelan police station leaves 68 dead,0,teacher who hosted white nationalist ,1,1,0.9651162790697675,"['and baby make history becoming first ', 'ryan zinke and the tale of two fish ', 'five inside resolution denying israeli ', 'us on outrage over white role explains ', '11 very depressing economic realities ']","['woman fired after off trump s sues ', 'leftist hypocrisy on “ peace love and ', 'u s hits russia with sanctions for ', 'republicans got with gerrymandering ', 'fox news said personally asks 000 to ']","{'baby': 0.041666666666666664, 'make': 0.041666666666666664, 'history': 0.041666666666666664, 'becoming': 0.041666666666666664, 'first': 0.041666666666666664}","{'woman': 0.045454545454545456, 'fired': 0.045454545454545456, 'trump': 0.045454545454545456, 'sues': 0.045454545454545456, 'leftist': 0.045454545454545456}",0.03880667686462402,82.77162051200867,6382.23952794075
45,thousands of buffalo appear at site of standing rock protest watch,1,these could put you at risk for social ,0,0,0.9384615384615385,"['republicans now marching with trump ', 'u s accuses chinese jet of too close ', 'russia to expel u s diplomats shut ', 'republicans head into mid terms with ', 'republicans got with gerrymandering ']","['top post nominee ‘ ’ at for christian ', '13 reasons why goes beyond the tapes ', 'no charges but harsh criticism for ', 'five reasons resolution denying israeli ', 'republicans us marching with trump ']","{'republicans': 0.15, 'u': 0.1, 'marching': 0.05, 'trump': 0.05, 'accuses': 0.05}","{'reasons': 0.08695652173913043, 'top': 0.043478260869565216, 'post': 0.043478260869565216, 'nominee': 0.043478260869565216, '‘': 0.043478260869565216}",0.03818249702453613,84.05420446395874,6382.23952794075
46,opinion hillary is the whore of babylon and is not human,1,opinion hillary is the whore of babylon ,1,1,0.9864864864864865,"['trump claims bashes cnn buzzfeed over ', 'five inside resolution denying israeli ', 'opinion hillary is the whore of babylon ', 'a candidate rises on on control for ', 'watch more car mayhem in ’ fate of ']","['watch blue bid 000 on a new it s no ', 'how to hit sinclair where it hus according ', 'a list of everything don jr doesn t ', 'u s accuses chinese jet of too close ', 'try to keep calm but k pop band bts ']","{'trump': 0.045454545454545456, 'claims': 0.045454545454545456, 'bashes': 0.045454545454545456, 'cnn': 0.045454545454545456, 'buzzfeed': 0.045454545454545456}","{'watch': 0.041666666666666664, 'blue': 0.041666666666666664, 'bid': 0.041666666666666664, '000': 0.041666666666666664, 'new': 0.041666666666666664}",0.04099273681640625,74.71525573730469,6382.23952794075
47,what if joaquin phoenix is friendlier than he gets credit for,0,donald trump says he didn t know about ,0,0,0.9743589743589743,"['giuliani says trump repaid lawyer for ', 'breaking clinton “ re kim jong un meets ', 'new han solo trailer features a twist ', 'breaking clinton “ we re being about ', 'new federal data shows how black students ']","['breaking clinton “ we re have to people ', 'donald trump deutsche bank did clintons ', 'comey memo trump floated idea of jailing ', 'gop who thinks he church ‘ the rails ', 'michael b jordan to produce film about ']","{'breaking': 0.07407407407407407, 'clinton': 0.07407407407407407, '“': 0.07407407407407407, 'new': 0.07407407407407407, 'giuliani': 0.037037037037037035}","{'trump': 0.08333333333333333, 'breaking': 0.041666666666666664, 'clinton': 0.041666666666666664, '“': 0.041666666666666664, 'people': 0.041666666666666664}",0.03942513465881348,79.40263557434082,6382.23952794075
48,this democrat just became the longest serving woman in the house,0,this democrat just became the serving ,1,1,1.0,"['that thought about blaming himself ', 'michael moore admits in cohen to revealed ', 'five inside resolution denying israeli ', 'fbi calls on hillary clinton will not ', 'gop congresswoman blames deep state ']","['gop leaders fine with trump bombing ', 'what to watch on amazon prime that ', 'at least 5 dead in violent clashes ', 'what robe mueller repoedly wants to ', 'fbi debunks hillary clinton s russian ']","{'thought': 0.047619047619047616, 'blaming': 0.047619047619047616, 'michael': 0.047619047619047616, 'moore': 0.047619047619047616, 'admits': 0.047619047619047616}","{'gop': 0.045454545454545456, 'leaders': 0.045454545454545456, 'fine': 0.045454545454545456, 'trump': 0.045454545454545456, 'bombing': 0.045454545454545456}",0.04259538650512695,83.05689597129822,6382.23952794075
49,meet the pro gun democrat taking on congress’ mini trump,0,in mick mulvaney trump finds anti establishment ,1,1,0.9666666666666667,"['supreme cou rules priests do not have ', 'donald trump meets with black leaders ', 'u s admits contradicts michigan to ', 'trump claims without evidence that ', 'watch more car mayhem in ’ fate of ']","['u s hits russia with sanctions for ', 'can agree on one thing u s was behind ', 'watch blue bid 000 on a like it s no ', 'gop leaders fine with trump bombing ', 'former fbi accuses trump is lawyer ']","{'trump': 0.09090909090909091, 'supreme': 0.045454545454545456, 'cou': 0.045454545454545456, 'rules': 0.045454545454545456, 'priests': 0.045454545454545456}","{'u': 0.08333333333333333, 'trump': 0.08333333333333333, 'hits': 0.041666666666666664, 'russia': 0.041666666666666664, 'sanctions': 0.041666666666666664}",0.046697139739990234,86.86913776397705,6382.23952794075
50,jenna fischer wore a towel on jimmy kimmel after a wardrobe malfunction,0,eahquake hits italy shaking rome s ,0,0,0.9814814814814815,"['ryan reynolds went on a south korean ', 'laura ingraham slams adveisers who ', 'fox news sean hannity has our full ', 'colbe mocks giuliani for failing tax ', 'ryan reynolds as deadpool hilariously ']","['iraqi car bomb jaw dropping crisis ', 'laura ingraham by yet another despite ', 'corey goode vlog update behind the ']","{'ryan': 0.08695652173913043, 'reynolds': 0.08695652173913043, 'went': 0.043478260869565216, 'south': 0.043478260869565216, 'korean': 0.043478260869565216}","{'iraqi': 0.0625, 'car': 0.0625, 'bomb': 0.0625, 'jaw': 0.0625, 'dropping': 0.0625}",0.017520427703857422,81.46197175979614,6382.23952794075
51,‘great british bake off’ will leave bbc and two hosts quit the new york times,1,‘ i ’ m nobody nationalist not a and ,1,1,0.963855421686747,"['e p a workers try to block pruitt in ', 'former us accuses trump of sexual assault ', 'u s admits in syria meant to hit isis ', 'watch james corden get smashed in the ', 'how to wong foo paved the way for the ']","['‘ great british off ’ will leave bbc ', 'at new york city ballet lacing up their ', 'former fbi accuses trump team accuses ', 'repo 33 of jay z claims claims for ', 'south korea ’ s blacklist of aists ']","{'e': 0.037037037037037035, 'p': 0.037037037037037035, 'workers': 0.037037037037037035, 'try': 0.037037037037037035, 'block': 0.037037037037037035}","{'’': 0.07142857142857142, 'accuses': 0.07142857142857142, 'claims': 0.07142857142857142, '‘': 0.03571428571428571, 'great': 0.03571428571428571}",0.05636024475097656,90.96229720115662,6382.23952794075
52,colin kaepernick receives amnesty international s highest honor for activism,0,colin kaepernick receives amnesty international ,1,1,0.9852941176470589,"['iraqi army discovers us made missiles ', 'us senate passes in a baby questions ', 'former clinton foundation ceo begging ', 'ryan reynolds as deadpool hilariously ', 'former trump doctor accuses president ']","['israeli forces kill at least 16 palestinian ', 'noh korea says diplomat who defected ', 'ryan reynolds went on a south korean ', 'fox news said personally asks cuts ', 'former oklahoma doctor accuses trump ']","{'us': 0.08, 'former': 0.08, 'iraqi': 0.04, 'army': 0.04, 'discovers': 0.04}","{'israeli': 0.037037037037037035, 'forces': 0.037037037037037035, 'kill': 0.037037037037037035, 'least': 0.037037037037037035, '16': 0.037037037037037035}",0.03485822677612305,87.67127799987793,6382.23952794075
53,spirit cooking only the sta to hillary clinton’s dark satanic magic,1,spirit cooking only the sta to hillary ,1,1,0.9759036144578314,"['repo 33 of jay z ’ s ‘ million ’ mexican ', 'former clinton foundation ceo after ', 'alan cumming this is the last gasp ', 'video oklahoma community gathers to ', 'former fbi accuses trump calls president ']","['watch blue bid 000 on a new it s no ', 'how putin ’ s plan to collect former ', 'watch blue bid 000 on a time to they ', 'senate cou pick who said planned parenthood ', 'repo fbi can ’ african pick for say ']","{'’': 0.07407407407407407, 'former': 0.07407407407407407, 'repo': 0.037037037037037035, '33': 0.037037037037037035, 'jay': 0.037037037037037035}","{'watch': 0.07407407407407407, 'blue': 0.07407407407407407, 'bid': 0.07407407407407407, '000': 0.07407407407407407, '’': 0.07407407407407407}",0.04091501235961914,78.76303720474243,6382.23952794075
54,obama loses it goes off on audience information clearing house ich,1,gop food stamp bill might be harsh ,1,1,0.9775280898876404,"['five inside resolution denying israeli ', 'fbi debunks hillary clinton email will ', 'gop food stamp bill might be harsh ', 'fox news said to settle group of lawsuits ', 'gina haspel confirmed as cia director ']","['gina haspel now says cia shouldn t ', 'fbi debunks hillary s conspiracy theory ', 'former miss accuses trump of sexual ', 'man who dressed up as white house easter ', 'man dressed as elsa from frozen pushes ']","{'five': 0.037037037037037035, 'inside': 0.037037037037037035, 'resolution': 0.037037037037037035, 'denying': 0.037037037037037035, 'israeli': 0.037037037037037035}","{'man': 0.08333333333333333, 'dressed': 0.08333333333333333, 'gina': 0.041666666666666664, 'haspel': 0.041666666666666664, 'says': 0.041666666666666664}",0.045903682708740234,79.4813015460968,6382.23952794075
55,police struggle to find possible motives for austin bombings,0,police struggle to find possible for ,1,1,0.9672131147540983,"['soros groups behind massive anti trump ', 'china marks another milestone in quest ', 'ryan zinke and the tale of two fish ', 'no hours of raging deadly prison violence ', 'us on outrage over white role explains ']","['german media promotes migrants replacing ', 'republicans got marching with the legal ', 'republicans now marching with trump ', 'mark zuckerberg and priscilla chan ', 'israeli forces kill at least 16 palestinian ']","{'soros': 0.038461538461538464, 'groups': 0.038461538461538464, 'behind': 0.038461538461538464, 'massive': 0.038461538461538464, 'anti': 0.038461538461538464}","{'republicans': 0.09090909090909091, 'marching': 0.09090909090909091, 'german': 0.045454545454545456, 'media': 0.045454545454545456, 'promotes': 0.045454545454545456}",0.024724245071411133,77.74780941009521,6382.23952794075
56,questioning gender amid a chaotic east village childhood the new york times,1,questioning gender amid a chaotic east ,0,0,0.9682539682539683,"['republicans got marching with with ', 'israeli forces kill at least 16 palestinian ', 'clergy abuse victims took their stories ', 'these old marijuana movie posters may ', 'republicans us shoot themselves in ']","['german media promotes migrants replacing ', '3 alternative energy options you can ', 'russia and moy at least year message ', 'no hours of raging deadly prison violence ', 'republicans got questions about we ']","{'republicans': 0.09523809523809523, 'got': 0.047619047619047616, 'marching': 0.047619047619047616, 'israeli': 0.047619047619047616, 'forces': 0.047619047619047616}","{'german': 0.045454545454545456, 'media': 0.045454545454545456, 'promotes': 0.045454545454545456, 'migrants': 0.045454545454545456, 'replacing': 0.045454545454545456}",0.028282642364501953,75.59192538261414,6382.23952794075
57,new england patriots elizabeth ii your monday evening briefing the new york times,1,new england patriots elizabeth ii your ,0,0,0.9764705882352941,"['2 women accuse tom brokaw of sexual ', 'these could put you at risk for social ', 'and head tells texas tells right to ', 'new jersey s liberal new governor is ', 'and head tells texas tells to you right ']","['us insiders – not russia – leaked clinton ', 'new orleans police officers plead guilty ', 'and think tanks amplify corporate america ', 'and head cracker do you hear brainstorm ', 'a snapshot of how asian americans are ']","{'tells': 0.16, 'head': 0.08, 'texas': 0.08, 'right': 0.08, 'new': 0.08}","{'–': 0.08, 'us': 0.04, 'insiders': 0.04, 'russia': 0.04, 'leaked': 0.04}",0.0606684684753418,89.66031217575073,6382.23952794075
58,chilean clergy abuse victims took their stories of survival to pope francis,0,clergy abuse victims took their stories ,0,0,0.9420289855072463,"['repo fbi director comey andrew mccabe ', 'israeli forces kill in least 16 palestinian ', 'r kelly accusers to be able to hear ', 'facebook plans new stock class to solidify ', 'senate does equifax a favor as a former ']","['russia hands us its response to joke ', 'they fled war at home now they ’ re ', '17 year old indigo child message to ', 'repo fbi director order mom because ', 'former clinton foundation ceo begging ']","{'repo': 0.037037037037037035, 'fbi': 0.037037037037037035, 'director': 0.037037037037037035, 'comey': 0.037037037037037035, 'andrew': 0.037037037037037035}","{'russia': 0.04, 'hands': 0.04, 'us': 0.04, 'response': 0.04, 'joke': 0.04}",0.028769969940185547,79.19480443000793,6382.23952794075
59,katie ledecky smashes her own world record in 400 freestyle the new york times,1,katie her own world record in 400 the ,1,0,0.9411764705882353,"['these old marijuana movie posters may ', '5 ways netflix tricks you into watching ', 'republicans got with gerrymandering ', '5 movies to see with and without family ', 'and head tells texas tells to you right ']","['american nightmare tyranny under the ', '5 tips for reading the polls like a ', 'syrian army wins control over terrorists ', 'ohio voters have a chance to do something ', 'ryan zinke and the tale of two fish ']","{'5': 0.09090909090909091, 'tells': 0.09090909090909091, 'old': 0.045454545454545456, 'marijuana': 0.045454545454545456, 'posters': 0.045454545454545456}","{'american': 0.045454545454545456, 'nightmare': 0.045454545454545456, 'tyranny': 0.045454545454545456, '5': 0.045454545454545456, 'tips': 0.045454545454545456}",0.04833865165710449,81.47615361213684,6382.23952794075
60,james corden recruits celebrity repoers to investigate who bit beyoncé,0,musicians fans mourn swedish dj avicii ,1,1,0.9818181818181818,"['ryan reynolds comments on marriage ', 'laura ingraham ripped yet another on ', 'laura ingraham ripped on twitter for ', 'bill maher confronts dear friend roseanne ', 'neil young chimes in on a crosby stills ']","['stephen colbe does some porn star math ', 'trevor noah breaks down the major flaw ', 'cops already patrol these students ', 'israeli forces kill at least 16 palestinian ', 'stephen colbe reveals evil genius plan ']","{'laura': 0.08333333333333333, 'ingraham': 0.08333333333333333, 'ripped': 0.08333333333333333, 'ryan': 0.041666666666666664, 'reynolds': 0.041666666666666664}","{'stephen': 0.07692307692307693, 'colbe': 0.07692307692307693, 'porn': 0.038461538461538464, 'star': 0.038461538461538464, 'math': 0.038461538461538464}",0.03444170951843262,79.79222345352173,6382.23952794075
61,breaking obama now considering maial law because of mass riots conservative daily post,1,breaking obama now considering maial ,1,1,0.9523809523809523,"['watch blue bid 000 on a time s latest ', 'breaking obama “ we have not had a ', 'fox news all but ignores nationwide ', 'breaking clinton “ “ we have more than ', 'new york times journalists who broke ']","['breaking clinton “ we re have had a ', 'breaking obama “ we have had a major ', 'white house preps spending cuts bill ', 'fbi debunks hillary s conspiracy theory ', 'gop senator called out for pushing ']","{'“': 0.13636363636363635, 'breaking': 0.09090909090909091, 'watch': 0.045454545454545456, 'blue': 0.045454545454545456, 'bid': 0.045454545454545456}","{'breaking': 0.09090909090909091, '“': 0.09090909090909091, 'clinton': 0.045454545454545456, 'obama': 0.045454545454545456, 'major': 0.045454545454545456}",0.03574514389038086,86.35847091674805,6382.23952794075
62,slovakia s prime minister fico quits amid crisis over murdered journalist,0,slovakia s prime minister fico quits ,0,0,0.99,"['kim kardashian calls sister khloe strong ', 'slovakia s prime minister fico quits ', 'simpsons creator on apu debate people ', 'cohen denies repo that mueller has ', 'white house blames deadly gaza violence ']","['neil young fires back at no 1 hater ', 'gop who doug lamborn thrown off the ', 'michael moore admits in women ever ', 'cynthia nixon vows to keep fighting ', 'neil young chimes in on a crosby stills ']","{'kim': 0.038461538461538464, 'kardashian': 0.038461538461538464, 'calls': 0.038461538461538464, 'sister': 0.038461538461538464, 'khloe': 0.038461538461538464}","{'neil': 0.08, 'young': 0.08, 'fires': 0.04, 'back': 0.04, '1': 0.04}",0.04341721534729004,92.33507013320923,6382.23952794075
63,make music great again with these 10 trumped up album covers,1,make music great again with these 10 ,0,0,0.9827586206896551,"['man who dressed up as white house easter ', 'cynthia nixon would rather be the good ', 'r kelly accusers say they had to ask ', 'russia to expel u s diplomats shut ', 'r kelly accused of knowingly and intentionally ']","['ohio voters have a chance to do something ', 'republicans fill cou seat they denied ', 'new york city council launches probe ', 'no jail time for walk of fame trump ', 'no charges but harsh criticism for ']","{'r': 0.08, 'kelly': 0.08, 'man': 0.04, 'dressed': 0.04, 'white': 0.04}","{'ohio': 0.043478260869565216, 'voters': 0.043478260869565216, 'chance': 0.043478260869565216, 'something': 0.043478260869565216, 'republicans': 0.043478260869565216}",0.02942514419555664,74.78526759147644,6382.23952794075
64,hey msm illegal alien suppoer makes death threat against trump in spanish,1,israeli troops wound 13 on gaza border ,1,1,0.9672131147540983,"['russia vows to expand black list of ', 'tim kaine clinton email announcement ', 'designer of waterslide that decapitated ', 'senate cou pick who said planned parenthood ', 'israeli soccer team beitar jerusalem ']","['fox news repoer personally asks donald ', 'emails show interior expected to learn ', 'r kelly accused of knowingly and intentionally ', 'former student killed in sexual assault ', 'try to keep calm but k pop band bts ']","{'russia': 0.041666666666666664, 'vows': 0.041666666666666664, 'expand': 0.041666666666666664, 'black': 0.041666666666666664, 'list': 0.041666666666666664}","{'fox': 0.03571428571428571, 'news': 0.03571428571428571, 'repoer': 0.03571428571428571, 'personally': 0.03571428571428571, 'asks': 0.03571428571428571}",0.02896904945373535,87.42815613746643,6382.23952794075
65,u s mexico and canada likely to affirm joint world cup bid the new york times,1,a car accident throws a productive ,1,1,0.9666666666666667,"['after senate filibuster a black death ', 'repo fbi ’ s facial recognition database ', '‘ i ’ m nobody nationalist ’ considering ', 'a third woman is suing to break trump ', '‘ things anti fans will be able to ']","['how the depoation crackdown is huing ', '‘ i broke it will not not an american ', 'at least 5 dead in violent clashes ', '‘ things you re ’ their able to visit ', '‘ things you ’ s death bbc about the ']","{'’': 0.11538461538461539, '‘': 0.07692307692307693, 'senate': 0.038461538461538464, 'filibuster': 0.038461538461538464, 'black': 0.038461538461538464}","{'‘': 0.14285714285714285, 'things': 0.09523809523809523, '’': 0.09523809523809523, 'depoation': 0.047619047619047616, 'crackdown': 0.047619047619047616}",0.05211019515991211,102.88718295097351,6382.23952794075
66,helen hunt gives promising update on ‘mad about you’ reboot,0,cops already patrol these students ,0,0,0.95,"['chinese cardinal worried that vatican ', 'white house blames deadly gaza violence ', 'fox news sean hannity has our full ', 'r kelly accused of knowingly and intentionally ', 'new york times calls on gop to protect ']","['fox news all but ignores nationwide ', 'new york times journalists who broke ', 'new york city council launches probe ']","{'chinese': 0.038461538461538464, 'cardinal': 0.038461538461538464, 'worried': 0.038461538461538464, 'vatican': 0.038461538461538464, 'white': 0.038461538461538464}","{'new': 0.13333333333333333, 'york': 0.13333333333333333, 'fox': 0.06666666666666667, 'news': 0.06666666666666667, 'ignores': 0.06666666666666667}",0.013697385787963867,79.92722511291504,6382.23952794075
67,president obama and president elect donald trump meet at white house,1,aggretsuko is a workplace comedy where ,0,0,0.9701492537313433,"['former plans accuses president of sexual ', 'former fbi accuses trump andrew lawyer ', 'former student accuses in in killings ', 'former student accuses in black killings ', 'gop state senator thinks laws created ']","['remy ma explains the impoance of melanin ', 'michael moore admits in cohen to revealed ', 'breaking clinton “ what we have had ', 'michael moore admits no women ever ', 'supreme cou to take hard look at paisan ']","{'former': 0.15384615384615385, 'accuses': 0.15384615384615385, 'student': 0.07692307692307693, 'killings': 0.07692307692307693, 'plans': 0.038461538461538464}","{'michael': 0.08695652173913043, 'moore': 0.08695652173913043, 'admits': 0.08695652173913043, 'remy': 0.043478260869565216, 'explains': 0.043478260869565216}",0.028252601623535156,71.81575751304626,6382.23952794075
68,it was protests peddling and presidents at this year s nra convention,0,the other reason trump hasn t fired ,1,1,0.9622641509433962,"['trump says talks under way for release ', 'gop will win open other have to more ', 'new york times journalists who broke ', 'donald trump deutsche bank did clintons ', 'trump repoedly tells to settle group ']","['new han solo trailer features a twist ', 'trump claims without for michael cohen ', 'a list of everything don jr doesn t ', 'trump claims doctor on white house ', 'repo fbi director order would ve into ']","{'trump': 0.13043478260869565, 'says': 0.043478260869565216, 'talks': 0.043478260869565216, 'way': 0.043478260869565216, 'release': 0.043478260869565216}","{'trump': 0.08333333333333333, 'claims': 0.08333333333333333, 'new': 0.041666666666666664, 'han': 0.041666666666666664, 'solo': 0.041666666666666664}",0.028045177459716797,79.32166147232056,6382.23952794075
69,you’d be surprised at how many foods contain added sugar the new york times,1,donald trump ’ s campaign by embrace ,1,1,0.9743589743589743,"['‘ the founder ’ burgers fries of trump ', '‘ i have your ’ m not be ’ breitba ', 'u s election in michigan — to its next ', '‘ things anti trump ’ s paisan you ', '‘ things we go the vote for after hillary ']","['‘ great british off ’ will leave bbc ', '‘ things you ’ s death bbc about the ', 'how the media try to get pruitt for ', '‘ ’ has the second best care on down ', '‘ great british off ’ california group ']","{'‘': 0.15384615384615385, '’': 0.15384615384615385, 'trump': 0.07692307692307693, 'things': 0.07692307692307693, 'founder': 0.038461538461538464}","{'‘': 0.15384615384615385, '’': 0.15384615384615385, 'great': 0.07692307692307693, 'british': 0.07692307692307693, 'bbc': 0.07692307692307693}",0.0616452693939209,102.26562237739563,6382.23952794075
