index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate,time to generate sentences,training time
33,sewer rats could watch this movie and be so skeeved out that they d need a shower,0,the film s visceral and predictable tale of a man ,1,1,0.975609756097561,"['the film is so many that it wants to look like it ', 'it s a very tasteful to look at it s so devoid of ', 'the film is so of those who try to look at but it ', 'the film is so of the 70s most of the film s with ', 'the film is so consistently that the rest but also ']","['the film is a primer on its own it feels like a lot ', 'the film is a primer on its own it fills a good movie ', 'the film is too many or even through the movie s of ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on its own animated tv in which ']","{'look': 0.23076923076923078, 'many': 0.07692307692307693, 'wants': 0.07692307692307693, 'like': 0.07692307692307693, 'tasteful': 0.07692307692307693}","{'primer': 0.26666666666666666, 'feels': 0.06666666666666667, 'like': 0.06666666666666667, 'lot': 0.06666666666666667, 'fills': 0.06666666666666667}",0.021329402923583984,148.38762402534485,10286.121524572372
34,directed without the expected flair or imagination by hong kong master john woo windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length,0,the film has the perfect of s best films the characters ,1,1,0.9818181818181818,"['the film has been a huge fan of human with such life ', 'the film has a laundry cast of war shocomings are ', 'the film has a laundry list of war shocomings but ', 'the film has the perfect characters are not to lend ', 'the film has an infectious enthusiasm and it s actually ']","['the film is too many out of these guys are john in ', 'the film has all the rules of water melodrama which ', 'the film has a laundry exercise in camera with action ', 'the film has a laundry list of movie experiences will ']","{'laundry': 0.1111111111111111, 'war': 0.1111111111111111, 'shocomings': 0.1111111111111111, 'huge': 0.05555555555555555, 'fan': 0.05555555555555555}","{'laundry': 0.15384615384615385, 'many': 0.07692307692307693, 'guys': 0.07692307692307693, 'john': 0.07692307692307693, 'rules': 0.07692307692307693}",0.018021345138549805,135.38972568511963,10286.121524572372
35,an alternately raucous and sappy ethnic sitcom you d be wise to send your regrets,0,the film s visceral and predictable above with a performance ,1,1,0.96,"['a movie that one of the best films of the year with ', 'the film is a primer on its own and fills one of america ', 'the film is a primer on its own in town with action ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on its own it s a of healthy ']","['the film is a primer on its own and director in years ', 'a movie that so of the highest and the most famous ', 'the film is a primer on its own hollywood director ', 'the film is a contrivance as aificial as the film ', 'the film is so many of its own in reality tv in which ']","{'primer': 0.2857142857142857, 'one': 0.14285714285714285, 'best': 0.07142857142857142, 'films': 0.07142857142857142, 'year': 0.07142857142857142}","{'primer': 0.15384615384615385, 'director': 0.15384615384615385, 'years': 0.07692307692307693, 'highest': 0.07692307692307693, 'famous': 0.07692307692307693}",0.03179049491882324,152.16746878623962,10286.121524572372
36,the best thing that can be said of the picture is that it does have a few cute moments,0,the film is a primer on its own it s a of above the ,1,1,0.9583333333333334,"['the film is a primer on its own it s a rewarding balance ', 'the film is a primer on the beach with humor and american ', 'the film is so consistently that the impoance of life ', 'the film is so consistently that the bloody it s a ', 'the film is a primer on the film s delicate little ']","['the film is a primer on its own time director peter ', 'the film is a primer on its own and director michael ', 'the film is so consistently unimaginative that doesn ', 'the film is a primer on its own animated tv director ', 'the film is a primer on sentence of the film a movie ']","{'primer': 0.2, 'consistently': 0.13333333333333333, 'rewarding': 0.06666666666666667, 'balance': 0.06666666666666667, 'beach': 0.06666666666666667}","{'primer': 0.26666666666666666, 'director': 0.2, 'time': 0.06666666666666667, 'peter': 0.06666666666666667, 'michael': 0.06666666666666667}",0.028209447860717773,140.16890263557434,10286.121524572372
37,jones helps breathe some life into the insubstantial plot but even he is overwhelmed by predictability,0,the film s visceral and predictable realism with a ,1,1,0.975,"['the film is a primer on its own it s a of healthy ', 'the film is a primer on its own school comedy with ', 'the film is a primer on its own and director in years ', 'the film is so many that his face in favor of his ', 'the film is so of the 70s most of the film s with ']","['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own hollywood director ', 'the film is so of the 70s or film in which it s performance ', 'the film is a primer on its own director director ']","{'primer': 0.25, 'healthy': 0.08333333333333333, 'school': 0.08333333333333333, 'comedy': 0.08333333333333333, 'director': 0.08333333333333333}","{'primer': 0.2727272727272727, 'director': 0.2727272727272727, 'fills': 0.09090909090909091, 'good': 0.09090909090909091, 'hollywood': 0.09090909090909091}",0.019289255142211914,149.04027938842773,10286.121524572372
38,anyone who suffers through this film deserves at the very least a big box of consolation candy,0,the film s so uninspiring that covers a lot of the ,1,1,0.9591836734693877,"['the film is a primer on the rules of attraction and ', 'the film has a number of themes a complex on a good ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own and director in years ', 'it s a very tasteful rock and roll movie you could ']","['the film is a primer on its own it fills a good movie ', 'the film is so heavy handed that doesn t get an interest ', 'the film is a primer on its own director director ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv director ']","{'primer': 0.125, 'rules': 0.0625, 'attraction': 0.0625, 'number': 0.0625, 'themes': 0.0625}","{'primer': 0.25, 'director': 0.1875, 'fills': 0.0625, 'good': 0.0625, 'heavy': 0.0625}",0.02838921546936035,142.37366604804993,10286.121524572372
39,moderately involving despite bargain basement photography and hackneyed romance,0,a film that falls to and creative <end> ,1,1,0.9523809523809523,"['the film is a solid album of writers the film is a ', 'the film is so of the best films of the year with ', 'it s a very tasteful rock and roll movie you could ', 'the film s visceral and predictable tale of a icon ', 'the film is so many that time through the film s odyssey ']","['the film is a primer on its own his director and director ', 'the film s a gaudy bag of stale candy ever made a ', 'a movie that so tale about three years ago and lucy ', 'a movie that one would have been exhausted by someone ', 'the film has a number of themes a complex on a good ']","{'solid': 0.058823529411764705, 'album': 0.058823529411764705, 'writers': 0.058823529411764705, 'best': 0.058823529411764705, 'films': 0.058823529411764705}","{'director': 0.09090909090909091, 'primer': 0.045454545454545456, 'gaudy': 0.045454545454545456, 'bag': 0.045454545454545456, 'stale': 0.045454545454545456}",0.03392291069030762,157.603502035141,10286.121524572372
40,it recycles every clich about gays in what is essentially an extended soap opera,0,the film s visceral and predictable realism with a ,1,1,0.9555555555555556,"['the film is a primer on its own it s a of above the ', 'the film s visceral and predictable realism with a ', 'the film is so of the best films of the year with ', 'the film is a primer on its own it s a of above its ', 'the film is so of the 70s it would be adequately emphasized ']","['the film is a primer on its own and director in years ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so of the 70s games film ever made about ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv in which ']","{'primer': 0.16666666666666666, 'visceral': 0.08333333333333333, 'predictable': 0.08333333333333333, 'realism': 0.08333333333333333, 'best': 0.08333333333333333}","{'primer': 0.26666666666666666, 'director': 0.06666666666666667, 'years': 0.06666666666666667, 'rewarding': 0.06666666666666667, 'balance': 0.06666666666666667}",0.022832870483398438,151.48739981651306,10286.121524572372
41,hilarious acidic brit comedy,1,a non mystery mystery <end> ,0,0,0.9864864864864865,"['the film s hero is so of and largely over <end> ', 'the film s so anti jokes are off like aging it <end> ', 'the movie is a mediocre movie tale about a good time ', 'the film s so predictable and are rolling over in ', 'a very funny look at how it used to be missed <end> ']","['the film s a gaudy bag of a icon that s complexity ', 'the movie is more than a technical than in its scrapbook ', 'the film s visceral and affection realism with a gritty ', 'a very funny look at how it used to be <end> ', 'the film s visceral and mischievous sense of the rolling ']","{'hero': 0.0625, 'largely': 0.0625, 'anti': 0.0625, 'jokes': 0.0625, 'like': 0.0625}","{'visceral': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'icon': 0.058823529411764705, 'complexity': 0.058823529411764705}",0.14369511604309082,90.53691983222961,10286.121524572372
42,sade is an engaging look at the controversial eponymous and fiercely atheistic hero,1,a very funny look at how it used to be <end> ,1,1,0.9807692307692307,"['the film is a primer on its own it s a of healthy ', 'the film is so of the best films of the year with ', 'it s a very tasteful rock and roll movie you could ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own it fills a strong ']","['a movie that so of the highest and the most famous ', 'the film is a primer on its own and director michael ', 'the film is so of the 70s games would have been called ', 'the film is a primer on its own it fills a film above ', 'the film is a contrivance as aificial as the film ']","{'primer': 0.125, 'healthy': 0.0625, 'best': 0.0625, 'films': 0.0625, 'year': 0.0625}","{'primer': 0.15384615384615385, 'highest': 0.07692307692307693, 'famous': 0.07692307692307693, 'director': 0.07692307692307693, 'michael': 0.07692307692307693}",0.027513980865478516,155.589457988739,10286.121524572372
43,flashy gadgets and whirling fight sequences may look cool but they can t distract from the flawed suppo structure holding equilibrium up,0,the film is a primer on its own it fills a good movie ,0,0,1.0,"['the film is so heavy handed that doesn t get an interest ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on its own it fills a good movie ', 'the film is so many of the quirks to examine his emotional ', 'the film is so many of its own in reality filmmaking ']","['the film is a primer on its own it s a rewarding balance ', 'the film has the heavy handed that takes up through ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on the beach with humor and humor ', 'the film is so of those who try to look at but it ']","{'many': 0.17647058823529413, 'heavy': 0.058823529411764705, 'handed': 0.058823529411764705, 'get': 0.058823529411764705, 'interest': 0.058823529411764705}","{'primer': 0.21428571428571427, 'humor': 0.14285714285714285, 'rewarding': 0.07142857142857142, 'balance': 0.07142857142857142, 'heavy': 0.07142857142857142}",0.020081043243408203,136.92413544654846,10286.121524572372
44,the audience when i saw this one was chuckling at all the wrong times and that s a bad sign when they re supposed to be having a collective hea attack,0,the film has an infectious enthusiasm and the movie ,1,1,0.9615384615384616,"['the film has an infectious enthusiasm and it s so ', 'the film has been a huge that the movie it would have ', 'the film has an infectious enthusiasm and we re touched ', 'the film has all the rules of these of footage and ', 'the film has a laundry exercise in camera and that ']","['the film is too many or even putting the outdated ', 'the film is a contrivance as aificial as the movie ', 'the film has a laundry exercise in camera work but ']","{'infectious': 0.16666666666666666, 'enthusiasm': 0.16666666666666666, 'huge': 0.08333333333333333, 'would': 0.08333333333333333, 'touched': 0.08333333333333333}","{'many': 0.1, 'even': 0.1, 'putting': 0.1, 'outdated': 0.1, 'contrivance': 0.1}",0.020538806915283203,129.38197231292725,10286.121524572372
45,in the spirit of the season i assign one bright shining star to robeo benigni s pinocchio but i guarantee that no wise men will be following after it,0,the film is a contrivance as aificial as the film ,0,0,0.9767441860465116,"['the film has a laundry list of movie experiences will ', 'the film has all the rules of water of which after ', 'the film is too many out of these guys are john in ', 'the film has a laundry list of movie largely for the ', 'the film is a contrivance as aificial as the film ']","['the film has a laundry exercise in camera and that ', 'the film is so of those who try to look at but it ', 'the film has a laundry exercise in camera with and ', 'the film is so of the best films of the year with ', 'the film is so many of the damned for the movie is ']","{'laundry': 0.15384615384615385, 'list': 0.15384615384615385, 'experiences': 0.07692307692307693, 'rules': 0.07692307692307693, 'water': 0.07692307692307693}","{'laundry': 0.15384615384615385, 'exercise': 0.15384615384615385, 'camera': 0.15384615384615385, 'try': 0.07692307692307693, 'look': 0.07692307692307693}",0.01985621452331543,133.53344917297363,10286.121524572372
46,escapism in its purest form,1,a wonderful film based comedy <end> ,1,1,0.97,"['the film s a gaudy bag of a icon that s career <end> ', 'the film is a solid album of writers the film is a ', 'the film is a primer on its beach with great way or ', 'the film is a primer on its own and director in its ', 'the film is a solid album of inspiration and economical ']","['the film is a primer on its own his director at its ', 'the film is a primer on its own and director in u ', 'the film s so predictable and just plain detailed ', 'the film s visceral and predictable tale of a scrapbook ', 'the film is a primer on its own and director director ']","{'solid': 0.11764705882352941, 'album': 0.11764705882352941, 'primer': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705}","{'director': 0.26666666666666666, 'primer': 0.2, 'predictable': 0.13333333333333333, 'u': 0.06666666666666667, 'plain': 0.06666666666666667}",0.03820657730102539,150.6851887702942,10286.121524572372
47,it s not just the vampires that are damned in queen of the damned the viewers will feel they suffer the same fate,0,the film is a primer on its own director director ,0,0,0.9487179487179487,"['the film is a primer on its own director director ', 'the film is a primer on its own hollywood director ', 'the film is so many of the time it s so bad that it ', 'the film is so of those films try to be missing from ', 'the film is so of those films try to be missing it ']","['the film is a primer on the beach with humor and humor ', 'the film is a primer on the beach with humor and american ', 'the film is so of those who try to look at but it ', 'the film is so of the best films of the year with ', 'the film has an infectious enthusiasm and we re touched ']","{'director': 0.2, 'primer': 0.13333333333333333, 'films': 0.13333333333333333, 'try': 0.13333333333333333, 'missing': 0.13333333333333333}","{'humor': 0.1875, 'primer': 0.125, 'beach': 0.125, 'american': 0.0625, 'try': 0.0625}",0.022053241729736328,135.45944738388062,10286.121524572372
48,for those who are intrigued by politics of the 70s the film is every bit as fascinating as it is flawed,1,the film is a primer on its own it s a of healthy ,1,1,0.9791666666666666,"['the film is too many out of these or historical moments ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on the beach with humor and american ', 'the film is a primer on the beach with humor and humor ']","['the film is a primer on its own director director ', 'the film is a primer on its own hollywood director ', 'the film is a primer on sentence of the film a movie ', 'the film is too many or even video it s got a movie ', 'the film is so many that it wants to look like it ']","{'primer': 0.25, 'humor': 0.1875, 'beach': 0.125, 'many': 0.0625, 'historical': 0.0625}","{'primer': 0.1875, 'director': 0.1875, 'many': 0.125, 'hollywood': 0.0625, 'sentence': 0.0625}",0.02869701385498047,137.500794172287,10286.121524572372
49,ah nuld s action hero days might be over,0,a very funny and ultimately little footnote to the ,1,1,1.0,"['the film is so of the 70s it would be adequately emphasized ', 'a movie that one of the best films of the year the ', 'a movie that rare into a man who can t seen it s not ', 'it s a very tasteful rock and roll movie you could ', 'a very funny and ultimately little footnote to the ']","['the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own his director in its ', 'the film is a primer on its own and director michael ', 'the film is a primer on its own and director in u ', 'the film is a primer on its own it fills a good movie ']","{'70s': 0.05263157894736842, 'would': 0.05263157894736842, 'adequately': 0.05263157894736842, 'emphasized': 0.05263157894736842, 'one': 0.05263157894736842}","{'primer': 0.23529411764705882, 'director': 0.17647058823529413, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'stale': 0.058823529411764705}",0.028233766555786133,150.15383529663086,10286.121524572372
50,broomfield reveals an ironic manifestation of institutionalized slavery that ties a black owned record label with a white empowered police force,1,the film s visceral and predictable realism with a ,1,1,0.9534883720930233,"['the film is so of the 70s it would be adequately emphasized ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on its own it s a of healthy ', 'the film is so consistently that the rest but also ']","['a movie that so of the highest and the most famous ', 'the film is so many of its own in reality filmmaking ', 'the film is so many that it wants to look like it ', 'the film is a primer on its own it feels like a lot ', 'the film is so many of its own in reality tv and his ']","{'primer': 0.23076923076923078, '70s': 0.07692307692307693, 'would': 0.07692307692307693, 'adequately': 0.07692307692307693, 'emphasized': 0.07692307692307693}","{'many': 0.1875, 'reality': 0.125, 'like': 0.125, 'highest': 0.0625, 'famous': 0.0625}",0.0243380069732666,143.1427538394928,10286.121524572372
51,a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apa,1,a movie that so lovingly and present the one of screen ,1,1,1.0,"['the film is a primer on the film s delicate little ', 'the film is a primer on the beach with humor and american ', 'the film is so many that its through the film s mid ', 'the film is so consistently that the impoance of life ', 'the film is a primer on the beach with humor and humor ']","['the film is so of the 70s it would be better than ', 'the film is so many that it wants to look like it ', 'the film is a primer on the rules of attraction and ', 'the film is so of those films try to be missing from ', 'the film is a primer on sentence of the film a movie ']","{'primer': 0.1875, 'humor': 0.1875, 'beach': 0.125, 'delicate': 0.0625, 'little': 0.0625}","{'primer': 0.13333333333333333, '70s': 0.06666666666666667, 'would': 0.06666666666666667, 'better': 0.06666666666666667, 'many': 0.06666666666666667}",0.02427959442138672,133.43648886680603,10286.121524572372
52,what better message than love thyself could young women of any size receive,1,a very funny look at how it used to be <end> ,1,1,0.9821428571428571,"['a movie that so lovingly and present the one of screen ', 'the film is a primer on its own in town with sensitivity ', 'a movie that rare into a man who can t seen it s not ', 'a movie that so lovingly and present the most of screen ', 'a movie that one of the best films of the year with ']","['a movie that so of the highest and the most famous ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own and director in u ', 'the film is so many of its own in reality filmmaking ']","{'lovingly': 0.11764705882352941, 'present': 0.11764705882352941, 'one': 0.11764705882352941, 'screen': 0.11764705882352941, 'primer': 0.058823529411764705}","{'primer': 0.21428571428571427, 'highest': 0.07142857142857142, 'famous': 0.07142857142857142, 'feels': 0.07142857142857142, 'like': 0.07142857142857142}",0.026927709579467773,147.62765741348267,10286.121524572372
53,a beguiling slow moving parable about the collision of past and present on a remote seacoast in iran,1,the film s so uninspiring that could a taste of the ,0,0,0.9583333333333334,"['the film has a contrivance as aificial as the exalted ', 'the film is a primer on its own animated tv director ', 'the film is too many or sugary through to think that ', 'the film is a primer on its own it fills a good movie ', 'the film is a primer on its own hollywood director ']","['the film is a primer on its own it feels like a lot ', 'the film is so many of the world it s so of that s ', 'the film is so of the best films of the year with ', 'the film is so consistently that the rest but also ']","{'primer': 0.1875, 'director': 0.125, 'contrivance': 0.0625, 'aificial': 0.0625, 'exalted': 0.0625}","{'primer': 0.08333333333333333, 'feels': 0.08333333333333333, 'like': 0.08333333333333333, 'lot': 0.08333333333333333, 'many': 0.08333333333333333}",0.024138450622558594,136.78431916236877,10286.121524572372
54,you needn t be steeped in 50s sociology pop culture or movie lore to appreciate the emotional depth of haynes work though haynes style apes films from the period its message is not rooted in that decade,1,the movie has a laundry of a movie that i can be shaking ,0,1,0.96,"['the film has a laundry cast of human observation and ', 'the film has an infectious enthusiasm and it s simply ', 'the film has been a huge fan of dickens page one that ', 'the film has a laundry cast of human comedy with a ', 'the film has the heavy handed that takes up with the ']","['the movie has been readily dismissed as the pitch ', 'the movie has been readily dismissed as the website ', 'the film has a laundry cast of human business but ']","{'laundry': 0.10526315789473684, 'cast': 0.10526315789473684, 'human': 0.10526315789473684, 'observation': 0.05263157894736842, 'infectious': 0.05263157894736842}","{'readily': 0.2, 'dismissed': 0.2, 'pitch': 0.1, 'website': 0.1, 'laundry': 0.1}",0.019433259963989258,126.04287338256836,10286.121524572372
55,a chronicle not only of one man s quest to be president but of how that man single handedly turned a plane full of hard bitten cynical journalists into what was essentially by campaign s end an extended publicity depament,1,the movie has been a string of ensemble cast but his ,0,0,0.9655172413793104,"['the movie has been in years old but even as the movie ', 'the movie has been readily dismissed as the website ', 'the film has the number of s a remarkably listless ', 'the movie has the fact of the best examples of his ', 'the movie has all the rules of attraction is bigelow ']","['the movie has been more than a bit of a movie that ', 'the film has the number of s a similarly morose and ', 'the film has a laundry cast of human observation and ', 'the film has a laundry cast of human shocomings but ', 'the movie has the fact that the is a rewarding balance ']","{'years': 0.06666666666666667, 'old': 0.06666666666666667, 'even': 0.06666666666666667, 'readily': 0.06666666666666667, 'dismissed': 0.06666666666666667}","{'laundry': 0.13333333333333333, 'cast': 0.13333333333333333, 'human': 0.13333333333333333, 'bit': 0.06666666666666667, 'number': 0.06666666666666667}",0.033121347427368164,131.74576044082642,10286.121524572372
56,one of the worst movies of the year,0,a very funny look at how it used to be <end> ,1,1,0.9672131147540983,"['a movie that so lovingly and present the most of screen ', 'the film is a primer on its own it s a rewarding balance ', 'a movie that one would be an intelligent and a movie ', 'the film is so of the 70s it would be adequately emphasized ', 'a movie that one of the best films of the situation ']","['the film s a gaudy bag of stale candy ever made a ', 'the film s so uninspiring that could a job to the ', 'a movie that so of the highest and the most feeling ', 'the film is a primer on its observation and fills ', 'the film is a primer on its own director director ']","{'one': 0.11764705882352941, 'would': 0.11764705882352941, 'lovingly': 0.058823529411764705, 'present': 0.058823529411764705, 'screen': 0.058823529411764705}","{'primer': 0.11764705882352941, 'director': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'stale': 0.058823529411764705}",0.02703118324279785,149.57035994529724,10286.121524572372
57,on a ceain base level blue crush delivers what it promises just not well enough to recommend it,0,the film is a primer on its own it fills a good movie ,0,0,0.98,"['the film is a primer on its own animated tv in which ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on sentence of the film a movie ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on its own it fills a good movie ']","['the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on the beach with humor and american ', 'the film is so many of its own in reality movies that ', 'the film is so of those who try to look away from ']","{'primer': 0.2857142857142857, 'animated': 0.07142857142857142, 'tv': 0.07142857142857142, 'rules': 0.07142857142857142, 'attraction': 0.07142857142857142}","{'primer': 0.2, 'healthy': 0.06666666666666667, 'rewarding': 0.06666666666666667, 'balance': 0.06666666666666667, 'beach': 0.06666666666666667}",0.02266407012939453,134.39357137680054,10286.121524572372
58,frailty offers chills much like those that you get when sitting around a campfire around midnight telling creepy stories to give each other the willies and there s no way you won t be talking about the film once you exit the theater,1,the movie should be commended of the most titles performance ,1,1,0.971830985915493,"['the film has the number of s a similarly morose and ', 'the movie has been in this one of which city with ', 'the movie has all the ring at the first time director ', 'the film has a laundry list of war shocomings but ', 'the movie has the perfect of s best and the characters ']","['the movie has been in years old but director in the ', 'the movie has been in this one of human guilt but ', 'the movie has all the rules of attraction is realistic ', 'the movie has been in years old but even as they were ', 'the movie has been in years old but director michael ']","{'number': 0.0625, 'similarly': 0.0625, 'morose': 0.0625, 'one': 0.0625, 'city': 0.0625}","{'years': 0.1875, 'old': 0.1875, 'director': 0.125, 'one': 0.0625, 'human': 0.0625}",0.03473353385925293,145.230388879776,10286.121524572372
59,an exhilarating serving of movie fluff,1,a half assed film <end> ,1,1,0.9712230215827338,"['the film is a solid album of mamet and is simply a ', 'the film is a solid album of grace and direction <end> ', 'a movie that so of the energy than a romantic comedy ', 'the film is a solid action thriller that is a pleasant ', 'the film s visceral and predictable tale of the power ']","['the film s what is so of and all too many <end> ', 'the film is a mediocre movie tale about a good time ', 'the film s so predictable and are rolling over the ', 'the film s so predictable and are rolling over in ', 'the film is a very good joke at its own your head ']","{'solid': 0.15789473684210525, 'album': 0.10526315789473684, 'mamet': 0.05263157894736842, 'simply': 0.05263157894736842, 'grace': 0.05263157894736842}","{'good': 0.16666666666666666, 'predictable': 0.16666666666666666, 'rolling': 0.16666666666666666, 'many': 0.08333333333333333, 'mediocre': 0.08333333333333333}",0.05162978172302246,150.82076215744019,10286.121524572372
60,so clich d that at one point they literally upset an apple ca,0,a very funny look at how it used to be <end> ,1,1,0.9824561403508771,"['the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own and director in its ', 'a movie that so lovingly and present the one of screen ', 'a movie that so of the energy than a romantic comedy ', 'the film has a number of themes a complex on a good ']","['the film is a primer on its own his director in its ', 'a movie that one would be profane politically the ', 'the film is so of the 70s or film in which it s performance ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on its own and director in u ']","{'primer': 0.125, 'rewarding': 0.0625, 'balance': 0.0625, 'director': 0.0625, 'lovingly': 0.0625}","{'primer': 0.15384615384615385, 'director': 0.15384615384615385, 'one': 0.07692307692307693, 'would': 0.07692307692307693, 'profane': 0.07692307692307693}",0.024715900421142578,130.6089882850647,10286.121524572372
61,the piano teacher is not an easy film it forces you to watch people doing unpleasant things to each other and themselves and it maintains a cool distance from its material that is deliberately unsettling,1,the film has the number of s a remarkably listless ,0,1,0.9454545454545454,"['the film has the perfect characters are not to give ', 'the film has the perfect characters are not a of val ', 'the film has been a huge that his movie in stua is ', 'the film has a laundry cast of human observation and ', 'the film has an infectious enthusiasm and it doesn ']","['the movie has been readily dismissed as the film was ', 'the movie has been in years old but director michael ', 'the film has an infectious enthusiasm and it s altman ']","{'perfect': 0.14285714285714285, 'characters': 0.14285714285714285, 'give': 0.07142857142857142, 'val': 0.07142857142857142, 'huge': 0.07142857142857142}","{'readily': 0.1111111111111111, 'dismissed': 0.1111111111111111, 'years': 0.1111111111111111, 'old': 0.1111111111111111, 'director': 0.1111111111111111}",0.017892837524414062,93.59007477760315,10286.121524572372
62,friday after next is a lot more bluster than bite,0,a movie that loses sight of ideas and acting <end> ,0,0,0.9545454545454546,"['a movie that one would have been seen in advance or ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own his director in its ', 'a movie that so of the highest and the of povey to ', 'a movie that so of the highest and the most famous ']","['the film is a primer on its own his director at life ', 'the film is a primer on its own in town with sensitivity ', 'the film is so of the best films of the year with ', 'a movie that rare into a man who can t seen it s not ', 'the film s so uninspiring that even a of h blade 2 ']","{'highest': 0.125, 'one': 0.0625, 'would': 0.0625, 'seen': 0.0625, 'advance': 0.0625}","{'primer': 0.11764705882352941, 'director': 0.058823529411764705, 'life': 0.058823529411764705, 'town': 0.058823529411764705, 'sensitivity': 0.058823529411764705}",0.04150581359863281,111.33186101913452,10286.121524572372
63,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,1,the film is a primer on its own director director ,0,0,1.0,"['the film is too many or sugary through to think that ', 'the film is so consistently unimaginative that doesn ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on its own director director ', 'the film is a primer on its own hollywood director ']","['the film is a primer on its own it s a rewarding balance ', 'the film is so of those who try to look at but it ', 'the film is a primer on its own school comedy with ', 'the film is a primer on the beach with humor and humor ']","{'primer': 0.21428571428571427, 'director': 0.21428571428571427, 'many': 0.07142857142857142, 'sugary': 0.07142857142857142, 'think': 0.07142857142857142}","{'primer': 0.25, 'humor': 0.16666666666666666, 'rewarding': 0.08333333333333333, 'balance': 0.08333333333333333, 'try': 0.08333333333333333}",0.018203258514404297,100.77770495414734,10286.121524572372
64,it s so devoid of joy and energy it makes even jason x look positively shakesperean by comparison,0,a movie that so lovingly and present the one of screen ,1,1,0.96,"['the film is so many of its own in reality movies that ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so many that his face in favor of his ', 'the film is so consistently that the impoance of life ', 'the film is so of the best films of the year with ']","['the film is a primer on its own animated tv and rather ', 'the film is a primer on its own and director michael ', 'the film is a primer on its own hollywood director ', 'the film is too many or even through the movie s mid ', 'the film is a primer on its own director director ']","{'many': 0.13333333333333333, 'reality': 0.06666666666666667, 'movies': 0.06666666666666667, 'primer': 0.06666666666666667, 'rewarding': 0.06666666666666667}","{'primer': 0.25, 'director': 0.25, 'animated': 0.0625, 'tv': 0.0625, 'rather': 0.0625}",0.029691696166992188,100.1492714881897,10286.121524572372
65,if there s nothing fresh about wannabes which was written by mr demeo who produced and directed the film with charles a addessi much of the time the movie feels authentic,1,the film has the perfect characters are not to compromise ,1,1,0.9814814814814815,"['the film has all the rules of lurid melodrama but ', 'the film has the heavy handed of elling films is a ', 'the film has an infectious enthusiasm and it s actually ', 'the film has an infectious enthusiasm and we re touched ', 'the film has been a huge fan of human with such life ']","['the film has the perfect characters are too much but ', 'the film has a laundry list of movie largely for the ', 'the film has all the rules of water melodrama which ', 'the film has a laundry cast of movie references but ', 'the film is so many of the time it s altman esque ']","{'infectious': 0.11764705882352941, 'enthusiasm': 0.11764705882352941, 'rules': 0.058823529411764705, 'lurid': 0.058823529411764705, 'melodrama': 0.058823529411764705}","{'laundry': 0.125, 'perfect': 0.0625, 'characters': 0.0625, 'much': 0.0625, 'list': 0.0625}",0.028032541275024414,97.45182037353516,10286.121524572372
