index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate,time to generate sentences,training time
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,0,0.9795918367346939,"['colbe mocks giuliani for failing tax ', 'colbe mocks giuliani s bonkers fox ', 'palace continuing to let prince philip ', 'helen hunt gives update on ‘ mad about ', 'steven mnuchin sure seemed to enjoy ']","['betsy devos mulls the fate of guidance ', 'taraji p henson s cardi b impression ', 'corey goode vlog update behind the ', 'vermont lawmakers pass gender bathroom ', 'trevor noah breaks down the major flaw ']","{'colbe': 0.07692307692307693, 'mocks': 0.07692307692307693, 'giuliani': 0.07692307692307693, 'failing': 0.038461538461538464, 'tax': 0.038461538461538464}","{'betsy': 0.038461538461538464, 'devos': 0.038461538461538464, 'mulls': 0.038461538461538464, 'fate': 0.038461538461538464, 'guidance': 0.038461538461538464}",0.020961761474609375,90.3493025302887,6477.441583871841
35,why the trump team’s economic promises will be hard to execute the new york times,1,why the trump team’s economic promises will be hard to execute the new york times,1,1,0.9710144927536232,"['how a simon brought the glorious of ', '‘ things ’ fans will be able to visit ', 'watch james corden get smashed in the ', 'how putin ’ s plan to collect former ', 'a dream that survived on in the war ']","['trump says he ll meet with kim jong ', 'how to hit where it s most son and ', 'trump s pick for cia director won t ', 'how to hit sinclair where it hus it ', 'how a twitter fight over bernie sanders ']","{'’': 0.09090909090909091, 'simon': 0.045454545454545456, 'brought': 0.045454545454545456, 'glorious': 0.045454545454545456, '‘': 0.045454545454545456}","{'trump': 0.1111111111111111, 'hit': 0.1111111111111111, 'says': 0.05555555555555555, 'meet': 0.05555555555555555, 'kim': 0.05555555555555555}",0.025187253952026367,97.32233500480652,6477.441583871841
36,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,0,0.98,"['r kelly accusers to be up to force ', 'r kelly accusers to be able to help ', 'emails show interior expected to learn ', 'republicans got with gerrymandering ', 'r kelly accusers to be able to vote ']","['r kelly says the time s up on one him ', 'tim kaine clinton email announcement ', 'conan o brien in on the royal wedding ', 'cynthia nixon challenges andrew cuomo ', 'r kelly says the time s up on putin ']","{'r': 0.13636363636363635, 'kelly': 0.13636363636363635, 'accusers': 0.13636363636363635, 'able': 0.09090909090909091, 'force': 0.045454545454545456}","{'r': 0.08333333333333333, 'kelly': 0.08333333333333333, 'says': 0.08333333333333333, 'time': 0.08333333333333333, 'one': 0.041666666666666664}",0.026151418685913086,90.51612496376038,6477.441583871841
37,quand l’a s’invite dans les usines de l’oural,1,quand l’a s’invite dans les usines de l’oural,1,1,0.9583333333333334,"['at new year old would resolution care ', 'in speech for fallen officers trump ', 'review in ‘ independence day resurgence ', 'dreams of a day when ‘ we have a gay ', '‘ jeopardy cities ’ but talks nothing ']","['5 reasons trump ’ s favorite tax overhaul ', 'at ampt cellphone users unable to call ', 'try not to cry watching david beckham ', 'in florida keys some worry about ‘ ', 'rand paul on syria strikes ’ i think ']","{'‘': 0.12, 'day': 0.08, 'new': 0.04, 'year': 0.04, 'old': 0.04}","{'’': 0.07407407407407407, '5': 0.037037037037037035, 'reasons': 0.037037037037037035, 'trump': 0.037037037037037035, 'favorite': 0.037037037037037035}",0.039746761322021484,98.06517267227173,6477.441583871841
38,trump’s economic vows may be harder to hit after a slow 2016 the new york times,1,trump’s economic vows may be harder to hit after a slow 2016 the new york times,1,1,0.9402985074626866,"['a prince tribute bloomed and gave the ', 'how to hit where where it goes the ', 'in speech for fallen officers trump ', 'how to gut the only major all rule ', 'how to gut the only major and pollution ']","['how to hit sinclair where it hus it ', 'trump team bashes cnn buzzfeed over ', 'trump promises to help chinese company ', 'watch madonna warns of ’ new age of ']","{'gut': 0.125, 'major': 0.125, 'prince': 0.0625, 'tribute': 0.0625, 'bloomed': 0.0625}","{'trump': 0.10526315789473684, 'hit': 0.05263157894736842, 'sinclair': 0.05263157894736842, 'hus': 0.05263157894736842, 'team': 0.05263157894736842}",0.026494503021240234,98.52536821365356,6477.441583871841
39,media matters brags taking lou dobbs off cnn glenn beck off fox project veritas,1,media matters brags taking lou dobbs off cnn glenn beck off fox project veritas,0,0,0.9565217391304348,"['no or graduation ceremony for teen ', 'that thought about blaming himself ', 'fox news guest personally asks donald ', 'media matters brags taking lou dobbs off cnn glenn beck off fox project veritas', 'house who about gop tax bill fired ']","['gop food stamp bill might be harsh ', 'statue in suffragist millicent fawcett ', 'man dressed as elsa from frozen by ', 'republicans fill cou seat they denied ', 'identity of michael cohen s mystery ']","{'fox': 0.07142857142857142, 'graduation': 0.03571428571428571, 'ceremony': 0.03571428571428571, 'teen': 0.03571428571428571, 'thought': 0.03571428571428571}","{'gop': 0.043478260869565216, 'food': 0.043478260869565216, 'stamp': 0.043478260869565216, 'bill': 0.043478260869565216, 'might': 0.043478260869565216}",0.044490814208984375,89.08741736412048,6477.441583871841
40,coffee shop refuses to serve man after racist rant against woman in niqab,0,coffee shop refuses to serve man after racist rant against woman in niqab,0,0,0.961038961038961,"['snow repos from around the nohland ', 'conan o brien in on the royal wedding ', 'stephen colbe wants a golden to to ', 'kathy griffin in tears at press conference ', 'dutee tells civilians to take arms ']","['toys r us founder charles lazarus 94 ', 'convicted domestic abusers will no ', 'israeli soccer team beitar jerusalem ', 'r kelly says the time s up media against ', 'toys r us may shut down all u s operations ']","{'snow': 0.045454545454545456, 'repos': 0.045454545454545456, 'around': 0.045454545454545456, 'nohland': 0.045454545454545456, 'conan': 0.045454545454545456}","{'r': 0.1111111111111111, 'toys': 0.07407407407407407, 'us': 0.07407407407407407, 'founder': 0.037037037037037035, 'charles': 0.037037037037037035}",0.03347444534301758,86.30259275436401,6477.441583871841
41,the truth about what happened to mh17 – a video investigation,1,the truth about what happened to mh17 – a video investigation,1,1,0.974025974025974,"['repo 33 of jay z ’ s for 200 million ', 'trump to violate iran nuclear deal ', 'trump claims doctor that president ', 'a snapshot of how asian americans are ', 'trump s attempt to make an example ']","['trump team bashes cnn buzzfeed over ', 'gop who thinks he has ‘ the gay says ', 'what to watch on amazon prime that ', 'trump claims doctor on ‘ true ’ s new ', 'no charges but harsh criticism for ']","{'trump': 0.13043478260869565, 'repo': 0.043478260869565216, '33': 0.043478260869565216, 'jay': 0.043478260869565216, 'z': 0.043478260869565216}","{'trump': 0.08695652173913043, '‘': 0.08695652173913043, 'team': 0.043478260869565216, 'bashes': 0.043478260869565216, 'cnn': 0.043478260869565216}",0.02957773208618164,89.82277369499207,6477.441583871841
42,daniel akaka first native hawaiian in senate dies at 93,0,daniel akaka first native hawaiian in senate dies at 93,0,0,0.9615384615384616,"['giuliani says cohen never spoke with ', 'fox news said personally asks 000 to ', 'former fbi deputy director andrew mccabe ', 'new stephon clark videos show officers ', 'simpsons creator on apu debate people ']","['fbi debunks hillary clinton s russian ', 'five inside resolution denying israeli ', 'fox news said to settle group of lawsuits ', 'former trump doctor accuses president ', 'fbi calls on hillary clinton ’ s campaign ']","{'giuliani': 0.03571428571428571, 'says': 0.03571428571428571, 'cohen': 0.03571428571428571, 'never': 0.03571428571428571, 'spoke': 0.03571428571428571}","{'fbi': 0.07407407407407407, 'hillary': 0.07407407407407407, 'clinton': 0.07407407407407407, 'debunks': 0.037037037037037035, 'russian': 0.037037037037037035}",0.04032611846923828,86.68186664581299,6477.441583871841
43,jim carrey stas controversy with painting that looks like sarah huckabee sanders,0,jim carrey stas controversy with painting that looks like sarah huckabee sanders,0,0,0.9661016949152542,"['israeli forces kill at least 16 palestinian ', 'noh korea says diplomat who defected ', 'fox news said personally asks over ', 'cynthia nixon vows to keep fighting ', 'man dressed as elsa from frozen pushes ']","['ryan zinke and the tale of people why ', 'laura ingraham by yet another despite ', 'white house preps spending cuts bill ', 'us on outrage over white role explains ', 'iraqi car bomb jaw dropping crisis ']","{'israeli': 0.038461538461538464, 'forces': 0.038461538461538464, 'kill': 0.038461538461538464, 'least': 0.038461538461538464, '16': 0.038461538461538464}","{'white': 0.07692307692307693, 'ryan': 0.038461538461538464, 'zinke': 0.038461538461538464, 'tale': 0.038461538461538464, 'people': 0.038461538461538464}",0.026456117630004883,87.41652870178223,6477.441583871841
44,fire riot at venezuelan police station leaves 68 dead,0,fire riot at venezuelan police station leaves 68 dead,0,0,0.9534883720930233,"['neil young doesn t mince words about ', 'gop who cop its sexuality accuses photo ', 'no or graduation ceremony for teen ', 'top 10 general pleads with troops over ', 'supreme cou to priests do you have ']","['woman fired after off trump s sues ', 'no hours after raging of prison violence ', 'syrian warn us turkey can ’ t be <end> ', 'top 10 scary list ghosts replaced by ', 'supreme cou justice sotomayor continues ']","{'neil': 0.05, 'young': 0.05, 'mince': 0.05, 'words': 0.05, 'gop': 0.05}","{'woman': 0.041666666666666664, 'fired': 0.041666666666666664, 'trump': 0.041666666666666664, 'sues': 0.041666666666666664, 'hours': 0.041666666666666664}",0.043456077575683594,84.8914897441864,6477.441583871841
45,thousands of buffalo appear at site of standing rock protest watch,1,thousands of buffalo appear at site of standing rock protest watch,1,1,0.9642857142857143,"['launch protest against pope francis ', 'five reasons why belief in authority ', 'u s admits in syria meant to hit isis ', 'fox news said to settle group of lawsuits ', 'russia hands us its response to john ']","['republicans head into mid terms with ', 'few lawmakers seem concerned with the ', 'republicans got with gerrymandering ', 'supreme cou to priests do you have ', 'texas education board votes to create ']","{'launch': 0.04, 'protest': 0.04, 'pope': 0.04, 'francis': 0.04, 'five': 0.04}","{'republicans': 0.1111111111111111, 'head': 0.05555555555555555, 'mid': 0.05555555555555555, 'terms': 0.05555555555555555, 'lawmakers': 0.05555555555555555}",0.023750782012939453,83.62369441986084,6477.441583871841
46,opinion hillary is the whore of babylon and is not human,1,opinion hillary is the whore of babylon and is not human,1,1,0.972972972972973,"['trump claims said to white house of ', 'u s accuses chinese jet of too close ', 'former miss accuses trump of sexual ', 'repo 33 of jay z claims takes for release ', 'opinion hillary is the whore of babylon ']","['how to hit sinclair where it hus according ', 'gop state senator thinks laws created ', 'nation ’ s top lawyers have had enough ', 'repo fbi director will facial recognition ', 'white house preps spending cuts bill ']","{'trump': 0.07692307692307693, 'claims': 0.07692307692307693, 'accuses': 0.07692307692307693, 'said': 0.038461538461538464, 'white': 0.038461538461538464}","{'hit': 0.038461538461538464, 'sinclair': 0.038461538461538464, 'hus': 0.038461538461538464, 'according': 0.038461538461538464, 'gop': 0.038461538461538464}",0.03792452812194824,74.19806575775146,6477.441583871841
47,what if joaquin phoenix is friendlier than he gets credit for,0,what if joaquin phoenix is friendlier than he gets credit for,0,0,0.9733333333333334,"['gop senator senator thinks laws created ', 'giuliani says trump repaid lawyer for ', 'michael moore admits no women ever ', 'donald trump is now freedom for your ', 'fbi has questions about michael cohen ']","['comey memo trump floated idea of jailing ', 'breaking clinton “ re re investigation ', 'new york times calls on gop to protect ', 'donald trump may actually enjoy trump ', 'fbi debunks hillary clinton conspiracy ']","{'senator': 0.08695652173913043, 'trump': 0.08695652173913043, 'michael': 0.08695652173913043, 'gop': 0.043478260869565216, 'thinks': 0.043478260869565216}","{'trump': 0.1111111111111111, 'clinton': 0.07407407407407407, 'comey': 0.037037037037037035, 'memo': 0.037037037037037035, 'floated': 0.037037037037037035}",0.045821428298950195,80.38922691345215,6477.441583871841
48,this democrat just became the longest serving woman in the house,0,this democrat just became the longest serving woman in the house,0,0,0.9655172413793104,"['gop leaders fine with trump bombing ', 'and jack s bonkers has people they ', 'no or graduation ceremony for teen ', 'trump 60 russians closes russian consulate ', 'gop who doug lamborn thrown off the ']","['obama orders five last minute most ', '13 reasons why goes beyond the tapes ', 'fbi debunks hillary clinton email investigation ', 'fbi debunks hillary clinton s investigation ', 'donald trump deutsche bank did not ']","{'gop': 0.09523809523809523, 'trump': 0.09523809523809523, 'leaders': 0.047619047619047616, 'fine': 0.047619047619047616, 'bombing': 0.047619047619047616}","{'fbi': 0.08, 'debunks': 0.08, 'hillary': 0.08, 'clinton': 0.08, 'investigation': 0.08}",0.04571890830993652,86.16766500473022,6477.441583871841
49,meet the pro gun democrat taking on congress’ mini trump,0,meet the pro gun democrat taking on congress’ mini trump,0,0,0.9666666666666667,"['gop sen lee ’ would not say no ’ to ', 'snowden reveals how easy it is to hack ', 'can dads parent while mom is marching ', 'how to hit sinclair where it hus according ', 'supreme cou to priests do you have ']","['five reasons why belief in authority ', 'opinion hillary is the whore of babylon ', 'trump continues attack on top dem i ', 'if trump can t be being by the president ', 'fbi debunks hillary s conspiracy theory ']","{'’': 0.09090909090909091, 'gop': 0.045454545454545456, 'sen': 0.045454545454545456, 'lee': 0.045454545454545456, 'would': 0.045454545454545456}","{'hillary': 0.1, 'trump': 0.1, 'five': 0.05, 'reasons': 0.05, 'belief': 0.05}",0.0552825927734375,90.2050769329071,6477.441583871841
50,jenna fischer wore a towel on jimmy kimmel after a wardrobe malfunction,0,jenna fischer wore a towel on jimmy kimmel after a wardrobe malfunction,0,0,0.9827586206896551,"['white house blames deadly gaza violence ', 'ryan reynolds went on a south korean ', 'fox news guest personally at donald ', 'bill gates says trump didn t know the ', 'facebook faces high profile lawsuit ']","['trevor noah unveils hilarious recruitment ', 'kathy griffin nails the hypocrisy of ', 'fox news said to settle group of lawsuits ', 'cynthia nixon would rather be the good ']","{'white': 0.038461538461538464, 'house': 0.038461538461538464, 'blames': 0.038461538461538464, 'deadly': 0.038461538461538464, 'gaza': 0.038461538461538464}","{'trevor': 0.05, 'noah': 0.05, 'unveils': 0.05, 'hilarious': 0.05, 'recruitment': 0.05}",0.023836135864257812,82.7930850982666,6477.441583871841
51,‘great british bake off’ will leave bbc and two hosts quit the new york times,1,‘great british bake off’ will leave bbc and two hosts quit the new york times,1,1,0.9764705882352941,"['‘ us anti trump protests similar to ', 'former us accuses trump of sexual assault ', 'former student accuses its of sexual ', 'former student accuses trump in sexual ', 'repo fbi will be take but germany hints ']","['‘ jeopardy ’ fans would be able to ', 'e p a workers try to block pruitt in ', 'former fbi accuses trump andrew lawyer ', 'former student is a black killings ', '‘ things you re ’ california able to ']","{'trump': 0.11538461538461539, 'former': 0.11538461538461539, 'accuses': 0.11538461538461539, 'sexual': 0.11538461538461539, 'us': 0.07692307692307693}","{'‘': 0.07407407407407407, '’': 0.07407407407407407, 'able': 0.07407407407407407, 'former': 0.07407407407407407, 'jeopardy': 0.037037037037037035}",0.03273272514343262,94.10117506980896,6477.441583871841
52,colin kaepernick receives amnesty international s highest honor for activism,0,colin kaepernick receives amnesty international s highest honor for activism,0,0,0.9682539682539683,"['israeli forces kill at least 16 palestinian ', 'fox news repoer sarah huckabee sanders ', 'fox news said personally asks over ', 'bill gates says trump didn t know the ', 'noh korea says diplomat who defected ']","['us on outrage over white role explains ', 'laura ingraham by yet another despite ', 'at new york city ballet lacing up to ', 'fox news all but ignores nationwide ', 'tim kaine clinton email announcement ']","{'fox': 0.07407407407407407, 'news': 0.07407407407407407, 'says': 0.07407407407407407, 'israeli': 0.037037037037037035, 'forces': 0.037037037037037035}","{'us': 0.041666666666666664, 'outrage': 0.041666666666666664, 'white': 0.041666666666666664, 'role': 0.041666666666666664, 'explains': 0.041666666666666664}",0.03095555305480957,89.87596035003662,6477.441583871841
53,spirit cooking only the sta to hillary clinton’s dark satanic magic,1,spirit cooking only the sta to hillary clinton’s dark satanic magic,1,1,0.974025974025974,"['breaking clinton “ what we have had ', 'former trump doctor accuses president ', 'former fbi accuses trump calls president ', 'repo fbi ’ s facial recognition database ', 'spirit cooking only the sta to hillary ']","['senate does equifax a favor as a former ', 'former student foundation after begging ', 'gop state senator thinks laws created ', 'how to hit sinclair where it hus according ', 'watch blue bid 000 on a time to time ']","{'former': 0.08333333333333333, 'trump': 0.08333333333333333, 'accuses': 0.08333333333333333, 'president': 0.08333333333333333, 'fbi': 0.08333333333333333}","{'former': 0.08333333333333333, 'time': 0.08333333333333333, 'senate': 0.041666666666666664, 'equifax': 0.041666666666666664, 'favor': 0.041666666666666664}",0.038511037826538086,79.60813188552856,6477.441583871841
54,obama loses it goes off on audience information clearing house ich,1,obama loses it goes off on audience information clearing house ich,1,1,1.0,"['donald trump deutsche bank did clintons ', 'fbi debunks hillary clinton conspiracy ', 'michael moore bringing trump hate to ', 'michael keaton ends kent state commencement ', 'fbi debunks hillary clinton s ‘ trump ']","['giuliani calls comey a baby for defending ', 'gop food stamp bill might be harsh ', 'giuliani says trump repaid lawyer for ', 'man dressed as elsa from frozen pushes ', 'gop congresswoman blames deep state ']","{'trump': 0.1111111111111111, 'fbi': 0.07407407407407407, 'debunks': 0.07407407407407407, 'hillary': 0.07407407407407407, 'clinton': 0.07407407407407407}","{'giuliani': 0.07692307692307693, 'gop': 0.07692307692307693, 'calls': 0.038461538461538464, 'comey': 0.038461538461538464, 'baby': 0.038461538461538464}",0.058870553970336914,81.48401117324829,6477.441583871841
55,police struggle to find possible motives for austin bombings,0,police struggle to find possible motives for austin bombings,0,0,0.9666666666666667,"['these old marijuana movie posters may ', 'republicans got marching with the only ', 'no or graduation ceremony for teen ', 'at least 5 dead in violent clashes ', 'u s hits russia with sanctions for ']","['ryan zinke and the tale of two fish ', 'larry nassar survivors feel violated ', 'israeli soccer team beitar jerusalem ', 'former trump doctor accuses president ']","{'old': 0.05263157894736842, 'marijuana': 0.05263157894736842, 'posters': 0.05263157894736842, 'may': 0.05263157894736842, 'republicans': 0.05263157894736842}","{'ryan': 0.05, 'zinke': 0.05, 'tale': 0.05, 'two': 0.05, 'fish': 0.05}",0.02347087860107422,78.94191122055054,6477.441583871841
56,questioning gender amid a chaotic east village childhood the new york times,1,questioning gender amid a chaotic east village childhood the new york times,1,1,0.9672131147540983,"['questioning gender amid a chaotic east village childhood the new york times', 'republicans fill cou seat they denied ', 'russia and expel u s diplomats shut ', 'israeli soccer team beitar jerusalem ', 'russia hands us its response to john ']","['noh korea still open to talks after ', 'arab soccer players refuse to sing ', 'these old marijuana movie posters may ', 'no hours graduation ceremony for teen ', 'republicans got marching with the legal ']","{'russia': 0.06666666666666667, 'questioning': 0.03333333333333333, 'gender': 0.03333333333333333, 'amid': 0.03333333333333333, 'chaotic': 0.03333333333333333}","{'noh': 0.045454545454545456, 'korea': 0.045454545454545456, 'still': 0.045454545454545456, 'open': 0.045454545454545456, 'talks': 0.045454545454545456}",0.03568267822265625,76.98583054542542,6477.441583871841
57,new england patriots elizabeth ii your monday evening briefing the new york times,1,new england patriots elizabeth ii your monday evening briefing the new york times,1,1,0.9875,"['u s hits chinese jet governor to win ', '5 tips for reading the polls like a ', 'how think tanks amplify corporate america ', 'ryan zinke and the tale of two fish ', 'how to wong foo paved the way for the ']","['after campaign exit manafo borrowed ', 'russian spring unveils new caoon series ', 'republicans got with gerrymandering ', '5 ways to tricks you into watching ', '5 movies to see with and without family ']","{'u': 0.04, 'hits': 0.04, 'chinese': 0.04, 'jet': 0.04, 'governor': 0.04}","{'5': 0.09090909090909091, 'campaign': 0.045454545454545456, 'exit': 0.045454545454545456, 'manafo': 0.045454545454545456, 'borrowed': 0.045454545454545456}",0.04279899597167969,91.06862473487854,6477.441583871841
58,chilean clergy abuse victims took their stories of survival to pope francis,0,chilean clergy abuse victims took their stories of survival to pope francis,0,0,0.9733333333333334,"['arab soccer players refuse to sing ', 'republicans head into mid terms into ', 'republicans got shoot with at the foot ', 'noh korea says diplomat who defected ', 'republicans head into mid terms with ']","['republicans fill cou seat they denied ', 'republicans got shoot gerrymandering ', 'former student accuses in in death ', 'former student accuses trump in sexual ', 'tim kaine clinton email announcement ']","{'republicans': 0.13636363636363635, 'head': 0.09090909090909091, 'mid': 0.09090909090909091, 'terms': 0.09090909090909091, 'arab': 0.045454545454545456}","{'republicans': 0.08695652173913043, 'former': 0.08695652173913043, 'student': 0.08695652173913043, 'accuses': 0.08695652173913043, 'fill': 0.043478260869565216}",0.0382230281829834,80.65126395225525,6477.441583871841
59,katie ledecky smashes her own world record in 400 freestyle the new york times,1,katie ledecky smashes her own world record in 400 freestyle the new york times,1,1,0.9375,"['france ’ s overseas territories kick ', 'no hours of raging deadly prison violence ', 'top post nominee ‘ obama ’ at for christian ', 'top 10 scary list ghosts replaced by ', 'before elections fear russian meddling ']","['china tries to censor ai victory over ', 'republicans got with gerrymandering ', '5 ways netflix tricks you into a problem ', 'and head tells texas tells to you right ', '5 movies to see with and without family ']","{'’': 0.07407407407407407, 'top': 0.07407407407407407, 'france': 0.037037037037037035, 'overseas': 0.037037037037037035, 'territories': 0.037037037037037035}","{'5': 0.08695652173913043, 'tells': 0.08695652173913043, 'china': 0.043478260869565216, 'tries': 0.043478260869565216, 'censor': 0.043478260869565216}",0.029155731201171875,82.2732264995575,6477.441583871841
60,james corden recruits celebrity repoers to investigate who bit beyoncé,0,james corden recruits celebrity repoers to investigate who bit beyoncé,0,0,0.9830508474576272,"['helen hunt gives update on ‘ mad about ', 'white house knew about rob poer allegations ', 'stephen colbe does some porn star math ', 'white house preps spending cuts bill ', 'cops already patrol these students ']","['vermont lawmakers pass gender bathroom ', 'fox news said to settle group of lawsuits ', 'taraji p henson s cardi b impression ', 'former miss accuses trump of sexual ', 'trevor noah unveils hilarious recruitment ']","{'white': 0.07407407407407407, 'house': 0.07407407407407407, 'helen': 0.037037037037037035, 'hunt': 0.037037037037037035, 'gives': 0.037037037037037035}","{'vermont': 0.037037037037037035, 'lawmakers': 0.037037037037037035, 'pass': 0.037037037037037035, 'gender': 0.037037037037037035, 'bathroom': 0.037037037037037035}",0.02169942855834961,81.6535952091217,6477.441583871841
61,breaking obama now considering maial law because of mass riots conservative daily post,1,breaking obama now considering maial law because of mass riots conservative daily post,1,1,1.0,"['former trump doctor accuses president ', 'breaking clinton “ we re have to say ', 'breaking clinton – what ivanka hold ', 'fbi 33 000 criminal gangs 1 4 million ', 'breaking clinton “ “ we have more than ']","['a candidate rises on vows to control ', 'watch blue bid 000 on a time to protect ', 'new federal data shows how black students ', 'gop senator called out for pushing ']","{'breaking': 0.11538461538461539, 'clinton': 0.11538461538461539, '“': 0.11538461538461539, 'former': 0.038461538461538464, 'trump': 0.038461538461538464}","{'candidate': 0.05, 'rises': 0.05, 'vows': 0.05, 'control': 0.05, 'watch': 0.05}",0.024593114852905273,87.4945559501648,6477.441583871841
62,slovakia s prime minister fico quits amid crisis over murdered journalist,0,slovakia s prime minister fico quits amid crisis over murdered journalist,0,0,0.9662921348314607,"['fbi calls on democratic investigation ', 'house who about gop tax bill fired ', 'fbi has questions about michael cohen ', 'house dems repoedly plan to release ', 'prescription drugs time to “ just say ']","['george soros progressive groups to ', '11 very depressing economic realities ', 'fbi debunks hillary clinton email will ', 'cynthia nixon would rather be the good ', 'alarmist repo eah to lose 67 of wildlife ']","{'fbi': 0.08695652173913043, 'house': 0.08695652173913043, 'calls': 0.043478260869565216, 'democratic': 0.043478260869565216, 'investigation': 0.043478260869565216}","{'george': 0.041666666666666664, 'soros': 0.041666666666666664, 'progressive': 0.041666666666666664, 'groups': 0.041666666666666664, '11': 0.041666666666666664}",0.036566734313964844,95.35354018211365,6477.441583871841
63,make music great again with these 10 trumped up album covers,1,make music great again with these 10 trumped up album covers,0,0,0.9607843137254902,"['dominates michigan in ncaa championship ', 'republicans head into mid terms with ', 'no or graduation ceremony for teen ', 'lawmakers have added 32 8 million to ', 'huma may have violated ‘ legal ’ regarding ']","['avengers infinity war directors reveal ', 'us on outrage over white role explains ', 'no jail time for walk of fame trump ', 'republicans fill cou seat they denied ', 'alarmist repo eah to lose 67 of wildlife ']","{'dominates': 0.043478260869565216, 'michigan': 0.043478260869565216, 'ncaa': 0.043478260869565216, 'championship': 0.043478260869565216, 'republicans': 0.043478260869565216}","{'avengers': 0.038461538461538464, 'infinity': 0.038461538461538464, 'war': 0.038461538461538464, 'directors': 0.038461538461538464, 'reveal': 0.038461538461538464}",0.027034282684326172,75.7678906917572,6477.441583871841
64,hey msm illegal alien suppoer makes death threat against trump in spanish,1,hey msm illegal alien suppoer makes death threat against trump in spanish,0,0,0.9830508474576272,"['hey msm illegal alien suppoer makes death threat against trump in spanish', 'israeli forces kill at least 16 palestinian ', 'r kelly accusers say they had to ask ', 'stephen colbe wants mueller to give ', 'challenges colleges to stand up for ']","['cynthia nixon would rather be the good ', 'cynthia nixon challenges andrew cuomo ', 'iraqi car bomb jaw dropping crisis ', 'israeli soccer team beitar jerusalem ', 'former trump doctor accuses president ']","{'hey': 0.034482758620689655, 'msm': 0.034482758620689655, 'illegal': 0.034482758620689655, 'alien': 0.034482758620689655, 'suppoer': 0.034482758620689655}","{'cynthia': 0.07692307692307693, 'nixon': 0.07692307692307693, 'would': 0.038461538461538464, 'rather': 0.038461538461538464, 'good': 0.038461538461538464}",0.026052236557006836,89.7334098815918,6477.441583871841
65,u s mexico and canada likely to affirm joint world cup bid the new york times,1,u s mexico and canada likely to affirm joint world cup bid the new york times,1,1,0.9829059829059829,"['a political obituary for the president ', 'a snapshot of how asian americans are ', 'russia vows to expand black list of ', '‘ i ’ m nobody nationalist a wall ’ ', '‘ i ’ m ’ m not wall ’ breitba <end> ']","['‘ great british ’ s leave bbc and two ', 'u s transfers first guantánamo detainee ', '‘ things you re ’ their able to visit ', '‘ things you re ’ california deal for ', 'after senate filibuster ’ s death somber ']","{'’': 0.21739130434782608, '‘': 0.08695652173913043, 'wall': 0.08695652173913043, 'political': 0.043478260869565216, 'obituary': 0.043478260869565216}","{'’': 0.14814814814814814, '‘': 0.1111111111111111, 'things': 0.07407407407407407, 'great': 0.037037037037037035, 'british': 0.037037037037037035}",0.05387282371520996,105.8153383731842,6477.441583871841
66,helen hunt gives promising update on ‘mad about you’ reboot,0,helen hunt gives promising update on ‘mad about you’ reboot,0,0,0.9782608695652174,"['fox news said personally asks 000 to ', 'new york city council launches probe ', 'man dressed as elsa from frozen pushes ', 'fox news repoer personally asks over ', 'bill maher shreds donald trump likens ']","['fox news said to settle group of lawsuits ', 'r kelly accused of knowingly and intentionally ', 'fox news melts down after hillary clinton ', 'former mexican president vicente fox ']","{'fox': 0.07142857142857142, 'news': 0.07142857142857142, 'personally': 0.07142857142857142, 'asks': 0.07142857142857142, 'said': 0.03571428571428571}","{'fox': 0.14285714285714285, 'news': 0.09523809523809523, 'said': 0.047619047619047616, 'settle': 0.047619047619047616, 'group': 0.047619047619047616}",0.017743587493896484,81.19577383995056,6477.441583871841
67,president obama and president elect donald trump meet at white house,1,president obama and president elect donald trump meet at white house,1,1,0.9565217391304348,"['russia vows to expand black list of ', 'u s accuses chinese jet of too close ', 'youtube ’ s neighbors send stirring ', 'russia hands us its behind response ', 'republicans now marching with trump ']","['michael moore admits no women ever ', 'former student foundation ceo after ', 'former student is a black killings ', 'blacks for trump rejoice trump has ', 'former student is charged in killings ']","{'russia': 0.08695652173913043, 'vows': 0.043478260869565216, 'expand': 0.043478260869565216, 'black': 0.043478260869565216, 'list': 0.043478260869565216}","{'former': 0.14285714285714285, 'student': 0.14285714285714285, 'killings': 0.09523809523809523, 'trump': 0.09523809523809523, 'michael': 0.047619047619047616}",0.032628774642944336,73.91397547721863,6477.441583871841
