concon distance spacy,target text,closest counterfactual,closest true text
0.7833328016836929,URGENT This is our 2nd attempt to contact U. Your aPS900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,debreasted This is quadroon 2nd recommend prolapse contact U. russian mesmerize prize broadwise YESTERDAY watchlist still awaiting collection . To brown undulation neuroleptics gunjah . ACL03530150PM,get ur mail dileep.thank muchand look forward lot support contact remember venugopal mentioned.tomorrow late shall try come till there.goodnight dear
0.7131872366898777,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueaAC C RingtoneaA,antilogarithm . heartbreaking . wml?id=820554ad0a1705572711&first = trueaAC C RingtoneaA,ok c
0.8330441383762838,Please CALL 08712402779 immediately as there is an urgent message waiting for you,Please shady 08712402779 papist as there is an shady message waiting for you,lay man let know miss think great day send bimbo ugo number ill appreciate safe
0.8894578364462751,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,Hello . gynarchy need some tooled elbow and chaps to user storier prods for champneys . disgarnish i put you down ? I need your address and dob asap ufologists Ta r,get ur mail dileep.thank muchand look forward lot support contact remember venugopal mentioned.tomorrow late shall try come till there.goodnight dear
0.8888551809680373,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""","pirana you hear about the sheeple \Divorce abrasive "" ? It comes with all of Ken trinketry stuff ! """,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.816352326040983,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@aPS1.50rcvd,GSOH ? Good tergite SPAM the ladies?U yautias cell-phones endoscopy male gigolo ? 2 join thumb-print foraminate 's fastest cell-phones mens club reply hostages . mjzgroup . houghing reply goulashes ratline Clear,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.8274791264034793,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop Azorian ten-pounder Catalina , IS IT YOU calcaneus either blungers K , unhappily K , durio Cash or ruggedly Travel viewlessly undoing Call depolarizers , exclusivity turbo-machine mathematicizing PO Box CR01327BT alphanumeric glancing Mayenne countrywoman vary",yes start send request pain come bed double coin factory get to cash nitro
0.832229233498324,Promotion Number: 8714714 - UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,Promotion Number : hyperbatic - guilt-ridden oligodendroctye a City Break embase could WIN chamberlains kneeling Summer Shopping spree every WK tegumentary abolitionist tiemannite to 88039 . maulanas unsatisfiedness TsCs087147403231Winawk!Age16 dispossesses,get new year cos yetunde say want surprise not money return mid january   lt;#&gt day return period end
0.7436880043286079,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,retinoblastoma symbolic Chat 2 horny guys in ur area bildungsromane just nonacid paradisial 2 receive warmest postcode or at noons unoxidized fuzzle frolicsomely name to 89693 pipkin worrisome rpl Stop 2 cnl,way transport problematic sat night way u want ask   n   join bday feel free need know definite nos booking fri
0.8394988102000375,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Send a band-aids 2 ur lover - satin-paper names joined by a heart . refractive LOVE redistillation NAME2 divaricate eg LOVE ADAM slurs 07123456789 to 87077 Yahoo stamper POBox36504W45WQ TxtNO 4 lasagne ads inviolatamque,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.8187575644972062,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,petrological B4U voucher Hermosillo dioceses petrological 27/03 is MARSMS . Log onto encroachment for discount credit . organographic opt out tennis-court stop . post-wagon galaxiid knopper 08717168528,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
0.8707869064370859,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,Want 2 get self-adaptation unblenched foremasts Want real Xerxes locations sent direct 2 ur mob ? Join nonhorror unannotated 's intracortical checkerberry nitrobenzyl nitrobenzyl Txting GRAVEL untrue 69888 ! Nt . ec2a . unaddressed,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.8057000782216842,"Last Chance! Claim ur aPS150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. aPS3.00 Sub. 16","Last Chance ! leucanthemum carpeting venerable worth of discount Roman Catholic eruptional mitigating inattention SHOP fog-smoke 85023 Parris Island ! SavaMob , offers spanking ! T Cs SavaMob vigour pronouns M263UZ Roman Catholic inattention Sub . tuyeres",uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.789475168263059,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Double cheater half-dollars Double shuns & 1/2 price Linerental on Latest Orange creviced mobiles memoir E-meters acetoacetate for nifty very latest offers . 08000839402 evident call2optout holed LF56,yes start send request pain come bed double coin factory get to cash nitro
0.8453035909156401,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,WIN a potations Shopping three-legged every tadpole Starting NOW . Hegelianism play Zaghawa STORE to 88039 . SkilGme . TsCs08714740323 cyzicene ! age16 carpetbags herea-bout,little darling far week need coffee run tomo?can't believe time week u
0.7715593108588079,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE","SMS parfumier . ossuary your eclectic bycatches credits , nerve-storm goto ventil foscarnet * namer doorknob * * travelog with doorknob . no extra time-ball hurriedly help:08700469649 xenolith strawboard BOX420 . IP4 5WE",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8232657218515488,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,universalizing service Prince . You have a triclosan futurist delivery waiting for you . Please overprocessing 07046744435 now to arrange limbus,pls pls send mail know relative come deliver know cost risk benefit thank
0.8184226890752193,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a aPS2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",chin-cloth URGENT ! Your comfy builded 07xxxxxxxxx bohunks a photocathode bonus caller Asbos earplugged soapboxes neutralizers this is the receiptable attempt to reach YOU ! thrashings 09066362231 Jolly !,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8017020965273179,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Get chatty Lions fighters internodal , exhaust-gas pickax 4 mono or lionp 4 jigsawing . 4 more go 2 handicapper showed unmurmured original n best . Tones 3GBP network dotation gymnosperms octocoral",jay want work 4 sound
0.8714632210435582,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","pigtails accord its Chloe , democratising r inducing ? I polyembryonic smashed on twenty-eight night , it was treature ! How was your weekend overcounts gigaliters been missing me ? SP parmesan Text allspice to stop mountainlike / text",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.7357442150764985,You have WON a guaranteed aPS1000 cash or a aPS2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,You have serpolet retell head-scratcher nugacity Swedenborg apoptosome a whip-hand prize lodestars succors digon tridacnidae succors overplease satirise customer pressurizers Norm. on 08714712394 between 10am-7pm,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8251478626011893,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",Your tallest sachet-powder daintily waiting greening be collected souses Simply replantation the password \MIX\ debtor to 85069 to verify . Get Usher and Britney pirimicarb FML,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.7356832003524706,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","YOUR gypsum TO BE sinfulnesses scrow unmeditated FANTASY SHOW unroyally iberis macromeres flavivirus Just 20p per min NTT Ltd , PO McGuffin vampirical straightened mistress corydalis hyperthermic is a flavivirus inconvenience Montanism rugburn .",uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.793323482512365,"This is the 2nd attempt to contract U, you have won this weeks top prize of either aPS1000 cash or aPS200 prize. Just call 09066361921","This aberrances the skyward unfashioned to contract stalked , fiacre have won this embramine top Hurst of either aPS1000 gahmen whippings vanadiferous prize . epiglottis isoprostane 09066361921",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.7203249913772157,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,PRIVATE ! foresend particleboard Ruskin Statement slapstick shows oreads un - redeemed S. I. missed points . piteousness 08718738002 Identifier Code aquatics 48922 twenty-fifth posies,norm tomorrow finish 4.15 cos st test need sort library stuff point tomo get letter today access til end march well
0.8773432527380401,We currently have a message awaiting your collection. To collect your message just call 08718723815.,We currently have a message awaiting your soyle . To collect your message amontillados clerisy throwing .,mum send message get want know actually get enjoy rest day
0.8493355971732822,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over aPS1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money ! reassociation off-season you quadruplet a ensient cowered ! ventripotent nanopores methanotrophy prize text money 2 88600 over aPS1million primiparae give away ! synfuel text rate box403 w1t1jy,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8902330517992395,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg devoice multigenerous the day if you are ready surfari seducement 'm brow-beating & Black Hills in your town . I love bissel fun & games chaussure Netcollex Ltd 08700621170150p neurocranium msg sleepy weeping underwater end,night end day morning come special way smile like sunny ray leave worry blue blue bay gud mrng
0.7401819188494331,FREE entry into our aPS250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,cones entry into crescendos aPS250 flixweed competition unsullying text the word shouters to 80086 NOW nanovolts re-presentation T&C lemonwood,say text time
