wordnet distance spacy,target text,closest counterfactual,closest true text
0.835119360018457,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,finis encounter ii exact ur aPS150 Charles_Frederick_Worth of discount verifier - textbook YES to 85023 now!SavaMob - penis propose wandering liothyronine one_C 08717898035 . aPS3.00 hoagy . 16 . murder txt ex or hitch,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8959572060682489,Great News! Call FREEFONE 08006344447 to claim your guaranteed aPS1000 CASH or aPS2000 gift. Speak to a live operator NOW!,Great news_program ! Call FREEFONE 08006344447 to take your guarantee aPS1000 CASH Oregon aPS2000 give . verbalise to antiophthalmic_factor alive manipulator today !,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.845738895469796,U are subscribed to the best Mobile Content Service in the UK for aPS3 per ten days until you send STOP to 83435. Helpline 08706091795.,uranium are subscribed to the best immobile contentedness avail in the Britain for aPS3 per ten Clarence_Shepard_Day_Jr. until you transmit stop_over to 83435 . Helpline 08706091795 .,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8550406928067473,Marvel Mobile Play the official Ultimate Spider-man game (aPS4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,Marvel Mobile_River Play the official Ultimate wanderer - man game ( aPS4.50 ) on ur nomadic right straight_off . textual_matter SPIDER to 83338 for the game & we ll place u antiophthalmic_factor release 8Ball wallpaper,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.805209936710253,UUave Bin Awarded aPS50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min aPS50-aPS500. OptOut 08718727870,UUave Bin present aPS50 to caper 4 crying cash_in . scream 08715203028 To lay_claim . EVERY 9th Player Wins Fukien aPS50 - aPS500 . OptOut 08718727870,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8085245275811503,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,public ! Your 2004 story command for 07742676969 render 786 cursed Bonus Points . To take holler 08719180248 identifier code : 45239 expire,open rebtel firefox load plus sign user place number low number number pick number pin display okay
0.7941053915050943,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,television_camera - You are present a SiPix analogue tv_camera ! telephone 09061221066 fromm land_line . Delivery within twenty-eight mean_solar_day .,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
0.8848606875019079,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a aPS1500 Bonus Prize, call 09066364589","As a valued customer , ace am pleased to propose you that travel_along Holocene critique of your jam No . you ar awarded with a aPS1500 Bonus disrespect , scream 09066364589",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8715254956769584,WIN URGENT! Your mobile number has been awarded with a aPS2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,lose pressing ! Your roving come give_birth make_up present with axerophthol aPS2000 appreciate GUARANTEED shout 09061790121 from state personal_line_of_credit . exact 3030 valid 12hrs but 150ppm,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8687253641987088,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,U have lose a nokia 6230 plus a release analogue photographic_camera . This is what u get when uranium profits our enforce auction_bridge . To use_up part mail NOKIA to 83383 straight_off . POBOX114/14TCR / W1 xvi,d proof   lt;#&gt   rs will not allow work come home day
0.7827550560886245,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ","wraith downwards your family with amp Halloween compendium of vitamin_A logotype & pic substance addition ampere spare eery smell , txt circuit_card spectre to 8007 zee 08701417012150p per logo / pic",uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8730528471038033,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a raw Nokia 3510i coloring_material sound DeliveredTomorrow ? With ccc liberate minutes to any wandering + c innocent texts + Free camcorder respond or call_off 08000930705,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8594661062759252,"449050000301 You have won a aPS2,000 price! To claim, call 09050000301.","449050000301 You have lose adenine aPS2,000 Leontyne_Price ! To exact , scream 09050000301 .",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8772093444006404,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You wealthy_person advance a Nokia 7250i . This is what you get when you acquire our loose auction_off . To study theatrical_role send Nokia to 86021 now . Hg / Suite342/2Lands run-in / W1JHL 16 +,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8637007009524865,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burger world-beater - Wanna wreak footy at a superlative stadium ? Get 2 Warren_E._Burger mogul before 1st Sep and go Large or Super with Coca - Colon and walk out axerophthol succeeder,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8687905908500712,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,Get a FREE mobile television thespian exempt movie . To collect textbook GO to 89105 . Its discharge ! Extra films can be consistent triiodothyronine 's and c 's utilise . 18 twelvemonth only,d proof   lt;#&gt   rs will not allow work come home day
0.8652123738469375,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,Do you want amp New Nokia 3510i vividness Phone cede Tomorrow ? With two_hundred gratuitous minutes to any nomadic + hundred disengage trade_edition + bound camcorder response OR shout 8000930705,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9052917681808637,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ","soul U know has ask our see service 2 contact you ! Ca nt gauge World_Health_Organization ? prognosticate 09058097189 NOW all will be break . POBox 6 , LS15HB 150p",speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8480799886533102,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,Our brand unexampled mobile music service_of_process is now hold_up . The disembarrass music player will make_it soon . precisely install off your sound to range depicted_object from the top artists .,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.883220925826364,"Congratulations! Thanks to a good friend U have WON the aPS2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate","Congratulations ! Thanks to a good friend U abstain WON the aPS2,000 Dec_25 prize . 2 take live well-off , just outcry 08718726978 NOW ! Only 10p per minute . BT - national - place",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8712788326005587,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,textual_matter & assemble someone aphrodisiac today . uracil can see a appointment or even flirt its downwards to U. Join 4 just 10p . response with make & mature eg SAM twenty-five . 18 -msg recd@thirtyeight centime,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8980639229702039,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,I am cold n turned_on and willing single live topical_anaesthetic to you - school_text a reply to hear strt advance from me 150p per monosodium_glutamate Netcollex LtdHelpDesk : 02085076972 respond finish to end,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8407884102865,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,loose UNLIMITED hard-core pornography train ii your peregrine Txt PORN to 69200 & get destitute get_at for xxiv hrs then chrgd@50p per twenty-four_hour_period txt kibosh 2exit . This MSG comprise free,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
